Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NY
13825,NY,10.08,34897.25523,10/03/2014,,
11581,NY,14.58,45850.55879,05/27/2014,,
12754,NY,7,30771.67193,09/05/2014,,
10603,NY,4,20163.87578,12/09/2014,,
12401,NY,3.235,12406.65818,11/14/2014,,
11566,NY,9,42830.14732,03/24/2014,,
14223,NY,5,22154.74675,11/10/2014,,
11949,NY,8.48,37755.36182,05/09/2014,,
12052,NY,9.18,51829.22631,12/31/2014,,
10312,NY,6.05,34004.02759,11/20/2014,,
11703,NY,7.35,44482.88021,01/29/2014,,
12561,NY,9.156,42221.93492,11/26/2014,,
10520,NY,4.48,17382.95514,11/28/2014,,
12192,NY,7.35,29270.38618,12/18/2014,,
11725,NY,5.88,29201.77391,06/05/2014,,
11735,NY,7.42,24366.1946,05/23/2014,,
10309,NY,4,17583.81253,09/30/2014,,
12019,NY,3.06,17276.40877,12/24/2014,,
12061,NY,4.59,25628.54424,10/17/2014,,
10308,NY,4.32,20768.78997,09/23/2014,,
11763,NY,6.62,33137.00871,03/06/2014,,
11762,NY,6.5,28234.9261,04/28/2014,,
11742,NY,15.9,62596.65152,01/10/2014,,
12154,NY,6.885,38871.91973,12/04/2014,,
10603,NY,7.25,32044.58878,09/22/2014,,
12528,NY,10.75,60693.2661,12/03/2014,,
11788,NY,5.4,32014.67948,06/09/2014,,
10920,NY,7,34897.25523,10/17/2014,,
10924,NY,6,26011.39976,12/08/2014,,
12831,NY,5.1,28630.74965,11/25/2014,,
12414,NY,7.5,42344.13914,12/15/2014,,
10989,NY,8.5,36025.33498,12/15/2014,,
12053,NY,11.73,66226.23362,12/30/2014,,
11720,NY,10.56,73155.13849,08/21/2014,,
10512,NY,6.47,22255.97379,10/14/2014,,
11793,NY,7.02,24649.27696,06/24/2014,,
11580,NY,4.41,22091.33914,03/06/2014,,
12966,NY,9,32931.37696,11/20/2014,,
11554,NY,7.5,30077.11475,05/19/2014,,
11704,NY,2.64,15816.59733,03/12/2014,,
12010,NY,9.18,51829.22631,12/17/2014,,
12144,NY,4.845,27354.31389,12/16/2014,,
12180,NY,6.375,35788.43706,11/24/2014,,
14590,NY,7.05,57270.92152,02/25/2014,,
11741,NY,2.7,16068.69043,10/15/2014,,
10533,NY,12.72,52999.16661,11/28/2014,,
12065,NY,4.59,25628.54424,10/30/2014,,
10510,NY,6,29911.93305,10/15/2014,,
12575,NY,7.865,29820.70165,10/14/2014,,
11720,NY,7.75,46121.9174,06/27/2014,,
11510,NY,10.73,46865.81043,11/07/2014,,
10306,NY,4.4,24480.49392,11/24/2014,,
11782,NY,9.9,34828.75158,05/27/2014,,
11763,NY,10.79,54385.39213,11/06/2014,,
11561,NY,5.39,35407.77756,01/31/2014,,
12547,NY,10,37295.98246,09/05/2014,,
11040,NY,4.9,24465.27637,04/23/2014,,
11717,NY,4.66,28067.78784,02/07/2014,,
14886,NY,6.6,21106.15557,11/20/2014,,
11757,NY,8.68,34186.22644,01/08/2014,,
12068,NY,6,26585.6961,11/24/2014,,
12508,NY,6.96,26028.56649,10/14/2014,,
11580,NY,8.58,42585.92029,06/23/2014,,
10530,NY,8,45167.08175,12/24/2014,,
12144,NY,22.65,114836.777,04/16/2013,,
11572,NY,6,24886.56981,03/10/2014,,
11735,NY,78,346665.7787,08/22/2014,,
14527,NY,12.65,64675.63157,12/09/2014,,
11756,NY,4.5,17527.90363,07/28/2014,,
10312,NY,7.905,41973.72156,11/05/2014,,
12118,NY,9.18,45765.25757,10/09/2014,,
10567,NY,14,53457.09821,11/26/2014,,
11210,NY,6.615,29310.72995,11/26/2014,,
11752,NY,6.37,37849.93793,07/29/2014,,
11717,NY,7.5,30251.25851,05/13/2014,,
12834,NY,5.64,29996.63342,09/26/2012,,
11793,NY,5.88,23432.74185,04/01/2014,,
12068,NY,13.005,73008.4116,11/06/2014,,
14411,NY,5.5,20289.90001,12/01/2014,,
11023,NY,4,15977.32334,04/09/2014,,
14201,NY,7.2,34188.59578,09/12/2012,,
11801,NY,4.5,18199.16987,04/09/2014,,
13073,NY,7.25,27989.98007,12/24/2014,,
11791,NY,4.17,20864.04252,03/24/2014,,
12566,NY,8,46936.26021,12/04/2014,,
11717,NY,4.34,25758.2679,07/29/2014,,
12578,NY,6.9,42918.78692,11/03/2014,,
11722,NY,9.95,35393.55034,12/22/2014,,
11704,NY,4.2,24952.69355,03/17/2014,,
11767,NY,7.35,36818.89857,03/18/2014,,
11757,NY,6.86,40798.82113,09/09/2014,,
10307,NY,7.905,14492.31715,07/29/2014,,
10312,NY,24.198,120973.1728,12/01/2014,,
11767,NY,10.78,64584.85653,03/20/2014,,
10314,NY,11.55,57151.73342,10/02/2014,,
12831,NY,9.18,51535.34937,11/12/2014,,
11554,NY,6.5,22638.68852,05/13/2014,,
11566,NY,8.25,33073.05932,04/28/2014,,
12056,NY,9.25,51647.93773,10/06/2014,,
12461,NY,3.25,18408.48935,11/19/2014,,
11768,NY,6.37,37849.93793,07/24/2014,,
10307,NY,8.829,42254.59369,10/22/2014,,
11727,NY,9.89,57973.66336,12/22/2014,,
10930,NY,5.5,31052.3687,12/30/2014,,
12180,NY,15.4,57793.85441,09/30/2014,,
12302,NY,8,45167.08175,12/16/2014,,
11717,NY,4.17,24747.7306,07/29/2014,,
12740,NY,15.6,69122.80986,11/05/2014,,
11755,NY,6.62,39500.93622,04/21/2014,,
10314,NY,10.137,57653.56183,12/10/2014,,
11791,NY,7,24273.42244,03/12/2014,,
14103,NY,18.375,81883.48316,12/31/2014,,
11731,NY,6.48,23162.27742,02/28/2014,,
10562,NY,11.5,41083.33232,12/24/2014,,
12553,NY,6.75,37689.03564,10/16/2014,,
12553,NY,10,40119.14871,11/25/2014,,
11704,NY,5.39,32500.39293,02/26/2014,,
11702,NY,8,47535.99261,07/30/2014,,
10941,NY,10.92,41018.36431,12/22/2014,,
11767,NY,10.54,62656.25597,09/24/2014,,
12804,NY,7.395,41290.43238,10/31/2014,,
11720,NY,6.86,40963.85989,04/21/2014,,
10309,NY,13.08,65935.87381,12/10/2014,,
13035,NY,12.5,50110.42729,12/22/2014,,
11725,NY,5.88,34938.55711,07/30/2014,,
10994,NY,9.25,38506.07645,12/15/2014,,
12550,NY,10.5,40130.49675,11/05/2014,,
11755,NY,7.8,32219.7506,09/24/2014,,
12205,NY,7.395,41514.58699,11/12/2014,,
11795,NY,8.28,39730.30464,06/23/2014,,
11706,NY,5.5,24398.2897,12/22/2014,,
12205,NY,5.61,31324.77336,10/30/2014,,
11798,NY,6.13,36931.98969,02/26/2014,,
10980,NY,9.69,36189.42795,11/14/2014,,
10706,NY,5.5,24370.22143,11/06/2014,,
11778,NY,8.82,44182.67829,03/18/2014,,
12528,NY,7.25,36143.58577,10/23/2014,,
10579,NY,15,84688.27828,12/30/2014,,
12078,NY,9,50524.85232,11/18/2014,,
12095,NY,9.18,45765.25757,10/31/2014,,
12185,NY,9.75,48606.89121,10/06/2014,,
11793,NY,8.5,36286.58361,05/14/2014,,
10992,NY,9.9,36382.88123,10/22/2014,,
11563,NY,34.72,104731.891,02/15/2014,,
12553,NY,5.46,24330.94235,12/01/2014,,
12203,NY,4.08,22904.59972,11/19/2014,,
10562,NY,8,44910.97984,11/28/2014,,
11742,NY,102.02,398825.774,10/03/2014,,
12477,NY,12,59823.8661,10/07/2014,,
11738,NY,6.24,23272.69305,09/24/2014,,
12193,NY,6.25,35086.703,11/19/2014,,
11937,NY,13.73,63943.69753,01/08/2014,,
11756,NY,3.43,17356.75371,01/06/2014,,
12123,NY,8.925,49833.28046,10/30/2014,,
13073,NY,4,17299.06795,10/28/2014,,
10307,NY,6.867,35120.43064,12/10/2014,,
11793,NY,2.7,13745.72213,03/09/2014,,
11560,NY,12.22,49951.47333,03/09/2014,,
11756,NY,11.45,51066.52116,04/09/2014,,
13027,NY,1.855,10960.0613,10/31/2014,,
12028,NY,10.2,57588.02923,12/02/2014,,
11717,NY,119.85,336629.9298,03/09/2014,,
10930,NY,8.5,36221.15738,10/29/2014,,
11957,NY,20.27,68917.18567,04/28/2014,,
12477,NY,4.2,21052.0218,11/05/2014,,
12309,NY,6.37,28385.69613,12/15/2014,,
11565,NY,4.41,22468.11095,04/30/2014,,
12570,NY,6.725,20869.61143,12/30/2014,,
12550,NY,5.5,31052.3687,12/18/2014,,
11758,NY,8.75,42093.03405,05/14/2014,,
12137,NY,11.475,64419.18671,11/28/2014,,
12304,NY,16.75,74641.62717,12/22/2014,,
11788,NY,12.99,65707.71046,01/29/2014,,
11706,NY,5.64,33532.12691,05/23/2014,,
11561,NY,3.92,19467.84928,06/11/2014,,
12533,NY,5.232,24792.29183,12/24/2014,,
11786,NY,10.5,43872.61068,01/28/2014,,
11746,NY,9.81,50093.73955,03/27/2014,,
14850,NY,7.7,23984.92016,12/30/2014,,
12159,NY,7.65,43191.02192,12/31/2014,,
11746,NY,13.5,80493.01184,10/22/2014,,
10314,NY,8.175,41235.12597,12/10/2014,,
11758,NY,5.5,25084.57637,07/09/2014,,
11561,NY,3.83,17947.15983,10/17/2014,,
12302,NY,7.25,36143.58577,10/09/2014,,
10605,NY,7.5,37592.89607,11/03/2014,,
12401,NY,9.5,37832.47193,12/11/2014,,
12110,NY,13.26,74864.438,12/12/2014,,
11795,NY,8.33,50227.78831,02/26/2014,,
13468,NY,8.5,42375.23849,10/07/2014,,
10920,NY,5.5,21613.40905,11/20/2014,,
12159,NY,7.2,38661.17347,10/23/2014,,
11757,NY,3.43,20410.64353,05/18/2014,,
11050,NY,70.73,261363.2831,09/26/2014,,
11741,NY,7.11,35591.60195,03/20/2014,,
12878,NY,5,22555.73764,11/06/2014,,
10940,NY,5.25,20525.72125,11/26/2014,,
10941,NY,12,46578.55306,12/12/2014,,
11752,NY,10.53,37979.06958,03/10/2014,,
13611,NY,5.16,31832.88783,03/18/2013,,
11703,NY,4.08,15931.35553,06/09/2014,,
10598,NY,5.75,28665.60251,10/16/2014,,
12306,NY,6.375,35992.51827,12/04/2014,,
11784,NY,7.5,22878.09998,06/13/2014,,
12303,NY,5.5,27568.12379,11/03/2014,,
11788,NY,138.6,512480.2018,05/28/2014,,
11756,NY,9.05,49755.35939,05/18/2014,,
11746,NY,5.15,30616.46285,05/18/2014,,
10570,NY,2.5,14260.23858,11/14/2014,,
12525,NY,6.867,31495.47079,10/02/2014,,
13323,NY,12.1,40815.82971,10/20/2014,,
11780,NY,6.27,25730.48606,02/28/2014,,
11717,NY,6.5,21536.07016,07/18/2014,,
11510,NY,3.92,19504.10088,05/30/2014,,
10566,NY,6.25,35286.78262,12/04/2014,,
11946,NY,6.25,18895.35856,03/12/2014,,
12817,NY,4.8,19599.28726,12/01/2014,,
12211,NY,5.61,31673.41608,12/18/2014,,
12603,NY,4.59,25914.61315,12/16/2014,,
13365,NY,5.75,25623.24515,12/31/2014,,
10536,NY,12,59823.8661,10/23/2014,,
12589,NY,7.25,31870.66021,09/09/2014,,
10312,NY,5.775,32047.19204,11/19/2014,,
11757,NY,7.11,42279.11909,05/23/2014,,
11021,NY,8.75,36642.11799,10/29/2014,,
11803,NY,5.75,25406.48348,12/22/2014,,
11706,NY,6.13,30418.51449,06/13/2014,,
11364,NY,6.63,29350.78519,10/28/2014,,
13317,NY,3.825,21595.51096,12/11/2014,,
10980,NY,5.75,20462.56519,11/26/2014,,
11769,NY,10.64,42829.69378,02/09/2014,,
10921,NY,9,33572.85318,12/16/2014,,
10307,NY,24.852,122253.5789,12/10/2014,,
11793,NY,5.5,22353.27394,04/29/2014,,
11930,NY,10.14,52662.25633,04/06/2014,,
12170,NY,24.2,103104.783,11/24/2014,,
11742,NY,8.09,40500.78843,03/26/2014,,
12185,NY,8.16,45809.19944,11/13/2014,,
11702,NY,3.43,20450.78863,10/23/2014,,
10956,NY,5.75,18194.9617,11/12/2014,,
11554,NY,3.43,17292.80649,02/06/2014,,
13669,NY,14.3,53686.31927,12/30/2014,,
10462,NY,6.21,28076.37974,11/19/2014,,
10567,NY,17.5,57893.05995,11/26/2014,,
11937,NY,5.36,29812.22661,10/08/2014,,
13039,NY,4.165,18454.90404,11/20/2014,,
11776,NY,8.09,33231.42994,02/10/2014,,
14850,NY,4.14,20429.85027,10/30/2014,,
11798,NY,3.68,22158.99215,02/26/2014,,
10312,NY,13.407,65555.78475,12/30/2014,,
12547,NY,6,26585.6961,11/06/2014,,
11710,NY,6.75,31029.62499,01/16/2014,,
12083,NY,6.885,38871.91973,12/30/2014,,
12443,NY,6,20539.52736,10/21/2014,,
12401,NY,4.5,22433.94979,10/17/2014,,
12180,NY,13.515,76304.13873,12/16/2014,,
11963,NY,5,24768.07763,10/13/2014,,
11772,NY,7,33143.9587,04/11/2014,,
12154,NY,6,29911.93305,10/08/2014,,
11803,NY,7.42,31924.74022,03/07/2014,,
12306,NY,7.25,36143.58577,10/28/2014,,
10562,NY,6.75,38109.72523,12/30/2014,,
14782,NY,5.25,23262.48409,11/06/2014,,
12304,NY,3.825,21357.1202,10/27/2014,,
13329,NY,12.6,55894.26367,12/22/2014,,
11729,NY,11.03,66052.6031,03/26/2014,,
11741,NY,8,28771.09646,11/03/2014,,
12809,NY,13,64809.18828,10/17/2014,,
11714,NY,7.25,34156.87683,01/16/2014,,
11704,NY,6.86,41363.58646,02/05/2014,,
10926,NY,4.75,26817.95479,12/18/2014,,
11780,NY,4.9,28663.31808,04/21/2014,,
12306,NY,2.805,15836.70804,12/09/2014,,
10923,NY,4.5,16645.99074,10/31/2014,,
12055,NY,6.12,30675.80319,11/03/2014,,
10603,NY,6.21,25940.10172,09/02/2014,,
12205,NY,5.355,26696.40025,10/16/2014,,
11783,NY,11.93,35558.62266,06/11/2014,,
11414,NY,5.355,23289.27653,12/29/2014,,
12561,NY,8.415,47510.12412,12/02/2014,,
11714,NY,7.6,37718.95797,06/05/2014,,
12534,NY,3,14955.96653,10/07/2014,,
13456,NY,3.85,14567.39206,12/11/2014,,
11764,NY,9.25,38711.12707,01/14/2014,,
12019,NY,4.59,23006.8524,11/12/2014,,
12477,NY,6.12,34552.81754,12/31/2014,,
11756,NY,5,15277.9779,08/25/2014,,
12590,NY,11.5,57331.20501,10/09/2014,,
13073,NY,7,26916.51359,11/26/2014,,
12780,NY,8.575,38212.0569,12/12/2014,,
11742,NY,9.01,39630.14376,05/19/2014,,
11576,NY,8.25,39730.30464,06/13/2014,,
11722,NY,5,21918.89046,04/11/2014,,
12047,NY,7.65,42946.12447,11/12/2014,,
14847,NY,5.88,25912.7076,10/20/2014,,
10950,NY,6.75,33650.92468,10/31/2014,,
13354,NY,8,35447.5948,11/10/2014,,
11720,NY,4.75,17283.17726,01/24/2014,,
12553,NY,7.5,29252.53615,11/03/2014,,
11792,NY,12,41231.14554,01/30/2014,,
11420,NY,5.67,23289.27653,12/24/2014,,
11796,NY,3.75,16057.20996,04/14/2014,,
11729,NY,3.68,21868.47556,05/31/2014,,
12601,NY,5.75,32279.76676,11/13/2014,,
11720,NY,7.4,44014.51067,08/11/2014,,
11935,NY,5.33,13375.02846,03/27/2014,,
14075,NY,12.75,49727.97661,09/30/2014,,
10956,NY,12,49200.46182,12/15/2014,,
11967,NY,6.21,27701.95491,06/11/2014,,
11731,NY,9.25,33075.47862,06/11/2014,,
11746,NY,4.41,26420.44011,03/17/2014,,
11756,NY,10.29,51198.26482,05/31/2014,,
14048,NY,4.41,19651.91498,12/18/2014,,
11788,NY,5.39,32080.76767,08/11/2014,,
13354,NY,11.88,37863.52192,10/31/2014,,
14481,NY,7.56,28865.01539,10/21/2014,,
11738,NY,7,27960.31585,04/11/2014,,
11954,NY,7.19,33585.06541,01/07/2014,,
12182,NY,2.04,11517.60585,12/23/2014,,
13214,NY,8.215,29649.26651,11/14/2014,,
11795,NY,4.17,24952.69355,03/17/2014,,
12078,NY,15.75,78518.82426,10/07/2014,,
11930,NY,10.14,48513.16715,10/27/2014,,
11705,NY,13.8,45710.51551,08/19/2014,,
12553,NY,7.25,30655.31174,12/04/2014,,
12302,NY,5.1,23138.04746,12/17/2014,,
12443,NY,4.335,24474.91242,12/31/2014,,
12083,NY,10.2,57261.49929,11/05/2014,,
11948,NY,8.5,37978.26583,05/23/2014,,
11967,NY,5,20659.75842,06/26/2014,,
12054,NY,7.7,41492.21539,12/15/2014,,
11572,NY,7.35,36570.18916,05/30/2014,,
11765,NY,15.11,47859.09288,10/06/2014,,
11704,NY,8.16,46456.00121,08/22/2014,,
11746,NY,2.45,13972.86099,10/22/2014,,
11784,NY,7.91,44970.00381,09/09/2014,,
11717,NY,10,49765.40033,08/24/2014,,
11793,NY,12.15,47851.6149,10/06/2014,,
11552,NY,5.5,30876.29864,11/20/2014,,
11729,NY,7.42,32552.15967,10/06/2014,,
11580,NY,4.5,25406.48348,12/09/2014,,
11772,NY,3.25,12966.97818,06/13/2014,,
11767,NY,5.75,32711.06301,09/25/2014,,
11971,NY,2.75,15526.18435,12/26/2014,,
11779,NY,11.75,65963.00164,11/20/2014,,
11803,NY,6.25,31327.41339,11/14/2014,,
11713,NY,8.16,27718.49537,11/25/2014,,
11741,NY,7.65,43629.54555,10/27/2014,,
11776,NY,8.53,34379.40821,12/03/2014,,
11788,NY,9.44,54410.20241,12/05/2014,,
11952,NY,9.01,36711.71859,11/06/2014,,
11783,NY,5.94,37023.90052,12/03/2014,,
11758,NY,5.75,32279.76676,11/14/2014,,
11752,NY,6.65,36977.72341,09/14/2014,,
11754,NY,8.58,49170.50558,11/03/2014,,
11779,NY,8.75,49121.3842,11/20/2014,,
11746,NY,4.5,22433.94979,10/16/2014,,
11767,NY,8.42,48252.23644,11/13/2014,,
11756,NY,9.25,46032.99531,08/19/2014,,
11777,NY,8.37,29466.09354,08/22/2014,,
11757,NY,7.2,41286.02218,11/04/2014,,
11967,NY,5.25,29472.83052,11/06/2014,,
11801,NY,6.5,25561.34205,12/03/2014,,
11566,NY,10.75,60349.12916,11/20/2014,,
13126,NY,20.64,94142.15519,09/23/2013,,
11704,NY,6.63,37716.68114,09/25/2014,,
11756,NY,6.25,31079.98538,09/25/2014,,
11755,NY,4.08,21357.1202,10/16/2014,,
11714,NY,4.77,15147.17865,06/14/2014,,
11003,NY,5.5,31052.3687,12/15/2014,,
11803,NY,8.04,38639.23805,10/30/2014,,
11590,NY,5,21302.64111,11/26/2014,,
11746,NY,11,62735.29425,10/15/2014,,
11779,NY,13.52,77938.42086,12/03/2014,,
11704,NY,3.5,19648.55368,11/20/2014,,
11788,NY,14.75,74354.29194,12/05/2014,,
10562,NY,7.14,35123.28364,10/16/2013,,
12203,NY,50.4,254365.8372,07/29/2013,,
11755,NY,12.75,71576.87412,11/14/2014,,
11758,NY,6.36,27267.71817,10/13/2014,,
11757,NY,4,22455.48992,11/20/2014,,
11757,NY,6.89,27628.27242,11/06/2014,,
11756,NY,6.36,26316.5187,10/13/2014,,
11702,NY,6.38,33550.90789,11/13/2014,,
11720,NY,13.73,52530.80925,11/21/2014,,
11755,NY,5.25,29866.62275,09/21/2014,,
11561,NY,4.77,16616.66717,08/11/2014,,
11798,NY,12,44326.52379,09/10/2014,,
11778,NY,6.25,31051.41658,07/10/2014,,
11767,NY,11.99,68352.75528,10/15/2014,,
11717,NY,8.5,35788.43706,11/06/2014,,
11704,NY,4.34,24723.20973,10/09/2014,,
11792,NY,9.36,33869.28179,10/13/2014,,
11754,NY,4.34,23753.06604,10/08/2014,,
11949,NY,9.28,40640.41653,08/24/2014,,
11720,NY,7,34764.01656,06/23/2014,,
11510,NY,5,24863.9883,09/19/2014,,
11767,NY,7.14,40720.11153,10/28/2014,,
11746,NY,11.39,39882.5774,10/08/2014,,
11720,NY,12.5,65760.50124,11/13/2014,,
11726,NY,5.5,24128.95933,10/08/2014,,
11795,NY,7.42,33086.02876,08/22/2014,,
11976,NY,5.2,16039.63566,11/06/2014,,
12090,NY,51.075,249814.3472,08/18/2014,,
11787,NY,6.63,34704.82179,10/22/2014,,
11776,NY,10.5,45242.7958,10/28/2014,,
11715,NY,8.25,29662.66694,10/13/2014,,
11779,NY,9.95,56718.01039,10/28/2014,,
11772,NY,9.95,38787.82175,09/25/2014,,
11757,NY,8.93,50811.46905,08/19/2014,,
13820,NY,5.76,22389.91173,05/05/2014,,
11767,NY,10.71,60927.7115,09/25/2014,,
11590,NY,2,9932.576161,06/25/2014,,
11757,NY,9.25,52224.43827,12/15/2014,,
14072,NY,6.5,29416.13604,12/16/2013,,
11558,NY,6.3,30755.95973,12/23/2014,,
11010,NY,5.25,26465.08696,12/03/2014,,
11787,NY,4.75,23680.28033,10/22/2014,,
11787,NY,4,22455.48992,11/21/2014,,
11581,NY,6.5,36698.25392,12/15/2014,,
12090,NY,50.4,246813.6674,07/29/2013,,
11704,NY,6.86,34113.39195,09/19/2014,,
11757,NY,4.85,27631.64669,10/15/2014,,
11704,NY,4.34,24661.09816,09/11/2014,,
11758,NY,13.73,57528.15824,11/06/2014,,
11779,NY,2.55,14622.13286,11/10/2014,,
11702,NY,6,33683.23488,11/20/2014,,
11729,NY,7.65,43629.54555,10/08/2014,,
11784,NY,9.5,53635.90958,12/08/2014,,
11772,NY,6.12,34903.23761,10/13/2014,,
11729,NY,3.92,18901.67807,11/25/2014,,
11757,NY,6.63,38016.94394,11/06/2014,,
11703,NY,5.1,28975.31118,06/30/2014,,
11779,NY,3.83,21776.34388,08/04/2014,,
11704,NY,8,33068.75628,12/02/2014,,
13212,NY,10,37081.22208,02/18/2014,,
11738,NY,10.5,59281.7948,12/05/2014,,
11953,NY,9.75,55908.15504,11/04/2014,,
11968,NY,6.75,37893.63924,11/14/2014,,
11790,NY,10.2,53392.8005,10/28/2014,,
11563,NY,8.18,50123.86143,11/25/2014,,
11572,NY,12.9,44853.83864,11/06/2014,,
11755,NY,8.48,37091.65746,11/07/2014,,
11767,NY,5.98,22471.07807,09/21/2014,,
11552,NY,6.5,32347.51022,08/05/2014,,
11703,NY,5.36,30423.48078,06/25/2014,,
10308,NY,6.213,32989.73312,03/03/2014,,
11763,NY,8.25,46314.44796,11/20/2014,,
11776,NY,9.95,56718.01039,10/15/2014,,
11763,NY,9.72,44098.39633,12/03/2014,,
11778,NY,8.75,49401.49566,12/29/2014,,
11793,NY,4.25,21187.61924,10/22/2014,,
11580,NY,4,20049.54457,11/03/2014,,
12477,NY,10,37914.31951,09/17/2013,,
11561,NY,15.36,69232.07988,11/10/2014,,
11510,NY,4.75,26817.95479,12/11/2014,,
14618,NY,6.5,29117.52227,06/13/2013,,
11757,NY,5.25,29472.83052,11/20/2014,,
11790,NY,13.2,48466.76657,11/25/2014,,
11720,NY,9.01,40464.99333,11/07/2014,,
11518,NY,7,23819.7008,09/25/2014,,
11967,NY,3.5,19648.55368,11/21/2014,,
11709,NY,9.5,53635.90958,12/26/2014,,
11779,NY,10.07,42973.47715,10/06/2014,,
11780,NY,4.85,25499.01079,11/24/2014,,
11755,NY,12.1,47971.87687,12/19/2014,,
11702,NY,6.89,49727.97661,09/30/2014,,
11901,NY,8.48,38302.29024,12/02/2014,,
11704,NY,5.36,28343.35199,12/23/2014,,
11967,NY,4.85,27354.31389,12/22/2014,,
11501,NY,15.23,34489.42942,07/30/2014,,
11572,NY,8,45167.08175,12/09/2014,,
11757,NY,6.89,36039.89107,10/28/2014,,
11786,NY,5,28229.42609,12/26/2014,,
11704,NY,8.67,49446.41946,10/09/2014,,
11798,NY,4.59,26176.92968,10/09/2014,,
11572,NY,7.95,40075.70312,12/26/2014,,
11702,NY,4.34,24679.65733,08/22/2014,,
11725,NY,10.8,46975.08045,11/06/2014,,
11791,NY,3.75,21172.06957,12/29/2014,,
10980,NY,13.08,66293.29725,10/28/2013,,
11747,NY,18,60450.02257,10/28/2014,,
11701,NY,7.4,38709.03256,10/23/2014,,
11706,NY,6.75,33833.60646,11/14/2014,,
11757,NY,12.5,71648.05,11/03/2014,,
11950,NY,7.5,37807.26709,12/09/2014,,
11729,NY,5.36,30540.08364,10/31/2014,,
11757,NY,6.12,35092.20122,12/23/2014,,
10990,NY,7.2,34750.58257,05/15/2013,,
11702,NY,6.89,39507.62758,11/06/2014,,
12601,NY,7.52,42378.09113,07/09/2013,,
11702,NY,3.57,20360.05576,10/15/2014,,
11784,NY,8.22,46733.35786,09/25/2014,,
11743,NY,10.46,43809.01715,10/13/2014,,
11767,NY,12.5,71016.82542,07/29/2014,,
10314,NY,5.886,29895.60341,12/11/2013,,
11717,NY,4.34,22691.19241,10/22/2014,,
14850,NY,7.2,25179.08057,06/17/2014,,
11758,NY,6.87,31711.63436,10/08/2014,,
11720,NY,17.09,97194.32484,09/30/2014,,
11757,NY,6.48,27067.93223,09/12/2014,,
11788,NY,9.56,50015.74325,10/15/2014,,
11561,NY,10.5,58945.66104,11/20/2014,,
11542,NY,5,24882.70017,08/22/2014,,
11757,NY,8.42,96107.04089,10/15/2014,,
13027,NY,7.2,29738.64653,11/12/2013,,
11976,NY,10.4,34100.13853,12/03/2014,,
11733,NY,11,54700.77427,09/25/2014,,
11704,NY,6.87,29766.55635,11/21/2014,,
11967,NY,11.48,65444.31832,10/22/2014,,
10301,NY,16.35,79989.01613,11/26/2013,,
11720,NY,9.47,36280.86169,12/10/2014,,
11953,NY,3.5,19760.59827,12/15/2014,,
11701,NY,7.14,40580.4753,07/29/2014,,
11554,NY,6.75,33975.1225,12/03/2014,,
11729,NY,4.08,21473.06224,11/13/2014,,
11757,NY,9.95,56575.51899,09/19/2014,,
11580,NY,7.11,35299.25037,07/30/2014,,
11793,NY,5,17503.85729,12/03/2014,,
11735,NY,34.68,221802.6336,12/03/2014,,
11767,NY,9.44,53674.38883,09/11/2014,,
11720,NY,6.36,30244.80548,12/15/2014,,
11751,NY,5.5,26048.30836,10/08/2014,,
11787,NY,15.7,78629.33253,08/19/2014,,
11757,NY,5.75,32793.44927,10/15/2014,,
11729,NY,2.55,13420.16266,11/13/2014,,
11746,NY,7.65,39943.49993,09/30/2014,,
11563,NY,3,16937.65566,12/09/2014,,
11727,NY,6.25,35086.703,11/25/2014,,
11727,NY,8,44910.97984,11/25/2014,,
11961,NY,7.8,31075.79161,11/20/2014,,
11757,NY,7.4,38709.03256,10/07/2014,,
11510,NY,8.75,43471.98321,07/28/2014,,
11704,NY,6.89,39479.55821,11/10/2014,,
11704,NY,6.63,37811.67457,10/15/2014,,
11757,NY,5,28229.42609,12/09/2014,,
11710,NY,7.75,43755.61045,12/08/2014,,
12449,NY,25.65,129148.3048,09/20/2013,,
11782,NY,32.05,116771.021,12/02/2014,,
11752,NY,6.38,36555.33214,11/13/2014,,
11722,NY,5,28069.3624,11/20/2014,,
11967,NY,7.65,28722.03049,06/13/2014,,
11747,NY,11.73,66729.97181,09/30/2014,,
11801,NY,6.5,36490.17112,11/20/2014,,
11720,NY,8.75,49401.49566,12/26/2014,,
11757,NY,5.5,27725.3292,12/05/2014,,
11757,NY,4.75,27090.2407,10/20/2014,,
11003,NY,3.5,17643.39131,12/26/2014,,
11754,NY,5.25,26465.08696,12/08/2014,,
11901,NY,10,50123.86143,11/06/2014,,
10548,NY,7.68,41351.88448,09/03/2013,,
11752,NY,12.43,54862.88142,12/04/2014,,
11596,NY,6.25,35286.78262,12/02/2014,,
11757,NY,8,45511.04419,09/11/2014,,
11581,NY,3.75,21052.0218,11/21/2014,,
11747,NY,6.12,34903.23761,10/15/2014,,
11720,NY,6,33875.31131,12/03/2014,,
11782,NY,9.16,40016.35841,08/01/2014,,
11776,NY,9.25,46114.23012,10/22/2014,,
11788,NY,10.71,60871.70659,07/29/2014,,
11704,NY,4.59,24026.26169,10/22/2014,,
11741,NY,11.34,48707.85834,12/03/2014,,
11787,NY,13.01,74169.62919,10/09/2014,,
11561,NY,5.89,28052.32029,11/10/2014,,
