Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NY
13856,NY,4.68,47756.49,11/20/2009,,
12936,NY,2.73,27300.0,11/20/2009,,
12866,NY,4.2,32852.4,11/20/2009,,
12516,NY,6.3,52773.0,11/20/2009,,
12306,NY,4.29,39960.36,11/20/2009,,
12302,NY,5.805,45799.0,11/20/2009,,
10467,NY,4.2,39900.0,11/20/2009,,
10454,NY,50.02,470500.0,11/20/2009,,
14025,NY,5.04,39567.0,11/23/2009,,
13760,NY,4.5,38070.0,11/23/2009,,
13617,NY,4.1,35400.0,11/23/2009,,
12919,NY,6.44,59034.0,11/23/2009,,
12528,NY,10.53,82338.41,11/23/2009,,
10598,NY,4.05,30780.0,11/23/2009,,
10567,NY,4.2,34350.0,11/23/2009,,
10506,NY,7.2,58309.5,11/23/2009,,
14895,NY,9.0,71565.0,12/01/2009,,
14737,NY,6.8,58439.17,12/01/2009,,
14487,NY,7.56,35078.4,12/01/2009,,
14456,NY,4.68,41500.0,12/01/2009,,
13856,NY,5.25,42962.17,12/01/2009,,
13736,NY,3.06,26414.0,12/01/2009,,
13021,NY,5.4,41742.0,12/01/2009,,
12866,NY,3.36,31398.89,12/01/2009,,
12845,NY,3.8,36352.0,12/01/2009,,
12309,NY,8.28,53590.0,12/01/2009,,
12302,NY,5.805,42630.0,12/01/2009,,
12203,NY,4.14,32555.0,12/01/2009,,
12167,NY,3.51,33380.0,12/01/2009,,
12062,NY,5.32,43692.0,12/01/2009,,
12059,NY,6.93,53034.0,12/01/2009,,
12033,NY,15.2,122896.0,12/01/2009,,
12028,NY,5.805,46151.0,12/01/2009,,
11379,NY,6.0,58100.0,12/01/2009,,
10973,NY,5.2,42900.0,12/01/2009,,
10562,NY,7.2,63390.0,12/01/2009,,
10011,NY,2.52,25074.0,12/01/2009,,
14861,NY,7.74,66594.52,12/02/2009,,
14564,NY,5.76,37922.0,12/02/2009,,
14428,NY,5.04,43346.0,12/10/2009,,
13027,NY,4.68,45800.0,12/10/2009,,
12993,NY,2.925,26250.0,12/10/2009,,
12159,NY,4.14,32761.0,12/10/2009,,
12066,NY,6.21,47486.0,12/10/2009,,
12033,NY,5.376,36936.0,12/10/2009,,
14886,NY,4.2,43000.0,12/11/2009,,
13135,NY,5.4,34538.0,12/11/2009,,
13021,NY,3.6,40017.75,12/11/2009,,
12997,NY,2.76,28883.0,12/11/2009,,
12901,NY,4.83,45412.0,12/11/2009,,
12849,NY,6.21,54382.0,12/11/2009,,
12427,NY,4.2,36960.01,12/11/2009,,
12075,NY,5.04,42336.0,12/11/2009,,
12037,NY,25.2,211680.0,12/11/2009,,
10953,NY,6.0,53000.0,12/11/2009,,
10549,NY,4.05,35175.0,12/11/2009,,
10314,NY,4.2,46950.0,12/11/2009,,
10304,NY,3.6,44100.0,12/11/2009,,
12180,NY,50.4,235750.0,12/15/2009,,
14534,NY,10.8,64200.0,12/17/2009,,
10960,NY,4.8,39582.0,12/17/2009,,
14228,NY,2.1,20260.0,12/18/2009,,
14127,NY,29.4,179342.96,12/18/2009,,
14052,NY,5.04,35282.0,12/18/2009,,
13904,NY,8.1,61660.0,12/18/2009,,
13460,NY,3.51,29281.42,12/18/2009,,
13164,NY,1.344,17472.0,12/18/2009,,
13126,NY,5.76,39195.2,12/18/2009,,
13029,NY,2.688,26948.0,12/18/2009,,
12866,NY,6.88,46970.0,12/18/2009,,
12866,NY,6.21,49712.0,12/18/2009,,
12866,NY,4.2,33570.0,12/18/2009,,
12835,NY,1.72,16703.0,12/18/2009,,
12828,NY,8.28,66868.0,12/18/2009,,
12601,NY,9.36,85666.53,12/18/2009,,
12491,NY,5.376,47535.0,12/18/2009,,
12208,NY,5.52,46784.0,12/18/2009,,
12186,NY,4.92,35818.0,12/18/2009,,
12156,NY,5.184,38310.0,12/18/2009,,
12144,NY,5.16,39408.0,12/18/2009,,
12121,NY,5.04,37638.0,12/18/2009,,
12110,NY,32.76,224611.0,12/18/2009,,
12061,NY,6.88,45893.0,12/18/2009,,
12009,NY,4.14,32973.0,12/18/2009,,
11211,NY,4.55,39310.0,12/18/2009,,
10989,NY,5.6,49451.0,12/18/2009,,
10516,NY,20.09,142639.0,12/18/2009,,
10460,NY,2.72,25194.0,12/18/2009,,
14580,NY,1.89,19970.17,12/24/2009,,
14437,NY,48.6,317880.57,12/24/2009,,
14435,NY,5.4,37159.57,12/24/2009,,
13827,NY,8.1,63800.0,12/24/2009,,
13754,NY,5.4,44825.0,12/24/2009,,
13743,NY,5.16,47024.23,12/24/2009,,
13209,NY,8.4,58607.2,12/24/2009,,
13159,NY,5.25,35534.6,12/24/2009,,
12865,NY,5.16,39186.0,12/24/2009,,
10583,NY,9.9,60150.0,12/24/2009,,
10467,NY,3.22,34615.01,12/24/2009,,
10457,NY,16.47,148230.0,12/24/2009,,
12204,NY,2.16,18360.0,12/28/2009,,
12074,NY,2.28,19225.0,12/28/2009,,
14850,NY,5.16,42254.55,12/30/2009,,
14428,NY,6.72,48806.63,12/30/2009,,
13624,NY,4.032,39120.84,12/30/2009,,
12540,NY,4.0,26929.22,12/30/2009,,
12525,NY,4.032,28000.0,12/30/2009,,
12075,NY,7.2,68400.0,12/30/2009,,
11356,NY,78.995,790421.26,12/30/2009,,
11215,NY,3.22,29478.0,12/30/2009,,
11201,NY,7.36,73347.0,12/30/2009,,
10507,NY,30.135,223776.0,12/30/2009,,
14623,NY,6.3,43363.52,01/04/2010,,
10562,NY,5.4,36500.0,01/04/2010,,
12977,NY,2.52,21056.0,01/05/2010,,
12758,NY,5.46,44820.0,01/05/2010,,
12750,NY,24.84,189993.35,01/05/2010,,
12561,NY,2.52,19060.0,01/05/2010,,
12529,NY,6.72,64551.0,01/05/2010,,
12525,NY,3.6,31306.0,01/05/2010,,
12468,NY,4.5,37845.0,01/05/2010,,
12404,NY,2.08,18720.0,01/05/2010,,
12125,NY,7.56,67541.0,01/05/2010,,
12078,NY,7.6,61992.0,01/05/2010,,
12052,NY,4.56,41700.0,01/05/2010,,
13354,NY,4.08,33048.0,01/07/2010,,
13037,NY,10.08,79635.0,01/07/2010,,
13031,NY,5.4,43300.0,01/07/2010,,
12723,NY,6.02,49500.0,01/07/2010,,
12572,NY,5.04,33200.0,01/07/2010,,
12571,NY,10.125,88120.0,01/07/2010,,
10549,NY,4.2,36750.0,01/07/2010,,
10543,NY,5.25,58576.0,01/07/2010,,
14802,NY,17.01,131830.0,01/14/2010,,
14476,NY,4.44,34899.94,01/14/2010,,
12580,NY,7.2,57712.0,01/14/2010,,
12572,NY,9.45,60000.0,01/14/2010,,
12569,NY,5.4,48555.0,01/14/2010,,
12561,NY,5.4,49570.0,01/14/2010,,
12549,NY,6.15,39000.0,01/14/2010,,
12540,NY,5.4,46484.0,01/14/2010,,
12533,NY,4.3,31750.0,01/14/2010,,
12514,NY,3.36,31141.0,01/14/2010,,
12420,NY,5.4,44800.0,01/14/2010,,
12401,NY,4.2,36500.0,01/14/2010,,
12136,NY,5.04,47880.0,01/14/2010,,
10580,NY,3.6,25200.0,01/14/2010,,
10504,NY,8.1,53400.0,01/14/2010,,
10457,NY,24.4,344887.0,01/14/2010,,
14850,NY,3.6,40811.02,01/21/2010,,
14623,NY,12.42,97443.69,01/21/2010,,
14227,NY,28.0,176403.0,01/21/2010,,
14063,NY,10.8,87470.0,01/21/2010,,
14031,NY,29.92,187003.0,01/21/2010,,
14011,NY,4.725,32571.0,01/21/2010,,
13820,NY,1.944,20244.23,01/21/2010,,
12580,NY,6.696,63864.0,01/21/2010,,
12569,NY,4.8,45469.0,01/21/2010,,
12553,NY,6.75,55687.5,01/21/2010,,
12529,NY,5.16,34649.0,01/21/2010,,
12525,NY,5.74,42820.0,01/21/2010,,
12498,NY,4.05,36648.0,01/21/2010,,
12477,NY,20.16,160112.0,01/21/2010,,
12090,NY,8.28,66534.0,01/21/2010,,
12083,NY,5.52,54537.0,01/21/2010,,
10980,NY,7.56,52403.0,01/21/2010,,
14489,NY,8.064,44555.0,01/28/2010,,
14057,NY,3.15,21753.0,01/28/2010,,
12834,NY,10.2,62244.0,01/28/2010,,
12734,NY,20.475,174450.0,01/28/2010,,
12534,NY,5.04,48384.0,01/28/2010,,
12477,NY,10.125,92431.0,01/28/2010,,
12302,NY,3.8,30970.0,01/28/2010,,
12106,NY,5.04,48384.0,01/28/2010,,
12019,NY,5.16,38026.0,01/28/2010,,
11207,NY,3.68,40296.0,01/28/2010,,
10963,NY,3.136,26499.2,01/28/2010,,
10956,NY,6.0,50520.0,01/28/2010,,
14850,NY,4.305,32900.0,01/29/2010,,
14086,NY,24.0,199083.0,01/29/2010,,
14051,NY,9.0,64943.5,01/29/2010,,
13060,NY,1.344,16918.0,01/29/2010,,
12845,NY,8.4,74890.72,01/29/2010,,
12839,NY,8.28,63090.0,01/29/2010,,
12804,NY,7.74,56377.0,01/29/2010,,
12404,NY,4.41,39270.0,01/29/2010,,
12203,NY,5.52,46036.0,01/29/2010,,
12043,NY,4.8,41257.98,01/29/2010,,
12020,NY,3.15,23794.0,02/01/2010,,
12603,NY,3.36,26500.0,02/03/2010,,
12508,NY,2.52,21860.0,02/04/2010,,
12477,NY,9.0,64440.0,02/04/2010,,
14226,NY,4.2,29863.37,02/05/2010,,
12866,NY,5.7,35804.0,02/05/2010,,
12839,NY,3.8,28840.0,02/05/2010,,
12801,NY,2.66,19125.0,02/05/2010,,
12446,NY,14.4,129600.0,02/05/2010,,
14174,NY,4.2,29403.0,02/12/2010,,
14067,NY,22.08,172146.44,02/12/2010,,
13053,NY,2.1,20050.0,02/12/2010,,
12791,NY,5.32,49838.0,02/12/2010,,
12401,NY,28.35,235692.0,02/12/2010,,
12204,NY,2.16,18360.0,02/12/2010,,
12184,NY,24.75,225525.0,02/12/2010,,
12144,NY,78.995,491500.0,02/12/2010,,
11217,NY,2.76,27606.0,02/12/2010,,
11217,NY,2.76,27606.0,02/12/2010,,
10973,NY,10.08,72000.0,02/12/2010,,
10950,NY,4.4,34892.0,02/12/2010,,
10591,NY,4.2,34835.0,02/12/2010,,
10577,NY,8.1,65145.0,02/12/2010,,
10523,NY,80.19,483240.0,02/12/2010,,
10523,NY,5.4,37279.0,02/12/2010,,
14850,NY,4.8,43340.0,02/17/2010,,
14450,NY,4.14,33282.42,02/17/2010,,
14052,NY,3.7,34217.62,02/17/2010,,
13901,NY,5.04,36543.0,02/17/2010,,
13850,NY,4.32,28475.0,02/17/2010,,
13830,NY,5.16,38280.0,02/17/2010,,
13646,NY,2.94,19777.41,02/17/2010,,
12866,NY,4.14,35680.0,02/17/2010,,
12561,NY,10.125,86520.0,02/17/2010,,
12561,NY,4.995,38764.0,02/17/2010,,
12204,NY,5.52,42278.0,02/17/2010,,
12059,NY,5.52,47940.0,02/17/2010,,
12057,NY,3.68,31227.0,02/17/2010,,
12054,NY,5.16,36328.0,02/17/2010,,
12047,NY,3.22,26219.0,02/17/2010,,
10965,NY,4.41,28665.0,02/17/2010,,
10921,NY,4.8,39840.0,02/17/2010,,
10590,NY,4.5,39781.0,02/17/2010,,
10570,NY,4.05,34162.5,02/17/2010,,
10562,NY,5.4,35850.0,02/17/2010,,
13901,NY,5.04,40320.0,02/18/2010,,
12464,NY,3.15,29980.0,02/19/2010,,
12028,NY,10.32,79960.0,02/19/2010,,
12019,NY,6.075,38840.0,02/19/2010,,
11426,NY,5.17,38880.0,02/21/2010,,
14755,NY,5.04,42343.0,02/24/2010,,
12839,NY,3.22,25650.0,02/24/2010,,
12302,NY,7.36,58597.0,02/24/2010,,
12180,NY,7.74,54878.0,02/24/2010,,
12020,NY,6.88,46202.0,02/24/2010,,
12020,NY,5.52,46766.0,02/24/2010,,
12009,NY,5.16,37000.0,02/24/2010,,
14150,NY,31.5,190578.0,02/26/2010,,
14024,NY,3.78,30243.0,02/26/2010,,
14020,NY,30.24,185978.0,02/26/2010,,
14004,NY,4.05,33689.42,02/26/2010,,
12144,NY,10.4,127300.0,02/26/2010,,
12108,NY,15.2,105872.0,02/26/2010,,
13424,NY,51.24,366690.06,02/28/2010,,
12203,NY,4.14,30155.0,02/28/2010,,
12106,NY,5.04,57960.0,02/28/2010,,
12106,NY,5.04,52416.0,02/28/2010,,
12047,NY,2.665,20200.0,02/28/2010,,
11374,NY,3.15,34650.0,02/28/2010,,
14722,NY,31.104,189002.0,03/02/2010,,
14620,NY,4.2,29395.57,03/02/2010,,
14171,NY,5.775,39753.0,03/02/2010,,
14108,NY,31.104,176404.0,03/02/2010,,
12414,NY,6.75,55793.0,03/02/2010,,
10462,NY,50.02,448600.92,03/02/2010,,
14469,NY,5.67,41346.16,03/04/2010,,
12866,NY,6.3,51420.0,03/04/2010,,
12833,NY,8.0,72726.37,03/04/2010,,
12194,NY,3.96,33700.0,03/04/2010,,
12144,NY,4.2,31360.0,03/04/2010,,
14750,NY,16.92,104160.0,03/05/2010,,
14750,NY,5.4,38327.57,03/05/2010,,
12302,NY,14.82,93366.0,03/05/2010,,
12084,NY,24.3,178390.0,03/05/2010,,
12033,NY,5.52,37390.0,03/05/2010,,
11211,NY,3.6,35510.0,03/05/2010,,
10977,NY,8.36,54561.0,03/05/2010,,
13215,NY,4.928,43809.0,03/09/2010,,
13215,NY,2.625,21445.0,03/23/2010,,
13032,NY,2.3,23760.0,03/23/2010,,
12801,NY,49.95,485000.0,03/23/2010,,
12766,NY,5.13,46433.0,03/23/2010,,
12571,NY,7.2,58032.0,03/23/2010,,
12524,NY,20.25,140700.0,03/23/2010,,
12502,NY,5.04,49896.0,03/23/2010,,
12304,NY,1.9,15086.0,03/23/2010,,
12051,NY,3.87,25155.0,03/23/2010,,
10994,NY,4.0,34260.0,03/23/2010,,
10989,NY,5.04,40763.0,03/23/2010,,
10986,NY,5.184,38800.0,03/23/2010,,
14775,NY,3.6,26797.1,03/25/2010,,
14624,NY,5.4,37825.34,03/25/2010,,
14551,NY,5.52,61813.0,03/25/2010,,
14224,NY,51.408,312377.0,03/25/2010,,
14224,NY,51.408,312377.0,03/25/2010,,
14224,NY,49.98,312377.0,03/25/2010,,
13077,NY,1.44,10387.52,03/25/2010,,
13035,NY,4.6,37770.0,03/25/2010,,
12989,NY,2.88,38743.0,03/25/2010,,
12833,NY,4.2,29960.0,03/25/2010,,
12561,NY,8.14,62900.8,03/25/2010,,
12549,NY,6.3,43500.0,03/25/2010,,
12534,NY,5.04,42840.0,03/25/2010,,
12494,NY,5.67,50400.0,03/25/2010,,
12306,NY,5.52,39314.0,03/25/2010,,
12047,NY,5.16,37261.0,03/25/2010,,
10956,NY,4.05,37971.0,03/25/2010,,
10543,NY,7.84,60750.0,03/25/2010,,
10522,NY,9.856,90238.0,03/25/2010,,
10024,NY,21.84,207600.0,03/25/2010,,
12567,NY,4.5,29430.0,03/26/2010,,
12477,NY,8.1,66751.0,03/26/2010,,
12477,NY,7.56,64000.0,03/26/2010,,
12463,NY,5.04,44481.0,03/26/2010,,
12866,NY,3.44,25324.0,03/29/2010,,
12553,NY,6.44,46720.0,03/29/2010,,
12533,NY,6.88,46730.81,03/29/2010,,
12184,NY,5.04,42840.0,03/29/2010,,
12123,NY,5.16,34813.0,03/29/2010,,
12020,NY,4.14,32386.0,03/29/2010,,
12010,NY,2.07,16580.0,03/29/2010,,
11234,NY,5.184,38788.0,03/29/2010,,
11201,NY,6.3,67069.0,03/29/2010,,
11101,NY,49.105,391605.0,03/29/2010,,
10706,NY,6.0,50504.0,03/29/2010,,
10462,NY,50.02,450000.0,03/29/2010,,
13057,NY,20.52,160261.0,04/01/2010,,
13035,NY,35.28,218893.0,04/01/2010,,
13035,NY,5.6,37506.0,04/01/2010,,
12561,NY,5.04,41150.0,04/01/2010,,
12549,NY,3.8,28840.0,04/01/2010,,
12525,NY,7.74,53870.0,04/01/2010,,
12440,NY,4.5,36645.0,04/01/2010,,
12020,NY,2.3,14920.0,04/01/2010,,
11201,NY,5.52,54502.0,04/01/2010,,
10605,NY,50.02,460000.0,04/01/2010,,
14850,NY,3.0,36883.58,04/06/2010,,
12834,NY,9.6,40521.0,04/06/2010,,
12541,NY,2.31,20559.01,04/06/2010,,
12208,NY,31.92,229824.0,04/06/2010,,
12174,NY,5.25,44625.0,04/06/2010,,
14437,NY,2.94,22279.83,04/08/2010,,
12566,NY,5.74,36620.0,04/08/2010,,
13901,NY,5.04,30240.0,04/14/2010,,
12586,NY,5.2,42900.0,04/14/2010,,
12550,NY,8.1,66676.0,04/14/2010,,
12193,NY,2.66,19125.0,04/14/2010,,
12180,NY,8.4,67000.0,04/14/2010,,
12083,NY,8.28,54348.0,04/14/2010,,
12018,NY,6.21,50589.0,04/14/2010,,
12009,NY,7.74,47220.0,04/14/2010,,
12009,NY,2.66,19990.0,04/14/2010,,
10956,NY,7.56,64260.0,04/14/2010,,
10310,NY,3.6,41400.0,04/14/2010,,
14589,NY,6.9,44473.23,04/16/2010,,
14420,NY,4.05,29460.23,04/16/2010,,
14226,NY,28.0,179403.0,04/16/2010,,
14221,NY,49.0,424830.0,04/16/2010,,
14094,NY,31.104,267750.0,04/16/2010,,
14043,NY,49.0,424834.0,04/16/2010,,
13112,NY,8.1,67205.34,04/16/2010,,
13056,NY,27.6,364720.0,04/16/2010,,
12870,NY,3.9,29562.0,04/16/2010,,
12801,NY,6.21,44035.0,04/16/2010,,
12159,NY,3.87,25735.0,04/16/2010,,
12009,NY,5.16,40978.0,04/16/2010,,
11385,NY,50.4,426686.4,04/16/2010,,
11385,NY,50.4,426686.4,04/16/2010,,
10708,NY,4.05,30315.0,04/16/2010,,
10580,NY,8.1,52650.0,04/16/2010,,
10461,NY,50.02,436914.0,04/16/2010,,
10457,NY,50.02,337635.0,04/16/2010,,
14527,NY,5.04,53116.0,04/20/2010,,
14138,NY,25.38,157503.0,04/20/2010,,
13203,NY,2.0,22686.0,04/20/2010,,
12786,NY,4.41,37992.1,04/20/2010,,
12572,NY,3.6,29840.0,04/20/2010,,
12561,NY,4.44,33333.0,04/20/2010,,
12158,NY,7.74,51056.0,04/20/2010,,
13203,NY,5.25,39040.0,04/21/2010,,
13696,NY,1.64,19082.5,04/23/2010,,
12833,NY,3.87,36765.0,04/23/2010,,
12528,NY,4.48,32000.0,04/23/2010,,
14418,NY,7.56,61724.0,04/27/2010,,
13417,NY,3.5,29330.0,04/27/2010,,
12571,NY,8.1,59650.0,04/27/2010,,
12401,NY,7.65,55870.0,04/27/2010,,
12561,NY,6.66,48072.2,04/28/2010,,
12477,NY,4.0,36000.0,05/03/2010,,
11208,NY,49.504,486500.0,05/03/2010,,
13502,NY,5.4,41449.0,05/04/2010,,
12561,NY,5.4,44784.0,05/04/2010,,
12561,NY,4.928,37320.0,05/04/2010,,
12118,NY,4.8,28560.0,05/04/2010,,
14756,NY,3.85,18906.0,05/07/2010,,
14304,NY,49.0,424830.0,05/07/2010,,
14224,NY,47.94,424830.0,05/07/2010,,
14213,NY,30.55,228377.96,05/07/2010,,
14043,NY,4.2,29153.0,05/07/2010,,
12816,NY,8.64,60048.0,05/07/2010,,
13740,NY,5.376,58850.0,05/13/2010,,
12942,NY,7.8,56800.0,05/13/2010,,
12189,NY,5.04,42336.0,05/13/2010,,
12078,NY,2.52,20900.0,05/13/2010,,
12054,NY,3.87,26973.0,05/13/2010,,
11223,NY,9.165,58968.0,05/13/2010,,
14564,NY,7.2,45927.0,05/20/2010,,
13202,NY,11.27,72166.0,05/20/2010,,
12871,NY,5.04,37800.0,05/20/2010,,
12553,NY,7.36,53992.31,05/20/2010,,
12514,NY,4.3,31371.0,05/20/2010,,
12159,NY,3.6,32040.0,05/20/2010,,
12143,NY,4.2,31500.0,05/20/2010,,
10570,NY,6.075,50868.75,05/20/2010,,
10567,NY,4.6,31050.0,05/20/2010,,
10566,NY,24.96,123000.0,05/20/2010,,
10536,NY,11.88,77606.1,05/20/2010,,
10516,NY,4.1,34850.0,05/20/2010,,
14210,NY,3.6,25500.0,05/21/2010,,
13045,NY,4.2,29413.76,05/21/2010,,
10457,NY,16.47,211871.15,05/21/2010,,
12843,NY,3.8,29950.0,05/24/2010,,
13078,NY,5.52,53681.06,05/26/2010,,
12180,NY,4.2,28411.0,05/26/2010,,
12009,NY,5.16,35445.0,05/26/2010,,
13502,NY,5.2,33696.56,06/09/2010,,
13159,NY,4.0,30561.17,06/09/2010,,
12865,NY,8.28,54070.0,06/09/2010,,
12065,NY,5.16,35395.0,06/09/2010,,
11232,NY,26.84,324080.0,06/09/2010,,
10021,NY,6.048,45360.0,06/09/2010,,
13760,NY,5.04,35028.0,06/10/2010,,
12477,NY,49.14,393120.0,06/10/2010,,
12477,NY,49.14,393120.0,06/10/2010,,
12037,NY,2.275,19565.01,06/10/2010,,
12010,NY,4.14,27986.0,06/10/2010,,
11434,NY,2.8,25000.0,06/10/2010,,
10594,NY,81.0,484380.0,06/10/2010,,
10940,NY,2.94,26874.0,06/11/2010,,
10921,NY,20.52,112860.0,06/11/2010,,
13787,NY,5.4,43800.0,06/14/2010,,
12561,NY,4.995,34477.25,06/14/2010,,
12561,NY,3.33,26200.5,06/14/2010,,
12170,NY,5.52,54096.0,06/14/2010,,
12090,NY,6.88,45718.0,06/14/2010,,
11356,NY,6.44,56801.0,06/14/2010,,
10701,NY,50.02,388447.0,06/14/2010,,
10580,NY,24.6,123000.0,06/14/2010,,
12540,NY,4.0,27633.61,06/15/2010,,
11377,NY,49.104,460104.56,06/15/2010,,
14136,NY,25.38,149943.0,06/16/2010,,
13329,NY,3.6,31031.4,06/16/2010,,
12866,NY,8.28,67760.0,06/16/2010,,
12561,NY,3.885,25239.75,06/16/2010,,
11377,NY,49.104,462604.56,06/16/2010,,
14706,NY,4.725,29503.0,06/17/2010,,
14224,NY,2.52,18399.0,06/17/2010,,
14031,NY,4.2,28753.0,06/17/2010,,
12547,NY,22.8,178000.0,06/17/2010,,
12546,NY,16.32,262900.5,06/17/2010,,
12466,NY,77.22,455275.0,06/17/2010,,
12020,NY,4.14,29900.0,06/17/2010,,
12009,NY,5.16,33127.0,06/17/2010,,
10301,NY,7.82,61778.0,06/17/2010,,
14850,NY,6.075,54661.76,06/18/2010,,
13903,NY,8.1,60450.0,06/18/2010,,
12572,NY,12.6,86654.0,06/18/2010,,
12572,NY,12.6,86654.0,06/18/2010,,
12061,NY,7.128,50609.0,06/18/2010,,
10570,NY,4.05,26325.0,06/18/2010,,
10580,NY,5.4,45900.0,06/23/2010,,
14202,NY,31.5,228378.0,06/24/2010,,
12758,NY,3.68,25653.0,06/24/2010,,
12758,NY,1.38,11494.0,06/24/2010,,
10956,NY,2.87,22790.0,06/24/2010,,
11101,NY,51.24,404872.0,06/29/2010,,
10986,NY,13.8,117682.0,06/29/2010,,
12589,NY,3.33,25310.4,07/01/2010,,
10461,NY,4.0,36565.0,07/06/2010,,
14513,NY,7.2,59166.77,07/12/2010,,
14226,NY,2.94,21315.0,07/12/2010,,
14127,NY,47.94,424830.0,07/12/2010,,
14001,NY,8.4,56295.0,07/12/2010,,
12834,NY,5.16,35596.0,07/12/2010,,
12777,NY,3.3,26650.0,07/12/2010,,
12502,NY,24.64,155523.0,07/12/2010,,
12302,NY,3.6,28800.0,07/12/2010,,
12186,NY,3.87,28244.0,07/12/2010,,
12136,NY,10.125,78191.0,07/12/2010,,
12124,NY,6.88,44625.0,07/12/2010,,
12123,NY,4.14,30335.0,07/12/2010,,
12065,NY,4.32,24581.0,07/12/2010,,
12062,NY,3.87,26268.0,07/12/2010,,
10958,NY,7.74,52464.0,07/12/2010,,
14127,NY,3.68,24203.0,07/13/2010,,
14062,NY,2.76,16701.0,07/13/2010,,
14059,NY,30.55,267750.0,07/13/2010,,
13112,NY,5.4,28599.0,07/13/2010,,
12804,NY,5.805,38420.0,07/13/2010,,
12590,NY,4.14,32664.6,07/14/2010,,
12534,NY,10.08,86855.0,07/14/2010,,
10990,NY,8.064,55641.6,07/14/2010,,
13617,NY,3.36,27070.0,07/15/2010,,
14225,NY,25.38,170100.0,07/16/2010,,
14127,NY,49.0,424830.0,07/16/2010,,
14127,NY,47.736,424830.0,07/16/2010,,
14086,NY,47.94,424830.0,07/16/2010,,
13820,NY,4.2,32736.8,07/16/2010,,
13637,NY,6.272,47260.56,07/16/2010,,
13118,NY,10.08,64519.0,07/16/2010,,
12758,NY,5.04,35858.54,07/16/2010,,
12572,NY,5.4,43308.0,07/16/2010,,
12491,NY,4.032,26208.0,07/16/2010,,
12168,NY,5.52,37830.0,07/16/2010,,
12159,NY,8.64,50000.0,07/16/2010,,
10901,NY,8.1,56700.0,07/16/2010,,
10804,NY,24.6,135214.5,07/16/2010,,
10579,NY,4.62,43485.0,07/16/2010,,
14072,NY,2.52,18000.0,07/20/2010,,
11362,NY,6.56,50840.0,07/20/2010,,
12561,NY,8.1,68400.0,07/21/2010,,
10278,NY,11.07,274400.0,07/21/2010,,
14086,NY,47.94,424830.0,07/23/2010,,
12855,NY,11.28,74511.0,07/23/2010,,
12414,NY,5.52,37320.0,07/23/2010,,
12303,NY,5.16,34595.0,07/23/2010,,
12120,NY,4.14,33539.0,07/23/2010,,
12060,NY,5.805,41383.0,07/23/2010,,
11101,NY,80.19,521235.0,07/23/2010,,
12525,NY,6.3,50050.0,07/28/2010,,
14867,NY,4.6,40919.55,07/30/2010,,
14456,NY,6.0,48750.0,07/30/2010,,
14437,NY,6.88,45369.83,07/30/2010,,
14301,NY,28.2,267750.0,07/30/2010,,
14140,NY,28.2,267750.0,07/30/2010,,
14075,NY,47.94,424830.0,07/30/2010,,
13625,NY,15.12,98280.0,07/30/2010,,
13625,NY,5.04,32759.92,07/30/2010,,
12866,NY,3.87,28889.0,07/30/2010,,
12590,NY,8.1,59379.0,07/30/2010,,
12580,NY,4.05,30044.0,07/30/2010,,
12570,NY,7.36,58333.0,07/30/2010,,
12534,NY,15.12,143640.0,07/30/2010,,
12496,NY,5.52,40670.0,07/30/2010,,
12457,NY,24.64,197120.0,07/30/2010,,
12201,NY,2.8,21560.0,07/30/2010,,
12198,NY,2.4,15154.0,07/30/2010,,
12154,NY,5.2,29500.2,07/30/2010,,
12123,NY,6.88,40230.0,07/30/2010,,
12078,NY,7.74,50494.0,07/30/2010,,
12061,NY,7.2,44865.0,07/30/2010,,
12053,NY,6.9,47251.0,07/30/2010,,
12020,NY,6.21,44800.0,07/30/2010,,
12009,NY,4.2,28754.0,07/30/2010,,
11231,NY,6.21,64712.0,07/30/2010,,
10990,NY,7.59,51418.0,07/30/2010,,
10973,NY,7.56,48930.0,07/30/2010,,
10950,NY,8.1,49005.0,07/30/2010,,
10605,NY,49.95,355453.0,07/30/2010,,
14420,NY,4.5,31853.23,08/06/2010,,
14150,NY,28.2,267750.0,08/06/2010,,
14057,NY,25.74,189000.0,08/06/2010,,
13624,NY,3.15,31422.0,08/06/2010,,
13148,NY,5.4,29827.6,08/06/2010,,
13045,NY,5.06,32950.0,08/06/2010,,
12801,NY,8.1,45947.68,08/06/2010,,
12561,NY,8.1,68400.0,08/06/2010,,
12561,NY,3.7,25453.0,08/06/2010,,
12466,NY,5.4,39240.0,08/06/2010,,
12211,NY,4.51,45256.0,08/06/2010,,
12206,NY,80.64,490202.0,08/06/2010,,
12159,NY,8.1,55971.0,08/06/2010,,
12159,NY,6.9,41470.33,08/06/2010,,
12110,NY,44.1,280009.0,08/06/2010,,
12106,NY,4.2,27300.0,08/06/2010,,
12076,NY,8.2,48894.0,08/06/2010,,
12018,NY,4.14,29135.0,08/06/2010,,
11210,NY,7.128,53460.0,08/06/2010,,
10305,NY,6.9,54510.0,08/06/2010,,
10027,NY,3.2,44352.0,08/06/2010,,
13080,NY,6.72,56420.0,08/11/2010,,
14850,NY,4.14,41870.55,08/13/2010,,
14225,NY,25.74,190000.0,08/13/2010,,
