Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=MA
02341,MA,8.64,42984.0,10/16/2012,,
02053,MA,9.6,47760.0,11/01/2012,,
02770,MA,8.91,30540.0,10/16/2012,,
02131,MA,4.25,19975.0,10/16/2012,,
02131,MA,3.0,12787.5,10/16/2012,,
01507,MA,6.0,26869.79,01/11/2013,,
02476,MA,2.94,12520.25,10/16/2012,,
01118,MA,5.52,30414.82,10/12/2012,,
02445,MA,6.12,24499.25,10/12/2012,,
01581,MA,13.0,50700.0,10/11/2012,,
02081,MA,8.0,32000.0,10/11/2012,,
02645,MA,9.81,48537.0,10/11/2012,,
02061,MA,9.156,46718.0,10/16/2012,,
01330,MA,9.9,52030.0,10/16/2012,,
02492,MA,6.0,28013.94,10/11/2012,,
02645,MA,11.025,37262.0,10/11/2012,,
02645,MA,12.495,43363.0,10/11/2012,,
02474,MA,2.85,19522.5,10/17/2012,,
02738,MA,4.08,20808.0,10/16/2012,,
02130,MA,1.645,11268.25,10/19/2012,,
01844,MA,8.5,34935.0,10/16/2012,,
01950,MA,5.886,34963.0,10/11/2012,,
02176,MA,4.655,17456.25,10/11/2012,,
01701,MA,7.75,31387.5,10/16/2012,,
01966,MA,1.88,11204.8,10/16/2012,,
01060,MA,3.52,20605.0,12/20/2012,,
02744,MA,3.924,22850.0,10/01/2012,,
02790,MA,4.56,22686.0,11/08/2012,,
02642,MA,4.905,27628.0,10/01/2012,,
02143,MA,2.115,14487.75,10/01/2012,,
01267,MA,4.9,24826.0,10/01/2012,,
02748,MA,6.12,31100.0,10/01/2012,,
02119,MA,7.5,28144.25,10/01/2012,,
02368,MA,5.76,26704.0,10/01/2012,,
02090,MA,4.0,17600.0,10/01/2012,,
02492,MA,7.35,29767.5,10/01/2012,,
02093,MA,13.44,66864.0,10/01/2012,,
01201,MA,3.38,16815.5,10/01/2012,,
02747,MA,10.56,52536.0,10/23/2012,,
01516,MA,11.25,47375.0,10/01/2012,,
02745,MA,4.8,23880.0,10/01/2012,,
02067,MA,4.8,19920.0,01/02/2013,,
02474,MA,5.76,23904.0,12/21/2012,,
02190,MA,5.76,26956.8,10/01/2012,,
01730,MA,5.145,24438.75,01/03/2013,,
01002,MA,13.23,73913.0,12/17/2012,,
01038,MA,5.88,31817.79,10/01/2012,,
02138,MA,1.85,12672.5,10/01/2012,,
01035,MA,5.5,35050.4,12/28/2012,,
02143,MA,4.41,17199.0,10/01/2012,,
02136,MA,4.59,18379.25,10/09/2012,,
02642,MA,3.84,19104.0,10/09/2012,,
01821,MA,8.58,36507.63,10/09/2012,,
01801,MA,5.61,28050.0,10/09/2012,,
02176,MA,5.0,26487.61,10/01/2012,,
02067,MA,2.695,18461.0,09/28/2012,,
01341,MA,6.24,31044.0,10/01/2012,,
01702,MA,6.25,26500.0,01/09/2013,,
01844,MA,8.16,42144.0,12/07/2012,,
02360,MA,6.867,42108.0,10/01/2012,,
01803,MA,7.0,28000.0,09/21/2012,,
02536,MA,3.06,16952.8,09/21/2012,,
02169,MA,4.0,15619.25,09/21/2012,,
01772,MA,7.92,42685.5,10/15/2012,,
01523,MA,8.06,40098.5,09/21/2012,,
01841,MA,10.56,65384.0,09/21/2012,,
02139,MA,5.28,26268.0,09/21/2012,,
02128,MA,7.05,29857.5,09/21/2012,,
02032,MA,4.25,17850.0,09/21/2012,,
02144,MA,4.32,21492.0,09/21/2012,,
02666,MA,6.213,33120.0,09/21/2012,,
02090,MA,6.0,25200.0,09/21/2012,,
02067,MA,11.5,49000.0,09/21/2012,,
02130,MA,7.848,46275.0,09/21/2012,,
02657,MA,5.0,28000.0,09/21/2012,,
02122,MA,4.655,19570.25,09/21/2012,,
01841,MA,3.25,15275.0,09/21/2012,,
01772,MA,4.08,16339.25,09/21/2012,,
01915,MA,7.0,29950.0,09/21/2012,,
01570,MA,13.52,53500.0,09/21/2012,,
02176,MA,3.825,14955.75,09/24/2012,,
02747,MA,3.57,19064.5,09/21/2012,,
01330,MA,7.35,55296.0,11/13/2012,,
01516,MA,5.88,22050.0,09/21/2012,,
02748,MA,9.8,39219.25,09/21/2012,,
01985,MA,10.56,52536.0,09/21/2012,,
01073,MA,12.5,87730.0,09/21/2012,,
01778,MA,14.5,45600.0,09/18/2012,,
01543,MA,4.655,22586.25,11/01/2012,,
02143,MA,4.5,16894.25,09/17/2012,,
01876,MA,8.64,27019.25,09/17/2012,,
01950,MA,5.886,35551.0,09/18/2012,,
02766,MA,6.375,23098.25,11/26/2012,,
01531,MA,4.88,24713.0,12/07/2012,,
01720,MA,6.0,26430.0,09/18/2012,,
02719,MA,4.32,20292.0,11/14/2012,,
01929,MA,7.2,35820.0,09/17/2012,,
01720,MA,5.0,24200.0,09/18/2012,,
01720,MA,9.25,44480.0,09/18/2012,,
02724,MA,7.84,43120.0,09/17/2012,,
02052,MA,5.1,23950.0,09/17/2012,,
01773,MA,2.52,5799.76,10/11/2012,,
01606,MA,3.5,9206.0,09/17/2012,,
02532,MA,6.375,33250.0,09/17/2012,,
02144,MA,3.5,13144.25,12/04/2012,,
02338,MA,6.24,31044.0,09/17/2012,,
02563,MA,5.25,31900.0,11/13/2012,,
01720,MA,8.25,43072.5,09/18/2012,,
01351,MA,3.43,19551.0,09/18/2012,,
01360,MA,7.848,45210.0,09/17/2012,,
02190,MA,5.232,34558.0,09/17/2012,,
02333,MA,6.63,36425.0,09/17/2012,,
01093,MA,9.81,48742.0,09/17/2012,,
02453,MA,6.12,30600.0,12/07/2012,,
01330,MA,6.24,31044.0,09/17/2012,,
02035,MA,4.8,22320.0,09/17/2012,,
02138,MA,1.68,8358.0,09/11/2012,,
02360,MA,14.0,61600.0,09/11/2012,,
01757,MA,6.867,35021.0,09/10/2012,,
02038,MA,5.76,26956.8,09/07/2012,,
02144,MA,6.86,40404.0,09/11/2012,,
02631,MA,6.213,32432.0,09/07/2012,,
02144,MA,6.86,40404.0,09/11/2012,,
02343,MA,14.4,71640.0,09/07/2012,,
01534,MA,4.25,20475.0,09/11/2012,,
02472,MA,5.04,25074.0,10/30/2012,,
02125,MA,5.5,21450.0,09/11/2012,,
02446,MA,6.86,28831.25,09/11/2012,,
02130,MA,5.04,25074.0,11/01/2012,,
01844,MA,4.32,21492.0,09/07/2012,,
02630,MA,9.8,53300.8,12/21/2012,,
02130,MA,2.88,11119.25,11/19/2012,,
02151,MA,5.1,26775.0,09/07/2012,,
01463,MA,12.24,60894.0,09/07/2012,,
01331,MA,3.36,16716.0,11/01/2012,,
01752,MA,11.772,61450.0,09/07/2012,,
01341,MA,5.88,27281.0,12/03/2012,,
02645,MA,6.867,42108.0,09/11/2012,,
01060,MA,7.848,39702.0,12/20/2012,,
02360,MA,3.825,14917.5,09/07/2012,,
01351,MA,2.943,24727.0,09/11/2012,,
02649,MA,12.9,69079.0,09/10/2012,,
02108,MA,2.94,19669.0,11/16/2012,,
02563,MA,3.6,17910.0,09/07/2012,,
02667,MA,7.02,34924.5,09/07/2012,,
02642,MA,7.848,49502.0,11/30/2012,,
02090,MA,6.0,27000.0,08/30/2012,,
02368,MA,5.76,26704.0,08/28/2012,,
01056,MA,8.25,51328.0,12/26/2012,,
01062,MA,4.8,25200.0,10/26/2012,,
02494,MA,11.04,54924.0,08/28/2012,,
01453,MA,5.28,26268.0,10/26/2012,,
02630,MA,5.76,32696.0,10/25/2012,,
02360,MA,9.8,38839.25,08/28/2012,,
01590,MA,7.0,32900.0,08/28/2012,,
02630,MA,1.5,8490.0,08/31/2012,,
01801,MA,4.5,18765.0,08/31/2012,,
01826,MA,6.0,24500.0,08/31/2012,,
01740,MA,8.88,44178.0,08/31/2012,,
02132,MA,3.5,15196.25,08/31/2012,,
01605,MA,8.82,35017.25,08/31/2012,,
01720,MA,4.0,19360.0,09/04/2012,,
01368,MA,4.8,23880.0,08/31/2012,,
02135,MA,3.92,15699.25,08/31/2012,,
01028,MA,8.5,39450.0,08/28/2012,,
02453,MA,3.0,21600.0,08/30/2012,,
02190,MA,5.76,26956.8,08/28/2012,,
01301,MA,3.84,19104.0,08/28/2012,,
02642,MA,11.7,58207.5,08/28/2012,,
02368,MA,4.59,17920.25,08/31/2012,,
01826,MA,7.25,36770.92,08/31/2012,,
01002,MA,3.84,19104.0,08/28/2012,,
02026,MA,8.085,31550.75,08/31/2012,,
02124,MA,4.08,16543.25,08/28/2012,,
02132,MA,5.52,27462.0,10/22/2012,,
02364,MA,3.92,15307.25,08/31/2012,,
02130,MA,7.92,39402.0,10/26/2012,,
02124,MA,5.39,21640.25,08/31/2012,,
02131,MA,5.88,24439.25,08/31/2012,,
01069,MA,8.5,33150.0,09/04/2012,,
02568,MA,14.0,88840.0,12/27/2012,,
02420,MA,6.345,43463.25,11/06/2012,,
01360,MA,3.76,21727.0,08/28/2012,,
01095,MA,3.5,15832.25,11/16/2012,,
02072,MA,8.5,34000.0,08/31/2012,,
02140,MA,2.94,12367.25,08/31/2012,,
01824,MA,10.0,44466.66,08/31/2012,,
02126,MA,5.76,26704.0,08/28/2012,,
01527,MA,10.25,39975.0,08/23/2012,,
01420,MA,6.24,31044.0,01/04/2013,,
02176,MA,3.675,13413.75,08/22/2012,,
02067,MA,9.945,49960.0,08/23/2012,,
02420,MA,3.06,14892.75,08/23/2012,,
01201,MA,6.72,28350.0,10/19/2012,,
02180,MA,7.2,28751.0,08/23/2012,,
02790,MA,5.28,27079.0,08/20/2012,,
02465,MA,5.76,26704.0,08/20/2012,,
01915,MA,5.28,26268.0,08/20/2012,,
01519,MA,9.36,46566.0,12/20/2012,,
02081,MA,5.76,26956.8,08/20/2012,,
01266,MA,5.76,28656.0,08/20/2012,,
01523,MA,6.867,42516.0,12/07/2012,,
01060,MA,6.615,34392.0,08/20/2012,,
02370,MA,5.76,26704.0,08/20/2012,,
02090,MA,5.0,20750.0,08/20/2012,,
01266,MA,12.24,64936.0,08/20/2012,,
02026,MA,6.0,22819.25,08/20/2012,,
02130,MA,4.9,19864.25,08/20/2012,,
01201,MA,6.15,27900.0,10/10/2012,,
02645,MA,9.5,40970.64,08/20/2012,,
01027,MA,13.734,69165.0,12/20/2012,,
01073,MA,5.46,6000.0,12/14/2012,,
01890,MA,7.5,40443.64,12/17/2012,,
02645,MA,10.464,61498.0,08/20/2012,,
02189,MA,4.68,19795.0,08/20/2012,,
02081,MA,5.0,21500.0,08/20/2012,,
02126,MA,2.45,14945.0,08/13/2012,,
02359,MA,6.615,47003.0,10/16/2012,,
02140,MA,3.25,12512.5,01/11/2013,,
02136,MA,4.5,16894.25,08/06/2012,,
01741,MA,4.08,19951.0,12/17/2012,,
01752,MA,4.0,15319.25,08/06/2012,,
01810,MA,5.75,21562.5,08/06/2012,,
01201,MA,3.38,16815.5,07/30/2012,,
02121,MA,8.085,33976.25,07/30/2012,,
01950,MA,8.82,36199.25,07/30/2012,,
02090,MA,5.76,26956.8,07/30/2012,,
01501,MA,8.64,35950.0,08/06/2012,,
02368,MA,7.14,36771.0,07/30/2012,,
02128,MA,2.94,12367.25,07/30/2012,,
01906,MA,8.085,31850.75,07/27/2012,,
01504,MA,13.0,46000.0,03/07/2013,,
02719,MA,9.88,41791.0,03/07/2013,,
02090,MA,7.65,26650.0,03/07/2013,,
01073,MA,9.86,42398.0,03/07/2013,,
02740,MA,3.6,18360.0,03/07/2013,,
01005,MA,4.75,17415.0,03/07/2013,,
02143,MA,5.232,28514.0,03/07/2013,,
02360,MA,3.92,15288.0,03/07/2013,,
02645,MA,4.41,14994.0,03/07/2013,,
01773,MA,10.2,42560.0,03/07/2013,,
02360,MA,5.5,24750.0,03/07/2013,,
01844,MA,4.25,19440.0,03/07/2013,,
02453,MA,4.0,18800.0,03/07/2013,,
02170,MA,2.695,9163.0,03/07/2013,,
02026,MA,4.9,16660.0,03/07/2013,,
01440,MA,5.39,21885.0,03/07/2013,,
02038,MA,3.92,13328.0,03/07/2013,,
01606,MA,7.92,40392.0,03/07/2013,,
02052,MA,5.145,25704.0,03/07/2013,,
02130,MA,7.92,40392.0,03/07/2013,,
02745,MA,6.24,31824.0,03/07/2013,,
02421,MA,6.86,23324.0,03/07/2013,,
01886,MA,5.88,19992.0,03/07/2013,,
01001,MA,6.5,29400.0,03/07/2013,,
02702,MA,5.145,17493.0,03/07/2013,,
01760,MA,9.31,55487.6,03/07/2013,,
01904,MA,5.39,18326.0,03/07/2013,,
01240,MA,9.36,26096.25,03/07/2013,,
02745,MA,4.9,21134.0,03/07/2013,,
01915,MA,8.67,36715.0,03/07/2013,,
01368,MA,7.35,31605.0,03/07/2013,,
02724,MA,3.36,17136.0,03/07/2013,,
01007,MA,3.25,17677.09,03/07/2013,,
02649,MA,8.085,41233.5,03/07/2013,,
01002,MA,4.8,24480.0,03/07/2013,,
01473,MA,6.0,25200.0,03/07/2013,,
02067,MA,6.37,25550.0,03/07/2013,,
02155,MA,7.0,32200.0,03/07/2013,,
01452,MA,5.04,25704.0,03/07/2013,,
01507,MA,4.8,24480.0,03/07/2013,,
01507,MA,4.32,22032.0,03/07/2013,,
01453,MA,8.4,42840.0,03/07/2013,,
02724,MA,1.2,6120.0,03/07/2013,,
02132,MA,7.35,24990.0,03/07/2013,,
01801,MA,4.41,14994.0,03/07/2013,,
02638,MA,5.39,23599.0,03/07/2013,,
02148,MA,4.9,16660.0,03/07/2013,,
02301,MA,4.0,19550.0,03/07/2013,,
02563,MA,6.5,29900.0,03/07/2013,,
01201,MA,2.88,14688.0,03/07/2013,,
01057,MA,11.22,81096.0,03/07/2013,,
01890,MA,12.099,69387.33,03/07/2013,,
01532,MA,8.085,36544.2,03/08/2013,,
01082,MA,4.335,30635.0,03/08/2013,,
01915,MA,1.75,8400.0,03/08/2013,,
01550,MA,5.5,24525.0,03/07/2013,,
01201,MA,8.085,30400.0,03/07/2013,,
02740,MA,10.0,45000.0,03/07/2013,,
02472,MA,4.9,29204.0,03/07/2013,,
02719,MA,9.8,47100.0,03/07/2013,,
01801,MA,3.76,15040.0,03/07/2013,,
02364,MA,5.145,17493.0,03/07/2013,,
01772,MA,7.35,37485.0,03/07/2013,,
02630,MA,5.0,29250.0,03/07/2013,,
01534,MA,5.39,18326.0,03/07/2013,,
01453,MA,7.0,29000.0,03/07/2013,,
02630,MA,5.2,23425.0,03/07/2013,,
01748,MA,7.0,27800.0,02/26/2013,,
01756,MA,5.5,21950.0,02/26/2013,,
01756,MA,9.5,38050.0,02/26/2013,,
01756,MA,9.0,36820.0,02/26/2013,,
01756,MA,9.0,36100.0,02/26/2013,,
02474,MA,5.0,24200.0,02/26/2013,,
02476,MA,7.0,28300.0,02/26/2013,,
02474,MA,3.5,13600.0,02/26/2013,,
02535,MA,5.232,33000.0,02/28/2013,,
02474,MA,7.5,35050.0,02/26/2013,,
02476,MA,3.5,15970.0,02/26/2013,,
01748,MA,5.5,21950.0,02/26/2013,,
01756,MA,8.0,47500.0,02/26/2013,,
01772,MA,10.66,37500.0,03/01/2013,,
01756,MA,9.0,35790.0,02/26/2013,,
01748,MA,3.5,14565.0,02/26/2013,,
02474,MA,3.25,14716.0,02/26/2013,,
02474,MA,4.5,20170.0,02/26/2013,,
01756,MA,3.0,12800.0,02/26/2013,,
02476,MA,3.75,16776.0,02/26/2013,,
01748,MA,5.0,22750.0,02/26/2013,,
02474,MA,2.25,9816.0,02/26/2013,,
02476,MA,2.75,12546.0,02/26/2013,,
02476,MA,4.75,19026.0,02/26/2013,,
02476,MA,8.0,38420.0,02/26/2013,,
02535,MA,3.36,23520.0,02/28/2013,,
02563,MA,7.35,36307.5,03/01/2013,,
01201,MA,10.25,38950.0,02/26/2013,,
01756,MA,7.5,29750.0,02/26/2013,,
01562,MA,6.0,29050.0,03/01/2013,,
01906,MA,7.14,35630.0,03/01/2013,,
01879,MA,6.54,35970.0,03/01/2013,,
02140,MA,4.41,19454.0,03/01/2013,,
02771,MA,7.5,27525.0,03/01/2013,,
02026,MA,7.84,26656.0,03/01/2013,,
02445,MA,7.84,26656.0,03/01/2013,,
01351,MA,5.88,35866.0,02/26/2013,,
02420,MA,5.1,21165.0,03/01/2013,,
01748,MA,7.75,32776.0,02/26/2013,,
01801,MA,8.46,33840.0,03/01/2013,,
01801,MA,4.23,18000.0,03/01/2013,,
01351,MA,4.9,39088.0,02/26/2013,,
02476,MA,5.75,24996.0,02/26/2013,,
02474,MA,4.75,19026.0,02/26/2013,,
01301,MA,8.16,57096.0,02/15/2013,,
02138,MA,5.46,22759.0,02/15/2013,,
01879,MA,3.825,21422.13,02/15/2013,,
01516,MA,10.0,37500.0,02/15/2013,,
01420,MA,3.675,12495.0,02/15/2013,,
02050,MA,5.04,25704.0,02/15/2013,,
01331,MA,4.0,16840.0,02/15/2013,,
02021,MA,9.8,33320.0,02/15/2013,,
02131,MA,4.165,16243.5,02/15/2013,,
02169,MA,3.75,16387.5,02/15/2013,,
02723,MA,6.24,29132.0,02/15/2013,,
01516,MA,6.5,33150.0,02/15/2013,,
01070,MA,9.31,41895.0,02/15/2013,,
02341,MA,5.28,23232.0,02/15/2013,,
01752,MA,4.08,27768.5,02/15/2013,,
01930,MA,7.25,32625.0,02/15/2013,,
01803,MA,7.05,28200.0,02/15/2013,,
01844,MA,6.25,27125.0,02/15/2013,,
02633,MA,4.68,22850.0,02/15/2013,,
02191,MA,2.88,14688.0,02/15/2013,,
02652,MA,5.76,29376.0,02/15/2013,,
01095,MA,6.96,35496.4,02/15/2013,,
02144,MA,2.695,16062.2,02/15/2013,,
02180,MA,9.555,32487.0,02/15/2013,,
01701,MA,7.84,26656.0,02/15/2013,,
01886,MA,8.085,31850.75,02/15/2013,,
01810,MA,5.145,17493.0,02/15/2013,,
02041,MA,5.28,24710.4,02/15/2013,,
01801,MA,10.34,41360.0,02/15/2013,,
01379,MA,3.84,26822.4,02/15/2013,,
01824,MA,5.28,26268.0,02/15/2013,,
02668,MA,6.82,33929.5,02/15/2013,,
01756,MA,7.35,24990.0,02/15/2013,,
01760,MA,4.165,24823.4,02/15/2013,,
02324,MA,5.4,26622.0,02/15/2013,,
02324,MA,6.6,32538.0,02/15/2013,,
01801,MA,9.0,36000.0,02/15/2013,,
01569,MA,9.8,33320.0,02/15/2013,,
02360,MA,4.9,24377.5,02/15/2013,,
02453,MA,2.22,13231.2,02/15/2013,,
02532,MA,4.5,24075.0,02/15/2013,,
02332,MA,4.655,21286.0,02/15/2013,,
01002,MA,4.08,20298.0,02/12/2013,,
01748,MA,6.0,24380.0,02/11/2013,,
02474,MA,4.0,18520.0,02/11/2013,,
02474,MA,5.5,26130.0,02/11/2013,,
01748,MA,9.0,36100.0,02/11/2013,,
02474,MA,2.5,10850.0,02/11/2013,,
01748,MA,5.5,23490.0,02/11/2013,,
01886,MA,9.18,36261.0,02/12/2013,,
01740,MA,8.25,35564.0,02/12/2013,,
02638,MA,6.37,27649.0,02/12/2013,,
02476,MA,3.0,13880.0,02/11/2013,,
02474,MA,3.0,12440.0,02/11/2013,,
02476,MA,4.5,18050.0,02/11/2013,,
01854,MA,4.32,21492.0,02/12/2013,,
02150,MA,1.68,8358.0,02/12/2013,,
02170,MA,3.43,11662.0,02/12/2013,,
02642,MA,6.24,27768.0,02/12/2013,,
02026,MA,2.0,15495.0,02/12/2013,,
02474,MA,2.75,13486.0,02/11/2013,,
02476,MA,5.0,20500.0,02/11/2013,,
02474,MA,4.0,17080.0,02/11/2013,,
02476,MA,7.5,30850.0,02/11/2013,,
01748,MA,6.75,26883.0,02/11/2013,,
02720,MA,5.2,26000.0,02/12/2013,,
02359,MA,6.5,25545.0,02/12/2013,,
01535,MA,5.5,25025.0,02/12/2013,,
01760,MA,7.0,30590.0,02/12/2013,,
01966,MA,3.84,20160.0,02/12/2013,,
01351,MA,2.205,11025.0,02/11/2013,,
01301,MA,4.32,19480.0,02/12/2013,,
01773,MA,13.005,55922.0,02/12/2013,,
02474,MA,6.0,23900.0,02/11/2013,,
01801,MA,3.76,15040.0,02/12/2013,,
01748,MA,6.0,25600.0,02/11/2013,,
01453,MA,6.24,31044.0,02/12/2013,,
02476,MA,2.25,9276.0,02/11/2013,,
02149,MA,3.675,12495.0,02/12/2013,,
02021,MA,5.88,19992.0,02/12/2013,,
01952,MA,4.5,20250.0,02/12/2013,,
02130,MA,4.9,23842.0,02/12/2013,,
02053,MA,6.72,33432.0,02/12/2013,,
02536,MA,3.36,16716.0,02/12/2013,,
02634,MA,6.24,28080.0,02/12/2013,,
02090,MA,14.72,85375.0,02/12/2013,,
02474,MA,2.0,9100.0,02/11/2013,,
02474,MA,3.0,12800.0,02/11/2013,,
02476,MA,4.5,18950.0,02/11/2013,,
02476,MA,5.5,23930.0,02/11/2013,,
02476,MA,3.0,14360.0,02/11/2013,,
01748,MA,11.0,46080.0,02/11/2013,,
01748,MA,5.0,20000.0,02/11/2013,,
02474,MA,4.25,18596.0,02/11/2013,,
01748,MA,5.5,22390.0,02/11/2013,,
01082,MA,6.615,26293.1,02/12/2013,,
01005,MA,3.57,22599.0,02/12/2013,,
02081,MA,7.84,37980.0,02/12/2013,,
01748,MA,6.0,24040.0,02/11/2013,,
02476,MA,4.5,24940.0,02/11/2013,,
02476,MA,2.5,12050.0,02/11/2013,,
01002,MA,3.84,19104.0,02/12/2013,,
02635,MA,6.0,29850.0,02/12/2013,,
02645,MA,4.23,23265.0,02/12/2013,,
01745,MA,7.5,31875.0,02/12/2013,,
01240,MA,7.5,39750.0,01/31/2013,,
01720,MA,3.0,13320.0,02/04/2013,,
01240,MA,5.76,23823.0,01/31/2013,,
01464,MA,4.75,22825.0,02/04/2013,,
01720,MA,4.5,20560.0,01/28/2013,,
01748,MA,6.5,27130.0,02/04/2013,,
02420,MA,3.525,13600.0,01/31/2013,,
02127,MA,2.94,14626.5,01/28/2013,,
01720,MA,3.924,23180.72,02/04/2013,,
02745,MA,4.655,15827.0,01/31/2013,,
01026,MA,10.0,44211.0,01/31/2013,,
01569,MA,15.0,60500.0,01/31/2013,,
02026,MA,3.43,11662.0,01/31/2013,,
02131,MA,3.43,17064.25,01/28/2013,,
02143,MA,4.655,24823.0,01/31/2013,,
02090,MA,9.4,37600.0,01/31/2013,,
02360,MA,10.2,38760.0,01/31/2013,,
02120,MA,4.165,20720.88,01/28/2013,,
01801,MA,5.355,23294.25,01/31/2013,,
01062,MA,6.867,35496.0,01/31/2013,,
02745,MA,5.72,26010.0,01/31/2013,,
02474,MA,6.25,25063.0,01/28/2013,,
02601,MA,7.28,32032.0,01/31/2013,,
01060,MA,4.905,29430.0,01/31/2013,,
02631,MA,9.156,44823.0,01/31/2013,,
01930,MA,3.92,13328.0,01/31/2013,,
01035,MA,5.0,24626.87,01/31/2013,,
02176,MA,6.125,23906.75,01/28/2013,,
01420,MA,2.94,9996.0,01/31/2013,,
01748,MA,9.0,36910.0,02/04/2013,,
02474,MA,5.25,22736.0,02/04/2013,,
02474,MA,2.5,10850.0,02/04/2013,,
02026,MA,2.94,9996.0,01/31/2013,,
02026,MA,4.5,14994.0,01/31/2013,,
02169,MA,4.41,14994.0,01/31/2013,,
02720,MA,6.86,23324.0,01/31/2013,,
01905,MA,3.6,17910.0,01/31/2013,,
02719,MA,8.085,27489.0,01/31/2013,,
02642,MA,4.5,19045.0,01/31/2013,,
02052,MA,7.5,29350.0,01/31/2013,,
02131,MA,3.12,15522.0,01/28/2013,,
02081,MA,7.5,31800.0,01/31/2013,,
02459,MA,5.1,20910.0,01/31/2013,,
01035,MA,9.0,42650.0,01/31/2013,,
01854,MA,5.76,28656.0,01/31/2013,,
02360,MA,3.92,13328.0,01/31/2013,,
02131,MA,4.08,20298.0,01/28/2013,,
02130,MA,4.08,20298.0,01/28/2013,,
02052,MA,9.36,40555.0,01/31/2013,,
02748,MA,4.44,26462.4,01/31/2013,,
02176,MA,6.37,23269.75,01/28/2013,,
02122,MA,3.36,16716.0,01/28/2013,,
02474,MA,5.886,31136.0,02/04/2013,,
02474,MA,6.5,26350.0,02/04/2013,,
01469,MA,9.84,39000.0,01/31/2013,,
02420,MA,5.865,29592.5,01/31/2013,,
02121,MA,9.36,47736.0,02/04/2013,,
02191,MA,3.12,15522.0,01/31/2013,,
02575,MA,8.82,39412.0,01/31/2013,,
01002,MA,4.905,27857.0,01/31/2013,,
01256,MA,6.54,38656.0,01/31/2013,,
02026,MA,4.9,16660.0,01/31/2013,,
02081,MA,5.88,23251.25,01/31/2013,,
01093,MA,9.483,47657.0,01/31/2013,,
02131,MA,2.88,14328.0,01/28/2013,,
02126,MA,5.76,28656.0,01/28/2013,,
02467,MA,9.945,42764.0,01/31/2013,,
02140,MA,3.185,18982.6,01/31/2013,,
01351,MA,8.82,44100.0,02/04/2013,,
01351,MA,5.145,25725.0,02/04/2013,,
01351,MA,4.9,25500.0,01/28/2013,,
01464,MA,4.5,22550.0,02/04/2013,,
01007,MA,4.8,21440.0,01/31/2013,,
01351,MA,3.675,18375.0,02/04/2013,,
01950,MA,2.88,11578.0,02/04/2013,,
01720,MA,3.924,23681.0,02/04/2013,,
02458,MA,3.06,11740.0,01/31/2013,,
01748,MA,4.0,18420.0,02/04/2013,,
02324,MA,5.1,37410.0,01/31/2013,,
02136,MA,7.35,30502.5,01/31/2013,,
02169,MA,4.165,14161.0,01/31/2013,,
01440,MA,5.88,19992.0,01/31/2013,,
02575,MA,9.25,58275.0,01/31/2013,,
02474,MA,3.75,15876.0,01/28/2013,,
02451,MA,4.9,16660.0,01/31/2013,,
01801,MA,5.88,19992.0,01/31/2013,,
02671,MA,7.194,33220.0,01/31/2013,,
02176,MA,4.9,17904.25,01/28/2013,,
01890,MA,10.4,45276.0,01/31/2013,,
01370,MA,7.65,33905.0,01/31/2013,,
01002,MA,5.1,24157.0,01/31/2013,,
01879,MA,11.0,54725.0,01/31/2013,,
02131,MA,1.92,9456.0,01/28/2013,,
02026,MA,3.43,11662.0,01/31/2013,,
01026,MA,9.6,41280.0,01/31/2013,,
02740,MA,6.24,29272.0,01/31/2013,,
02642,MA,7.0,29750.0,01/31/2013,,
02176,MA,4.9,17904.25,01/28/2013,,
01701,MA,5.72,28457.0,01/31/2013,,
01930,MA,3.675,12495.0,01/31/2013,,
02136,MA,6.63,30134.0,01/31/2013,,
02130,MA,5.52,27462.0,01/28/2013,,
02539,MA,5.0,33950.0,01/31/2013,,
01748,MA,15.0,62250.0,01/28/2013,,
01756,MA,15.0,65300.0,01/31/2013,,
02474,MA,4.5,18550.0,02/04/2013,,
02474,MA,2.5,10850.0,02/04/2013,,
02121,MA,5.76,28656.0,01/28/2013,,
02119,MA,2.94,9996.0,01/31/2013,,
02026,MA,4.41,14994.0,01/31/2013,,
01351,MA,2.205,14168.5,02/04/2013,,
01776,MA,6.75,25575.0,02/04/2013,,
01730,MA,3.36,14448.0,01/31/2013,,
02492,MA,5.72,25316.25,01/31/2013,,
02474,MA,3.0,13400.0,01/28/2013,,
02474,MA,2.0,8460.0,01/28/2013,,
02476,MA,3.75,17276.0,01/28/2013,,
01748,MA,11.0,46010.0,01/28/2013,,
01801,MA,7.2,27935.99,01/31/2013,,
02421,MA,12.75,65855.67,01/31/2013,,
02474,MA,8.0,32200.0,01/28/2013,,
02476,MA,6.75,29256.0,01/28/2013,,
02474,MA,4.25,17510.0,02/04/2013,,
01240,MA,12.25,47009.38,01/28/2013,,
02474,MA,5.25,20317.5,01/28/2013,,
02474,MA,4.5,19130.0,01/28/2013,,
02474,MA,4.5,19450.0,01/28/2013,,
02474,MA,3.0,12680.0,01/28/2013,,
02474,MA,6.867,35109.0,01/28/2013,,
01890,MA,6.54,34662.0,01/31/2013,,
01464,MA,5.0,24000.0,02/04/2013,,
01201,MA,7.5,28500.0,02/04/2013,,
02476,MA,6.0,26367.0,02/04/2013,,
01590,MA,6.5,26975.0,01/28/2013,,
