Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=MA
02072,MA,9.69,35850.68854,09/16/2014,,
02790,MA,9,33845.0655,12/08/2014,,
01469,MA,7.37,44550.66912,04/22/2014,,
01915,MA,5.1,25725.37226,06/09/2014,,
02468,MA,8.04,40324.72698,12/05/2014,,
01462,MA,3.64,15743.95421,12/01/2014,,
01581,MA,6.375,35349.29063,12/02/2014,,
02762,MA,9.625,42076.11916,10/29/2014,,
01952,MA,7.8,25133.26499,07/10/2014,,
02740,MA,3.35,23426.38912,11/14/2014,,
01913,MA,8.829,43937.87195,08/18/2014,,
02035,MA,11.445,58564.91842,08/19/2014,,
01701,MA,8.67,42251.8726,09/26/2014,,
01775,MA,6.12,29205.74694,06/19/2014,,
02324,MA,10.2,50750.57974,10/22/2014,,
01453,MA,9.18,46366.36539,09/03/2014,,
02743,MA,6.5,25534.82018,10/27/2014,,
01821,MA,9,43314.06219,09/05/2014,,
01810,MA,5.3,20408.79068,08/22/2014,,
02021,MA,6,,12/13/2014,,
01005,MA,5.4,23009.80594,06/16/2014,,
02571,MA,4.05,30255.89561,12/16/2014,,
01930,MA,9.18,36395.4399,07/08/2014,,
01742,MA,4.02,30577.43571,06/20/2014,,
01028,MA,7.14,35879.96193,10/22/2014,,
01089,MA,7.75,37733.68143,07/23/2014,,
01002,MA,9.62,36771.73636,10/31/2014,,
02360,MA,5.355,20040.99514,10/20/2014,,
01520,MA,7.5,36577.56924,08/21/2014,,
02667,MA,3.924,20974.46359,12/26/2014,,
02536,MA,3,16635.19752,12/31/2014,,
01506,MA,3.71,21123.17217,12/03/2014,,
01886,MA,8.25,36915.06616,09/04/2014,,
01560,MA,6.885,27526.45639,10/29/2014,,
02726,MA,9,30419.223,12/05/2014,,
02719,MA,4.69,38667.77842,09/04/2014,,
01907,MA,4.75,24439.10364,06/26/2014,,
01844,MA,5.16,25634.97085,09/19/2014,,
02151,MA,8.16,41412.47307,10/27/2014,,
01886,MA,8.25,29827.39034,08/13/2014,,
01730,MA,4.5,24952.79628,12/31/2014,,
01543,MA,18,56334.14058,10/02/2014,,
01851,MA,5,24344.3106,07/07/2014,,
01570,MA,5.4,22075.00659,10/29/2014,,
01605,MA,4.5,24677.34477,10/17/2014,,
01701,MA,7.25,35331.72738,09/03/2014,,
02745,MA,9.3,53397.97584,12/16/2014,,
02726,MA,6.12,33935.80294,12/31/2014,,
01007,MA,5.67,22161.86951,09/11/2014,,
01876,MA,6.25,27873.29185,06/24/2014,,
02126,MA,4.75,23161.1198,05/30/2014,,
01012,MA,9.24,28714.95773,11/20/2014,,
02360,MA,11.25,54774.69885,07/11/2014,,
01420,MA,12.38,51728.20142,10/27/2014,,
01506,MA,12.5,47694.97587,07/14/2014,,
02122,MA,3.43,15821.58513,12/15/2014,,
02026,MA,6.12,31289.31926,11/17/2014,,
01532,MA,4.75,23165.79386,08/18/2014,,
01843,MA,4,19906.16013,08/01/2014,,
01118,MA,4.2,20153.96524,12/11/2014,,
02301,MA,4.845,24770.20984,11/26/2014,,
02703,MA,4.845,24770.20984,11/04/2014,,
02040,MA,4.86,24136.16007,06/24/2014,,
01906,MA,5.5,26778.74166,07/16/2014,,
01062,MA,3.75,15391.68368,10/30/2014,,
01906,MA,7.65,38269.5682,11/19/2014,,
01529,MA,5,24385.04616,08/21/2014,,
01237,MA,24.44,84480.09719,04/01/2014,,
01752,MA,8.37,33322.91206,08/28/2014,,
01746,MA,982.8,2419665.094,12/11/2014,,
01840,MA,313.5,1270808.6,05/27/2014,,
01527,MA,5.4,24185.98456,08/25/2014,,
02771,MA,15.5,75467.36285,07/21/2014,,
01876,MA,7.25,27404.09335,09/25/2014,,
01844,MA,6.21,24919.24438,06/16/2014,,
01906,MA,7.8,51411.04219,11/14/2014,,
02738,MA,9.9,42419.75368,12/23/2014,,
01876,MA,6.37,40161.75544,10/21/2014,,
02476,MA,5.865,36748.97471,09/26/2014,,
01748,MA,5,18413.19812,08/05/2014,,
01929,MA,8.97,41302.29635,08/19/2014,,
01230,MA,2.75,12074.45031,10/28/2014,,
02364,MA,11.6,37215.42313,09/19/2014,,
02420,MA,37.51,103440.6828,12/22/2014,,
02322,MA,6,29256.15132,05/06/2014,,
01803,MA,6.885,34786.36082,11/12/2014,,
02720,MA,99,,12/04/2014,,
01904,MA,5,25778.47737,08/22/2014,,
02703,MA,3.6,22125.07081,09/19/2014,,
02743,MA,4.75,19826.62629,10/30/2014,,
02301,MA,4.25,20723.10719,05/06/2014,,
01519,MA,5.5,20885.75018,09/09/2014,,
01440,MA,395.28,900652.5805,12/31/2014,,
02180,MA,5.1,26171.70257,12/18/2014,,
02149,MA,2.25,12338.67238,10/14/2014,,
02721,MA,6.75,24928.85186,11/26/2014,,
02747,MA,7.02,24195.2638,07/30/2014,,
01905,MA,5.75,27985.03333,06/05/2014,,
01453,MA,5.7,34641.00967,10/24/2014,,
01030,MA,4.165,20379.57522,04/04/2014,,
02169,MA,3.315,17121.29136,10/17/2014,,
02370,MA,8.82,36667.02301,09/12/2014,,
01719,MA,9.66,50357.86248,02/04/2014,,
01844,MA,6.5,33233.40568,09/23/2014,,
02740,MA,4.5,19352.13938,09/23/2014,,
02301,MA,6.03,41837.42193,10/22/2014,,
01002,MA,7.245,35220.24183,12/24/2014,,
01826,MA,7.905,40167.65039,12/17/2014,,
02370,MA,10.71,56148.3285,12/16/2014,,
02472,MA,4.355,20896.32857,12/31/2014,,
02324,MA,6.12,33935.80294,12/04/2014,,
01504,MA,5.1,25074.63536,08/21/2014,,
01010,MA,5.75,28985.57144,12/22/2014,,
02301,MA,5.25,25585.04396,09/19/2014,,
02339,MA,7.65,46022.28213,12/05/2014,,
01540,MA,6.63,33356.09151,12/12/2014,,
02121,MA,3.92,19542.46293,10/08/2014,,
02639,MA,5.355,32516.35139,11/19/2014,,
02301,MA,3,16540.87427,11/21/2014,,
01966,MA,7,22154.74675,11/14/2014,,
02341,MA,7.14,39591.7701,12/09/2014,,
02025,MA,5.1,36175.11386,09/24/2014,,
02130,MA,3.35,22783.3432,06/12/2014,,
01810,MA,3.78,16755.4044,11/18/2014,,
02379,MA,5.1,28279.83578,12/04/2014,,
01331,MA,6.375,35349.29063,12/03/2014,,
01050,MA,7.65,28984.66313,10/29/2014,,
02188,MA,4.335,24038.36451,12/19/2014,,
02739,MA,10,42344.13914,12/11/2014,,
01062,MA,4,13224.63758,08/29/2014,,
01096,MA,5.5,24004.32627,10/07/2014,,
01701,MA,4.48,20758.88154,10/22/2014,,
02571,MA,10.08,33209.90341,12/09/2014,,
01801,MA,8.82,49464.41833,09/11/2014,,
01852,MA,7.425,29983.4835,09/26/2014,,
01906,MA,6.48,27733.2623,08/22/2014,,
01057,MA,3487,12304992.89,08/25/2014,,
01515,MA,7.25,39902.29378,12/17/2014,,
02575,MA,9.18,42446.80627,09/04/2014,,
01801,MA,9.435,47883.17199,10/31/2014,,
01810,MA,5.88,38652.49901,10/13/2014,,
02343,MA,3.75,20564.45397,10/21/2014,,
01254,MA,10.5,39682.92533,09/24/2014,,
02667,MA,5.1,19069.98552,12/26/2014,,
01832,MA,3.5,17056.69598,09/05/2014,,
02324,MA,10.25,49951.7525,09/02/2014,,
01360,MA,9.045,43714.86968,09/19/2014,,
02368,MA,7.25,35331.72738,09/02/2014,,
02324,MA,11.25,54825.09421,09/19/2014,,
01824,MA,4.675,18263.02984,10/06/2014,,
01033,MA,8.415,42759.1117,12/05/2014,,
01730,MA,6.21,23077.05635,10/03/2014,,
01524,MA,5,24366.70854,09/02/2014,,
01970,MA,4.59,23200.62964,08/18/2014,,
01902,MA,5.61,27912.81886,10/24/2014,,
01504,MA,5.865,32521.81115,12/30/2014,,
02333,MA,8.82,36667.02301,09/04/2014,,
02148,MA,5.5,23046.95148,11/25/2014,,
01109,MA,4.05,16097.05435,07/03/2014,,
02151,MA,7.5,36550.06281,09/08/2014,,
02151,MA,6.25,30418.51449,06/25/2014,,
02072,MA,4.845,23610.84329,09/22/2014,,
01223,MA,9.18,36030.57333,07/29/2014,,
02650,MA,2.9,14189.8603,04/11/2014,,
01237,MA,15,101850.132,10/17/2014,,
01801,MA,9.18,51450.74452,06/02/2014,,
01028,MA,8.67,47545.01758,10/17/2014,,
01118,MA,3.5,17041.01742,07/07/2014,,
02148,MA,2.5,12172.1553,07/29/2014,,
02667,MA,2.943,15927.87913,06/19/2014,,
02061,MA,6.89,32745.63342,08/27/2014,,
01331,MA,9.99,38848.39043,09/10/2014,,
01060,MA,4.95,20641.69275,08/27/2014,,
01581,MA,5,24385.04616,08/26/2014,,
01002,MA,4.94,18775.29485,09/12/2014,,
01730,MA,9.18,35563.58895,06/24/2014,,
01523,MA,7.14,29534.98411,11/25/2014,,
01346,MA,10,38688.3658,09/19/2014,,
02121,MA,3.92,19542.46293,10/08/2014,,
01879,MA,10,48733.41708,09/11/2014,,
01230,MA,3.5,12969.0563,09/19/2014,,
01841,MA,4.335,22245.94718,12/12/2014,,
01879,MA,10.25,49951.7525,09/24/2014,,
01452,MA,6.48,28418.96653,12/04/2014,,
02364,MA,6.75,37429.19442,12/18/2014,,
02132,MA,4.75,23148.37311,09/10/2014,,
01778,MA,5.75,27985.03333,06/19/2014,,
01905,MA,4.335,21125.43902,09/17/2014,,
02446,MA,8.525,,06/26/2014,,
02743,MA,8.415,32030.69498,10/03/2014,,
01832,MA,8,38986.73366,09/09/2014,,
01431,MA,11.475,63629.63051,12/17/2014,,
02061,MA,7.14,39591.7701,12/23/2014,,
01351,MA,6.03,29602.15008,11/18/2014,,
02667,MA,4.578,22892.04817,12/29/2014,,
01011,MA,5998.74,14898864.24,06/30/2014,,
02472,MA,2.94,16536.89863,12/04/2014,,
02360,MA,6.5,31635.25507,06/23/2014,,
02359,MA,2.75,14154.47773,07/21/2014,,
01951,MA,8.25,31624.9166,08/12/2014,,
01960,MA,65,253454.8209,04/22/2014,,
02420,MA,8.1,31786.41419,10/09/2014,,
01230,MA,12,50409.68945,12/19/2014,,
02747,MA,6.5,24809.19824,04/04/2014,,
02760,MA,6.36,37888.44853,10/24/2014,,
01752,MA,6,30691.34755,08/20/2014,,
02155,MA,6.375,34871.7436,09/24/2014,,
02747,MA,5,20786.29422,09/08/2014,,
02149,MA,7.65,38871.91973,12/12/2014,,
02666,MA,13.44,58399.62523,12/22/2014,,
01453,MA,3.06,16967.90147,12/31/2014,,
02421,MA,12.42,47535.04694,10/17/2014,,
02126,MA,4.845,26865.84399,12/29/2014,,
01970,MA,4.75,18645.75463,07/21/2014,,
02645,MA,9.945,55145.67978,12/03/2014,,
01527,MA,4.59,25307.53763,11/06/2014,,
01826,MA,6.5,31700.56001,08/29/2014,,
02539,MA,9.24,38427.30627,12/11/2014,,
02420,MA,11.34,40014.11366,09/30/2014,,
01568,MA,4.165,24863.78939,09/04/2014,,
01982,MA,5.75,29595.72617,07/14/2014,,
02149,MA,5.61,28191.39866,10/31/2014,,
02645,MA,7.75,37768.39823,09/19/2014,,
01606,MA,4.59,19447.02036,09/16/2014,,
01027,MA,3.5,18349.12696,12/16/2014,,
01906,MA,7.84,55541.61186,01/27/2014,,
01740,MA,4.59,32721.8368,12/29/2014,,
02666,MA,3.597,20164.12286,06/23/2014,,
02466,MA,4.14,26840.97459,10/09/2014,,
01527,MA,9.25,37066.2392,09/29/2014,,
02633,MA,6,29358.33165,04/04/2014,,
01776,MA,2.55,14169.38241,07/23/2014,,
01810,MA,8.1,30521.12002,08/07/2014,,
02186,MA,4.335,24038.36451,12/30/2014,,
01028,MA,4.845,24340.1974,10/22/2014,,
01752,MA,6.5,33512.02058,08/18/2014,,
02771,MA,7,26665.89428,11/03/2014,,
02632,MA,5.355,27533.77238,12/02/2014,,
01830,MA,9,54540.7761,11/10/2014,,
02460,MA,5.355,26073.01242,06/30/2014,,
02132,MA,7.25,35331.72738,09/08/2014,,
02481,MA,4.5,15576.5703,08/28/2014,,
01581,MA,6.63,36763.78652,12/22/2014,,
02126,MA,4.355,33014.01136,12/23/2014,,
01863,MA,4.7,22997.35979,04/01/2014,,
02630,MA,6.16,22357.70547,12/15/2014,,
01089,MA,5.61,26651.53235,10/30/2014,,
02642,MA,4.125,18744.81138,10/09/2014,,
01027,MA,4.08,21186.75474,11/04/2014,,
01730,MA,5.94,21475.52398,09/11/2014,,
02333,MA,9,37380.93733,07/23/2014,,
01747,MA,5.5,23046.95148,11/03/2014,,
02148,MA,5.865,28901.70109,09/19/2014,,
01002,MA,6.3,26974.22483,12/11/2014,,
02343,MA,7.25,38659.91425,05/14/2014,,
01230,MA,3.3,14289.92748,10/03/2014,,
01904,MA,2.75,13384.14638,06/16/2014,,
02719,MA,5.1,25305.66411,12/23/2014,,
02563,MA,3.62,18176.61438,06/02/2014,,
01588,MA,6.25,22623.86863,12/30/2014,,
01721,MA,6.885,22277.55021,11/06/2014,,
01096,MA,10,37325.23465,11/13/2014,,
01235,MA,5,26650.56141,07/15/2014,,
01462,MA,10.2,56238.97252,11/20/2014,,
02726,MA,6.375,31067.05611,09/22/2014,,
01776,MA,9.12,50158.81433,06/27/2014,,
02382,MA,4.9,30498.12841,08/21/2014,,
01062,MA,6.21,24682.15001,07/28/2014,,
02191,MA,4.335,24037.86042,12/22/2014,,
01826,MA,10.2,34175.05464,09/29/2014,,
02302,MA,8,40901.07092,11/21/2014,,
02717,MA,9.5,46322.2396,05/29/2014,,
01757,MA,5.61,31107.81936,12/19/2014,,
01938,MA,6.5,28460.06557,05/20/2014,,
02151,MA,8.16,41176.6625,07/11/2014,,
02726,MA,8.415,43312.70186,07/14/2014,,
02019,MA,7.14,34795.65979,09/10/2014,,
01752,MA,6.12,31004.64065,08/19/2014,,
02121,MA,3.36,18933.0728,12/23/2014,,
01069,MA,5.565,26355.12634,11/12/2014,,
01701,MA,8.25,33754.35596,09/29/2014,,
02494,MA,5.75,20302.72456,10/10/2014,,
02460,MA,3.685,28550.02484,09/30/2014,,
02302,MA,7.905,43834.24956,12/30/2014,,
01760,MA,12.25,44083.85126,09/30/2014,,
02494,MA,10.53,39191.24807,08/22/2014,,
01844,MA,6.12,33935.80294,12/22/2014,,
02747,MA,6.63,33019.04225,12/03/2014,,
02467,MA,6,25963.55789,10/17/2014,,
02667,MA,6.213,34846.38233,09/22/2014,,
01532,MA,6.75,32864.81931,07/07/2014,,
01056,MA,9.54,41756.1568,08/15/2014,,
02324,MA,3.06,13869.56512,10/16/2014,,
01519,MA,6.48,16131.10063,12/17/2014,,
02189,MA,10.2,46305.67006,06/25/2014,,
01571,MA,5.4,23018.78773,07/10/2014,,
02188,MA,7.5,36577.56924,08/22/2014,,
01770,MA,9,31750.32541,08/29/2014,,
01905,MA,4.08,21000.09787,07/21/2014,,
01845,MA,5.36,37479.50695,07/23/2014,,
02019,MA,12.495,60938.72802,08/22/2014,,
01854,MA,4.655,24463.57415,10/22/2014,,
01803,MA,8,31030.2574,09/04/2014,,
02740,MA,6.03,39770.61686,08/13/2014,,
01752,MA,5.39,37315.10963,11/14/2014,,
01510,MA,7.395,36794.17031,10/09/2014,,
02766,MA,7,34113.39195,09/04/2014,,
02743,MA,5.25,20587.94612,08/08/2014,,
01027,MA,7.2,26041.64557,12/12/2014,,
01035,MA,5.2,22282.09093,12/23/2014,,
02072,MA,6,29313.69439,10/01/2014,,
02740,MA,4.8,31610.90806,12/17/2014,,
02492,MA,7,26417.49029,09/10/2014,,
01821,MA,8.415,46661.22495,12/04/2014,,
01568,MA,7,29343.34292,06/06/2014,,
01830,MA,9,54540.75605,11/10/2014,,
01605,MA,11.5,55991.91438,07/10/2014,,
01128,MA,9.72,37315.078,09/24/2014,,
01506,MA,3.75,20278.0743,09/24/2014,,
02129,MA,3,14756.55364,10/22/2014,,
01027,MA,7.905,40566.13898,12/18/2014,,
02421,MA,6.25,21972.80749,10/23/2014,,
01970,MA,4,16232.209,10/30/2014,,
01420,MA,5.886,29738.6922,12/05/2014,,
01257,MA,9.72,44084.28162,12/23/2014,,
01604,MA,7.75,37768.39823,09/02/2014,,
01603,MA,8.8,43596.64242,10/24/2014,,
02740,MA,4.335,18487.35033,12/29/2014,,
02188,MA,8,29809.35992,07/23/2014,,
02155,MA,6.375,31955.19777,09/02/2014,,
02368,MA,5.1,80380.41335,10/20/2014,,
01510,MA,4.59,22424.97621,10/24/2014,,
01952,MA,8.829,39829.42277,11/14/2014,,
01027,MA,6.25,31327.41339,11/24/2014,,
02420,MA,6,24642.4042,07/28/2014,,
01826,MA,3.025,13520.04228,09/10/2014,,
02149,MA,2.75,13500.26281,03/25/2014,,
02494,MA,8.25,34379.40821,12/31/2014,,
01754,MA,6.75,37770.60737,06/26/2014,,
01243,MA,5.5,24924.56685,12/03/2014,,
01532,MA,7.395,41005.25779,12/09/2014,,
01566,MA,4.335,24037.86042,12/01/2014,,
02494,MA,3.78,16376.46801,11/12/2014,,
02151,MA,1.47,10414.05222,01/24/2014,,
01930,MA,2.805,15553.90968,12/09/2014,,
02721,MA,7.395,38047.82557,06/20/2014,,
01721,MA,4.335,21568.99639,10/02/2014,,
02053,MA,5.025,37491.11835,10/21/2014,,
02648,MA,8.415,46661.22495,12/09/2014,,
01005,MA,1900,4992913.545,04/28/2014,,
02360,MA,6.03,37448.84282,10/02/2014,,
02744,MA,5.25,19642.55076,09/26/2014,,
02067,MA,12.15,44395.63567,06/23/2014,,
02301,MA,8,39008.20177,05/28/2014,,
01970,MA,4.335,24037.86042,12/23/2014,,
02052,MA,4.95,20807.17997,09/11/2014,,
01886,MA,8.5,46612.76234,10/24/2014,,
01230,MA,10.335,44535.05088,11/07/2014,,
02155,MA,4,22180.26336,12/05/2014,,
01854,MA,5.355,27562.62846,07/23/2014,,
01752,MA,6.05,24469.50991,07/14/2014,,
02465,MA,5.75,23416.0483,06/12/2014,,
01757,MA,2.805,15553.90968,12/17/2014,,
01057,MA,9.805,43636.84522,12/30/2014,,
01772,MA,6.125,40099.08914,11/13/2014,,
01801,MA,5.4,26549.77608,06/16/2014,,
01247,MA,4.5,22828.7873,10/03/2014,,
01604,MA,5,24366.70854,09/11/2014,,
01527,MA,7.395,38097.69689,09/23/2014,,
02790,MA,7,27450.59482,08/13/2014,,
01535,MA,5.4,,06/17/2014,,
02302,MA,5.5,26818.13871,05/14/2014,,
02324,MA,13.5,65729.63861,07/10/2014,,
01301,MA,5.4,29458.5292,08/27/2014,,
02149,MA,2.94,17027.83235,04/10/2014,,
01516,MA,6.86,41870.16066,09/24/2014,,
01440,MA,986.48,2821906.469,06/13/2014,,
02359,MA,6.25,28117.45119,08/25/2014,,
01540,MA,5.25,26073.01242,06/17/2014,,
02135,MA,3,14628.07566,05/27/2014,,
02347,MA,11.7,49027.15134,11/26/2014,,
02563,MA,10,48770.09233,08/25/2014,,
02745,MA,6.86,32278.96402,10/20/2014,,
01746,MA,3.5,17894.21853,11/26/2014,,
02131,MA,2.5,13662.62329,07/21/2014,,
02635,MA,13,63353.4422,09/12/2014,,
02748,MA,3.5,15150.50694,05/09/2014,,
02745,MA,5.4,32121.05412,12/09/2014,,
02556,MA,9.31,45554.3446,04/10/2014,,
02360,MA,8.375,58096.0016,09/15/2014,,
01540,MA,8.67,35505.7753,09/29/2014,,
01096,MA,4,17109.6257,10/16/2014,,
01930,MA,7.14,35718.26365,11/18/2014,,
01845,MA,6.375,32778.39647,12/02/2014,,
01845,MA,3.315,18381.89326,12/03/2014,,
01756,MA,5.61,28681.87599,11/25/2014,,
01060,MA,4.5,17115.84363,05/14/2014,,
02364,MA,5.635,36434.81289,12/17/2014,,
02703,MA,8.16,48732.52328,11/12/2014,,
02563,MA,4.69,31854.89096,12/02/2014,,
01420,MA,6.5,25435.86004,09/22/2014,,
02649,MA,4.25,20727.28924,08/08/2014,,
01930,MA,7.56,30098.11412,08/18/2014,,
02176,MA,10.965,53570.27796,10/03/2014,,
01301,MA,7.905,40167.65039,12/16/2014,,
02072,MA,9.945,55145.17568,12/04/2014,,
02186,MA,5.75,27985.03333,06/26/2014,,
02021,MA,5.886,26784.70353,07/28/2014,,
01420,MA,5,24428.07866,10/14/2014,,
01746,MA,5,24380.1261,05/29/2014,,
01462,MA,6.5,31756.50226,10/14/2014,,
02571,MA,73.44,213503.5902,11/14/2014,,
01524,MA,9.69,47739.44515,10/31/2014,,
01002,MA,7.194,33759.42315,11/24/2014,,
02532,MA,5.775,24094.82337,12/30/2014,,
02644,MA,5.1,28279.83578,12/23/2014,,
01701,MA,12.925,45435.45767,09/08/2014,,
01905,MA,6.5,31804.85928,04/04/2014,,
01604,MA,9.945,49247.7264,11/12/2014,,
01083,MA,5235.03,13433947.04,05/30/2014,,
02139,MA,19.6,73485.59076,11/14/2014,,
02767,MA,3.43,24588.66121,11/06/2014,,
02360,MA,8.64,34371.97743,09/15/2014,,
02364,MA,8.25,40306.32979,10/02/2014,,
02072,MA,4.335,21125.43902,09/23/2014,,
02301,MA,5,24385.04616,08/28/2014,,
01742,MA,7.42,26173.61165,07/01/2014,,
02359,MA,7,37301.78977,06/05/2014,,
01033,MA,14.75,75449.56232,08/13/2014,,
01581,MA,9.555,54629.16889,06/20/2014,,
01801,MA,6.63,34175.3642,05/19/2014,,
02201,MA,3.12,14601.81686,07/14/2014,,
02019,MA,6.54,32440.44991,12/11/2014,,
02382,MA,7.5,36577.56924,08/26/2014,,
02339,MA,13.26,73527.57304,12/04/2014,,
01721,MA,8,20289.90001,12/03/2014,,
01930,MA,8,32445.19123,05/07/2014,,
01966,MA,5.5,29772.89704,06/05/2014,,
02302,MA,9.75,47471.40567,07/02/2014,,
02072,MA,7.395,48688.50102,12/02/2014,,
01906,MA,2.805,13669.22621,09/26/2014,,
01463,MA,13.2,43932.56206,11/13/2014,,
01106,MA,4.75,23638.56516,08/27/2014,,
01845,MA,10.464,57237.06329,04/14/2014,,
02090,MA,9.9,32569.10977,10/10/2014,,
01810,MA,6.48,25815.79359,11/19/2014,,
01905,MA,6.5,31676.7211,09/10/2014,,
01606,MA,3.25,15847.08197,05/21/2014,,
01915,MA,6.12,26248.91245,09/09/2014,,
01201,MA,4.16,12352.33301,07/15/2014,,
02301,MA,9.18,35181.18476,06/17/2014,,
02494,MA,9.72,38893.48948,10/20/2014,,
01331,MA,14.3,39453.34509,12/29/2014,,
01970,MA,9.5,35442.91812,08/12/2014,,
02494,MA,5.5,20759.08418,06/03/2014,,
01002,MA,3.64,14787.11112,09/22/2014,,
01922,MA,6.885,35131.46361,11/14/2014,,
02136,MA,3.5,,05/27/2014,,
01590,MA,5.5,28213.66481,09/29/2014,,
01453,MA,7,34113.39195,09/02/2014,,
02186,MA,10.535,39617.52945,12/29/2014,,
01845,MA,7.5,28142.33389,08/27/2014,,
02653,MA,5.5,26355.12634,11/04/2014,,
02642,MA,5.145,25174.76939,04/09/2014,,
01463,MA,6.75,28195.76274,09/02/2014,,
02189,MA,3.06,16967.90147,12/04/2014,,
02368,MA,3.6,24844.01217,12/09/2014,,
01119,MA,3.315,17011.60667,12/12/2014,,
02667,MA,5.232,27585.10318,09/04/2014,,
02472,MA,5.355,24797.53444,12/31/2014,,
01852,MA,3.825,19243.89895,12/12/2014,,
02333,MA,6.6,27712.4068,09/03/2014,,
01028,MA,5.75,28037.14502,05/20/2014,,
01570,MA,7.84,32852.38175,11/19/2014,,
02790,MA,9.69,47222.68115,09/05/2014,,
02571,MA,5.5,23692.55404,12/04/2014,,
01821,MA,7.905,39332.19783,10/22/2014,,
02539,MA,5.5,29666.10224,12/29/2014,,
02539,MA,19.61,119906.5037,12/02/2014,,
01844,MA,2195,5736456.484,02/07/2014,,
02748,MA,2.805,13073.75296,12/11/2014,,
01730,MA,6.75,23979.39966,10/14/2014,,
01570,MA,9.69,49823.92886,12/02/2014,,
02451,MA,5.39,36411.89581,10/09/2014,,
01540,MA,4.335,21686.08865,11/12/2014,,
01527,MA,4.845,26865.84399,12/22/2014,,
01747,MA,9,37380.93733,07/11/2014,,
02421,MA,10.07,37607.21649,06/18/2014,,
01721,MA,6.12,19335.14049,12/03/2014,,
01908,MA,7.75,37768.39823,09/04/2014,,
02302,MA,9,43802.66087,06/28/2014,,
02130,MA,8.5,41369.17971,06/12/2014,,
02632,MA,6.36,32060.56249,12/26/2014,,
01826,MA,5.5,24209.82507,11/17/2014,,
01821,MA,8.75,37718.95797,06/20/2014,,
02130,MA,8.4,41206.67897,10/17/2014,,
01532,MA,8,39016.07386,08/26/2014,,
01740,MA,6.125,24491.02848,09/16/2014,,
01721,MA,6.7,49487.94,11/21/2014,,
01230,MA,3.3,15112.50564,10/03/2014,,
02019,MA,4.845,23629.60739,08/22/2014,,
02035,MA,8.67,46168.01611,11/10/2014,,
01904,MA,4,19508.03693,08/25/2014,,
01906,MA,6.63,33688.9971,12/12/2014,,
02492,MA,7.685,29778.37142,08/26/2014,,
01830,MA,5.635,29003.81165,07/07/2014,,
01906,MA,17,82770.65603,07/29/2014,,
02061,MA,8.925,49209.10096,11/25/2014,,
01420,MA,7,25036.05147,06/23/2014,,
01746,MA,3.5,17543.3515,11/26/2014,,
02148,MA,3.35,26825.10446,05/14/2014,,
01775,MA,6.375,28203.21306,12/05/2014,,
02720,MA,4.5,18721.74361,08/21/2014,,
01952,MA,6.375,27238.30262,07/08/2014,,
02151,MA,13.25,68312.96504,08/13/2014,,
01906,MA,11.5,56043.42964,09/04/2014,,
02481,MA,5.94,21559.21599,12/11/2014,,
02368,MA,6.12,33476.87385,09/26/2014,,
01037,MA,13.2,52930.79767,11/17/2014,,
01721,MA,4.02,26117.10581,10/09/2014,,
02126,MA,3,19851.33571,12/24/2014,,
01826,MA,7.75,37796.82155,08/27/2014,,
01915,MA,8.25,41373.14238,08/14/2014,,
02184,MA,5.865,25499.01079,11/13/2014,,
02148,MA,2.04,10409.32255,11/07/2014,,
01960,MA,6,27218.20772,12/08/2014,,
01606,MA,5.25,25561.52613,07/08/2014,,
01904,MA,8.415,41683.00316,11/10/2014,,
01570,MA,15.75,76654.65652,06/05/2014,,
02019,MA,7.84,37739.15818,09/11/2014,,
01253,MA,6.72,28221.73894,11/24/2014,,
02169,MA,8.5,41369.17971,06/28/2014,,
01832,MA,4.59,25451.85221,12/09/2014,,
02653,MA,3.78,14097.88137,09/30/2014,,
01235,MA,11,41572.58844,09/10/2014,,
01908,MA,4.25,21723.35827,09/02/2014,,
01720,MA,7.14,35436.15613,09/26/2014,,
01534,MA,6.5,25825.32955,09/25/2014,,
01351,MA,6.03,32093.30599,11/18/2014,,
01757,MA,7.14,39591.7701,12/17/2014,,
02667,MA,2.289,15233.09061,10/09/2014,,
02368,MA,6.25,30475.15763,05/14/2014,,
02771,MA,9.9,42611.29708,11/14/2014,,
01915,MA,5,20801.93734,08/05/2014,,
02478,MA,14,56339.69024,07/23/2014,,
01826,MA,8.215,29733.5,12/03/2014,,
01001,MA,6.25,30481.3077,08/07/2014,,
02766,MA,4.8,34558.3626,12/11/2014,,
01230,MA,5.225,22893.51723,09/26/2014,,
01540,MA,9.69,48751.21067,12/01/2014,,
01520,MA,7.035,47062.02379,07/15/2014,,
02532,MA,7.2,27584.37125,05/27/2014,,
01516,MA,7.65,42419.75368,12/19/2014,,
01843,MA,4.335,21686.08865,11/18/2014,,
01742,MA,6.36,22546.0004,04/16/2014,,
01462,MA,9.9,41325.11879,11/18/2014,,
02066,MA,6.5,31635.25507,06/30/2014,,
01510,MA,7.65,38934.26942,10/20/2014,,
01757,MA,5,22903.52487,07/02/2014,,
01907,MA,3.315,16743.40972,09/19/2014,,
02631,MA,4,19467.84928,06/18/2014,,
02420,MA,6.48,27194.25446,10/10/2014,,
02190,MA,7,34139.06463,08/25/2014,,
01824,MA,5.232,23340.50212,09/02/2014,,
01830,MA,10.965,41162.33264,09/15/2014,,
