Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=AZ
85326,AZ,6.72,36065.58076,05/31/2012,,
85362,AZ,7,,07/21/2014,,
85020,AZ,5,24926.61088,10/15/2014,,
85396,AZ,2,8740.667022,06/13/2014,,
85383,AZ,7.26,37131.09786,01/31/2013,,
86351,AZ,6,18560.08783,01/09/2014,,
85255,AZ,7.59,19608.59695,07/21/2014,,
85379,AZ,9,,02/28/2014,,
85375,AZ,4.5,19771.93764,04/30/2014,,
85382,AZ,5.5,20767.18741,07/03/2014,,
85374,AZ,7,20154.19089,08/11/2014,,
85310,AZ,10.5,45948.65039,09/18/2014,,
86301,AZ,5.5,24165.70156,04/14/2014,,
86305,AZ,10.29,,04/07/2014,,
85260,AZ,5,24913.71628,09/25/2014,,
85395,AZ,9.81,27066.88517,11/06/2014,,
85014,AZ,7.2,,02/17/2014,,
85024,AZ,5.88,28238.58517,09/03/2013,,
85340,AZ,5.88,41551.92484,06/25/2012,,
85375,AZ,5.5,13824.06642,09/19/2013,,
85383,AZ,6.5,29493.56209,02/25/2014,,
85365,AZ,5,27266.93206,05/09/2014,,
85374,AZ,7.5,,02/20/2014,,
85382,AZ,5.5,25048.37634,01/15/2014,,
86326,AZ,9.156,36390.35736,10/31/2013,,
86314,AZ,6.63,26044.26438,09/06/2012,,
85132,AZ,6.5,,02/18/2014,,
85029,AZ,9.69,42435.95217,08/28/2014,,
85375,AZ,2.45,11694.61409,07/22/2013,,
85262,AZ,2.25,18347.66103,07/25/2014,,
85326,AZ,6.5,35984.57651,08/09/2013,,
86001,AZ,4.81,17589.95137,12/05/2013,,
85308,AZ,7.92,24887.35526,10/17/2013,,
86325,AZ,6.12,14970.66957,12/15/2014,,
85053,AZ,9.156,31582.23794,09/18/2014,,
85367,AZ,3,9346.40597,11/20/2014,,
85014,AZ,4.5,,04/07/2014,,
85255,AZ,14,,02/05/2014,,
85379,AZ,14.28,18752.78789,10/08/2014,,
85374,AZ,11.76,35151.37512,02/11/2014,,
85375,AZ,6.58,,02/27/2014,,
85253,AZ,9.18,,03/07/2014,,
85308,AZ,8.55,38109.72523,12/10/2014,,
85379,AZ,6.867,30982.53157,12/12/2013,,
85379,AZ,11,48136.68136,09/19/2014,,
85331,AZ,6.867,17947.15983,10/07/2014,,
85396,AZ,4.5,19666.5008,06/21/2014,,
85345,AZ,9.25,40509.03587,08/13/2014,,
85085,AZ,21,,01/10/2014,,
85383,AZ,8.64,46256.51209,08/02/2012,,
85379,AZ,10.75,46999.42413,07/09/2014,,
85349,AZ,7.25,38244.71016,08/07/2014,,
85374,AZ,6,27325.50146,01/31/2014,,
85387,AZ,9.156,45708.00922,11/07/2013,,
85255,AZ,14.4,39730.30464,06/20/2014,,
86351,AZ,8.25,,08/29/2014,,
85396,AZ,9.66,,01/22/2014,,
86001,AZ,4.7,23701.88109,10/16/2013,,
85363,AZ,10.2,,04/23/2014,,
86326,AZ,5.25,23067.26058,04/21/2014,,
85086,AZ,12.74,42654.0723,08/29/2013,,
85254,AZ,5,19953.88933,05/09/2014,,
85379,AZ,9,,03/15/2014,,
85379,AZ,590.4,3209814.158,09/25/2013,,
85395,AZ,13.08,50817.71249,08/27/2013,,
85310,AZ,7.84,37755.45019,06/06/2013,,
85326,AZ,11.445,45745.75893,07/12/2013,,
85355,AZ,6,30389.79577,04/08/2013,,
85253,AZ,14.25,,06/23/2014,,
85379,AZ,3,8270.437136,11/10/2014,,
85132,AZ,7.15,21126.17362,10/02/2013,,
85338,AZ,3.36,17045.04094,02/13/2013,,
85379,AZ,12.74,61352.60655,06/24/2013,,
85122,AZ,8,31660.66394,04/23/2014,,
85379,AZ,6.86,30085.71666,07/26/2012,,
85379,AZ,12.88,35253.8096,08/27/2014,,
85254,AZ,4.08,,06/05/2014,,
85014,AZ,3.92,17855.63796,08/26/2013,,
85395,AZ,4,19945.97245,08/22/2014,,
85132,AZ,1.84,8075.898797,02/24/2013,,
85351,AZ,6,20720.96418,11/21/2013,,
85020,AZ,9.555,31663.86827,10/28/2013,,
85383,AZ,7.14,31493.82461,11/21/2014,,
86322,AZ,227.7,1403468.12,11/07/2014,,
86322,AZ,1.5,,03/12/2014,,
85351,AZ,5.5,21939.52583,06/14/2013,,
85050,AZ,5.5,20961.73389,05/14/2014,,
85375,AZ,4.9,16895.31152,12/12/2014,,
85395,AZ,6.86,17876.91027,11/14/2013,,
85392,AZ,5.2,21532.8528,10/15/2014,,
86323,AZ,4.42,,07/22/2014,,
85131,AZ,3.5,,03/12/2014,,
85225,AZ,19.62,,05/13/2014,,
86322,AZ,5.1,17678.99231,06/13/2014,,
85607,AZ,6.28,18712.97349,06/02/2014,,
85379,AZ,11,,01/10/2014,,
85338,AZ,10.2,25374.18545,12/19/2013,,
86001,AZ,4.7,23701.88109,10/16/2013,,
85382,AZ,7.25,,03/11/2014,,
85383,AZ,7.5,34283.94887,12/12/2013,,
85122,AZ,9,37872.67048,03/26/2014,,
85122,AZ,9.435,41319.21659,08/11/2014,,
85308,AZ,10.14,25209.49536,11/14/2014,,
85388,AZ,6.72,33894.7425,06/17/2013,,
85351,AZ,5.1,22374.12592,10/08/2014,,
86326,AZ,6.12,16650.91569,09/16/2014,,
85083,AZ,14,,04/17/2014,,
85375,AZ,30.21,94950.77115,11/01/2013,,
85014,AZ,6.5,28407.16782,06/23/2014,,
85338,AZ,3.57,11173.54174,07/07/2014,,
85395,AZ,9.81,37779.09129,07/31/2013,,
85338,AZ,5,24926.61088,10/31/2014,,
85350,AZ,3.06,4968.226653,07/14/2014,,
85335,AZ,7.5,32790.29591,07/21/2014,,
85260,AZ,6.96,27027.20455,02/05/2014,,
85340,AZ,15,68313.75366,01/24/2014,,
85308,AZ,4.25,18581.16768,07/23/2014,,
85086,AZ,6.885,30205.06999,10/17/2014,,
85085,AZ,13.734,67690.99323,01/30/2013,,
85007,AZ,5,,04/02/2014,,
85373,AZ,11.445,37563.02169,09/11/2014,,
85086,AZ,6.72,35977.28718,08/17/2012,,
85338,AZ,3.91,30974.60814,11/14/2011,,
85375,AZ,6.88,56660.10395,03/29/2012,,
85338,AZ,3.5,10070.70196,10/17/2013,,
85349,AZ,3.5,19475.44848,07/14/2014,,
85326,AZ,7.5,32790.29591,07/11/2014,,
86001,AZ,4.7,23701.88109,10/16/2013,,
85383,AZ,7.5,32777.50133,06/10/2014,,
85022,AZ,5.61,24527.14134,07/10/2014,,
85388,AZ,14.25,62405.81202,08/27/2014,,
85310,AZ,12.426,35804.14316,09/10/2014,,
85373,AZ,5.886,21659.02717,12/19/2014,,
86303,AZ,2.295,8508.166456,05/02/2014,,
86325,AZ,7,31052.3687,12/05/2014,,
85331,AZ,19.72,57572.44152,02/11/2014,,
85383,AZ,5.5,24068.34068,09/23/2014,,
86314,AZ,5,30483.24966,09/26/2014,,
85383,AZ,8.58,26815.93146,01/22/2014,,
85083,AZ,8.415,23169.08066,05/13/2014,,
86325,AZ,5.1,19011.48463,11/01/2013,,
85379,AZ,7.92,40517.03308,11/08/2012,,
85027,AZ,36.504,,03/27/2014,,
85351,AZ,7.2,37138.61895,06/14/2012,,
85259,AZ,10.8,32304.88769,10/07/2014,,
85395,AZ,9.36,20598.71879,05/28/2014,,
85345,AZ,6.86,17268.4351,11/07/2013,,
85383,AZ,6.5,29602.62658,01/13/2014,,
86336,AZ,17.595,,06/16/2014,,
85085,AZ,5.61,27916.59788,06/09/2014,,
85083,AZ,4.08,20344.8919,08/27/2014,,
85122,AZ,5.88,,12/11/2013,,
85308,AZ,5.76,30999.37146,07/19/2012,,
86004,AZ,5.98,,05/22/2014,,
85367,AZ,4.23,,03/12/2014,,
86315,AZ,3.84,,02/27/2014,,
85395,AZ,7,19199.01137,12/05/2013,,
85255,AZ,3.57,17742.23293,07/23/2014,,
85335,AZ,4.5,,02/20/2014,,
85382,AZ,4.59,22422.34465,09/16/2014,,
85029,AZ,6.44,48856.06282,12/09/2014,,
85050,AZ,3,8270.437136,11/20/2014,,
85388,AZ,3.08,15675.86861,09/25/2012,,
85345,AZ,7,25165.01604,06/09/2014,,
85383,AZ,11.772,47828.86084,11/04/2013,,
85086,AZ,4.59,20086.12431,09/18/2014,,
85335,AZ,6.25,27325.24659,07/09/2014,,
85396,AZ,2,8756.943253,05/28/2014,,
86323,AZ,5.25,22991.61495,08/21/2014,,
85331,AZ,8,35008.49553,09/17/2014,,
85027,AZ,11.52,59093.00757,12/07/2012,,
86001,AZ,4.7,23701.88109,10/16/2013,,
85027,AZ,8,36491.72326,10/24/2013,,
85086,AZ,9,28281.08552,10/10/2013,,
85304,AZ,3,13111.00053,06/25/2014,,
86326,AZ,3.25,16919.98542,04/14/2014,,
85250,AZ,9,41137.20829,11/22/2013,,
86001,AZ,2.45,12453.84722,12/28/2012,,
86322,AZ,8.502,,01/10/2014,,
85032,AZ,5.145,26032.16273,03/11/2013,,
85395,AZ,4.5,15379.77145,04/29/2014,,
85335,AZ,12.75,55794.78975,09/30/2014,,
85086,AZ,6.5,29649.52515,10/24/2013,,
85379,AZ,9.156,30976.54636,11/10/2014,,
85387,AZ,12,36077.73509,05/15/2013,,
85326,AZ,7.84,37740.58049,07/16/2013,,
85374,AZ,5.72,13005.69988,12/18/2014,,
85388,AZ,5.25,23067.26058,04/08/2014,,
85050,AZ,6.12,30466.35821,07/29/2014,,
85396,AZ,7.848,29393.88992,12/01/2014,,
86326,AZ,3.5,13549.71969,07/02/2013,,
85395,AZ,4.08,21896.95975,05/25/2012,,
85383,AZ,2.34,9882.980684,11/05/2012,,
86322,AZ,14.28,,02/12/2014,,
85383,AZ,9.156,33030.7506,10/24/2014,,
86326,AZ,7.74,64793.35667,12/14/2011,,
85266,AZ,10.5,47997.52842,12/27/2013,,
85331,AZ,14.388,52751.32435,08/04/2014,,
85379,AZ,21,91966.45982,08/26/2014,,
86001,AZ,2.45,12453.84722,12/28/2012,,
85383,AZ,13.08,45123.72942,12/08/2014,,
85050,AZ,4.08,20302.98028,06/30/2014,,
85145,AZ,4.41,20064.25789,09/18/2013,,
85375,AZ,6,,01/10/2014,,
85123,AZ,5,22524.67068,04/07/2014,,
85338,AZ,7.25,21896.77615,08/21/2014,,
85541,AZ,9.6,51682.15211,07/25/2012,,
85053,AZ,11,27683.08588,05/20/2014,,
85027,AZ,7.05,26409.07199,11/15/2013,,
85249,AZ,8.175,32680.28769,01/22/2014,,
85375,AZ,4.16,,01/15/2014,,
85335,AZ,8.25,37712.34376,12/26/2013,,
85383,AZ,9.8,47143.62067,06/07/2013,,
85262,AZ,6.75,29773.57369,11/17/2014,,
86315,AZ,8.64,44319.75568,12/27/2012,,
85340,AZ,7.5,32790.29591,07/30/2014,,
86001,AZ,4.7,23701.88109,10/16/2013,,
86326,AZ,5.232,,01/10/2014,,
85379,AZ,7.848,33411.82181,10/04/2013,,
86303,AZ,2.365,19441.06132,05/10/2012,,
85085,AZ,6.63,29086.3637,10/01/2014,,
85023,AZ,7.05,26355.13346,10/07/2013,,
85083,AZ,8.25,32008.25957,05/14/2014,,
85379,AZ,9,39414.19706,08/27/2014,,
85544,AZ,6,,04/10/2014,,
86336,AZ,4.16,,06/04/2014,,
85383,AZ,9,40442.59972,04/10/2014,,
86047,AZ,189,917292.1306,02/04/2014,,
85022,AZ,5.88,26190.10211,12/19/2014,,
86001,AZ,4.7,23701.88109,10/16/2013,,
85374,AZ,8.25,36122.39092,05/09/2014,,
85255,AZ,5.49,,05/16/2014,,
85395,AZ,3.06,16473.60145,05/19/2014,,
85338,AZ,7,17713.92655,08/12/2013,,
85349,AZ,3.25,23670.51687,09/30/2014,,
85383,AZ,11.75,51371.46359,07/14/2014,,
85383,AZ,8,35444.52131,07/08/2014,,
86323,AZ,5,,01/22/2014,,
85396,AZ,7.59,,01/29/2014,,
85396,AZ,7.25,32441.64563,07/08/2014,,
85020,AZ,9,39384.55747,09/18/2014,,
85374,AZ,9,24684.44319,12/20/2013,,
86305,AZ,8,36316.39876,06/12/2014,,
85396,AZ,5.88,28316.58764,06/05/2013,,
86301,AZ,6.5,,01/13/2014,,
85396,AZ,6.03,19891.19064,09/23/2014,,
85379,AZ,4.845,21202.02011,09/19/2014,,
86323,AZ,5.12,26409.68459,06/28/2012,,
85029,AZ,6.48,14481.69604,06/13/2014,,
85375,AZ,4.68,,04/08/2014,,
85349,AZ,5.25,27637.39317,06/23/2014,,
85122,AZ,6,,03/12/2014,,
85032,AZ,8.25,68246.17004,12/11/2014,,
85308,AZ,5.17,26034.41091,08/29/2013,,
85331,AZ,5.76,17198.92236,08/04/2014,,
86351,AZ,8.82,42407.14016,08/28/2013,,
85379,AZ,9,40988.25219,01/02/2014,,
85083,AZ,9.36,18519.40319,01/03/2014,,
85396,AZ,4.42,15485.00197,08/01/2014,,
85083,AZ,9.62,22655.98537,11/20/2014,,
85396,AZ,3,,04/09/2014,,
86326,AZ,5,21896.77615,08/11/2014,,
85375,AZ,10.29,46937.47904,10/10/2013,,
85254,AZ,8.64,46051.02265,09/07/2012,,
85310,AZ,5.5,31520.66702,08/19/2013,,
85320,AZ,7.848,39492.41649,05/01/2013,,
86315,AZ,5.886,,02/27/2014,,
85364,AZ,5,29809.4748,08/14/2014,,
85392,AZ,8.73,27324.74977,07/25/2014,,
85122,AZ,10.2,44991.17802,11/14/2014,,
85335,AZ,3.22,20866.85354,09/25/2014,,
85396,AZ,1.84,8048.891884,05/13/2013,,
85255,AZ,8.25,,04/22/2014,,
85501,AZ,5,21935.41757,10/27/2014,,
85122,AZ,9.25,38732.63697,06/10/2014,,
85395,AZ,13.08,49427.39764,12/18/2013,,
85365,AZ,9.6,,03/12/2014,,
85379,AZ,4.5,12405.6557,11/14/2014,,
86324,AZ,10.464,40446.50949,11/12/2013,,
85395,AZ,2.34,9828.236622,09/26/2012,,
85304,AZ,10.464,36712.36864,12/09/2014,,
85374,AZ,6,14470.99559,10/02/2013,,
85083,AZ,10.71,30373.6567,05/15/2014,,
85395,AZ,5.72,13674.19901,09/10/2014,,
85021,AZ,3.5,17439.6014,09/10/2014,,
85379,AZ,9.54,,04/04/2014,,
85383,AZ,6.5,29493.56209,02/26/2014,,
85382,AZ,6,,03/17/2014,,
85395,AZ,6.75,30852.90622,11/20/2013,,
85296,AZ,6,27424.80553,11/12/2013,,
85375,AZ,6.54,27803.77911,08/19/2013,,
85027,AZ,12.25,57963.23335,11/24/2014,,
85383,AZ,9.156,37200.2251,11/04/2013,,
85373,AZ,10.58,28898.83034,06/18/2014,,
85083,AZ,4.08,14926.15055,09/04/2014,,
85364,AZ,5,27350.38713,09/22/2014,,
85335,AZ,2.04,4019.053731,08/05/2014,,
85338,AZ,3,9209.162918,03/20/2013,,
85122,AZ,9.25,40441.36495,07/09/2014,,
85306,AZ,11.445,46447.28015,01/03/2014,,
86004,AZ,4.5,,03/20/2014,,
85083,AZ,7.65,38082.94776,07/15/2014,,
85326,AZ,5.76,31009.29126,07/10/2012,,
85387,AZ,7.848,40937.06904,10/02/2012,,
85382,AZ,7,,03/13/2014,,
85132,AZ,5.52,,03/12/2014,,
85050,AZ,6,22498.69685,05/08/2014,,
85020,AZ,6,,04/07/2014,,
85374,AZ,5.886,24034.25554,08/19/2013,,
85262,AZ,17.004,46876.83768,11/03/2014,,
85083,AZ,8.5,,03/31/2014,,
85023,AZ,5.61,24527.14134,07/25/2014,,
85308,AZ,3.06,10265.34991,07/22/2014,,
85374,AZ,9.156,36602.20559,01/17/2014,,
85338,AZ,8.5,18236.20983,06/09/2014,,
85541,AZ,6.02,32356.19646,06/01/2012,,
85326,AZ,4.845,21255.41963,10/16/2014,,
85233,AZ,6.12,26848.95111,10/15/2014,,
85383,AZ,8.64,,01/22/2014,,
85392,AZ,9.18,37673.41913,04/02/2012,,
85338,AZ,8.36,42409.68521,02/13/2013,,
85374,AZ,9.156,31380.31318,07/31/2014,,
85250,AZ,5.76,,03/07/2014,,
86314,AZ,5,21860.19727,07/11/2014,,
85344,AZ,9,43341.71577,06/19/2013,,
85326,AZ,7.5,32820.46456,09/24/2014,,
85375,AZ,6.86,20956.11205,10/24/2013,,
85373,AZ,10.08,28053.56811,06/04/2014,,
85379,AZ,7.25,,04/10/2014,,
86326,AZ,13.734,51705.9211,01/16/2014,,
85255,AZ,9.36,,06/05/2014,,
86305,AZ,13.26,47271.90686,04/17/2014,,
85382,AZ,7.84,37740.58049,07/03/2013,,
85379,AZ,6.86,28590.62326,10/06/2014,,
85379,AZ,6,,01/23/2014,,
86315,AZ,3,10085.90684,10/28/2013,,
85379,AZ,11,,02/12/2014,,
85338,AZ,3.36,16180.90722,06/13/2013,,
85225,AZ,4.6,37990.84398,05/16/2014,,
85304,AZ,11.28,60145.56058,10/11/2012,,
86301,AZ,6.12,26848.95111,10/14/2014,,
85308,AZ,8.5,,01/23/2014,,
85132,AZ,3.22,,05/05/2014,,
85351,AZ,3.76,31200.57424,02/27/2012,,
85335,AZ,9.75,,01/27/2014,,
85326,AZ,5.25,24504.5145,05/28/2014,,
86323,AZ,7.5,32953.2294,04/23/2014,,
85388,AZ,9.156,30949.87713,10/30/2014,,
85365,AZ,6,35296.9178,09/23/2014,,
85379,AZ,4,11027.24951,11/20/2014,,
85379,AZ,5.39,24638.73125,12/06/2013,,
85308,AZ,11.475,50253.10126,08/26/2014,,
85020,AZ,4.5,19703.12232,05/02/2014,,
85001,AZ,6.86,31211.06782,09/23/2013,,
85351,AZ,10.2,44888.3911,08/14/2014,,
85345,AZ,4.56,16806.51712,07/01/2014,,
85132,AZ,5,23466.69366,04/30/2014,,
85122,AZ,6.5,,03/27/2014,,
85085,AZ,4.75,22881.71181,09/18/2014,,
85374,AZ,8.5,34668.35512,04/18/2014,,
85373,AZ,6.37,29056.53464,10/09/2013,,
85367,AZ,3,7518.579214,11/21/2014,,
85326,AZ,8.25,,02/13/2014,,
85050,AZ,4.08,20302.98028,06/02/2014,,
86325,AZ,4.9,22233.60834,02/10/2014,,
85335,AZ,6.867,24915.56904,11/19/2014,,
85023,AZ,5.25,,01/23/2014,,
85367,AZ,5,25052.55327,08/30/2013,,
85032,AZ,13.734,38311.36398,12/12/2014,,
85364,AZ,5.17,,03/12/2014,,
85020,AZ,9.18,30247.95532,06/19/2013,,
85361,AZ,8,35096.66811,10/01/2014,,
85254,AZ,13.25,,01/22/2014,,
85338,AZ,5.5,14273.33209,10/01/2013,,
85396,AZ,1.84,7603.809785,06/27/2013,,
85254,AZ,6.37,30749.91745,05/22/2013,,
85375,AZ,14.5,47513.25801,07/17/2014,,
85326,AZ,5.5,24086.45376,08/27/2014,,
85032,AZ,3,16463.9385,09/16/2014,,
85338,AZ,8.25,,03/28/2014,,
85355,AZ,4.59,20086.12431,09/03/2014,,
85382,AZ,10.26,51687.82031,10/27/2014,,
85326,AZ,7.14,31268.59634,08/11/2014,,
85083,AZ,4,19945.97245,08/15/2014,,
86301,AZ,3.5,23819.7008,09/16/2014,,
85345,AZ,5.14,,07/11/2014,,
85351,AZ,7.84,37755.45019,06/04/2013,,
86322,AZ,4.8,20617.23262,04/11/2012,,
85006,AZ,13.845,40099.08914,11/06/2014,,
85014,AZ,5.28,43403.29969,05/17/2012,,
85254,AZ,5.25,17798.64672,04/23/2013,,
85355,AZ,6.75,30741.18914,01/27/2014,,
85085,AZ,6.5,,01/13/2014,,
85122,AZ,2.695,13003.77483,12/04/2013,,
85032,AZ,28,,05/12/2014,,
85383,AZ,15.105,,04/03/2014,,
85396,AZ,3.5,,03/14/2014,,
85374,AZ,5.775,16634.0853,06/30/2014,,
85338,AZ,11.475,50253.10126,08/12/2014,,
86301,AZ,5,,04/04/2014,,
85396,AZ,5.886,24449.02201,12/05/2014,,
85123,AZ,5.355,23620.36846,11/10/2014,,
85379,AZ,11,,03/26/2014,,
86001,AZ,4.7,23701.88109,10/16/2013,,
85373,AZ,5.14,25229.53429,01/02/2014,,
85022,AZ,6.86,31211.06782,09/23/2013,,
85383,AZ,6.25,,03/07/2014,,
85083,AZ,4.465,,02/28/2014,,
85050,AZ,6,15337.9016,11/17/2014,,
85379,AZ,7.14,31673.41608,12/16/2014,,
85027,AZ,7.5,,04/25/2014,,
86314,AZ,5,22854.00461,11/14/2013,,
85086,AZ,6.5,29710.20599,11/05/2013,,
86326,AZ,8,,02/13/2014,,
85541,AZ,3,,03/26/2014,,
85254,AZ,9,39348.35509,07/29/2014,,
85029,AZ,5.17,20220.97041,09/16/2013,,
85050,AZ,8.415,,03/04/2014,,
85003,AZ,7.59,31177.34162,03/28/2014,,
86315,AZ,7.95,21183.64058,03/17/2014,,
85375,AZ,4.08,17899.30074,10/28/2014,,
86314,AZ,6,25805.71666,05/23/2014,,
85395,AZ,12.753,41221.50893,09/18/2014,,
85379,AZ,8.085,38919.97363,07/02/2013,,
85361,AZ,5.886,25547.57914,06/19/2014,,
85351,AZ,7.25,25210.44354,05/14/2014,,
85254,AZ,7,33696.94687,07/23/2013,,
86303,AZ,6.76,22993.91381,06/20/2014,,
85259,AZ,14,,07/18/2014,,
85029,AZ,9.18,24526.33031,12/18/2014,,
85258,AZ,9.156,,04/10/2014,,
86326,AZ,7.5,34281.00691,11/22/2013,,
85379,AZ,7.5,,01/02/2014,,
85053,AZ,9.156,36602.20559,01/03/2014,,
85340,AZ,9.75,,03/18/2014,,
85338,AZ,7.194,31039.74555,01/06/2014,,
86336,AZ,17.85,64747.64946,10/03/2014,,
85388,AZ,6.5,29602.62658,01/03/2014,,
85374,AZ,10.464,42443.58024,08/09/2013,,
85338,AZ,11.088,35353.96072,08/12/2013,,
85122,AZ,6.5,25805.62747,06/23/2014,,
85374,AZ,8.64,,02/27/2014,,
86047,AZ,5,,04/15/2014,,
85541,AZ,6.213,23831.1467,01/23/2014,,
85396,AZ,4.68,16522.20107,10/11/2012,,
85373,AZ,9.25,37911.54394,07/08/2014,,
85383,AZ,6.96,33504.39288,07/15/2013,,
86323,AZ,12,54849.61106,11/12/2013,,
85020,AZ,5.5,15155.09815,09/18/2014,,
85086,AZ,7.44,35979.07479,04/30/2013,,
85363,AZ,7.25,31854.78842,04/23/2014,,
85087,AZ,7.04,33889.50085,07/12/2013,,
85253,AZ,5,,05/16/2014,,
85388,AZ,10.05,22853.8426,07/28/2014,,
85383,AZ,9.36,49888.60787,09/07/2012,,
85395,AZ,13.72,62583.30539,10/10/2013,,
85020,AZ,3.57,16141.70121,09/05/2014,,
85379,AZ,10.5,,01/10/2014,,
85254,AZ,7.35,33526.77074,10/23/2013,,
85122,AZ,7,36638.28926,10/07/2014,,
85379,AZ,4.655,22417.29855,06/24/2013,,
85122,AZ,6.75,30852.90622,11/04/2013,,
85281,AZ,85.5,599334.2173,12/31/2013,,
85379,AZ,6.375,27897.39488,09/19/2014,,
85379,AZ,11.445,39046.33726,12/05/2014,,
86336,AZ,8.16,21621.72423,09/15/2014,,
85338,AZ,3.01,16135.41789,04/23/2012,,
85374,AZ,2.5,,03/10/2014,,
85355,AZ,8.16,22710.52788,01/21/2014,,
85338,AZ,5,24040.32889,08/12/2013,,
86327,AZ,6.25,28569.95739,12/19/2013,,
85013,AZ,3.71,,05/19/2014,,
85379,AZ,5.75,24323.43768,04/17/2014,,
85387,AZ,6.72,,04/08/2014,,
85388,AZ,13.475,,01/23/2014,,
85338,AZ,9,39348.35509,07/08/2014,,
85015,AZ,5.52,29284.12422,05/18/2012,,
85258,AZ,20.145,88355.86197,10/23/2014,,
86001,AZ,4.7,23701.88109,10/16/2013,,
85382,AZ,9,40837.23981,02/05/2014,,
85009,AZ,164.7,1234195.935,07/10/2014,,
85374,AZ,8.415,,01/06/2014,,
86001,AZ,4.7,23701.88109,10/16/2013,,
85355,AZ,7.245,36286.16598,10/02/2014,,
85050,AZ,2.5,,01/30/2014,,
85351,AZ,5.94,,06/28/2013,,
85122,AZ,13.5,58999.5024,06/13/2014,,
85349,AZ,5.5,32530.38607,11/25/2014,,
86327,AZ,6.25,28543.2485,04/25/2014,,
85122,AZ,8.624,43672.73059,08/06/2012,,
85326,AZ,15.84,76721.03857,02/13/2013,,
85375,AZ,8.5,38851.80783,11/14/2013,,
85331,AZ,5.1,15152.09765,07/11/2014,,
85262,AZ,9.75,26680.81392,05/01/2014,,
85383,AZ,6.96,33504.39288,07/15/2013,,
85374,AZ,9.81,36710.71611,11/19/2014,,
85336,AZ,6,27427.1591,12/06/2013,,
85387,AZ,11.76,31615.83815,02/10/2014,,
85382,AZ,9.81,31154.70037,12/08/2014,,
85053,AZ,5.39,25946.64909,07/30/2013,,
85395,AZ,2.34,9753.240987,04/30/2013,,
85016,AZ,2.5,,04/01/2014,,
85335,AZ,8.925,39056.35283,09/03/2014,,
85335,AZ,2.04,4019.053731,08/05/2014,,
85255,AZ,8.06,,03/26/2014,,
85367,AZ,3,9346.40597,11/24/2014,,
85374,AZ,6.5,19552.87061,11/08/2013,,
85379,AZ,9.75,,02/26/2014,,
85122,AZ,4.9,22293.61987,09/05/2013,,
85379,AZ,9.5,38909.01634,04/08/2014,,
85086,AZ,6,13377.43455,07/01/2013,,
85361,AZ,8.64,43990.97439,10/09/2012,,
85225,AZ,14.79,49209.48353,01/28/2014,,
85006,AZ,1.92,12939.00409,08/27/2014,,
85365,AZ,4.165,20049.68338,07/16/2013,,
85387,AZ,3.5,10451.21667,08/02/2013,,
86305,AZ,3.5,23819.7008,09/26/2014,,
86336,AZ,9.18,40172.24862,09/18/2014,,
85396,AZ,11.6,39096.61191,11/17/2014,,
85395,AZ,7.28,21560.51384,07/10/2014,,
86351,AZ,7.5,,12/17/2013,,
85326,AZ,10.791,38635.65415,09/17/2014,,
85345,AZ,6.63,29086.3637,10/10/2014,,
85009,AZ,9.555,25035.11841,01/21/2014,,
85367,AZ,10.455,57341.69747,11/21/2014,,
85396,AZ,10.5,,02/13/2014,,
85396,AZ,7.92,31492.69191,05/30/2012,,
86327,AZ,3.06,13424.47555,10/10/2014,,
85396,AZ,4,12595.09587,11/13/2013,,
85383,AZ,5.72,29112.32742,09/27/2012,,
86314,AZ,6.75,29396.1104,10/28/2013,,
85331,AZ,6.25,,03/07/2014,,
85024,AZ,6.12,31423.42836,10/30/2013,,
85338,AZ,4,10967.70879,10/20/2014,,
85375,AZ,6.867,30931.70427,08/15/2013,,
85338,AZ,9.87,40546.35918,10/21/2013,,
85379,AZ,7.848,28593.58655,09/22/2014,,
85375,AZ,12,,01/08/2014,,
85032,AZ,4.59,22401.73398,07/03/2014,,
85345,AZ,5.17,42900.78958,02/09/2012,,
86301,AZ,7.84,35761.88879,10/23/2013,,
85326,AZ,7.905,34592.76965,09/19/2014,,
85024,AZ,4.5,31802.61245,07/02/2014,,
85335,AZ,2.04,4019.053731,08/05/2014,,
85024,AZ,3.57,17765.10774,06/27/2014,,
85375,AZ,8.82,31747.84525,06/08/2012,,
85308,AZ,3,,04/23/2014,,
85086,AZ,6.75,,01/09/2014,,
85395,AZ,5.13,14249.17031,10/26/2012,,
85395,AZ,7.995,25708.94162,12/16/2014,,
85392,AZ,10.5,35350.98383,05/19/2014,,
85374,AZ,3.5,,05/05/2014,,
85260,AZ,2.75,,01/23/2014,,
85304,AZ,6.12,26756.88146,07/31/2014,,
85375,AZ,6.25,35499.93565,09/30/2013,,
85374,AZ,5.28,13911.03463,07/08/2014,,
85373,AZ,5.25,22365.5515,05/15/2014,,
85008,AZ,10.08,40857.5929,03/25/2013,,
86047,AZ,4.5,,02/19/2014,,
86327,AZ,7.28,27691.78474,10/25/2013,,
85351,AZ,8.16,20747.14,01/02/2014,,
85387,AZ,8.502,39065.34653,01/30/2013,,
85383,AZ,9.555,28592.60485,03/20/2014,,
85335,AZ,13,56814.33564,06/25/2014,,
85378,AZ,9.75,40128.83933,06/06/2014,,
85375,AZ,5.76,19989.51355,11/16/2012,,
