Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=AZ
85737,AZ,11.52,57312.0,10/01/2012,,
85748,AZ,12.22,97515.6,08/09/2012,,
85711,AZ,2.64,11750.0,12/04/2012,,
85704,AZ,5.76,28656.0,12/17/2012,,
85737,AZ,4.32,26343.0,06/20/2012,,
85713,AZ,4.8,23880.0,12/17/2012,,
85718,AZ,5.886,27773.0,11/16/2012,,
85743,AZ,6.58,34281.8,03/14/2012,,
85750,AZ,9.165,73320.0,03/20/2012,,
85614,AZ,7.755,62040.0,08/10/2012,,
85704,AZ,12.099,60495.0,11/16/2012,,
85716,AZ,2.5,10962.0,09/24/2012,,
85750,AZ,7.92,39402.0,09/26/2012,,
85718,AZ,5.64,30168.0,02/23/2012,,
85715,AZ,7.68,39221.0,03/07/2012,,
85622,AZ,3.96,14774.2,10/05/2012,,
85745,AZ,5.886,26600.0,06/28/2012,,
85747,AZ,1.47,5735.0,09/24/2012,,
85743,AZ,4.14,21630.0,02/14/2012,,
85704,AZ,7.92,63360.0,04/04/2012,,
85712,AZ,8.97,44625.76,12/17/2012,,
85614,AZ,5.886,28841.4,09/27/2012,,
85711,AZ,4.14,18956.0,03/28/2012,,
85712,AZ,7.848,39240.0,08/23/2012,,
85745,AZ,7.92,39402.0,08/02/2012,,
85712,AZ,4.23,17221.0,12/06/2012,,
85653,AZ,2.16,17400.0,10/15/2012,,
85713,AZ,6.867,33648.0,11/01/2012,,
85745,AZ,9.69,74903.7,03/26/2012,,
85719,AZ,7.848,38400.0,12/13/2012,,
85614,AZ,5.13,20163.65,06/04/2012,,
85716,AZ,1.68,9895.0,12/17/2012,,
85749,AZ,11.52,57312.0,12/06/2012,,
85719,AZ,3.27,16435.0,11/16/2012,,
85743,AZ,6.58,52640.0,04/02/2012,,
85704,AZ,12.24,41336.0,08/23/2012,,
85719,AZ,2.88,13387.0,12/03/2012,,
85614,AZ,5.06,28000.0,03/12/2012,,
85749,AZ,10.24,51200.0,03/26/2012,,
85704,AZ,11.28,90240.0,06/20/2012,,
85718,AZ,8.46,41724.5,05/09/2012,,
85750,AZ,13.734,67297.0,10/26/2012,,
85742,AZ,6.125,36505.0,10/29/2012,,
85756,AZ,6.24,31044.0,05/08/2012,,
85614,AZ,3.44,17114.0,07/05/2012,,
85629,AZ,7.92,63360.0,10/17/2012,,
85749,AZ,13.2,61264.37,04/02/2012,,
85730,AZ,12.22,97760.0,06/25/2012,,
85713,AZ,6.48,37100.0,05/15/2012,,
85715,AZ,8.82,60417.0,06/12/2012,,
85629,AZ,5.06,35000.0,04/04/2012,,
85710,AZ,10.81,37916.0,12/13/2012,,
85705,AZ,3.27,16200.0,09/14/2012,,
85746,AZ,5.28,26268.0,08/21/2012,,
85743,AZ,6.58,52640.0,02/16/2012,,
85641,AZ,13.16,105280.0,04/20/2012,,
85614,AZ,7.59,52371.0,01/30/2012,,
85718,AZ,5.28,35156.0,12/11/2012,,
85745,AZ,4.08,20298.0,07/23/2012,,
85743,AZ,9.2,45206.0,05/17/2012,,
85641,AZ,2.53,18089.5,01/27/2012,,
85730,AZ,15.51,58120.4,12/14/2012,,
85704,AZ,2.75,11688.0,03/15/2012,,
85743,AZ,6.11,42770.0,03/12/2012,,
85743,AZ,6.58,52640.0,02/16/2012,,
85748,AZ,10.56,52800.0,12/17/2012,,
85737,AZ,10.08,77616.0,04/26/2012,,
85742,AZ,5.06,27124.42,04/23/2012,,
85742,AZ,11.28,90240.0,05/08/2012,,
85743,AZ,5.17,41360.0,03/06/2012,,
85739,AZ,12.65,80000.0,05/30/2012,,
85712,AZ,5.28,18596.0,09/13/2012,,
85749,AZ,25.3,126500.0,04/11/2012,,
85718,AZ,6.72,27742.0,03/08/2012,,
85629,AZ,5.72,28456.9,08/17/2012,,
85614,AZ,9.4,33365.0,12/27/2012,,
85737,AZ,18.4,65088.0,01/03/2012,,
85710,AZ,7.52,26072.0,12/18/2012,,
85747,AZ,6.72,33432.0,08/10/2012,,
85710,AZ,4.465,26611.4,12/05/2012,,
85745,AZ,8.36,57266.0,09/10/2012,,
85747,AZ,1.44,8610.0,04/26/2012,,
85730,AZ,6.24,28720.0,12/17/2012,,
85713,AZ,4.928,23900.0,08/17/2012,,
85713,AZ,9.36,46566.0,11/13/2012,,
85614,AZ,1.96,16700.0,06/22/2012,,
85747,AZ,1.47,5294.0,10/15/2012,,
85704,AZ,4.08,20298.0,08/17/2012,,
85716,AZ,9.36,46566.0,08/15/2012,,
85742,AZ,11.28,90240.0,03/29/2012,,
85747,AZ,1.44,8610.0,04/26/2012,,
85741,AZ,7.59,36860.0,04/26/2012,,
85748,AZ,5.886,31312.28,08/02/2012,,
85614,AZ,4.18,19229.0,03/08/2012,,
85711,AZ,6.24,31044.0,08/10/2012,,
85204,AZ,7.92,40114.53042,04/08/2013,,
85730,AZ,10.464,51574.2,08/23/2012,,
85742,AZ,7.2,37465.0,02/16/2012,,
85741,AZ,10.464,52320.0,08/08/2012,,
85737,AZ,7.755,62040.0,04/11/2012,,
86333,AZ,3.22,18131.36638,05/25/2011,,
85749,AZ,9.87,49000.0,01/30/2012,,
85742,AZ,7.848,37774.0,11/05/2012,,
85749,AZ,6.72,38280.0,05/21/2012,,
85749,AZ,4.32,25920.0,04/04/2012,,
85614,AZ,3.12,12240.0,05/10/2012,,
85614,AZ,4.578,22432.2,09/27/2012,,
85739,AZ,1.75,13475.0,04/02/2012,,
85747,AZ,11.27,56000.0,04/04/2012,,
85718,AZ,9.156,42500.0,05/15/2012,,
85750,AZ,9.36,46566.0,07/19/2012,,
85710,AZ,6.867,33376.0,10/16/2012,,
85716,AZ,5.886,27773.0,11/02/2012,,
85737,AZ,8.46,44076.6,05/08/2012,,
85745,AZ,2.86,14228.5,08/02/2012,,
85629,AZ,3.12,15522.0,08/15/2012,,
85718,AZ,8.97,40208.0,03/28/2012,,
85715,AZ,9.156,48137.0,08/17/2012,,
85711,AZ,3.92,18620.0,04/11/2012,,
85614,AZ,9.0,32127.5,09/20/2012,,
85749,AZ,11.96,60000.0,05/09/2012,,
85614,AZ,5.232,25636.8,09/20/2012,,
85710,AZ,6.867,32176.0,12/14/2012,,
85629,AZ,4.9,19640.0,12/21/2012,,
85749,AZ,9.156,45780.0,11/16/2012,,
85716,AZ,4.9,19845.0,11/16/2012,,
85716,AZ,6.11,33604.0,12/27/2012,,
85641,AZ,6.48,34668.0,02/24/2012,,
85743,AZ,9.81,45306.0,10/30/2012,,
85653,AZ,2.205,17400.0,10/26/2012,,
85704,AZ,7.68,44467.0,05/21/2012,,
85749,AZ,13.16,105280.0,03/20/2012,,
85737,AZ,5.76,28656.0,09/26/2012,,
85704,AZ,3.27,16829.0,11/13/2012,,
85743,AZ,9.165,47749.66,03/22/2012,,
85743,AZ,4.23,33840.0,09/26/2012,,
85742,AZ,6.72,33432.0,06/25/2012,,
85750,AZ,7.92,61221.6,04/02/2012,,
85737,AZ,5.04,27145.26,01/27/2012,,
85737,AZ,9.81,42000.0,11/13/2012,,
85704,AZ,8.14,62922.2,02/16/2012,,
85614,AZ,5.886,28841.4,08/23/2012,,
85711,AZ,11.118,59300.0,06/13/2012,,
85750,AZ,7.77,53224.5,08/10/2012,,
85622,AZ,9.81,43000.0,09/14/2012,,
85715,AZ,9.165,73320.0,05/08/2012,,
85715,AZ,10.34,82720.0,03/26/2012,,
85749,AZ,10.24,50598.0,03/12/2012,,
85743,AZ,11.445,56381.0,09/24/2012,,
85718,AZ,14.388,61550.0,08/08/2012,,
85614,AZ,2.41,13375.0,05/29/2012,,
85735,AZ,12.58,96866.0,04/02/2012,,
85750,AZ,4.32,21492.0,12/10/2012,,
85653,AZ,2.205,17400.0,06/13/2012,,
85716,AZ,12.099,54287.0,10/01/2012,,
85719,AZ,6.867,33476.0,10/26/2012,,
85711,AZ,6.468,32916.6,08/23/2012,,
85737,AZ,2.88,12240.0,04/19/2012,,
85710,AZ,11.75,94000.0,03/26/2012,,
85737,AZ,4.0,23750.0,01/27/2012,,
85748,AZ,2.4,14024.0,05/08/2012,,
85712,AZ,5.17,23994.0,04/19/2012,,
85719,AZ,3.36,17549.0,05/18/2012,,
85749,AZ,14.4,69000.0,08/10/2012,,
85719,AZ,6.72,34200.0,03/28/2012,,
85743,AZ,8.64,43826.0,09/19/2012,,
85743,AZ,8.64,40000.0,03/15/2012,,
85622,AZ,11.04,57312.0,08/15/2012,,
85742,AZ,12.22,97760.0,03/20/2012,,
85749,AZ,11.2,58800.0,05/29/2012,,
85719,AZ,5.886,29200.0,10/26/2012,,
85041,AZ,6.37,30627.37901,08/12/2013,,
85622,AZ,5.76,29960.0,05/29/2012,,
85614,AZ,6.867,33304.95,08/10/2012,,
85716,AZ,3.696,18172.0,06/04/2012,,
85614,AZ,3.76,15861.0,09/26/2012,,
85743,AZ,2.115,17280.0,02/14/2012,,
85614,AZ,6.9,36225.0,01/04/2012,,
85749,AZ,11.96,59800.0,04/12/2012,,
85730,AZ,5.4,41742.0,03/07/2012,,
85747,AZ,3.29,17140.9,05/08/2012,,
85716,AZ,2.616,14000.0,11/02/2012,,
85741,AZ,6.11,47230.3,05/09/2012,,
85739,AZ,7.194,35970.0,11/16/2012,,
85719,AZ,16.92,84177.0,07/09/2012,,
85741,AZ,4.9,14694.0,12/27/2012,,
85614,AZ,11.445,54739.0,09/13/2012,,
85742,AZ,2.82,22560.0,07/05/2012,,
85745,AZ,4.928,22592.0,06/25/2012,,
85756,AZ,5.886,26800.0,06/12/2012,,
85711,AZ,9.6,45600.0,03/12/2012,,
85747,AZ,2.45,5490.0,10/04/2012,,
85718,AZ,11.772,53700.0,09/24/2012,,
85719,AZ,2.3,12650.0,11/01/2012,,
85711,AZ,8.96,45500.0,05/09/2012,,
85756,AZ,6.44,28014.0,03/23/2012,,
85749,AZ,8.28,41400.0,04/12/2012,,
85737,AZ,6.24,27000.0,01/19/2012,,
85737,AZ,7.92,38868.0,01/20/2012,,
85749,AZ,20.24,103400.0,08/23/2012,,
85629,AZ,8.05,38000.0,02/17/2012,,
85749,AZ,8.64,28513.0,09/27/2012,,
85737,AZ,6.11,30397.25,08/21/2012,,
85614,AZ,5.06,18975.0,04/25/2012,,
85747,AZ,6.84,52873.2,02/16/2012,,
85710,AZ,8.96,43008.0,08/10/2012,,
85718,AZ,4.32,21890.0,08/02/2012,,
85614,AZ,2.205,18389.0,06/13/2012,,
85743,AZ,4.7,37600.0,05/08/2012,,
85743,AZ,7.848,32000.0,10/17/2012,,
85711,AZ,4.905,22976.0,09/20/2012,,
85614,AZ,7.392,35112.0,09/19/2012,,
85718,AZ,6.0,30000.0,02/23/2012,,
85730,AZ,9.9,33156.0,10/05/2012,,
85713,AZ,7.92,39401.4,08/02/2012,,
85653,AZ,13.2,65670.0,10/26/2012,,
85730,AZ,6.66,51481.8,01/27/2012,,
85622,AZ,6.11,46313.8,03/12/2012,,
85737,AZ,6.9,36915.0,02/14/2012,,
85719,AZ,1.68,18526.0,11/16/2012,,
85712,AZ,6.11,48880.0,04/02/2012,,
85756,AZ,5.886,50000.0,08/23/2012,,
85614,AZ,11.445,55936.0,12/06/2012,,
85737,AZ,15.84,69637.21,05/29/2012,,
85737,AZ,9.81,47578.0,08/15/2012,,
85748,AZ,15.84,87000.0,03/12/2012,,
85712,AZ,6.72,33432.0,07/05/2012,,
85704,AZ,4.08,28645.0,07/09/2012,,
85748,AZ,9.156,45780.0,10/26/2012,,
85737,AZ,7.92,39402.0,08/23/2012,,
85614,AZ,4.23,17555.0,05/29/2012,,
85641,AZ,11.772,53906.0,12/17/2012,,
85710,AZ,9.0,31596.0,12/14/2012,,
85743,AZ,6.58,56640.0,06/14/2012,,
85614,AZ,3.92,13440.0,06/20/2012,,
85710,AZ,6.11,48880.0,03/26/2012,,
85743,AZ,14.21,35892.2,12/14/2012,,
85749,AZ,3.27,16160.0,10/30/2012,,
85641,AZ,10.464,54713.0,10/30/2012,,
85745,AZ,6.24,30732.0,05/15/2012,,
85750,AZ,18.33,146640.0,03/07/2012,,
85711,AZ,7.755,62040.0,03/23/2012,,
85716,AZ,5.52,26220.0,07/10/2012,,
85750,AZ,11.52,57312.0,12/27/2012,,
85701,AZ,5.886,27069.0,12/27/2012,,
85745,AZ,8.829,39924.0,12/04/2012,,
85748,AZ,6.11,48880.0,03/26/2012,,
85715,AZ,4.73,24643.3,04/25/2012,,
85750,AZ,5.16,41176.8,01/27/2012,,
85719,AZ,1.44,9960.0,08/21/2012,,
85748,AZ,13.2,65670.0,09/26/2012,,
85737,AZ,5.17,41360.0,04/20/2012,,
85614,AZ,5.886,28421.0,09/27/2012,,
85719,AZ,9.165,73320.0,03/26/2012,,
85756,AZ,5.06,26312.0,04/03/2012,,
85756,AZ,7.848,39240.0,09/26/2012,,
85614,AZ,4.312,21300.0,03/20/2012,,
85750,AZ,5.886,27773.0,11/13/2012,,
85704,AZ,2.16,14796.0,04/23/2012,,
85614,AZ,9.156,44865.0,09/20/2012,,
85715,AZ,5.76,30049.0,03/08/2012,,
85641,AZ,5.76,30816.0,02/24/2012,,
85741,AZ,12.69,45684.0,12/13/2012,,
85711,AZ,10.34,82720.0,06/21/2012,,
85741,AZ,5.17,41360.0,06/21/2012,,
85622,AZ,3.76,15847.0,12/17/2012,,
85743,AZ,5.76,28656.0,10/17/2012,,
85712,AZ,7.74,61765.2,04/23/2012,,
85741,AZ,6.58,34281.8,03/12/2012,,
85742,AZ,6.66,51481.8,02/24/2012,,
85718,AZ,6.96,35436.0,02/14/2012,,
85741,AZ,5.28,26268.0,07/19/2012,,
85747,AZ,12.24,63770.4,05/09/2012,,
85719,AZ,1.47,9213.75,05/17/2012,,
85748,AZ,5.76,30009.6,09/27/2012,,
85730,AZ,3.36,16716.0,09/20/2012,,
85614,AZ,9.165,73320.0,04/11/2012,,
85742,AZ,7.92,39402.0,08/15/2012,,
85622,AZ,5.76,24518.0,02/08/2012,,
85653,AZ,2.205,17424.0,06/12/2012,,
85637,AZ,3.43,15246.0,11/01/2012,,
85745,AZ,19.32,135240.0,01/20/2012,,
85653,AZ,3.36,15120.0,12/04/2012,,
85743,AZ,5.17,26935.7,03/12/2012,,
85743,AZ,12.22,97760.0,03/20/2012,,
85614,AZ,2.684,12530.0,02/16/2012,,
85710,AZ,6.58,52640.0,03/26/2012,,
85716,AZ,11.772,43676.0,09/27/2012,,
85745,AZ,14.4,85743.0,03/12/2012,,
85737,AZ,18.4,65088.0,04/04/2012,,
85710,AZ,8.46,32563.0,10/29/2012,,
85756,AZ,7.194,31492.0,08/08/2012,,
85715,AZ,1.44,9692.0,06/04/2012,,
85741,AZ,6.54,31700.0,06/14/2012,,
85745,AZ,9.6,47500.0,06/14/2012,,
85710,AZ,5.28,26268.0,09/24/2012,,
85745,AZ,2.695,16062.2,10/05/2012,,
85743,AZ,9.6,51360.0,03/08/2012,,
85743,AZ,4.32,17420.0,05/08/2012,,
85718,AZ,7.392,35580.0,05/08/2012,,
85716,AZ,2.4,11437.0,09/20/2012,,
85701,AZ,5.232,26056.0,10/17/2012,,
85743,AZ,11.025,55125.0,08/15/2012,,
85747,AZ,2.88,15366.4,12/14/2012,,
85718,AZ,21.15,95175.0,12/13/2012,,
85750,AZ,8.46,39000.0,03/07/2012,,
85746,AZ,8.64,42984.0,08/02/2012,,
85716,AZ,3.5,17274.0,11/14/2012,,
85750,AZ,3.43,14769.0,10/29/2012,,
85710,AZ,9.6,49400.0,06/19/2012,,
85641,AZ,6.9,34500.0,04/03/2012,,
85750,AZ,14.388,63044.0,10/17/2012,,
85614,AZ,9.156,43497.0,11/01/2012,,
85745,AZ,10.34,82720.0,03/22/2012,,
85745,AZ,9.165,45620.76,07/23/2012,,
85750,AZ,13.734,62354.0,12/10/2012,,
85629,AZ,6.37,23273.0,12/03/2012,,
85711,AZ,5.17,41360.0,04/25/2012,,
85614,AZ,8.96,43456.0,05/08/2012,,
85718,AZ,4.56,23316.0,08/08/2012,,
85718,AZ,27.84,140885.0,03/12/2012,,
85629,AZ,4.7,18384.43,01/30/2012,,
85749,AZ,15.68,78967.0,02/24/2012,,
85737,AZ,8.28,41193.0,12/14/2012,,
85747,AZ,1.44,8610.0,12/11/2012,,
85704,AZ,5.64,45120.0,03/22/2012,,
85737,AZ,6.4,33000.0,04/03/2012,,
85653,AZ,5.64,17400.0,02/23/2012,,
85257,AZ,5.04,18157.36746,01/09/2013,,
85716,AZ,5.232,24856.0,10/26/2012,,
85653,AZ,1.47,14000.0,10/15/2012,,
85739,AZ,6.16,27869.0,06/14/2012,,
85730,AZ,12.48,62088.0,11/13/2012,,
85711,AZ,6.72,39594.0,08/02/2012,,
85745,AZ,10.56,52536.0,07/09/2012,,
85745,AZ,11.445,48323.0,08/22/2012,,
85614,AZ,4.23,14766.0,12/27/2012,,
85705,AZ,7.848,35816.0,12/27/2012,,
85747,AZ,2.365,12321.65,04/23/2012,,
85737,AZ,13.08,65400.0,09/13/2012,,
85730,AZ,8.022,30731.0,04/26/2012,,
85043,AZ,6.75,30741.18914,01/20/2014,,
85641,AZ,13.16,68563.6,03/12/2012,,
85747,AZ,7.848,36194.0,10/30/2012,,
85641,AZ,11.55,31402.17338,07/28/2014,,
85719,AZ,4.578,21170.0,09/24/2012,,
85737,AZ,5.886,28973.0,11/13/2012,,
85718,AZ,14.388,32099.26,12/05/2012,,
85614,AZ,4.928,23408.0,05/08/2012,,
85737,AZ,4.8,23880.0,09/24/2012,,
85641,AZ,2.7,8610.0,09/07/2012,,
85718,AZ,10.34,82720.0,03/29/2012,,
85748,AZ,12.48,62900.0,03/23/2012,,
85737,AZ,10.12,53000.0,01/20/2012,,
85718,AZ,7.392,32838.0,05/30/2012,,
85743,AZ,9.2,48684.0,01/04/2012,,
85749,AZ,9.165,35193.6,08/17/2012,,
85743,AZ,6.54,30690.0,12/10/2012,,
85718,AZ,12.48,62088.0,08/08/2012,,
85641,AZ,4.48,22500.0,06/25/2012,,
85743,AZ,6.72,35280.0,06/12/2012,,
85750,AZ,1.44,6700.0,01/20/2012,,
85712,AZ,6.72,23184.0,09/13/2012,,
85711,AZ,6.867,31789.0,12/06/2012,,
85716,AZ,9.156,42000.0,09/14/2012,,
85749,AZ,11.28,35000.0,05/17/2012,,
85641,AZ,4.8,23880.0,09/24/2012,,
85745,AZ,4.8,23280.0,05/17/2012,,
85747,AZ,8.64,42984.0,08/08/2012,,
85704,AZ,13.16,65471.0,07/23/2012,,
85614,AZ,2.66,11492.0,11/16/2012,,
85719,AZ,4.56,35248.8,03/29/2012,,
85713,AZ,4.8,27137.76,02/22/2012,,
85614,AZ,2.115,17400.0,04/26/2012,,
85746,AZ,5.76,28656.0,08/17/2012,,
85614,AZ,7.848,38455.9,11/02/2012,,
85712,AZ,8.46,37344.3,02/23/2012,,
85716,AZ,7.92,30490.0,10/01/2012,,
85718,AZ,9.6,48000.0,05/09/2012,,
85749,AZ,28.08,127885.0,03/20/2012,,
85718,AZ,13.44,68700.0,03/09/2012,,
85749,AZ,8.32,42000.0,07/05/2012,,
85641,AZ,2.76,10150.0,10/04/2012,,
85622,AZ,5.886,27000.0,09/13/2012,,
85737,AZ,7.75,33720.87,12/05/2012,,
85739,AZ,12.48,99840.0,02/24/2012,,
85743,AZ,10.791,49010.0,12/03/2012,,
85718,AZ,12.96,99792.0,03/29/2012,,
85713,AZ,7.92,39402.0,12/17/2012,,
85641,AZ,6.11,31833.1,03/12/2012,,
85747,AZ,2.88,15366.4,09/20/2012,,
85750,AZ,3.696,18600.0,05/30/2012,,
85746,AZ,6.58,52508.4,03/12/2012,,
85718,AZ,17.92,86000.0,03/09/2012,,
85614,AZ,11.88,40083.2,08/17/2012,,
85716,AZ,4.578,22489.0,08/08/2012,,
85641,AZ,1.8,8610.0,10/04/2012,,
85614,AZ,2.205,18275.0,11/15/2012,,
85710,AZ,3.12,22500.0,09/13/2012,,
85742,AZ,5.886,28553.0,12/27/2012,,
85743,AZ,5.544,25779.6,08/17/2012,,
85748,AZ,7.2,34827.2,02/16/2012,,
85716,AZ,6.867,32427.0,12/17/2012,,
85750,AZ,4.8,19200.0,08/15/2012,,
85750,AZ,4.68,17478.0,10/17/2012,,
85715,AZ,12.25,48613.2,08/15/2012,,
85743,AZ,6.72,33432.0,12/28/2012,,
85748,AZ,5.17,41360.0,07/05/2012,,
85705,AZ,3.27,16160.0,12/04/2012,,
85719,AZ,5.28,42240.0,03/07/2012,,
85730,AZ,13.734,65825.0,09/24/2012,,
85737,AZ,19.74,157920.0,02/16/2012,,
85747,AZ,3.36,14851.2,04/20/2012,,
85718,AZ,12.925,67339.26,03/12/2012,,
85614,AZ,8.28,47642.5,03/29/2012,,
85614,AZ,5.145,22253.5,06/19/2012,,
85713,AZ,4.23,33755.4,07/23/2012,,
85614,AZ,7.68,37248.0,04/19/2012,,
85614,AZ,9.81,49050.0,08/24/2012,,
85745,AZ,5.64,24000.0,03/07/2012,,
85749,AZ,11.28,43315.2,05/21/2012,,
85750,AZ,6.468,31215.0,06/12/2012,,
85719,AZ,3.29,14805.0,12/06/2012,,
85614,AZ,2.205,18275.0,06/06/2012,,
85719,AZ,7.68,39000.0,01/27/2012,,
85719,AZ,3.78,6786.53,06/20/2012,,
85711,AZ,7.6,52059.8,06/14/2012,,
85745,AZ,9.36,46566.0,12/10/2012,,
85614,AZ,2.205,17400.0,03/12/2012,,
85748,AZ,12.48,46389.2,07/05/2012,,
85710,AZ,11.96,53428.0,02/08/2012,,
85614,AZ,7.59,37675.0,03/28/2012,,
85629,AZ,5.17,22158.0,08/22/2012,,
85719,AZ,3.08,15400.0,06/14/2012,,
85641,AZ,1.8,8610.0,06/25/2012,,
85742,AZ,3.99,35000.0,04/19/2012,,
85710,AZ,8.74,69920.0,02/14/2012,,
85743,AZ,7.848,38847.0,12/10/2012,,
85748,AZ,8.502,36388.0,08/15/2012,,
85719,AZ,5.7,43890.0,03/08/2012,,
85710,AZ,5.76,28656.0,10/29/2012,,
85716,AZ,6.54,30690.0,12/03/2012,,
85747,AZ,3.6,17100.0,04/19/2012,,
85749,AZ,10.24,52098.0,03/12/2012,,
85614,AZ,3.42,13958.1,05/30/2012,,
85737,AZ,5.17,41360.0,08/08/2012,,
85718,AZ,11.772,58860.0,08/10/2012,,
85748,AZ,11.28,45058.0,03/28/2012,,
85750,AZ,13.08,61476.0,12/27/2012,,
85743,AZ,7.755,62040.0,02/16/2012,,
85746,AZ,6.63,28465.0,05/23/2012,,
85749,AZ,4.08,27800.0,07/10/2012,,
85719,AZ,6.72,37968.0,04/03/2012,,
85704,AZ,8.624,40666.0,06/14/2012,,
85742,AZ,11.52,57312.0,10/17/2012,,
85737,AZ,18.4,73413.0,02/23/2012,,
85749,AZ,10.34,82720.0,03/26/2012,,
85750,AZ,11.76,47112.0,06/25/2012,,
85614,AZ,5.52,28980.0,02/22/2012,,
85737,AZ,7.755,62040.0,03/07/2012,,
85747,AZ,3.76,19589.6,03/14/2012,,
85614,AZ,8.28,43270.0,02/24/2012,,
85730,AZ,3.08,29960.0,05/29/2012,,
85718,AZ,9.81,43955.0,09/24/2012,,
85748,AZ,7.755,62040.0,03/29/2012,,
85737,AZ,13.68,52466.0,08/08/2012,,
85716,AZ,4.32,21492.0,11/01/2012,,
85743,AZ,11.772,55328.0,12/27/2012,,
85629,AZ,6.11,23462.4,04/20/2012,,
85743,AZ,9.87,49251.0,01/19/2012,,
85614,AZ,6.867,33648.3,08/23/2012,,
85205,AZ,3.22,21266.56539,10/31/2013,,
85710,AZ,9.36,46566.0,09/19/2012,,
85718,AZ,5.17,41256.6,05/15/2012,,
85629,AZ,2.64,13134.0,12/10/2012,,
85614,AZ,5.52,28980.0,02/22/2012,,
85730,AZ,7.92,39402.0,08/08/2012,,
85641,AZ,1.8,8610.0,02/15/2012,,
85741,AZ,8.82,36162.0,12/27/2012,,
85745,AZ,9.165,47750.0,06/21/2012,,
85745,AZ,8.32,39221.0,03/07/2012,,
85704,AZ,10.56,52536.0,12/14/2012,,
85747,AZ,3.43,17080.0,07/05/2012,,
85718,AZ,5.232,24856.0,10/29/2012,,
85641,AZ,11.28,51616.0,04/19/2012,,
85712,AZ,3.36,16716.0,08/21/2012,,
85747,AZ,6.24,31044.0,09/14/2012,,
85653,AZ,2.205,17400.0,02/23/2012,,
85641,AZ,10.34,82513.2,03/12/2012,,
85741,AZ,9.165,73320.0,03/26/2012,,
85750,AZ,9.87,45400.0,08/08/2012,,
85747,AZ,8.64,31000.0,08/24/2012,,
85745,AZ,11.118,53366.0,10/26/2012,,
85743,AZ,8.46,40185.0,03/29/2012,,
85614,AZ,8.28,43470.0,02/08/2012,,
85614,AZ,5.232,25356.0,12/10/2012,,
85614,AZ,4.23,13704.0,06/22/2012,,
85711,AZ,5.17,28435.0,08/09/2012,,
85614,AZ,7.92,37620.0,03/23/2012,,
85614,AZ,7.59,39847.5,01/19/2012,,
85712,AZ,9.856,46110.0,06/25/2012,,
85614,AZ,4.32,27495.0,11/15/2012,,
85614,AZ,3.22,15366.4,01/04/2012,,
85737,AZ,14.388,61240.0,07/19/2012,,
85719,AZ,6.02,31364.2,04/25/2012,,
85614,AZ,8.624,40101.0,08/08/2012,,
85614,AZ,7.82,34100.0,01/04/2012,,
85750,AZ,11.52,57312.0,12/17/2012,,
85716,AZ,4.578,22300.0,11/02/2012,,
85756,AZ,5.28,26268.0,10/01/2012,,
85641,AZ,1.84,5920.0,11/14/2012,,
85641,AZ,11.28,90240.0,04/20/2012,,
85711,AZ,5.5,21670.0,12/06/2012,,
85718,AZ,9.156,45780.0,07/19/2012,,
85750,AZ,4.32,23885.0,02/08/2012,,
85718,AZ,5.75,27559.0,01/27/2012,,
85737,AZ,2.4,19188.0,08/10/2012,,
85743,AZ,11.04,54924.0,07/23/2012,,
85704,AZ,7.848,36494.0,12/11/2012,,
85614,AZ,7.848,39240.0,07/24/2012,,
85749,AZ,11.118,55590.0,11/01/2012,,
85622,AZ,3.84,15175.0,09/24/2012,,
85718,AZ,9.168,35677.0,03/26/2012,,
85743,AZ,6.24,29475.4,04/02/2012,,
85747,AZ,1.44,8610.0,06/25/2012,,
85730,AZ,6.11,50920.0,02/14/2012,,
85747,AZ,1.44,8600.0,10/15/2012,,
85737,AZ,6.48,32238.0,12/14/2012,,
85711,AZ,4.32,21492.0,12/03/2012,,
85704,AZ,9.24,41268.0,06/04/2012,,
85743,AZ,12.22,97760.0,02/16/2012,,
85741,AZ,5.28,26268.0,11/13/2012,,
85741,AZ,3.3,16417.5,10/16/2012,,
85756,AZ,7.848,42163.6,10/01/2012,,
85653,AZ,2.16,17289.0,11/15/2012,,
85739,AZ,8.0,40800.0,07/05/2012,,
85737,AZ,15.62,75740.0,03/22/2012,,
85710,AZ,4.8,33600.0,03/23/2012,,
85756,AZ,5.17,28435.0,08/09/2012,,
85737,AZ,9.165,73320.0,03/26/2012,,
85614,AZ,9.156,43497.0,12/10/2012,,
85641,AZ,4.62,33579.0,07/19/2012,,
85622,AZ,11.445,56080.0,12/12/2012,,
85742,AZ,3.36,19104.0,12/27/2012,,
86314,AZ,5.46,29992.02808,01/31/2011,,
85719,AZ,4.8,26050.0,03/26/2012,,
85704,AZ,11.28,90240.0,03/26/2012,,
85748,AZ,8.61,68707.8,01/03/2012,,
85747,AZ,2.88,15366.4,10/19/2012,,
85745,AZ,3.84,16500.0,06/14/2012,,
85614,AZ,5.64,21569.0,12/11/2012,,
85710,AZ,8.46,29610.0,12/13/2012,,
85749,AZ,5.39,18912.0,12/05/2012,,
85614,AZ,8.624,42688.8,09/10/2012,,
85705,AZ,1.2,6945.0,12/21/2012,,
85140,AZ,6.125,27938.97562,10/17/2013,,
85653,AZ,1.41,17400.0,02/23/2012,,
85712,AZ,4.8,26677.0,02/15/2012,,
