Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=VT
05055,VT,8,38486.68719,10/02/2014,,
05443,VT,3.924,24567.66625,12/30/2014,,
05486,VT,5.88,24716.9276,07/01/2014,,
05440,VT,3.6,14880.83247,07/18/2014,,
05875,VT,4.32,15378.17372,04/21/2014,,
05058,VT,6.12,21200.06054,08/01/2014,,
05441,VT,5.232,24897.34562,12/30/2014,,
05819,VT,8.1,27351.1818,03/25/2014,,
05345,VT,5.5,17513.88651,05/16/2014,,
05454,VT,7.2,28759.18202,04/11/2014,,
05253,VT,9.35,28858.10845,05/19/2014,,
05494,VT,10.8,48741.13774,06/12/2014,,
05465,VT,7.2,33481.87306,07/17/2014,,
05075,VT,15.3,65217.55714,08/22/2014,,
05346,VT,5.1,18712.90532,10/30/2014,,
05055,VT,4.8,17420.70981,10/10/2014,,
05450,VT,10.8,43993.68878,05/21/2014,,
05491,VT,9.35,36238.30689,10/10/2014,,
05661,VT,8.415,29291.76734,09/02/2014,,
05060,VT,10.791,63876.87725,08/12/2014,,
05059,VT,5.1,16810.75223,08/09/2014,,
05443,VT,3,12773.90359,03/17/2014,,
05450,VT,10,42718.95647,05/28/2014,,
05054,VT,6.76,24754.28641,05/30/2014,,
05903,VT,3.24,16120.73644,05/28/2014,,
05403,VT,5.04,16269.55975,06/27/2014,,
05494,VT,7.521,33268.17012,08/20/2014,,
05081,VT,13.8,56138.24656,12/08/2014,,
05472,VT,7.848,38985.21941,10/09/2014,,
05055,VT,4.96,19752.53272,12/05/2014,,
05478,VT,8.502,38463.97698,03/25/2014,,
05488,VT,5.88,27497.04299,10/25/2014,,
05033,VT,5,20232.28427,04/11/2014,,
05673,VT,10.8,50182.00511,11/21/2014,,
05462,VT,4.8,20371.08726,04/08/2014,,
05251,VT,14.04,47281.83848,11/20/2014,,
05072,VT,6.12,21192.07451,09/19/2014,,
05032,VT,5.4,21544.42195,04/11/2014,,
05443,VT,3.6,15361.74617,03/06/2014,,
05735,VT,6.16,23289.27653,12/17/2014,,
05055,VT,12.32,54132.54008,06/27/2014,,
05443,VT,3.27,15784.58968,08/29/2014,,
05828,VT,10,53735.78815,05/05/2014,,
05068,VT,9.6,41656.35503,10/29/2014,,
05062,VT,9.24,35714.59412,07/08/2014,,
05477,VT,13.23,43870.83514,10/14/2014,,
05446,VT,6.54,31062.34668,07/08/2014,,
05301,VT,3.315,16024.45891,08/20/2014,,
05154,VT,12,45111.47528,11/10/2014,,
05454,VT,4.8,20845.41405,04/30/2014,,
05465,VT,9.88,34966.40573,11/12/2014,,
05445,VT,11.2,29172.47768,08/25/2014,,
05738,VT,4.86,18833.55359,07/21/2014,,
05905,VT,7.95,18021.66619,06/20/2014,,
05468,VT,5.559,25513.74343,03/24/2014,,
05075,VT,4,19070.54623,06/03/2014,,
05060,VT,4.08,19729.91104,10/21/2014,,
05058,VT,4,19070.54623,06/04/2014,,
05445,VT,3.924,24195.6443,09/03/2014,,
05655,VT,4.32,16111.86442,09/11/2014,,
05454,VT,5.2,21737.52687,08/12/2014,,
05444,VT,5.232,27507.08369,07/17/2014,,
05051,VT,3.78,14750.66493,07/31/2014,,
05478,VT,4.578,22538.47843,01/23/2014,,
05072,VT,3.5,13805.40595,04/16/2014,,
05472,VT,7.2,32947.00388,05/08/2014,,
05733,VT,3.924,18975.13326,10/23/2014,,
05677,VT,7.2,46690.5918,09/02/2014,,
05482,VT,6,25331.44858,05/07/2014,,
05143,VT,5.58,20224.36809,09/08/2014,,
05346,VT,5.67,21172.06957,12/22/2014,,
05452,VT,3.9,16606.07466,03/27/2014,,
05753,VT,15.696,75483.52788,11/06/2014,,
05043,VT,4,19143.63715,10/01/2014,,
05143,VT,6.72,31327.41339,11/06/2014,,
05465,VT,4.905,23961.99069,04/10/2014,,
05763,VT,6.6,27551.55675,03/10/2014,,
05461,VT,17.004,83657.69436,10/02/2014,,
05452,VT,4.8,20645.93444,01/17/2014,,
05495,VT,18.2,71317.87493,09/04/2014,,
05061,VT,3.924,18927.46246,09/30/2014,,
05089,VT,6.12,27424.61112,07/26/2014,,
05075,VT,6.63,30531.11006,10/10/2014,,
05058,VT,4.59,17127.78492,05/23/2014,,
05478,VT,9.156,42504.49073,09/25/2014,,
05486,VT,6.54,30671.84406,07/02/2014,,
05036,VT,7.848,40713.60768,11/05/2014,,
05465,VT,7.194,32080.26552,05/15/2014,,
05451,VT,7.2,32529.05887,05/21/2014,,
05446,VT,3.92,17645.15378,07/23/2014,,
05701,VT,9.36,25549.73719,04/01/2014,,
05767,VT,16.5,79848.94809,12/31/2014,,
05068,VT,4,19106.05801,05/22/2014,,
05730,VT,6.6,28404.62024,09/03/2014,,
05478,VT,4.2,17762.6633,05/13/2014,,
05346,VT,8.64,28570.32986,01/05/2014,,
05769,VT,6,25107.34003,02/14/2014,,
05036,VT,12,47823.85634,05/15/2014,,
05142,VT,20.4,69721.28877,11/14/2014,,
05001,VT,3.5,16896.31971,12/16/2014,,
05074,VT,3.57,12613.53837,08/08/2014,,
05468,VT,4.578,22177.70423,10/08/2014,,
05491,VT,3.6,18237.24209,01/08/2014,,
05764,VT,5.232,24756.17516,11/21/2014,,
05641,VT,4.578,22258.00191,11/04/2014,,
05905,VT,10.92,52170.91993,11/17/2014,,
05446,VT,3.924,17995.16876,08/01/2014,,
05760,VT,7.2,34778.65295,12/15/2014,,
05472,VT,10.8,55796.88006,11/21/2014,,
05494,VT,6.05,24708.97843,07/15/2014,,
05701,VT,5.5,17822.52678,10/03/2014,,
05663,VT,5.886,26743.04353,04/05/2014,,
05456,VT,3.6,17104.89745,05/02/2014,,
05739,VT,7.56,29855.86877,03/03/2014,,
05201,VT,8.25,32949.42155,11/13/2014,,
05470,VT,4.8,20512.88601,04/18/2014,,
05641,VT,9,32630.06007,03/24/2014,,
05444,VT,9.9,36820.52137,07/11/2014,,
05446,VT,4.5,19249.67888,04/18/2014,,
05408,VT,9.625,27867.95096,10/06/2014,,
05346,VT,9,39092.83426,02/19/2014,,
05072,VT,5.61,19807.64764,09/05/2014,,
05492,VT,6.96,36937.26423,06/24/2014,,
05764,VT,2.2,7116.452248,08/15/2014,,
05051,VT,6,20668.69773,06/04/2014,,
05641,VT,16.52,57727.86439,08/07/2014,,
05074,VT,5.61,20079.1875,12/12/2014,,
05491,VT,6.6,27720.20315,01/31/2014,,
05672,VT,7.848,45625.80992,12/03/2014,,
05489,VT,5.886,34746.39075,12/30/2014,,
05753,VT,6,25688.69206,05/07/2014,,
05747,VT,7,30659.73138,10/15/2014,,
05251,VT,3,7988.661672,04/24/2014,,
05701,VT,4.4,14258.02142,10/03/2014,,
05733,VT,7.848,39375.00843,12/31/2014,,
05065,VT,4,19766.81701,08/28/2014,,
05468,VT,5.6,22248.9706,06/25/2014,,
05641,VT,5.886,27629.85836,09/30/2014,,
05070,VT,4,19070.54623,06/09/2014,,
05055,VT,6.16,22477.54442,11/10/2014,,
05701,VT,3.25,10513.43847,08/13/2014,,
05089,VT,9.156,41133.64564,11/11/2014,,
05443,VT,5.5,23708.58646,11/11/2014,,
05043,VT,7.56,25456.89317,12/20/2014,,
05454,VT,8.4,34188.97724,03/26/2014,,
05483,VT,4.251,20708.68189,01/23/2014,,
05446,VT,7.8,28665.4148,06/18/2014,,
05465,VT,7.848,35903.59911,09/09/2014,,
05065,VT,6.36,24877.6797,05/09/2014,,
05401,VT,5.04,20100.81901,10/03/2014,,
05656,VT,3.6,17828.97421,06/26/2014,,
05753,VT,7.2,38472.67499,12/15/2014,,
05072,VT,4,18581.16768,07/25/2014,,
05075,VT,5.2,20067.33155,05/09/2014,,
05465,VT,4.48,16750.68251,10/14/2014,,
05465,VT,10.36,41898.53331,04/22/2014,,
05770,VT,4.8,21552.25794,11/21/2014,,
05450,VT,7.848,38683.41112,06/26/2014,,
05075,VT,7.15,25741.18981,09/12/2014,,
05062,VT,3.3,15124.70047,08/27/2014,,
05828,VT,3.025,14214.15059,10/01/2014,,
05452,VT,4.68,18198.42007,10/03/2014,,
05051,VT,9.6,39916.4085,12/17/2014,,
05401,VT,5.6,19994.62483,09/03/2014,,
05454,VT,8.1,38185.79005,07/08/2014,,
05458,VT,9.54,55120.83141,06/04/2014,,
05065,VT,7.2,37952.39175,09/08/2014,,
05602,VT,5.232,24538.07144,07/02/2014,,
05753,VT,3.6,20880.77738,09/26/2014,,
05072,VT,8,29599.07696,06/04/2014,,
05478,VT,3.924,21379.87793,05/28/2014,,
05734,VT,5.76,21896.77615,08/15/2014,,
05055,VT,4,19357.32075,12/30/2014,,
05077,VT,5.1,24662.3888,10/03/2014,,
05491,VT,7.848,39415.51778,01/03/2014,,
05068,VT,6,,09/30/2014,,
05454,VT,5.232,25628.03301,06/13/2014,,
05826,VT,5,27868.62419,08/01/2014,,
05440,VT,10.8,47570.08701,06/14/2014,,
05089,VT,4.251,20560.07749,08/28/2014,,
05905,VT,13.77,39805.35311,08/20/2014,,
05468,VT,7.848,34576.006,12/05/2014,,
05070,VT,4,19143.63715,10/08/2014,,
05455,VT,9.81,45734.40291,08/18/2014,,
05464,VT,6.24,25021.83162,11/11/2014,,
05753,VT,7.848,40479.56752,09/08/2014,,
05468,VT,5.886,27696.45588,10/03/2014,,
05450,VT,6,24732.11464,06/04/2014,,
05680,VT,4.8,21160.6985,10/14/2014,,
05452,VT,6.54,31198.14617,10/02/2014,,
05753,VT,4.95,21383.02994,09/25/2014,,
05674,VT,9.81,44262.82827,03/06/2014,,
05403,VT,7.848,36474.05721,08/20/2014,,
05491,VT,9.156,39775.00124,06/17/2014,,
05491,VT,7.2,28759.18202,04/18/2014,,
05450,VT,9.81,42001.00257,08/08/2014,,
05468,VT,5.232,24622.50622,10/02/2014,,
05494,VT,8.8,47348.81311,12/30/2014,,
05486,VT,10,38259.88116,05/09/2014,,
05487,VT,7.2,32468.59821,06/13/2014,,
05454,VT,5.4,22300.35208,05/23/2014,,
05089,VT,3.825,19953.16328,12/03/2014,,
05488,VT,6.54,35934.60027,08/08/2014,,
05661,VT,3.6,20560.43265,06/24/2014,,
05055,VT,4,19143.63715,10/14/2014,,
05658,VT,3.924,22153.32264,07/02/2014,,
05403,VT,5.775,17815.40398,05/13/2014,,
05733,VT,5.232,25743.64159,08/04/2014,,
05070,VT,5,20809.88745,01/16/2014,,
05068,VT,3.924,19186.936,12/16/2014,,
05039,VT,3.85,17550.32819,10/27/2014,,
05060,VT,12,54598.82362,07/11/2014,,
05452,VT,6.6,28452.3087,11/15/2014,,
05747,VT,7.848,45032.41521,10/10/2014,,
05051,VT,5.5,23533.06251,08/22/2014,,
05441,VT,6.54,31363.65887,10/10/2014,,
05819,VT,6,23499.45263,09/18/2014,,
05056,VT,3.06,14555.14662,10/04/2014,,
05032,VT,7.2,38472.67499,12/31/2014,,
05753,VT,3.924,24235.42668,09/08/2014,,
05051,VT,4.59,22530.67571,11/18/2014,,
05730,VT,8.32,36551.85045,02/10/2014,,
05602,VT,7.2,34429.07794,11/14/2014,,
05060,VT,6.54,30739.84602,09/03/2014,,
05068,VT,3.924,34142.23418,09/17/2014,,
05077,VT,5.88,23157.81857,10/10/2014,,
05465,VT,3.6,15770.97176,11/12/2014,,
05346,VT,1.82,4471.016595,05/01/2014,,
05495,VT,4.5,19302.40202,02/20/2014,,
05046,VT,4.4,18695.19784,11/19/2014,,
05465,VT,3,13160.66341,06/11/2014,,
05354,VT,13.5,53154.46704,03/31/2014,,
05753,VT,7.2,32945.36187,06/16/2014,,
05736,VT,4.48,16937.65566,12/22/2014,,
05490,VT,6.05,30715.90228,11/21/2014,,
05458,VT,8.16,25144.3531,12/09/2014,,
05478,VT,9.81,46454.22909,10/09/2014,,
05404,VT,3.6,14726.59127,05/23/2014,,
05465,VT,7.194,33298.28362,11/18/2014,,
05602,VT,5.886,27817.10067,10/29/2014,,
05464,VT,5.4,22300.35208,05/13/2014,,
05763,VT,7.2,38511.99455,12/30/2014,,
05442,VT,6.867,32677.57709,12/11/2014,,
05403,VT,13.734,60910.66634,10/09/2014,,
05458,VT,10.791,50709.7001,10/07/2014,,
05443,VT,9.9,37324.05025,08/08/2014,,
05491,VT,6.96,31970.83671,01/08/2014,,
05667,VT,8.1,33552.67963,01/23/2014,,
05486,VT,11.772,69064.65928,10/22/2014,,
05085,VT,3.27,15820.42077,08/28/2014,,
05058,VT,6.6,24803.07553,08/28/2014,,
05764,VT,4,20222.72506,06/16/2014,,
05667,VT,3.24,11982.99251,04/25/2014,,
05663,VT,4.5,21978.12729,03/28/2014,,
05072,VT,4,19070.54623,06/06/2014,,
05602,VT,4.5,19375.00155,02/25/2014,,
05403,VT,3,12856.16809,02/11/2014,,
05492,VT,7.2,29600.6944,07/09/2014,,
05486,VT,5.94,17339.84862,11/10/2014,,
05301,VT,6.5,25535.87897,02/12/2014,,
05201,VT,4.5,19493.33306,04/10/2014,,
05478,VT,9.81,45894.94417,09/19/2014,,
05753,VT,5.22,22647.78043,01/24/2014,,
05061,VT,5.1,16443.6407,12/20/2014,,
05751,VT,5.4,32209.59335,11/25/2014,,
05055,VT,4.125,15979.52853,06/17/2014,,
05454,VT,4.8,20569.86894,02/28/2014,,
05478,VT,5.232,24157.7674,01/17/2014,,
05733,VT,7.194,34180.46358,11/21/2014,,
05478,VT,10.8,47920.38174,05/09/2014,,
05452,VT,5.72,23071.23959,08/18/2014,,
05471,VT,4,21244.13717,07/28/2014,,
05770,VT,4.578,23154.84547,08/26/2014,,
05757,VT,3.22,9754.274909,12/24/2014,,
05001,VT,5.4,23408.2967,07/30/2014,,
05444,VT,5.886,27676.68476,01/23/2014,,
05072,VT,2.5,12544.7723,07/07/2014,,
05488,VT,4.2,17824.70136,04/26/2014,,
05454,VT,6.54,30739.84602,09/02/2014,,
05770,VT,4.905,23719.16584,10/09/2014,,
05486,VT,10.791,50720.6259,07/15/2014,,
05458,VT,4.578,21638.6058,05/09/2014,,
05059,VT,7.7,28538.48754,07/21/2014,,
05456,VT,6.72,32247.97942,08/11/2014,,
05060,VT,3.924,24528.34669,12/05/2014,,
05301,VT,3.12,11375.50505,01/09/2014,,
05461,VT,1.75,8053.495404,07/18/2014,,
05055,VT,4,19247.56279,11/13/2014,,
05444,VT,7.2,33083.08583,01/15/2014,,
05677,VT,4.8,20861.88075,09/03/2014,,
05753,VT,3.924,18975.13326,10/15/2014,,
05486,VT,10.8,50063.99273,08/12/2014,,
05845,VT,6.48,31352.20221,08/22/2014,,
05673,VT,4.578,22674.98644,07/07/2014,,
05488,VT,10.8,47847.4418,08/06/2014,,
05032,VT,3.924,24567.66625,12/30/2014,,
05494,VT,3.6,21109.52607,09/05/2014,,
05468,VT,7.84,27461.0245,04/15/2014,,
05075,VT,4,19247.56279,11/17/2014,,
05663,VT,7.65,31348.7029,10/21/2014,,
05753,VT,6.867,32427.79339,02/07/2014,,
05461,VT,8.4,33958.03279,05/07/2014,,
05675,VT,6,28608.04271,07/17/2014,,
05469,VT,11.772,56739.20866,11/04/2014,,
05462,VT,3.6,17600.52496,06/13/2014,,
05446,VT,7.2,37004.55638,08/11/2014,,
05462,VT,3.924,26037.34066,10/30/2014,,
05250,VT,4.5,15327.7433,08/08/2014,,
05656,VT,4.5,19532.41102,06/27/2014,,
05753,VT,3.6,15759.21494,07/28/2014,,
05043,VT,3.85,14919.58464,07/28/2014,,
05143,VT,6,27706.9212,06/21/2014,,
05459,VT,4.8,20262.45537,06/05/2014,,
05661,VT,3,12395.56591,08/25/2014,,
05462,VT,5.04,17808.05086,08/08/2014,,
05667,VT,4.95,24371.68134,09/05/2014,,
05455,VT,13.44,60422.10476,10/15/2014,,
05495,VT,3.924,18969.97035,01/23/2014,,
05667,VT,5.886,27849.81989,11/12/2014,,
05091,VT,10.2,42747.41666,12/23/2014,,
05454,VT,7.8,30989.63762,06/05/2014,,
05445,VT,3,13102.06121,06/06/2014,,
05465,VT,7.2,32468.59821,06/13/2014,,
05454,VT,6.6,29065.74691,04/28/2014,,
05446,VT,5.88,14276.71577,03/26/2014,,
05055,VT,3.6,18810.1992,03/11/2014,,
05468,VT,10.8,47570.08701,06/12/2014,,
05056,VT,3.924,18975.13326,10/06/2014,,
05450,VT,6.72,30803.00525,07/01/2014,,
05477,VT,4.8,19297.11859,05/15/2014,,
05464,VT,3.924,24414.4474,09/19/2014,,
05468,VT,4.905,23579.88365,01/07/2014,,
05753,VT,7.848,41367.60091,05/03/2014,,
05602,VT,8.32,33068.5166,07/10/2014,,
05663,VT,4.578,22137.82165,10/09/2014,,
05478,VT,12.099,60693.84408,07/09/2014,,
05478,VT,4.2,17762.6633,05/23/2014,,
05061,VT,17.5,38021.9172,01/07/2014,,
05091,VT,4.48,16686.72795,06/04/2014,,
05452,VT,5.4,22949.81202,08/05/2014,,
05201,VT,8.25,25779.13446,07/11/2014,,
05482,VT,7.28,27599.02702,09/10/2014,,
05473,VT,5.4,27550.88447,10/06/2014,,
05055,VT,4,19247.56279,11/04/2014,,
05489,VT,7.2,34658.67789,12/01/2014,,
05655,VT,4.8,21093.06256,04/27/2014,,
05459,VT,7.2,32965.22702,06/20/2014,,
05459,VT,3.6,15625.92882,06/12/2014,,
05358,VT,7.848,36417.14678,03/28/2014,,
05482,VT,30.3,88279.74366,06/04/2014,,
05070,VT,3.5,17772.67355,10/16/2014,,
05301,VT,7.425,28179.78157,07/08/2014,,
05461,VT,7.2,38891.25595,09/02/2014,,
05075,VT,5.355,18920.80521,08/01/2014,,
05075,VT,3.57,13281.94498,12/18/2014,,
05701,VT,4.48,14596.06845,11/26/2014,,
05753,VT,7.2,32590.7689,06/11/2014,,
05055,VT,4,19247.56279,11/27/2014,,
05403,VT,3.9,17244.71471,07/18/2014,,
05820,VT,5,27822.06925,07/04/2014,,
05491,VT,6,25333.43879,05/09/2014,,
05495,VT,9.9,22377.58947,09/29/2014,,
05491,VT,10.44,47640.49372,01/06/2014,,
05403,VT,5.886,27651.64704,08/07/2014,,
05350,VT,5.1,27574.10013,12/08/2014,,
05462,VT,3,20403.495,02/17/2014,,
05753,VT,3,18621.82322,01/20/2014,,
05738,VT,8.25,26667.12474,09/16/2014,,
05301,VT,5,20220.87108,01/23/2014,,
05486,VT,7.7,17749.25166,12/12/2014,,
05401,VT,2.24,14174.26801,10/01/2014,,
05758,VT,7.975,25777.98851,09/18/2014,,
05477,VT,7.2,28613.47774,09/16/2014,,
05491,VT,4.2,18300.12064,10/17/2014,,
05455,VT,6.54,31542.35088,12/23/2014,,
05492,VT,3,12060.69912,05/29/2014,,
05842,VT,3.24,16494.51249,07/04/2014,,
05301,VT,4.08,16351.85673,10/03/2014,,
05657,VT,6.5,27653.14955,07/03/2014,,
05753,VT,7.194,33363.14887,12/17/2014,,
05701,VT,8.8,35696.72166,08/15/2014,,
05450,VT,7.2,35827.17449,12/23/2014,,
05602,VT,4.251,20360.13694,02/19/2014,,
05663,VT,11.445,52242.37084,06/11/2014,,
05151,VT,7.14,27412.78912,12/14/2014,,
05359,VT,7.15,29875.93415,07/31/2014,,
05641,VT,7.194,35170.91109,11/24/2014,,
05872,VT,9.075,36751.74815,08/15/2014,,
05777,VT,7.848,36561.13957,12/16/2014,,
05701,VT,7.25,23620.36846,11/28/2014,,
05074,VT,4,19542.46293,10/07/2014,,
05060,VT,6,29233.19146,08/12/2014,,
05669,VT,6.54,30092.50827,02/11/2014,,
05043,VT,5.4,19617.52081,08/11/2014,,
05038,VT,10.2,50242.07688,10/30/2014,,
05060,VT,10.8,55757.78345,11/18/2014,,
05143,VT,4.4,24420.46996,12/16/2014,,
05669,VT,9,40050.1336,06/20/2014,,
05482,VT,12.32,44400.04795,07/07/2014,,
05491,VT,6,25107.34003,02/21/2014,,
05673,VT,8.1,25257.26348,03/05/2014,,
05143,VT,12.24,39273.04791,11/13/2014,,
05077,VT,7.5,26475.19298,08/12/2014,,
05343,VT,7.2,20970.23689,04/14/2014,,
05262,VT,10.5,38675.46506,06/25/2014,,
05353,VT,12,47765.14502,05/13/2014,,
05491,VT,6.867,32316.85247,10/31/2014,,
05767,VT,13,38321.71076,03/25/2014,,
05454,VT,10.4,35739.43525,07/10/2014,,
05491,VT,6.54,35857.5932,06/24/2014,,
05201,VT,3,13939.37738,06/04/2014,,
05403,VT,7.8,29288.02957,12/21/2014,,
05495,VT,8.58,32684.76756,11/19/2014,,
05828,VT,3.575,13560.20646,12/08/2014,,
05040,VT,7.2,34125.75523,07/15/2014,,
05769,VT,4.251,20477.99227,06/23/2014,,
05346,VT,9.62,25686.47403,11/14/2014,,
05487,VT,7.848,36482.58768,10/17/2014,,
05043,VT,5,18871.89471,06/10/2014,,
05641,VT,5.886,26609.25868,12/03/2014,,
05488,VT,7.848,36033.90868,10/06/2014,,
05489,VT,7.2,38215.59941,07/14/2014,,
05461,VT,3.6,15632.02834,07/03/2014,,
05446,VT,3,12731.92954,04/02/2014,,
05491,VT,11,43870.83514,10/09/2014,,
05641,VT,6,24075.8216,02/13/2014,,
05452,VT,3.924,21755.86451,07/17/2014,,
05465,VT,4.905,23659.57671,09/30/2014,,
05738,VT,8.25,24242.3886,09/16/2014,,
05344,VT,5.6,17562.68122,07/07/2014,,
05489,VT,7.848,36395.79579,12/05/2014,,
05353,VT,3,16260.05145,05/06/2014,,
05482,VT,5.232,28948.86306,07/14/2014,,
05486,VT,6.54,33582.93511,12/17/2014,,
05672,VT,6.867,32677.57709,12/02/2014,,
05301,VT,4.59,25154.43504,12/29/2014,,
05446,VT,10.8,40941.89107,04/29/2014,,
05403,VT,10.92,16616.07881,10/24/2014,,
05860,VT,6.48,25923.67531,10/10/2014,,
05350,VT,4.125,14421.11322,09/05/2014,,
05602,VT,11.118,52325.76611,09/23/2014,,
05476,VT,9.81,44880.49345,09/26/2014,,
05471,VT,9.9,36352.62964,08/29/2014,,
05060,VT,6.16,23040.93662,11/19/2014,,
05461,VT,8.502,37805.42124,11/10/2014,,
05401,VT,3.27,15630.49761,09/12/2014,,
05143,VT,6.12,18971.22047,06/12/2014,,
05641,VT,6.9,29275.77237,07/28/2014,,
05070,VT,8.25,30990.47502,09/09/2014,,
05489,VT,5.232,24756.17516,11/20/2014,,
05036,VT,6,22050.31908,06/06/2014,,
05060,VT,3,18390.16476,06/25/2014,,
05658,VT,8.1,34618.35014,12/19/2014,,
05464,VT,4.905,23887.0274,11/18/2014,,
05661,VT,4.8,20877.58075,08/01/2014,,
05444,VT,5.4,22378.23851,04/25/2014,,
05345,VT,8.16,42462.71923,09/12/2014,,
05055,VT,4,19106.05801,05/14/2014,,
05769,VT,3.85,14348.23857,07/10/2014,,
05753,VT,5.4,22258.90318,06/11/2014,,
05770,VT,5.886,29264.83823,10/23/2014,,
05075,VT,5.5,21586.94481,07/18/2014,,
05674,VT,5.232,24091.98379,01/17/2014,,
05458,VT,8.4,30253.92615,10/16/2014,,
05061,VT,3.924,18975.13326,10/24/2014,,
05301,VT,6.5,16628.65461,07/09/2014,,
05677,VT,4.32,14135.67463,09/15/2014,,
05602,VT,8,20179.76204,03/31/2014,,
05477,VT,3.24,12899.19177,08/22/2014,,
05482,VT,5.6,17694.99602,05/03/2014,,
05075,VT,6.5,21991.86885,05/09/2014,,
05753,VT,5.232,24897.34562,12/01/2014,,
05045,VT,4.4,19776.8163,09/29/2014,,
05443,VT,10.8,50569.59181,07/29/2014,,
05602,VT,4.5,23003.0452,03/07/2014,,
05445,VT,3.27,15666.31611,03/24/2014,,
05478,VT,4.8,20645.93444,01/24/2014,,
05065,VT,7.848,44880.49345,09/12/2014,,
05075,VT,4.86,19358.81523,05/16/2014,,
05651,VT,9.45,31527.90884,11/07/2014,,
05641,VT,5.886,27823.08306,10/31/2014,,
05743,VT,12.48,63118.11184,03/20/2014,,
05489,VT,6.54,31324.64702,09/12/2014,,
05445,VT,11.772,58826.80167,10/03/2014,,
05468,VT,5.559,25863.43507,06/24/2014,,
05760,VT,6.36,26817.95564,06/23/2014,,
05820,VT,5.4,20866.55194,07/21/2014,,
05734,VT,8.8,31811.58658,05/30/2014,,
05091,VT,7.848,45411.92311,08/26/2014,,
05257,VT,5.565,17279.5423,08/08/2014,,
05075,VT,6,29162.5246,08/05/2014,,
05602,VT,6.6,27367.62834,11/17/2014,,
05641,VT,6.6,28393.47743,02/28/2014,,
05154,VT,4.4,18117.13531,07/30/2014,,
05494,VT,4.905,24248.92168,11/18/2014,,
05446,VT,5.232,23849.6294,03/18/2014,,
05474,VT,6.6,26144.79594,07/30/2014,,
05677,VT,10.62,38576.42299,10/11/2014,,
05068,VT,10.2,29777.72254,03/28/2014,,
05404,VT,4.2,18230.25029,06/19/2014,,
05738,VT,12,38752.16789,07/10/2014,,
05701,VT,6.6,21333.30196,09/24/2014,,
05446,VT,6.72,31088.96338,06/13/2014,,
05464,VT,3.924,21832.08113,08/01/2014,,
05491,VT,7.848,40510.03118,08/27/2014,,
05446,VT,4.578,22061.90727,07/23/2014,,
05758,VT,7.848,35995.02317,10/17/2014,,
05478,VT,3.27,16270.99395,09/04/2014,,
05301,VT,9.75,30834.29826,01/31/2014,,
05065,VT,1.89,3100.195901,12/11/2014,,
05455,VT,6.9,36938.25749,06/13/2014,,
05403,VT,3.6,15278.31545,04/28/2014,,
05456,VT,6,34197.46345,04/07/2014,,
05491,VT,10.2,41781.5655,05/12/2014,,
05494,VT,8.32,38457.90749,05/06/2014,,
05084,VT,7.848,37621.75943,12/02/2014,,
05845,VT,5.4,21462.73914,07/14/2014,,
05641,VT,5.886,26831.20878,03/20/2014,,
05055,VT,4,20499.20807,05/18/2014,,
05343,VT,5.04,20976.47998,12/03/2014,,
05819,VT,5.5,22036.12108,10/13/2014,,
05048,VT,7.2,38204.51796,10/10/2014,,
05456,VT,4.2,16884.97876,05/13/2014,,
05091,VT,7.2,38047.97884,10/20/2014,,
05819,VT,5.75,22706.78309,07/18/2014,,
05472,VT,8.502,39526.2176,07/23/2014,,
05445,VT,9.9,32568.69216,12/02/2014,,
05048,VT,4,19077.99035,07/07/2014,,
05769,VT,9.72,39882.5774,10/22/2014,,
05828,VT,3.85,16990.06049,09/17/2014,,
05032,VT,5.232,25218.31716,11/25/2014,,
05143,VT,13.2,69108.65966,12/23/2014,,
05827,VT,7.2,34748.14789,05/14/2014,,
05468,VT,6,24775.55267,07/10/2014,,
05458,VT,7.2,33468.80863,06/18/2014,,
05701,VT,6.05,24846.49482,03/25/2014,,
05056,VT,6.24,27684.62361,02/06/2014,,
05143,VT,5.04,18862.25675,05/21/2014,,
05680,VT,3.6,19945.97245,08/18/2014,,
05301,VT,7.5,19583.27605,01/15/2014,,
05677,VT,9.156,41956.19496,06/30/2014,,
05478,VT,10.8,47658.66855,05/08/2014,,
05151,VT,2.04,8171.19189,11/10/2014,,
05465,VT,6.76,23590.54453,10/03/2014,,
05472,VT,6.38,30872.75637,01/03/2014,,
05672,VT,3.924,22209.883,11/12/2014,,
05043,VT,5.232,24560.64765,09/02/2014,,
05443,VT,4.8,20873.36837,05/28/2014,,
05060,VT,6.12,22700.09436,11/11/2014,,
05482,VT,6.75,24044.99499,03/14/2014,,
05660,VT,7.2,37913.60393,09/30/2014,,
05770,VT,7.2,46659.04404,08/04/2014,,
05851,VT,6.6,25940.10172,09/22/2014,,
05753,VT,11.772,57511.11612,11/21/2014,,
05819,VT,12.1,41356.5123,07/25/2014,,
05452,VT,5.3,24405.36141,04/28/2014,,
05735,VT,4.48,14517.25817,10/16/2014,,
05478,VT,4.578,21638.6058,05/12/2014,,
05048,VT,4.578,22137.82165,10/21/2014,,
05033,VT,7.848,44914.26911,08/24/2014,,
05641,VT,6.213,29006.54019,02/07/2014,,
05454,VT,5.886,27849.81989,11/13/2014,,
05473,VT,5.94,19791.73469,09/29/2014,,
05452,VT,9.9,41348.46155,02/20/2014,,
