Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=HI
96744,HI,1.89,,06/12/2007,,
96822,HI,5.06,,07/10/2007,,
96706,HI,2.22,,05/14/2007,,
96707,HI,50,,06/18/2007,,
96789,HI,0.23,,05/05/2003,,
96707,HI,1.76,,10/04/2007,,
96744,HI,1.17,,06/22/2007,,
96825,HI,1.89,,06/12/2007,,
96706,HI,2.4,,08/24/2007,,
96744,HI,1,,09/12/2002,,
96734,HI,2.93,,03/19/2007,,
96712,HI,6.22,,12/20/2007,,
96817,HI,0.79,,12/12/2007,,
96734,HI,4.67,,05/14/2007,,
96821,HI,2.72,,04/30/2007,,
96825,HI,3.89,,04/30/2007,,
96822,HI,4.67,,10/04/2007,,
96744,HI,1.44,,07/20/2007,,
96819,HI,37.78,,06/22/2007,,
96712,HI,3.89,,03/24/2006,,
96789,HI,1.17,,03/19/2007,,
96817,HI,5.78,,03/19/2007,,
96822,HI,2.47,,12/11/2007,,
96712,HI,1.17,,10/04/2007,,
96813,HI,10.56,,10/22/2007,,
96792,HI,0.31,,02/19/2003,,
96822,HI,2.22,,11/13/2006,,
96786,HI,2.67,,05/24/2004,,
96734,HI,5.33,,08/29/2003,,
96816,HI,2.78,,11/20/2007,,
96816,HI,1.17,,04/30/2007,,
96791,HI,22.17,,12/20/2007,,
96734,HI,2,,10/17/2003,,
96753,HI,1.2,,10/26/2007,,
