Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=FL
33578,FL,4.928,31044.75767,10/12/2009,,
32608,FL,17.64,77962.19936,04/02/2010,,
34683,FL,3.52,24130.54477,08/28/2009,,
34491,FL,4.6,38191.46543,12/29/2009,,
34715,FL,5.33,39465.3182,12/30/2009,,
33713,FL,4.86,24939.75162,08/26/2009,,
32609,FL,67.2,363702.0289,05/20/2011,,
34655,FL,5.52,45551.04742,03/08/2010,,
32608,FL,535.92,3430755.356,12/03/2010,,
32607,FL,27.104,121452.6809,05/08/2012,,
32301,FL,5.4,31355.47218,01/17/2010,,
33908,FL,2.07,11239.06628,04/30/2010,,
32607,FL,30.24,158840.2682,09/21/2011,,
32609,FL,9.24,47337.58088,10/27/2011,,
32606,FL,73.71,550476.3915,03/12/2009,,
32608,FL,21.115,90566.08871,01/04/2011,,
32608,FL,5.17,29081.91697,08/18/2011,,
32825,FL,5,40721.25463,04/27/2010,,
33330,FL,4.92,35099.96745,06/02/2009,,
34685,FL,5.46,37583.92206,10/10/2009,,
32034,FL,3.44,30305.20646,11/24/2009,,
34491,FL,5.04,34708.52249,02/25/2010,,
32766,FL,2.004,16700.49236,04/25/2010,,
32607,FL,23.895,72664.14394,10/03/2013,,
32608,FL,26.46,116942.7561,04/30/2010,,
32605,FL,5.06,28946.4932,04/22/2011,,
34747,FL,5.184,44970.56071,08/19/2009,,
32608,FL,21.42,94667.68686,04/30/2010,,
32608,FL,20.91,89686.80629,01/11/2011,,
32351,FL,5.184,33932.82325,07/27/2009,,
32608,FL,25.2,111396.7431,06/08/2010,,
32605,FL,3.15,36739.63823,12/21/2007,,
32564,FL,4.32,24558.71719,04/06/2010,,
32608,FL,25.2,148705.579,08/17/2009,,
34223,FL,5.06,60277.79226,12/15/2009,,
32308,FL,4.992,32817.04274,06/25/2009,,
33976,FL,5.125,39461.66348,09/25/2009,,
34286,FL,5.08,55230.16908,03/08/2010,,
32735,FL,5.06,37941.9829,03/08/2010,,
32608,FL,10.12,61573.68329,12/29/2011,,
33756,FL,5.04,51777.17122,07/13/2009,,
33469,FL,3.888,24272.63155,01/20/2010,,
32601,FL,124.96,945333.4711,06/17/2011,,
34990,FL,5.2,35617.44968,12/30/2009,,
32609,FL,1039.5,2525113.576,11/22/2013,,
33948,FL,5.04,33625.98322,04/07/2010,,
32224,FL,5.52,39910.87593,03/18/2010,,
34695,FL,4.51,27670.90694,04/03/2010,,
32606,FL,156.2,937305.5408,12/30/2011,,
32607,FL,4.992,33813.63195,12/19/2007,,
32162,FL,4.92,37162.18801,12/15/2009,,
32747,FL,5.06,38440.86437,04/30/2010,,
32609,FL,61.6,433036.1661,12/02/2010,,
32606,FL,10.03,32937.05281,05/20/2014,,
32643,FL,5.28,38475.60494,07/25/2009,,
33432,FL,25.432,225301.6204,06/03/2009,,
32608,FL,18.45,79135.41732,01/06/2011,,
32607,FL,6.105,38530.34604,02/16/2011,,
34481,FL,4.95,47685.34739,11/19/2009,,
33040,FL,3.28,27893.2099,12/08/2009,,
34684,FL,4.2,31899.36724,12/21/2009,,
32608,FL,21.84,96524.57607,04/30/2010,,
32141,FL,7.2,40884.09818,11/03/2009,,
33070,FL,21,190699.389,07/14/2009,,
34102,FL,12,131538.8783,09/01/2009,,
32958,FL,5.06,37294.7257,12/24/2009,,
32606,FL,9.856,68867.71638,01/11/2011,,
32608,FL,99.45,254141.7538,10/01/2014,,
32607,FL,100.24,315277.8028,03/08/2013,,
34608,FL,2,27377.56561,10/06/2009,,
33981,FL,4,21986.05997,07/27/2009,,
34433,FL,5.04,35741.84308,05/10/2010,,
32601,FL,5.28,40134.86856,04/29/2010,,
32608,FL,9.99,63360.57803,01/25/2011,,
32320,FL,3.6,33873.82912,05/27/2009,,
34145,FL,4.8,46837.2431,11/02/2009,,
32311,FL,5.16,38862.37584,12/23/2009,,
33140,FL,2.97,27358.20275,11/17/2009,,
32608,FL,19.68,84411.11181,01/06/2011,,
32607,FL,5.6,54667.51495,02/06/2009,,
33950,FL,5,48865.50555,04/24/2010,,
32963,FL,5.52,38478.68525,12/22/2009,,
32608,FL,25.2,148705.579,08/07/2009,,
33525,FL,4.32,29835.68771,10/27/2009,,
32605,FL,5,14955.96653,10/10/2014,,
33950,FL,5.07,62804.88323,06/04/2009,,
34208,FL,2.82,31791.50633,12/31/2009,,
32609,FL,25.2,195836.7586,04/27/2009,,
34698,FL,2.24,20392.50402,08/15/2009,,
32608,FL,25.2,148705.579,08/07/2009,,
33076,FL,5.16,57843.74476,01/27/2010,,
32934,FL,25.432,175494.8711,08/11/2009,,
32812,FL,4.928,40474.99299,10/20/2009,,
33950,FL,5,43690.11862,02/08/2010,,
32174,FL,7,48451.08544,03/10/2010,,
32714,FL,25,154900.2777,12/18/2009,,
34769,FL,4.928,40474.99299,10/29/2009,,
32608,FL,15.99,68584.02834,01/06/2011,,
34474,FL,5.04,35574.08804,04/13/2010,,
34221,FL,5.06,44599.23448,03/23/2010,,
33618,FL,5.2,47318.7,03/08/2010,,
32608,FL,19.68,84813.18135,12/21/2010,,
32641,FL,26.1,109708.6364,12/24/2013,,
32606,FL,35.515,104689.019,09/19/2013,,
32608,FL,5.31,20257.54327,12/27/2012,,
32607,FL,6.24,20565.97791,11/19/2012,,
32456,FL,5.25,31883.59207,12/29/2009,,
32605,FL,4.509,33813.63195,12/15/2007,,
32316,FL,12.32,116214.7684,06/22/2010,,
34223,FL,5,54305.96655,06/19/2010,,
32034,FL,5.52,42805.85709,04/22/2010,,
32609,FL,64.32,347712.8884,05/20/2011,,
32736,FL,5.04,30312.88864,11/27/2009,,
33812,FL,5.18,39047.60881,08/26/2009,,
32301,FL,10.8,85500.27087,09/15/2009,,
32570,FL,6.93,48657.0868,12/18/2009,,
32583,FL,7,37522.74754,12/14/2009,,
33860,FL,5.46,54877.9979,06/22/2009,,
33765,FL,10,73043.34504,10/24/2009,,
33972,FL,2.64,16125.61683,04/06/2010,,
33405,FL,11.52,101021.8585,09/28/2009,,
32653,FL,21.6,73095.42001,08/26/2014,,
32653,FL,9.44,33405.04311,09/13/2013,,
32608,FL,4.6,,11/21/2012,,
32940,FL,5.2,67809.09048,12/28/2009,,
34474,FL,5.6,51865.81965,05/17/2010,,
32312,FL,6.44,73449.34221,12/15/2009,,
32086,FL,4.1,22173.43404,03/15/2010,,
33946,FL,4.5,33852.90742,10/10/2009,,
32608,FL,2.7,29648.86316,09/24/2009,,
32931,FL,5,27878.02293,06/30/2009,,
33904,FL,5.25,31380.29274,08/12/2009,,
34228,FL,5,47318.7,03/10/2010,,
32607,FL,9.735,34611.55105,12/30/2013,,
32258,FL,25.83,194290.9174,10/02/2009,,
32563,FL,4.92,31442.23525,11/15/2009,,
32714,FL,4.6,38072.51724,03/31/2010,,
34211,FL,9.2,62804.54552,02/11/2010,,
34233,FL,4.928,44723.21861,09/04/2009,,
32653,FL,16.8,156293.4219,02/12/2008,,
34448,FL,5.04,49327.07935,09/04/2009,,
33904,FL,3.5,22550.84007,06/24/2009,,
32653,FL,3,33425.0561,07/10/2007,,
32127,FL,4.928,41264.20469,04/08/2010,,
32601,FL,25.2,242331.029,12/19/2007,,
34787,FL,5.064,44207.73394,12/23/2009,,
32334,FL,25.024,192577.3231,05/18/2007,,
32780,FL,4.1,29215.29806,12/16/2009,,
32609,FL,26.2,239285.7848,03/02/2009,,
32653,FL,25.2,269171.12,01/29/2008,,
32259,FL,3.6,34134.33891,09/21/2009,,
34292,FL,5.25,49974.80793,08/10/2009,,
32653,FL,5.06,29562.03485,01/12/2011,,
32920,FL,5,37977.0646,05/05/2010,,
34112,FL,4.8,38170.13446,08/18/2009,,
33138,FL,2.05,15202.60173,04/02/2010,,
32608,FL,525,1039946.449,12/30/2013,,
33896,FL,4.95,42055.22971,12/01/2009,,
32609,FL,7.5,26107.18772,09/04/2014,,
34771,FL,4.25,14738.24437,07/09/2014,,
32653,FL,4.72,16781.35808,12/05/2013,,
32606,FL,52.2,221448.9142,12/18/2013,,
32809,FL,2.07,18134.53206,04/16/2010,,
32608,FL,75,448935.0387,02/21/2011,,
34240,FL,12.3,92377.76184,07/15/2009,,
34465,FL,4.8,27852.45062,02/08/2010,,
32605,FL,5.04,42287.38783,10/09/2009,,
34771,FL,3.75,6464.636959,09/30/2014,,
32608,FL,5.52,34281.06875,04/27/2011,,
34202,FL,5,43850.35356,12/18/2009,,
34238,FL,5.2,41131.6104,08/16/2009,,
32608,FL,3.22,29110.37864,07/30/2008,,
33606,FL,4.83,34751.50595,03/02/2010,,
33922,FL,4.8,46975.5662,06/13/2009,,
33572,FL,5,43444.77324,06/01/2010,,
34609,FL,3,22980.89031,11/27/2009,,
32768,FL,5.52,35972.27225,06/25/2010,,
32570,FL,5.04,30227.02263,10/22/2009,,
33433,FL,5.2,41613.98552,12/21/2009,,
33704,FL,5.04,39226.576,10/28/2009,,
32563,FL,5.25,31125.91453,03/12/2010,,
33405,FL,4.75,62186.9016,05/23/2007,,
32953,FL,5.52,42359.44153,12/19/2009,,
32606,FL,156.24,937305.5408,12/30/2011,,
32309,FL,4.48,50812.76176,10/19/2009,,
32653,FL,10,33522.08334,12/30/2013,,
34470,FL,4.95,47606.78398,01/26/2010,,
33319,FL,5.071,43764.68128,10/05/2009,,
32303,FL,5.184,33858.53235,07/08/2009,,
32641,FL,24.8,164423.5978,09/11/2009,,
32442,FL,5.4,31916.47984,12/20/2009,,
32312,FL,14.4,215364.4299,06/30/2010,,
32607,FL,10.4,66111.45975,01/04/2011,,
33037,FL,7.175,29973.01521,04/05/2010,,
32607,FL,19.5,216892.1353,05/15/2009,,
32608,FL,14,,11/06/2014,,
32312,FL,49.68,735999.8522,05/03/2010,,
32784,FL,5.28,46508.94467,11/09/2009,,
33572,FL,4.032,35080.28284,12/05/2009,,
32309,FL,5.52,30695.24749,12/20/2009,,
32561,FL,6.9,58567.68649,05/11/2010,,
34769,FL,5.83,21052.0218,11/19/2014,,
32609,FL,1006.74,4105139.036,04/29/2011,,
32625,FL,5.04,46720.37743,07/28/2009,,
32653,FL,5.04,54305.96655,06/21/2010,,
34607,FL,5.06,49304.29886,02/26/2010,,
34771,FL,4.92,33595.14876,01/21/2010,,
32606,FL,6.93,80751.33599,01/15/2008,,
32605,FL,2.9,23417.35247,07/02/2009,,
32807,FL,10.2,54629.16889,06/20/2014,,
32609,FL,11.07,90108.81341,05/13/2009,,
32607,FL,25.2,129034.6787,08/17/2011,,
34947,FL,4.32,36761.9439,12/01/2009,,
32608,FL,4.8,49089.1971,02/05/2009,,
32744,FL,5.06,34755.81859,06/07/2010,,
33463,FL,5.2,41570.34758,08/31/2009,,
32701,FL,4.92,35597.71702,12/07/2009,,
32653,FL,9.735,34611.55105,12/31/2013,,
32608,FL,3.15,14883.14473,01/24/2012,,
32315,FL,5.06,35834.70407,04/29/2010,,
33617,FL,3.36,18322.87023,12/11/2009,,
32903,FL,5.17,35594.42824,12/30/2009,,
34209,FL,5.25,46097.51823,06/12/2009,,
32607,FL,72.57,239074.0044,10/23/2013,,
33166,FL,2.8,31110.27485,07/23/2009,,
34983,FL,5.06,45959.59196,11/11/2009,,
34946,FL,2.53,25236.82995,09/29/2009,,
32609,FL,1006.74,4105139.036,04/29/2011,,
34476,FL,6.99,69528.87423,08/25/2009,,
34117,FL,5,43804.10497,10/15/2009,,
32796,FL,2.64,17801.49584,06/27/2010,,
32608,FL,23.65,266064.5369,05/15/2009,,
32224,FL,4.9,36450.60639,12/24/2009,,
34714,FL,5.376,45994.31022,10/25/2009,,
33041,FL,2.07,43009.64502,02/08/2010,,
32606,FL,3,33216.29912,04/30/2007,,
32606,FL,52.2,221448.9142,12/13/2013,,
32601,FL,25.2,199833.4271,04/17/2009,,
34117,FL,5,43804.10497,10/15/2009,,
33141,FL,5.04,35219.81467,12/14/2009,,
34251,FL,25.3,253937.8087,01/16/2010,,
34748,FL,5.4,33114.43769,01/13/2010,,
32568,FL,5.04,46511.2259,12/28/2009,,
32953,FL,5.52,42284.83816,11/19/2009,,
34216,FL,4.928,51268.32446,10/28/2009,,
33432,FL,3.6,46273.08559,12/30/2009,,
34997,FL,4.896,51059.5868,06/09/2009,,
32541,FL,5.25,32196.01715,10/30/2009,,
33596,FL,2.986,32734.28893,12/30/2009,,
32653,FL,5.2,34550.55274,08/19/2009,,
34465,FL,5.06,41281.48655,03/26/2010,,
32653,FL,126,271346.0273,12/30/2013,,
33418,FL,5.06,38470.34671,06/02/2010,,
34785,FL,7.13,63522.71842,12/15/2009,,
32653,FL,9.84,65582.56807,01/11/2011,,
32314,FL,25.2,207991.7057,05/16/2007,,
33972,FL,2.2,18397.72409,10/15/2009,,
32137,FL,4.92,34938.95471,01/21/2010,,
34433,FL,5.4,39975.74326,05/14/2010,,
32822,FL,5.94,34143.03703,11/16/2009,,
33334,FL,5.04,43850.35356,12/24/2009,,
32608,FL,525,1039946.449,12/30/2013,,
32608,FL,1.8,,02/02/2004,,
32334,FL,25.024,192577.3231,05/18/2007,,
32653,FL,2.58,17286.57662,05/09/2011,,
33946,FL,5,48865.50555,04/07/2010,,
32258,FL,6.02,39133.15881,01/06/2010,,
33896,FL,5.06,38681.67752,03/29/2010,,
33408,FL,3.9,52909.45331,07/24/2009,,
33066,FL,5.184,35437.89905,03/24/2010,,
33037,FL,7.35,27597.06574,04/01/2010,,
34201,FL,2.43,23887.57236,02/25/2010,,
32967,FL,2.76,18655.76412,04/05/2010,,
32922,FL,10.752,85501.10118,08/06/2009,,
32601,FL,25.2,164423.5978,09/08/2009,,
32563,FL,5.25,32764.82964,01/26/2010,,
32653,FL,6.44,40845.05731,01/13/2011,,
34202,FL,5.06,43436.00494,04/08/2010,,
32723,FL,5.06,43444.77324,06/29/2010,,
33972,FL,5.33,39705.71458,08/24/2009,,
34442,FL,5.04,48235.38891,12/28/2009,,
32608,FL,2.4,,12/18/2002,,
32724,FL,4.928,42284.83816,11/09/2009,,
34209,FL,5.06,48359.50005,02/25/2010,,
32217,FL,4.95,40807.21177,03/15/2010,,
32713,FL,5.006,46040.67872,12/30/2009,,
32547,FL,9.6,62393.11718,11/15/2009,,
34231,FL,5.2,53617.53657,10/16/2006,,
34119,FL,4.8,46944.87801,08/03/2009,,
34714,FL,4.928,37136.60083,02/01/2010,,
32641,FL,5.06,29562.03485,01/20/2011,,
33317,FL,5.2,41570.09562,10/23/2009,,
32641,FL,25.2,139869.6739,09/18/2009,,
32174,FL,2.016,58499.94576,06/12/2009,,
32024,FL,5.184,54877.9979,06/26/2009,,
32174,FL,6.58,49764.5758,06/25/2010,,
32312,FL,4.83,35135.49448,03/04/2010,,
33904,FL,5.06,30508.88349,12/01/2009,,
34748,FL,5.06,37272.80052,12/30/2009,,
33415,FL,5.2,39925.08317,08/19/2009,,
32055,FL,5.04,51316.50897,10/28/2009,,
32653,FL,12.54,72023.46959,04/27/2012,,
34116,FL,4.92,36778.28111,07/23/2009,,
33811,FL,3.145,24130.54477,08/27/2009,,
32601,FL,8.28,44578.32118,11/29/2011,,
32653,FL,25.83,225759.7864,10/06/2009,,
32605,FL,5.06,26191.78276,05/11/2011,,
32136,FL,4.9,44316.26356,12/30/2009,,
32605,FL,9.99,63360.57803,01/14/2011,,
32608,FL,10.08,71630.31891,04/17/2008,,
32653,FL,2.4,,12/18/2002,,
32778,FL,5.06,43862.18963,07/11/2009,,
32073,FL,5.06,50478.3345,12/15/2009,,
34110,FL,4.1,32811.02705,12/14/2009,,
32812,FL,4.8,37846.74669,10/12/2009,,
32259,FL,2.52,20485.82222,11/17/2009,,
32819,FL,25.272,210824.7347,05/13/2009,,
33330,FL,5.04,47687.25949,12/29/2009,,
33647,FL,5.4,41476.95317,12/08/2009,,
