Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NV
89423,NV,57.035,165973.0806,04/24/2013,,
89084,NV,11.75,55648.65878,10/28/2014,,
89134,NV,5.355,25499.2614,11/30/2014,,
89119,NV,12.25,58664.2761,12/24/2014,,
89406,NV,3.29,9761.457159,02/04/2013,,
89084,NV,5.75,27536.29286,12/10/2014,,
89117,NV,7,35279.93698,12/23/2014,,
89509,NV,6.012,63874.14137,12/21/2006,,
89410,NV,4.725,58955.94488,10/19/2009,,
89014,NV,6.12,20360.05576,10/06/2014,,
89519,NV,4.488,47800.61801,01/09/2009,,
89032,NV,8.16,47817.87308,11/24/2014,,
89447,NV,50.76,230904.7024,06/22/2011,,
89052,NV,5.355,25499.2614,11/04/2014,,
89521,NV,4.3,34910.36272,12/02/2009,,
89510,NV,6.5,26717.13541,12/30/2014,,
89031,NV,6,20082.77667,12/05/2014,,
89104,NV,114.3,297977.2848,06/18/2014,,
89074,NV,10.455,49515.46617,10/13/2014,,
89406,NV,48.88,233477.1365,07/25/2011,,
89015,NV,12.495,43904.93403,12/08/2014,,
89074,NV,3.06,14654.09672,12/18/2014,,
89032,NV,5.61,26865.84399,12/31/2014,,
89086,NV,3.825,13744.76642,12/03/2014,,
89701,NV,118.44,425072.5127,09/10/2012,,
89117,NV,2.75,13094.8588,11/26/2014,,
89031,NV,3.57,8191.574536,12/16/2014,,
89434,NV,50.592,298486.2534,01/14/2011,,
89052,NV,7.14,42225.94483,11/24/2014,,
89052,NV,5.355,21379.55585,12/18/2014,,
89523,NV,5.76,35182.25109,01/17/2013,,
89509,NV,229.125,1117213.655,12/01/2011,,
89052,NV,6.375,30529.36818,12/29/2014,,
89031,NV,2.55,17615.56996,11/26/2014,,
89012,NV,4.08,19538.79563,12/29/2014,,
89074,NV,8.925,42163.10817,09/25/2014,,
89106,NV,8.25,39508.59411,12/14/2014,,
89052,NV,7.65,36635.24181,12/15/2014,,
89052,NV,7.395,42637.46173,11/13/2014,,
89501,NV,7.128,41774.02411,03/13/2013,,
89106,NV,3.825,18317.62091,12/31/2014,,
89052,NV,5.75,30784.36443,10/22/2014,,
89074,NV,6.75,30125.85933,01/13/2014,,
89512,NV,117.04,498727.1879,07/20/2012,,
89512,NV,17.952,301271.6425,11/19/2010,,
89123,NV,6.63,24999.17319,12/22/2014,,
89104,NV,29.12,170721.2887,01/20/2011,,
89439,NV,5.94,33829.51354,06/27/2005,,
89084,NV,57,261241.2987,06/20/2012,,
89002,NV,2.25,10775.07112,12/03/2014,,
89512,NV,237.9,752407.1235,07/28/2014,,
89501,NV,2.75,14209.26076,01/14/2014,,
89509,NV,4.928,49213.2518,12/09/2009,,
89108,NV,5.25,18903.34462,10/14/2014,,
89014,NV,15.3,73270.48362,12/30/2014,,
89142,NV,6.5,31127.98324,12/31/2014,,
89134,NV,3.75,17958.45187,12/15/2014,,
89052,NV,5.61,26865.84399,12/22/2014,,
89135,NV,10.8,35933.68922,04/09/2014,,
89044,NV,3.85,16923.16468,10/22/2014,,
89123,NV,4.75,22496.26632,10/22/2014,,
89014,NV,8.085,10469.79198,11/24/2014,,
89074,NV,6.5,34336.40648,10/15/2014,,
89156,NV,4.5,14541.64637,10/28/2014,,
89521,NV,6.12,67262.61053,01/06/2009,,
89135,NV,4.675,19050.64095,10/29/2014,,
89101,NV,7.392,34478.07154,06/22/2011,,
89703,NV,234.08,990975.8554,12/19/2011,,
89406,NV,5.06,18259.14972,11/09/2010,,
89012,NV,11.66,43572.93155,02/03/2014,,
89423,NV,4.7,40271.36684,02/25/2010,,
89128,NV,8.75,51287.73749,11/11/2014,,
89117,NV,12.1,37743.78941,06/13/2014,,
89423,NV,2.8,31044.82642,03/06/2009,,
89002,NV,5.25,30608.50131,12/30/2014,,
89102,NV,57.24,162071.9708,04/17/2014,,
89424,NV,22.23,111260.3059,07/09/2010,,
89403,NV,3.3,17913.55636,08/08/2008,,
89015,NV,5.61,37024.12232,12/02/2014,,
89002,NV,6,28416.3364,10/22/2014,,
89142,NV,3.825,8645.29645,10/28/2014,,
89704,NV,5.832,48246.3515,12/01/2009,,
89146,NV,40.32,96576.91123,06/12/2014,,
89146,NV,5.61,26865.84399,12/29/2014,,
89052,NV,8.415,50092.4512,12/31/2014,,
89508,NV,1.53,13101.27228,09/03/2009,,
89410,NV,10.08,42443.31753,08/22/2012,,
89701,NV,235.06,1306309.182,02/18/2011,,
89523,NV,5.25,46068.21311,04/22/2008,,
89703,NV,7.755,41755.81042,10/10/2012,,
89142,NV,4.845,23202.31981,12/24/2014,,
89052,NV,11.22,63928.73475,11/26/2014,,
89044,NV,5,23680.28033,10/10/2014,,
89117,NV,994.7,5272717.98,09/06/2012,,
89511,NV,9.18,30727.7303,12/24/2014,,
89074,NV,8,38311.36398,12/01/2014,,
89123,NV,9.945,47625.81435,12/10/2014,,
89523,NV,2.85,32661.78919,08/25/2009,,
89031,NV,5,23680.28033,10/21/2014,,
89104,NV,52.416,305698.3149,01/20/2011,,
89074,NV,5.865,20692.81457,12/30/2014,,
89123,NV,9.75,46691.97486,12/19/2014,,
89406,NV,62.92,391824.9006,09/28/2011,,
89434,NV,49.6,284294.6149,11/08/2010,,
89441,NV,5.74,44146.28327,10/25/2010,,
89074,NV,3.825,12581.89554,12/17/2014,,
89044,NV,7.65,36635.24181,12/26/2014,,
89052,NV,5.75,21240.01108,01/02/2014,,
89052,NV,13.26,78029.8838,10/28/2014,,
89521,NV,3.96,38577.06345,07/11/2008,,
89012,NV,9.156,37964.05324,11/12/2014,,
89509,NV,5.1,53503.87785,02/11/2009,,
89410,NV,5.64,48167.45385,10/06/2010,,
89142,NV,6.63,31750.5429,12/18/2014,,
89523,NV,3.27,18570.3251,10/14/2014,,
89701,NV,57.035,164458.5769,05/10/2013,,
89119,NV,9.18,43962.29017,12/26/2014,,
89511,NV,24.3,117038.2573,08/18/2011,,
89501,NV,7.2,51279.90856,11/09/2012,,
89511,NV,3.27,20030.02744,10/27/2014,,
89509,NV,6.864,43356.30226,06/06/2007,,
89032,NV,8.25,39508.59411,12/30/2014,,
89521,NV,2.7,23434.24226,07/29/2008,,
89044,NV,5.75,20453.2274,12/08/2014,,
89410,NV,50.6,306468.6405,05/01/2012,,
89102,NV,3.6,11964.20489,10/23/2014,,
89134,NV,5.5,26048.30836,10/28/2014,,
89146,NV,43.005,183089.4483,07/12/2011,,
89074,NV,113.28,312353.1574,02/10/2014,,
89106,NV,52.215,159873.7526,06/16/2014,,
89012,NV,6.75,25978.26825,05/19/2014,,
89101,NV,6.12,22240.23073,12/18/2014,,
89044,NV,6.5,36879.45921,10/27/2014,,
89014,NV,4.59,21981.14509,12/29/2014,,
89121,NV,8.5,40705.82423,12/10/2014,,
89523,NV,4.59,64281.61828,05/09/2007,,
89015,NV,23.04,127994.0002,01/05/2012,,
89828,NV,7.77,50881.63581,09/16/2008,,
89135,NV,3.78,10344.92742,04/09/2014,,
89012,NV,5.1,14955.96653,10/09/2014,,
89146,NV,20.16,54509.06074,03/21/2013,,
89013,NV,11.52,69892.66738,07/07/2011,,
89123,NV,5,21855.44572,09/29/2014,,
89015,NV,7.14,27757.99468,12/18/2014,,
89508,NV,3.06,34262.13417,10/13/2008,,
89108,NV,116,329364.5575,05/01/2014,,
89509,NV,5.76,32011.21094,02/06/2013,,
89410,NV,12,42606.79909,04/23/2013,,
89030,NV,5.5,18872.6363,11/26/2014,,
89084,NV,9.435,45183.4649,12/12/2014,,
89502,NV,44.33,160813.3335,09/05/2013,,
89702,NV,347.76,1655413.913,05/16/2011,,
89423,NV,7.5,25328.06921,06/24/2014,,
89031,NV,5.865,34655.14658,11/04/2014,,
89117,NV,1.95,8790.329903,06/17/2014,,
89102,NV,14.79,70828.13417,12/31/2014,,
89431,NV,4.8,47676.7474,07/14/2008,,
89014,NV,18.105,86703.40562,12/14/2014,,
89411,NV,1.458,15118.20768,11/06/2006,,
89044,NV,6.5,30951.48443,11/20/2014,,
89441,NV,6,8928.424117,07/01/2013,,
89014,NV,6.12,21595.51096,12/18/2014,,
89138,NV,7.521,31630.59809,12/10/2014,,
89444,NV,6.08,36540.03274,09/18/2008,,
89052,NV,7.75,26415.27497,11/12/2014,,
89014,NV,5.75,27301.11983,10/15/2014,,
89118,NV,23,107854.8635,05/19/2010,,
89032,NV,10.2,35992.51827,12/02/2014,,
89044,NV,6.375,30192.35742,10/28/2014,,
89521,NV,5.94,58021.63557,04/29/2009,,
89115,NV,11.4,46001.29525,06/19/2013,,
89801,NV,6.02,27560.49831,05/06/2010,,
89403,NV,2.04,43761.3638,05/11/2007,,
89509,NV,5.4,39795.75955,09/15/2010,,
89432,NV,117.6,657975.6469,01/12/2011,,
89052,NV,4.59,21981.14509,12/22/2014,,
89104,NV,55.2,272784.3321,07/23/2012,,
89052,NV,6.12,28425.64281,11/26/2014,,
89128,NV,5,19548.30596,11/07/2014,,
89031,NV,10.71,50723.16047,10/30/2014,,
89074,NV,5.61,25499.2614,11/04/2014,,
89503,NV,4.8,29509.39837,02/04/2010,,
89052,NV,4.59,21738.49734,10/06/2014,,
89509,NV,3.38,22394.97926,07/02/2012,,
89012,NV,8.16,31640.73765,11/24/2014,,
89424,NV,12.35,57009.23348,07/09/2010,,
89117,NV,5.886,24716.07607,11/26/2014,,
89123,NV,5.232,24270.92457,12/30/2014,,
89410,NV,3,17000.78087,09/10/2013,,
89074,NV,28.5,82372.11195,06/07/2013,,
89012,NV,12.24,76286.14247,12/01/2014,,
89084,NV,6,28416.3364,10/06/2014,,
89512,NV,58,154780.3199,04/24/2014,,
89123,NV,4.335,20759.97036,12/01/2014,,
89411,NV,6.24,61483.68781,06/14/2006,,
89052,NV,9.69,46404.63963,12/01/2014,,
89052,NV,6.75,31968.37845,10/28/2014,,
89509,NV,3.055,10694.72971,02/09/2012,,
89410,NV,5.1,35215.20719,06/22/2007,,
89012,NV,5.13,16451.56318,10/24/2014,,
89801,NV,5.984,35958.31181,06/01/2005,,
89142,NV,2.55,12211.74727,12/14/2014,,
89106,NV,32.94,136329.2479,09/22/2014,,
89044,NV,1.925,7561.453418,12/08/2014,,
89134,NV,4.25,17429.85586,12/30/2014,,
89410,NV,7.2,30351.00637,08/31/2012,,
89828,NV,16.77,83125.35857,03/29/2010,,
89704,NV,5.94,66408.35931,10/12/2007,,
89044,NV,59.4,244958.2986,08/12/2013,,
89128,NV,6.5,37642.33825,11/05/2014,,
89044,NV,4.75,28266.90054,11/18/2014,,
89052,NV,9,43100.28448,12/31/2014,,
89703,NV,61.1,241484.5103,08/31/2012,,
89423,NV,0.625,9984.636658,03/10/2011,,
89084,NV,5.5,32718.21738,12/01/2014,,
89052,NV,3.315,19737.51063,12/21/2014,,
89146,NV,59.84,280194.3412,01/10/2011,,
89012,NV,9.945,58702.61771,12/28/2014,,
89431,NV,171,436485.9058,05/15/2014,,
89014,NV,6.25,23120.26292,12/08/2014,,
89012,NV,1,4252.802015,07/16/2014,,
89410,NV,7.2,30191.72935,08/22/2012,,
89511,NV,47.12,288788.2402,10/01/2010,,
89801,NV,4.32,25477.70757,06/14/2007,,
89074,NV,3.25,15563.99162,12/29/2014,,
89052,NV,6.63,21389.83943,12/09/2014,,
89523,NV,5.28,48733.09042,12/04/2009,,
89701,NV,3.006,31760.00331,05/31/2007,,
89014,NV,8.415,30255.92028,10/22/2014,,
89801,NV,1.92,15198.0803,05/09/2007,,
89052,NV,3.825,22526.48536,11/11/2014,,
89052,NV,5.61,17855.32728,09/25/2014,,
89052,NV,9.5,28069.3624,11/07/2014,,
89052,NV,7.54,27999.49497,03/21/2014,,
89081,NV,8.16,45091.13502,11/05/2014,,
89431,NV,47.12,284294.6149,11/08/2010,,
89148,NV,4.845,22554.30326,12/04/2014,,
89052,NV,6.12,21852.60038,12/15/2014,,
89108,NV,4.25,15597.37808,10/31/2014,,
89509,NV,5.984,52266.62571,06/18/2007,,
89074,NV,7.65,44991.41861,11/25/2014,,
89423,NV,58.5,246521.323,12/09/2011,,
89704,NV,7.99,48286.59182,04/25/2012,,
89012,NV,4.59,21738.49734,10/10/2014,,
89434,NV,3.1,14294.94272,10/27/2014,,
89012,NV,7.02,29106.92633,11/18/2014,,
89015,NV,5.61,19683.64038,11/10/2014,,
89434,NV,118.68,566345.5413,03/31/2011,,
89509,NV,1.7,12771.05748,09/30/2010,,
89436,NV,1.98,17743.3832,06/15/2007,,
89015,NV,3.57,12595.36501,12/12/2014,,
89044,NV,5.355,25644.66927,12/17/2014,,
89523,NV,11,41785.27406,04/08/2014,,
89074,NV,8.415,48707.5616,11/05/2014,,
89410,NV,8.05,36608.24562,05/01/2012,,
89012,NV,1.53,7246.165782,10/20/2014,,
89410,NV,3.12,31155.45385,06/15/2007,,
89449,NV,6.12,52618.21138,07/25/2006,,
89512,NV,86,393069.5129,05/09/2011,,
89032,NV,8.16,38549.12747,09/25/2014,,
89052,NV,3.06,10643.50183,12/04/2014,,
89411,NV,2.96,29356.43887,11/13/2006,,
89031,NV,7.65,36427.51629,11/26/2014,,
89002,NV,6.12,19526.5099,10/06/2014,,
89509,NV,6.138,55727.98985,03/05/2009,,
89509,NV,3.597,19498.1821,11/17/2014,,
89117,NV,4.5,21550.14224,12/08/2014,,
89423,NV,5.94,62969.92167,06/14/2007,,
89117,NV,7.75,44294.38811,10/20/2014,,
89512,NV,58,139801.5793,04/24/2014,,
89521,NV,4.62,31673.00571,02/28/2005,,
89436,NV,1.7,15897.05843,06/18/2009,,
89052,NV,5,19537.96105,03/03/2014,,
89052,NV,7.975,25442.09319,10/28/2014,,
89030,NV,2.46,40436.54133,01/13/2010,,
89012,NV,8.1,23444.80462,11/19/2014,,
89052,NV,9.69,32207.75879,12/01/2014,,
89044,NV,6.63,31750.5429,12/18/2014,,
89521,NV,5.94,46970.93433,01/27/2010,,
89447,NV,36.66,166159.4694,06/10/2011,,
89014,NV,5.25,25141.83262,12/11/2014,,
89052,NV,11.475,37297.31398,05/06/2014,,
89512,NV,65,339187.2799,08/23/2010,,
89052,NV,10.92,36294.97641,12/11/2014,,
89074,NV,6.63,31321.16607,09/25/2014,,
89146,NV,5.49,16133.23054,02/25/2014,,
89030,NV,14.95,53318.20755,12/08/2014,,
89044,NV,4.59,17452.40916,12/30/2014,,
89146,NV,16.5,103581.441,08/24/2012,,
89052,NV,8.925,52413.30322,12/02/2014,,
89074,NV,4.25,20352.91212,12/30/2014,,
89419,NV,117.425,341830.8907,01/10/2014,,
89044,NV,9.69,37989.83004,10/23/2014,,
89436,NV,4.32,36711.33334,08/24/2009,,
89052,NV,3.66,12378.76465,12/05/2014,,
89521,NV,5.92,47308.46909,03/30/2009,,
89044,NV,7,33522.44349,12/18/2014,,
89014,NV,4.5,21550.14224,12/10/2014,,
89052,NV,6,17878.63709,06/17/2014,,
89002,NV,4.05,17874.37413,10/14/2014,,
89406,NV,36.66,40442.9878,08/29/2011,,
89074,NV,7.14,34192.89236,12/10/2014,,
89044,NV,7,21985.65892,11/26/2014,,
89052,NV,5.61,26865.84399,12/29/2014,,
89410,NV,37.95,182809.6937,06/07/2012,,
89521,NV,8.25,17151.58245,06/12/2014,,
89106,NV,3.5,16761.22174,12/31/2014,,
89406,NV,11.88,62801.21281,03/28/2012,,
89436,NV,2.295,13594.01178,06/23/2014,,
89406,NV,37.8,259696.9913,03/19/2010,,
89052,NV,5.355,15116.85767,12/15/2014,,
89128,NV,7.685,26847.19241,12/02/2014,,
89015,NV,8.16,39208.81777,12/01/2014,,
89509,NV,5.94,31714.67507,04/09/2009,,
89134,NV,5.25,31662.04029,11/11/2014,,
89703,NV,9,80240.04708,11/19/2008,,
89052,NV,8.4,27219.85908,10/09/2014,,
89044,NV,6.375,29750.52674,11/12/2014,,
89052,NV,14,44867.89958,10/09/2014,,
89519,NV,5.6,43416.06464,05/01/2009,,
89052,NV,10,47617.66836,11/12/2014,,
89511,NV,118.44,537491.5427,01/25/2011,,
89052,NV,6,35483.13262,11/24/2014,,
89106,NV,4.08,19538.79563,12/26/2014,,
89701,NV,103.04,978432.9934,02/18/2011,,
89084,NV,3.75,17958.45187,12/30/2014,,
89012,NV,8.5,49728.5887,10/10/2014,,
89501,NV,58.8,253805.9851,08/14/2012,,
89406,NV,34.85,312358.1526,07/15/2009,,
89134,NV,7.14,42589.09221,11/04/2014,,
89410,NV,12,37316.51955,05/29/2014,,
89044,NV,5.5,15957.94334,12/30/2014,,
89521,NV,8.33,19367.77767,10/23/2012,,
89523,NV,2.47,12414.46195,07/16/2013,,
89512,NV,24,167532.1663,03/28/2013,,
89044,NV,3.825,18317.62091,12/28/2014,,
89052,NV,11.04,65846.14186,05/09/2011,,
89146,NV,7.5,35916.90374,12/31/2014,,
89503,NV,9,15979.52853,06/17/2014,,
89410,NV,3.12,13151.14367,08/31/2012,,
89013,NV,58.8,318125.8849,03/01/2011,,
89074,NV,4.5,16176.88481,11/24/2014,,
89044,NV,3.06,16903.38293,10/27/2014,,
89052,NV,6.1,20644.33436,11/25/2014,,
89052,NV,5.5,19272.5875,10/03/2014,,
89002,NV,5.5,32320.89058,10/13/2014,,
89002,NV,2.75,13169.53137,12/31/2014,,
89511,NV,6,28483.62879,06/19/2014,,
89032,NV,8.67,44521.0964,11/03/2014,,
89117,NV,18,86200.56897,12/10/2014,,
89506,NV,4.56,38005.60801,08/19/2009,,
89134,NV,3.06,18319.66987,11/04/2014,,
89512,NV,2.6,19427.28245,01/08/2010,,
89506,NV,3.185,16743.03143,11/07/2011,,
89015,NV,7.75,45906.99109,11/25/2014,,
89128,NV,6.75,23524.49898,10/31/2014,,
89002,NV,5.61,26865.84399,12/31/2014,,
89406,NV,14.35,126347.2908,07/15/2009,,
89107,NV,119.392,742546.5307,06/16/2011,,
89512,NV,36.36,392338.886,06/21/2010,,
89703,NV,2.04,9598.719463,11/05/2014,,
89142,NV,2.04,9714.004345,11/25/2014,,
89511,NV,20.68,148128.7217,04/09/2010,,
89436,NV,1.7,20440.08465,09/11/2008,,
89044,NV,13.26,73630.54897,11/05/2014,,
89052,NV,9.18,33318.78834,12/15/2014,,
89123,NV,8.415,40298.76599,12/10/2014,,
89523,NV,1.53,15523.21093,09/16/2008,,
89436,NV,7.425,60230.64433,10/13/2009,,
89135,NV,7.905,37856.41654,12/01/2014,,
89815,NV,6.02,31583.21715,12/10/2009,,
89052,NV,4.59,22946.19164,10/27/2014,,
89012,NV,5.865,27927.76249,11/25/2014,,
89427,NV,18.816,153522.6108,05/05/2011,,
89706,NV,3.42,21908.94753,04/05/2006,,
89012,NV,3.315,11698.07253,12/04/2014,,
89123,NV,6.6,19014.8544,09/15/2014,,
89436,NV,50.592,332966.9959,10/19/2010,,
89423,NV,9.4,38836.37279,06/13/2014,,
89406,NV,14.784,79708.38465,06/21/2011,,
89123,NV,4.335,16598.18673,12/17/2014,,
89506,NV,50.592,342578.8346,01/14/2011,,
89044,NV,7.65,36635.24181,12/22/2014,,
89419,NV,117.425,327144.9517,01/04/2014,,
89030,NV,15.6,53318.20755,12/08/2014,,
89032,NV,6.5,16255.10846,12/16/2014,,
89104,NV,115.44,741674.3704,07/15/2011,,
89436,NV,50.592,320963.3067,11/22/2010,,
89156,NV,6.5,21177.33145,11/26/2014,,
89406,NV,25.53,150050.7097,08/23/2010,,
89032,NV,6,38215.38431,11/03/2014,,
89503,NV,2.88,26666.34441,06/19/2006,,
89015,NV,11.5,35538.263,05/08/2014,,
89044,NV,2.75,10621.8958,09/25/2014,,
89703,NV,6.12,37677.07694,06/13/2006,,
89044,NV,8.415,40298.76599,12/10/2014,,
89014,NV,5.61,19549.35142,12/08/2014,,
89012,NV,3.5,16576.19623,10/28/2014,,
89441,NV,4.14,29737.18532,12/01/2011,,
89502,NV,157.32,714236.8141,03/18/2011,,
89146,NV,52.5,351571.1002,02/02/2012,,
89445,NV,15.18,73099.19349,03/31/2011,,
89128,NV,11.475,54346.24336,10/20/2014,,
89012,NV,117.15,438112.5255,06/13/2014,,
89431,NV,113.4,327906.2778,09/25/2014,,
89134,NV,4.335,25596.85064,12/30/2014,,
89104,NV,8.16,47012.27802,12/11/2014,,
89503,NV,2.585,10458.1913,09/25/2014,,
89074,NV,7,24783.95407,12/12/2014,,
89084,NV,3.825,18115.41445,10/10/2014,,
89501,NV,33.6,215826.8803,07/25/2011,,
89503,NV,4.34,15578.13473,10/17/2014,,
89074,NV,28.5,139578.8141,10/09/2013,,
89081,NV,7.395,35414.06708,12/30/2014,,
89121,NV,3.825,22494.81982,12/12/2014,,
89074,NV,6.63,22288.83575,12/18/2014,,
89503,NV,55.2,229703.4758,02/29/2012,,
89183,NV,13.26,63501.0858,12/10/2014,,
89703,NV,203.13,565783.4199,07/31/2014,,
89044,NV,10.725,34632.66101,11/04/2014,,
89031,NV,4.25,20759.97036,12/15/2014,,
89440,NV,46.8,277405.6497,03/22/2012,,
89015,NV,12.5,59861.50623,12/14/2014,,
89511,NV,5.7,36495.78623,04/25/2005,,
89424,NV,45.36,181403.2342,04/20/2009,,
89117,NV,5.1,24423.49454,12/12/2014,,
89110,NV,8.16,38646.2175,10/15/2014,,
89113,NV,5,23808.83418,11/13/2014,,
89044,NV,11.6,38458.11317,01/30/2014,,
89031,NV,6.12,36709.09201,12/01/2014,,
89131,NV,8.415,48436.55339,12/08/2014,,
89128,NV,11.5,55072.58573,12/19/2014,,
89131,NV,8.415,39853.9118,10/10/2014,,
89506,NV,3.29,18580.59489,09/07/2012,,
89128,NV,4.845,23070.76032,11/04/2014,,
89131,NV,9.18,51630.03334,11/04/2014,,
89002,NV,6.375,30356.26358,11/26/2014,,
89179,NV,4.59,26836.02162,12/28/2014,,
89084,NV,5.1,30384.65373,11/05/2014,,
89502,NV,58.2,176303.2269,06/12/2014,,
89704,NV,9.18,34843.67818,05/27/2014,,
89113,NV,5.865,20151.38426,12/12/2014,,
89014,NV,5.355,25361.58024,10/10/2014,,
89110,NV,46.56,265078.6817,07/14/2011,,
89084,NV,5.1,29278.6376,10/28/2014,,
89012,NV,7.905,37372.57152,08/27/2014,,
89084,NV,4.25,20352.91212,12/10/2014,,
89131,NV,6,23277.27902,01/17/2014,,
89503,NV,1.485,17791.73333,05/06/2005,,
89503,NV,5.13,25029.50696,06/14/2005,,
89117,NV,9,42624.5046,10/15/2014,,
89511,NV,5.832,50290.87423,12/09/2009,,
89123,NV,3.57,12597.38139,12/18/2014,,
89147,NV,3.06,10797.75548,12/12/2014,,
89029,NV,6.12,13612.63254,12/07/2014,,
89511,NV,6.5,23525.73534,10/10/2014,,
89139,NV,6.27,30020.31752,06/24/2014,,
89052,NV,7.905,25061.93071,11/18/2014,,
89149,NV,3.75,23112.7712,10/28/2014,,
89419,NV,442.99,1101057.822,11/14/2014,,
89108,NV,11.22,64631.02017,11/24/2014,,
89101,NV,56.84,369593.8921,07/05/2011,,
89521,NV,7.52,43934.12999,10/11/2010,,
89002,NV,9.81,39492.83101,11/18/2014,,
89117,NV,35.34,304322.6875,12/04/2007,,
89460,NV,7.74,15755.77401,03/23/2012,,
89502,NV,59.34,323592.4685,11/17/2010,,
89511,NV,11.025,72270.21876,06/19/2014,,
89145,NV,6.12,36129.4814,12/01/2014,,
89703,NV,4.08,48613.77185,04/17/2007,,
89501,NV,17.64,82533.043,01/25/2012,,
89117,NV,9.405,31511.09688,12/15/2014,,
89002,NV,6.75,31888.065,09/25/2014,,
89131,NV,8.415,40298.76599,12/01/2014,,
89460,NV,3.51,25201.60344,06/14/2007,,
89146,NV,9.35,24668.11756,11/26/2014,,
89014,NV,8.415,16240.1311,11/17/2014,,
89117,NV,9.5,33788.22733,03/19/2014,,
89015,NV,9.12,34167.56064,02/12/2014,,
89085,NV,5,23944.60249,12/23/2014,,
89128,NV,118.44,523933.0388,07/08/2011,,
89704,NV,2.672,34016.91429,02/21/2005,,
89178,NV,5,29540.33734,11/05/2014,,
89084,NV,9.9,20609.7181,06/24/2014,,
89123,NV,6.12,29308.19345,12/30/2014,,
89142,NV,4.75,22496.26632,10/22/2014,,
89433,NV,58,154780.3199,04/24/2014,,
89084,NV,5.25,31479.34825,10/23/2014,,
89439,NV,5.04,27169.3517,04/09/2012,,
89128,NV,6.5,30951.48443,11/10/2014,,
89506,NV,6.11,34194.99489,04/23/2010,,
89015,NV,3.57,12597.38139,12/30/2014,,
89521,NV,55.488,318224.5078,10/13/2010,,
89701,NV,5.44,45954.70734,03/25/2005,,
89424,NV,150.92,677179.1566,02/03/2012,,
89101,NV,117.6,371276.5475,12/10/2014,,
89506,NV,47.616,296132.3346,11/19/2010,,
89113,NV,3.06,14654.09672,12/19/2014,,
89002,NV,6,28733.52299,12/12/2014,,
89415,NV,50.63,177518.8749,06/05/2014,,
89108,NV,4.75,17383.3498,10/31/2014,,
89451,NV,31.365,230197.3171,03/04/2010,,
89015,NV,5.5,26189.7176,11/04/2014,,
89117,NV,4,12301.08332,12/19/2014,,
89139,NV,3.57,20941.09769,11/11/2014,,
89084,NV,5.865,34577.08786,10/20/2014,,
89044,NV,4.32,17195.45221,05/28/2014,,
89145,NV,6.12,22743.41016,12/12/2014,,
89512,NV,32.2,183155.865,09/17/2010,,
89015,NV,6.375,30116.50583,09/25/2014,,
89117,NV,58.828,368846.0679,08/31/2011,,
89123,NV,5.75,27380.1593,11/26/2014,,
89410,NV,3.895,23951.74935,06/26/2007,,
89509,NV,6.48,60771.56556,04/15/2009,,
89128,NV,7.395,35414.06708,12/08/2014,,
89123,NV,4.25,24921.03254,11/25/2014,,
89139,NV,1.785,8548.223089,12/22/2014,,
89145,NV,6.12,29142.01303,11/18/2014,,
89406,NV,4.96,18602.1836,12/01/2014,,
89002,NV,60,287638.9519,11/15/2010,,
89084,NV,5.61,26865.84399,12/29/2014,,
89084,NV,14.75,69856.82698,10/07/2014,,
89506,NV,19.76,140139.0949,01/13/2011,,
89509,NV,1.815,15651.77569,04/01/2008,,
89012,NV,9.435,57315.0426,10/29/2014,,
89011,NV,4.845,16933.62389,10/30/2014,,
89145,NV,3.25,19374.8774,11/26/2014,,
89123,NV,5.4,19054.86261,12/26/2014,,
89511,NV,8,27267.38062,11/03/2014,,
89014,NV,4.08,19538.79563,12/29/2014,,
89113,NV,23.5,112539.6317,12/14/2014,,
89135,NV,14.3,50523.94577,06/04/2014,,
89419,NV,35.84,147155.2663,04/09/2012,,
89045,NV,33,189458.2133,05/31/2005,,
89419,NV,31.9,231963.7694,12/28/2007,,
89031,NV,5.865,28087.01872,12/29/2014,,
89145,NV,5.61,26865.84399,12/10/2014,,
89107,NV,8,38311.36398,12/03/2014,,
89431,NV,1144.92,2847350.631,07/07/2014,,
89052,NV,10.92,37432.219,12/09/2014,,
89503,NV,24.84,110983.4377,06/28/2011,,
89523,NV,49.6,316932.1046,10/18/2010,,
89130,NV,59.22,306374.947,04/05/2011,,
89131,NV,5,29773.62381,11/04/2014,,
89131,NV,5.5,26189.7176,11/24/2014,,
89166,NV,6.75,39622.34105,11/11/2014,,
89138,NV,4,13433.19486,11/21/2014,,
89131,NV,10.71,36840.21769,12/22/2014,,
89139,NV,4.335,25696.34843,11/11/2014,,
89123,NV,3.15,9172.982832,10/22/2014,,
89117,NV,10.175,38900.93454,06/19/2014,,
89117,NV,10,58563.43652,11/17/2014,,
89120,NV,4.75,22618.39247,11/26/2014,,
89447,NV,6.12,61222.3984,06/28/2007,,
89081,NV,7.54,18147.4882,12/16/2014,,
89520,NV,33.12,210643.3337,09/21/2010,,
89128,NV,118.44,523933.0388,07/08/2011,,
89074,NV,5.75,25093.91884,01/31/2014,,
89052,NV,10.2,44714.03987,07/18/2014,,
89131,NV,6,28733.52299,12/04/2014,,
89143,NV,3.06,18388.15911,11/05/2014,,
89436,NV,6.12,60240.25449,02/18/2009,,
89129,NV,6.12,29308.19345,12/18/2014,,
