Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=DE
19958,DE,5.5,30336.3669,01/23/2014,,
19968,DE,2.4,21637.49031,05/04/2008,,
19947,DE,6.45,44973.43294,03/29/2010,,
19701,DE,8.25,41951.4861,10/24/2014,,
19807,DE,4.8,43518.35507,06/23/2008,,
19930,DE,5.01,44577.80393,11/22/2008,,
19806,DE,3.15,30507.78723,12/11/2009,,
19963,DE,6.34,10821.6528,10/31/2012,,
19734,DE,8.4,68919.38684,04/09/2008,,
19970,DE,5.184,51645.83905,04/01/2009,,
19934,DE,3.36,30732.84028,03/06/2008,,
19955,DE,6.36,22125.80666,06/06/2014,,
19804,DE,3.33,25275.05979,02/04/2011,,
19701,DE,6.86,32391.04173,11/21/2014,,
19958,DE,7.75,32790.62778,09/22/2014,,
19805,DE,11.985,103825.2174,10/29/2010,,
19975,DE,9.9,27348.3552,06/17/2014,,
19709,DE,4,35177.69595,07/17/2009,,
19701,DE,8,37495.63884,05/09/2014,,
19901,DE,7,70831.08948,05/09/2008,,
19958,DE,8.28,39741.02212,09/30/2011,,
19958,DE,8.91,9124.148248,07/10/2014,,
19966,DE,5.18,35281.65084,07/03/2011,,
19707,DE,7.8,66824.21676,01/24/2009,,
19963,DE,2.3,17419.54909,11/20/2010,,
19968,DE,5.98,32210.0722,09/22/2010,,
19711,DE,4.95,29591.7378,06/07/2011,,
19958,DE,7.05,44652.10991,01/24/2011,,
19958,DE,3.525,24286.23824,03/20/2011,,
19711,DE,2.94,15884.31215,03/18/2011,,
19963,DE,8.75,65167.15987,06/12/2010,,
19947,DE,6.375,55461.99309,03/16/2009,,
19901,DE,4.752,33635.24816,03/04/2011,,
19808,DE,4.8,49360.16479,06/25/2003,,
19802,DE,2.4,22730.14597,07/21/2006,,
19971,DE,8.054,67779.63505,07/30/2010,,
19939,DE,49.5,,07/24/2014,,
19951,DE,8.12,22754.73165,08/30/2014,,
19734,DE,13.5,63239.06785,09/22/2014,,
19943,DE,11,55935.3148,10/23/2014,,
19960,DE,4.07,27710.81842,07/13/2011,,
19943,DE,5.67,48514.06899,07/21/2008,,
19963,DE,2.35,17234.19306,05/17/2011,,
19945,DE,7.98,72342.38119,12/22/2008,,
19963,DE,7.05,24654.49432,11/19/2012,,
19934,DE,6.8,63695.88359,04/17/2008,,
19966,DE,4.32,33147.79732,09/24/2009,,
19971,DE,7.5,24303.4456,10/30/2014,,
19809,DE,5,53984.70468,07/18/2007,,
19958,DE,9.25,47036.51472,10/30/2014,,
19971,DE,5.55,32059.14771,02/18/2011,,
19952,DE,4.928,42058.2753,04/30/2009,,
19930,DE,3.5,32615.72179,08/22/2009,,
19711,DE,3.87,35581.44588,11/22/2008,,
19709,DE,6.74,46002.62447,10/25/2010,,
19803,DE,1.6,11727.72133,04/21/2010,,
19958,DE,7.05,38918.2203,10/20/2010,,
19971,DE,7.65,25619.1757,01/05/2014,,
19809,DE,8.61,48777.49582,02/01/2011,,
19734,DE,8.25,38954.26015,11/24/2014,,
19709,DE,9,37443.48721,08/07/2014,,
19808,DE,4.262,36984.73104,03/02/2010,,
19963,DE,11.97,73649.49862,06/01/2011,,
19958,DE,7.2,40412.48584,12/24/2009,,
19701,DE,9,42104.19035,06/06/2014,,
19977,DE,6.08,59659.67406,01/30/2009,,
19701,DE,1.8,15137.40229,07/12/2009,,
19934,DE,4,36569.24832,09/04/2008,,
19971,DE,4.41,22311.95696,04/28/2011,,
19713,DE,6.125,31145.80029,10/23/2014,,
19711,DE,3.78,32205.89217,12/04/2009,,
19702,DE,9,42120.62556,07/12/2014,,
19709,DE,7.36,62580.63366,02/28/2010,,
19810,DE,5.4,52629.83163,01/09/2007,,
19947,DE,5.46,38414.59853,06/30/2009,,
19971,DE,12,33262.24306,03/19/2014,,
19944,DE,4.9,58614.77622,11/20/2006,,
19958,DE,3.76,31345.4039,06/28/2010,,
19904,DE,11.28,63275.05143,11/08/2010,,
19707,DE,12.16,88345.9838,12/04/2010,,
19958,DE,5.46,47280.58886,04/30/2009,,
19958,DE,12.65,34280.7639,07/31/2014,,
19808,DE,3.168,26220.60391,01/11/2010,,
19968,DE,3.78,20276.33096,01/16/2011,,
19701,DE,5.6,49864.38401,07/25/2009,,
19803,DE,3.976,39092.85151,02/06/2009,,
19711,DE,6.8,45791.972,09/04/2009,,
19947,DE,12.22,80392.30612,04/21/2011,,
19953,DE,3.8,32581.83891,02/11/2009,,
19901,DE,7.98,65646.05021,08/28/2009,,
19809,DE,7.595,32674.99801,10/30/2014,,
19977,DE,8.75,41289.76483,03/13/2014,,
19709,DE,9,29351.08431,10/18/2014,,
19971,DE,2.4,29704.468,07/16/2008,,
19701,DE,7.8,68400.2167,09/06/2009,,
19901,DE,4.2,34879.72589,09/05/2009,,
19711,DE,6.3,57951.14511,11/24/2008,,
19958,DE,7.5,37295.98246,09/05/2014,,
19944,DE,5.46,35105.55062,01/24/2011,,
19966,DE,4.725,34541.47434,07/07/2009,,
19711,DE,8.1,28453.22778,10/30/2014,,
19804,DE,4,18813.29824,04/18/2014,,
19808,DE,6.37,26548.43589,10/30/2014,,
19731,DE,5.32,16931.38148,09/06/2014,,
19973,DE,4,35031.83611,02/07/2009,,
19734,DE,10,47260.85422,10/09/2014,,
19968,DE,4.48,16700.64366,09/28/2014,,
19966,DE,5.7,39215.49399,02/20/2011,,
19807,DE,6.9,62567.11146,03/13/2009,,
19958,DE,4.5,15928.10435,10/30/2014,,
19808,DE,4.8,43301.68329,04/22/2009,,
19808,DE,6.72,41298.75803,04/04/2010,,
19709,DE,3.5,31279.94043,02/02/2010,,
19971,DE,7.425,26108.67956,09/20/2014,,
19702,DE,5.94,38883.72517,12/20/2010,,
19958,DE,4.59,31129.84129,09/06/2011,,
19958,DE,2.87,17594.77403,05/31/2010,,
19950,DE,4.23,28535.52967,02/24/2011,,
19934,DE,5.6,49585.80648,01/23/2008,,
19901,DE,4.23,15004.00897,07/12/2013,,
19971,DE,4,56523.14425,02/13/2003,,
19701,DE,7,29174.10537,10/30/2014,,
19963,DE,8.46,30542.50831,04/21/2013,,
19802,DE,4.32,39005.57844,11/22/2008,,
19962,DE,0.81,3788.844853,10/30/2014,,
19803,DE,2.4,27030.19548,06/23/2008,,
19958,DE,14,66103.34845,11/14/2014,,
19707,DE,2.1,21283.1326,12/06/2008,,
19709,DE,6.86,32391.04173,11/07/2014,,
19808,DE,6,52349.48403,07/12/2006,,
19934,DE,5,48540.53596,06/17/2008,,
19709,DE,10,28863.93219,08/24/2014,,
19958,DE,8.6,27325.65923,02/17/2014,,
19938,DE,4.752,45400.52314,08/13/2009,,
19968,DE,5.04,26983.08559,09/15/2010,,
19934,DE,1.75,16909.39255,12/14/2008,,
19966,DE,5.18,34015.79211,05/29/2011,,
19930,DE,7.98,70431.29139,04/01/2009,,
19958,DE,10.92,81226.75586,07/31/2010,,
19734,DE,7.82,69781.83691,02/20/2008,,
19970,DE,6.6,22523.95235,07/25/2014,,
19707,DE,7,68814.81424,06/17/2009,,
19709,DE,2.8,28692.9265,08/02/2007,,
19971,DE,7.98,70431.29139,04/22/2009,,
19966,DE,8.64,34957.91336,09/12/2012,,
19701,DE,5,55149.38695,08/18/2006,,
19720,DE,3,31252.92179,09/10/2007,,
19701,DE,6.86,28590.62326,10/05/2014,,
19720,DE,4.4,41925.80448,08/15/2008,,
19711,DE,3.5,40063.13358,06/25/2009,,
19958,DE,7.5,21130.42953,04/21/2014,,
19805,DE,3.136,28715.33763,12/11/2008,,
19701,DE,9.55,44940.26617,04/11/2014,,
19709,DE,6.75,35737.70778,12/19/2010,,
19975,DE,8,72020.39339,03/03/2008,,
19933,DE,6.75,31747.44078,04/18/2014,,
19713,DE,3.36,30028.36052,12/20/2008,,
19971,DE,7.36,68575.60187,09/04/2009,,
19971,DE,3.5,30503.40219,12/06/2009,,
19966,DE,3.78,34366.023,04/15/2008,,
19711,DE,7.2,62317.45356,06/17/2008,,
19901,DE,5.2,45967.06205,12/25/2008,,
19977,DE,9,42495.00972,11/19/2014,,
19711,DE,7.56,59109.18726,09/04/2009,,
19958,DE,8.05,71689.24161,01/23/2008,,
19958,DE,4,38287.11684,12/04/2008,,
19707,DE,9.075,27725.3292,12/04/2014,,
19971,DE,8.58,22792.6515,03/19/2014,,
19711,DE,8.4,74074.32156,06/25/2009,,
19971,DE,4.375,41612.88927,12/12/2009,,
19713,DE,5,52790.48563,12/18/2006,,
19966,DE,7.4,34118.51949,07/24/2011,,
19966,DE,3.78,32512.18397,06/22/2008,,
19901,DE,28.52,148382.8182,10/03/2010,,
19945,DE,3.2,17138.2396,11/21/2010,,
19958,DE,3.33,23592.00611,09/08/2011,,
19702,DE,7.28,26196.46549,07/31/2014,,
19709,DE,7.8,69867.11106,04/09/2008,,
19977,DE,3.5,34771.40367,08/12/2008,,
19977,DE,10,34809.58363,09/23/2014,,
19966,DE,7.2,68291.51657,08/15/2008,,
19702,DE,10.08,27951.16461,12/17/2014,,
19958,DE,7,34809.58363,09/05/2014,,
19958,DE,6.5,31843.43001,05/07/2014,,
19971,DE,7.2,62434.69821,06/25/2009,,
19709,DE,2.53,17184.76912,08/28/2011,,
19904,DE,7.77,43630.14231,02/23/2012,,
19970,DE,5.04,44046.87254,07/12/2009,,
19971,DE,7.59,69226.39922,06/24/2009,,
19946,DE,8,37773.34197,11/18/2014,,
19950,DE,3,32565.51571,05/15/2008,,
19808,DE,2,18167.66272,09/26/2007,,
19707,DE,8.208,71380.15524,02/08/2009,,
19966,DE,5.18,25239.95021,07/07/2011,,
19938,DE,7.776,70943.77533,12/19/2008,,
19810,DE,5.6,52869.08189,11/03/2006,,
19803,DE,5.049,42627.52501,11/25/2008,,
19960,DE,3.36,20667.31693,09/15/2008,,
19711,DE,7.8,71235.11897,02/06/2009,,
19947,DE,6.375,55461.99309,03/16/2009,,
19968,DE,1.65,6215.002516,09/05/2014,,
19701,DE,4.5,21079.68928,09/23/2014,,
19958,DE,10.35,89262.39742,04/27/2008,,
19958,DE,2.16,24651.5884,01/31/2008,,
19702,DE,5,52629.83163,01/09/2007,,
19966,DE,11.27,82666.15487,07/19/2011,,
19709,DE,2.8,24651.52557,11/22/2008,,
19701,DE,9.45,55675.7067,01/24/2011,,
19734,DE,10,28416.3364,10/09/2014,,
19720,DE,2.65,28031.68132,06/17/2009,,
19966,DE,5.928,34241.35196,02/21/2011,,
19966,DE,5.5,29784.51878,07/25/2014,,
19971,DE,6.3,55317.02188,06/11/2009,,
19975,DE,5.88,50529.84488,03/02/2010,,
19810,DE,4.94,43166.67522,09/01/2009,,
19960,DE,8.82,41569.80984,10/26/2014,,
19971,DE,10.14,32022.0445,08/29/2014,,
19930,DE,4.2,30327.50408,04/20/2011,,
19808,DE,4.8,42160.8722,12/26/2008,,
19971,DE,6,19393.91088,09/01/2014,,
19707,DE,13.75,68187.2467,01/20/2014,,
19946,DE,3.564,33548.96005,02/13/2008,,
19808,DE,2.6,21526.62115,10/17/2014,,
19803,DE,28.435,145427.4998,01/19/2012,,
19958,DE,5.75,42503.6706,10/07/2009,,
19707,DE,7.8,66570.2635,11/24/2008,,
19709,DE,5.2,50686.42144,11/06/2007,,
19953,DE,7.29,22934.19388,02/14/2014,,
19701,DE,8.085,38174.33286,11/07/2014,,
19809,DE,7.2,66643.04772,02/01/2009,,
19966,DE,7.6,51598.43988,04/14/2011,,
19934,DE,4.8,47652.66581,11/03/2006,,
19711,DE,4.62,36989.67254,07/28/2011,,
19808,DE,6.6,56275.00272,03/07/2006,,
19701,DE,5,52629.83163,01/09/2007,,
19701,DE,3.168,22937.31228,02/16/2010,,
19806,DE,6.3,52543.79594,01/03/2010,,
19711,DE,4.7,25535.40669,04/09/2012,,
19971,DE,16.2,50071.57886,10/30/2014,,
19701,DE,1.35,11501.45762,07/12/2009,,
19958,DE,4.23,27045.80947,09/05/2012,,
19966,DE,3.44,32503.52877,06/22/2008,,
19934,DE,3.96,34439.9629,07/16/2008,,
19901,DE,3.78,32961.22731,08/28/2009,,
19953,DE,8.4,47568.67354,03/30/2011,,
19939,DE,2.82,20641.42035,08/16/2010,,
19701,DE,5.6,51111.58187,07/27/2007,,
19711,DE,5.2,17325.41,04/21/2014,,
19702,DE,3.69,31875.58918,11/09/2009,,
19930,DE,6.75,34263.47813,08/30/2014,,
19953,DE,4,37663.78654,11/06/2008,,
19734,DE,9.12,87294.62641,12/20/2008,,
19939,DE,2.96,20240.43409,11/24/2010,,
19973,DE,40.5,263354.2911,09/20/2010,,
19901,DE,10.78,51385.90912,01/03/2014,,
19958,DE,5.1,22445.29138,07/26/2011,,
19966,DE,5.18,30363.00341,08/11/2010,,
19810,DE,7.56,67401.63954,11/24/2008,,
19958,DE,2.94,25458.77862,04/30/2009,,
19711,DE,6.44,60644.08104,03/03/2010,,
19968,DE,4.56,33591.50225,01/27/2009,,
19701,DE,6.3,49446.07369,10/12/2009,,
19707,DE,8.1,23341.27842,10/30/2014,,
19975,DE,11.1,59232.90612,08/25/2010,,
19808,DE,5.95,54607.80982,11/06/2008,,
19966,DE,3.7,17834.68064,07/18/2011,,
19977,DE,9.1,73692.05492,11/22/2009,,
19713,DE,6.3,35683.85927,01/07/2011,,
19960,DE,5.52,29865.20227,04/06/2011,,
19702,DE,7.8,66570.2635,11/06/2008,,
19958,DE,6,18046.66882,12/12/2014,,
19810,DE,5.94,50454.77543,08/07/2009,,
19947,DE,7.05,31303.37048,06/05/2011,,
19701,DE,1.8,15137.40229,07/12/2009,,
19934,DE,8.25,38954.26015,11/19/2014,,
19711,DE,8.46,42215.4454,09/30/2011,,
19709,DE,10,29836.78596,09/15/2014,,
19958,DE,12.025,80791.69751,01/23/2011,,
19702,DE,7.2,60808.97282,08/07/2009,,
19701,DE,10,31906.06192,10/30/2014,,
19701,DE,1.8,15137.40229,07/12/2009,,
19971,DE,6.67,61514.25401,03/13/2009,,
19702,DE,9,42265.5614,10/26/2014,,
19966,DE,5.4,39504.06872,04/11/2011,,
19810,DE,4.68,18384.40242,03/05/2014,,
19958,DE,6.63,29791.46141,08/17/2011,,
19701,DE,6.5,12575.98088,04/04/2014,,
19966,DE,5.18,35281.65084,07/06/2011,,
19930,DE,7.42,21469.52824,04/18/2014,,
19904,DE,6.105,40145.38606,03/04/2012,,
19947,DE,6.36,22477.82062,10/17/2014,,
19947,DE,21.855,129091.2631,07/15/2010,,
19807,DE,6,57584.43243,07/12/2006,,
19720,DE,5.52,44494.75756,04/29/2010,,
19707,DE,5.875,42593.5173,01/15/2011,,
19803,DE,8.1,24147.90355,10/30/2014,,
19707,DE,20.7,132029.9777,05/15/2010,,
19971,DE,5.1,34641.23419,08/04/2011,,
19958,DE,5.13,35098.93876,04/17/2011,,
19970,DE,5.4,37792.60457,05/05/2010,,
19966,DE,5.68,59148.64893,09/18/2009,,
19720,DE,6.86,32391.04173,11/21/2014,,
19808,DE,5.2,18176.48465,10/17/2014,,
19977,DE,8.25,32771.33911,12/05/2014,,
19966,DE,5.1,31928.04235,09/07/2011,,
19702,DE,5,52869.08189,11/01/2006,,
19701,DE,7,29332.48371,11/19/2014,,
19975,DE,7.59,49279.61809,10/07/2009,,
19947,DE,5.184,45001.29307,11/10/2008,,
19734,DE,9,42182.59369,05/16/2014,,
19947,DE,22.464,139892.1878,01/14/2010,,
19734,DE,2.65,8847.060299,02/22/2014,,
19960,DE,4.07,27721.29708,07/12/2011,,
19947,DE,8.8,27113.17318,10/14/2014,,
19951,DE,9.36,28337.55707,01/10/2014,,
19971,DE,6.3,61548.69555,04/22/2009,,
19803,DE,6.21,58890.30157,02/02/2009,,
19973,DE,3.2,29203.13002,04/15/2008,,
19808,DE,4.32,16301.00645,10/27/2014,,
19958,DE,12.04,35111.76493,11/24/2014,,
19977,DE,4.124,41066.34841,10/18/2009,,
19701,DE,1.4,11935.707,11/24/2008,,
19971,DE,8.4,27855.12482,03/19/2014,,
19711,DE,6.48,22761.98399,10/30/2014,,
19808,DE,4.16,18886.67099,11/19/2014,,
19975,DE,6,21039.37061,03/21/2014,,
19901,DE,7,29174.10537,10/09/2014,,
19958,DE,6.88,58625.91688,01/28/2009,,
19711,DE,7,66740.63452,09/04/2009,,
19958,DE,5.46,32416.02897,03/16/2010,,
19975,DE,5.184,39423.69447,10/26/2009,,
19943,DE,4.32,31447.39639,08/30/2010,,
19963,DE,5.76,35704.66584,11/07/2010,,
19971,DE,5.76,45009.51815,11/30/2010,,
19934,DE,7.56,56041.99235,02/02/2010,,
19803,DE,6,51034.316,06/23/2008,,
19805,DE,2.8,27608.02318,06/25/2009,,
19958,DE,7.5,22294.89935,08/30/2014,,
19963,DE,6.3,51707.00319,11/09/2009,,
19711,DE,6.12,19273.99185,01/09/2014,,
19803,DE,2.625,25485.65766,09/01/2009,,
19711,DE,3.92,16337.49901,10/30/2014,,
19971,DE,3.875,31545.8,03/02/2010,,
19711,DE,7.56,64873.60529,02/08/2009,,
19971,DE,7.75,25126.02376,10/30/2014,,
19808,DE,6.6,19083.81329,10/30/2014,,
19710,DE,8,69617.40679,02/28/2009,,
19904,DE,6.25,42265.5614,10/11/2014,,
19702,DE,8.82,73035.79997,02/03/2009,,
19971,DE,8.5,32000.33741,09/10/2012,,
19711,DE,7.5,37193.04366,01/24/2014,,
19971,DE,13.69,84325.65065,01/30/2011,,
19701,DE,7.38,62393.91088,08/23/2009,,
19958,DE,4,25995.62058,02/19/2010,,
19701,DE,6.9,44360.34241,11/08/2010,,
19970,DE,15.95,42078.74122,03/13/2014,,
19930,DE,5.25,57394.77354,11/09/2009,,
19707,DE,13.5,46966.05816,11/18/2014,,
19711,DE,10.64,36281.97831,10/26/2014,,
19975,DE,35.7,242696.4511,07/07/2010,,
19971,DE,6.84,63058.54811,04/22/2009,,
19958,DE,3.2,36974.46862,04/11/2008,,
19938,DE,4,37903.77987,01/23/2008,,
19808,DE,5.075,43925.14956,06/17/2008,,
19709,DE,6,54052.40025,12/11/2008,,
19809,DE,9.52,27066.88517,11/18/2014,,
19952,DE,10.26,32553.56926,12/05/2014,,
19971,DE,8.84,59131.60532,04/11/2010,,
19962,DE,4.8,46097.2552,07/18/2007,,
19943,DE,7.98,68010.31674,07/21/2008,,
19711,DE,2.8,33115.12868,11/30/2007,,
19808,DE,5.04,20378.99999,10/23/2014,,
19713,DE,3.15,38423.37901,06/17/2009,,
19968,DE,8.05,40032.50412,11/09/2010,,
19711,DE,5.2,17325.41,04/21/2014,,
19707,DE,7.8,63684.82403,01/24/2009,,
19971,DE,3,36001.32183,07/21/2006,,
19709,DE,6.48,22761.98399,10/23/2014,,
19971,DE,16.24,50260.02404,10/18/2014,,
19958,DE,3.85,32885.55229,02/05/2010,,
19947,DE,5.04,43775.40346,11/12/2008,,
19966,DE,12,52632.09044,09/01/2014,,
19803,DE,5,47118.98531,08/15/2008,,
19975,DE,2.8,29810.54366,08/12/2008,,
19810,DE,1.8,19682.05656,02/19/2008,,
19966,DE,5.13,23331.59839,10/12/2011,,
19971,DE,5.52,38908.02008,08/28/2010,,
19709,DE,7.8,71714.54207,11/24/2008,,
19709,DE,10.44,80853.20965,07/25/2010,,
19954,DE,4.77,16609.33407,05/23/2014,,
19803,DE,12.6,38679.67898,10/23/2014,,
19956,DE,11.27,53213.49625,11/19/2014,,
19934,DE,19.6,49853.22175,10/12/2014,,
19958,DE,5.2,18896.1806,04/21/2014,,
19971,DE,5,16637.06507,06/10/2014,,
19958,DE,4.08,24841.26903,09/06/2011,,
19958,DE,10.8,35412.8795,05/23/2014,,
19709,DE,8.75,40978.33912,09/28/2014,,
19971,DE,5.04,40930.51429,09/04/2009,,
19805,DE,5,51229.48415,05/02/2007,,
19971,DE,5.2,33661.01031,06/26/2010,,
19709,DE,5.6,43350.5006,09/10/2010,,
19709,DE,10.4,32703.71347,10/18/2014,,
19958,DE,9.165,56357.64597,06/28/2010,,
19971,DE,7.2,66599.97442,01/26/2009,,
19958,DE,4.44,30582.84864,06/01/2011,,
19720,DE,7.82,69781.83691,02/20/2008,,
19958,DE,3.22,17983.7753,10/05/2009,,
19701,DE,7.5,31913.54667,02/02/2014,,
19963,DE,4.86,28946.77319,12/02/2010,,
19901,DE,5.52,33540.7467,11/21/2010,,
19709,DE,9.54,30831.3455,09/15/2014,,
19958,DE,5.5,27551.55675,03/25/2014,,
19958,DE,4.41,31918.54273,05/04/2011,,
19971,DE,7.65,29124.50018,03/19/2014,,
19958,DE,8.74,49143.13406,12/30/2011,,
19709,DE,7.59,67841.97824,12/26/2009,,
19939,DE,9.66,55975.26287,04/08/2010,,
19971,DE,5.964,68846.56006,05/27/2008,,
19810,DE,10.92,23738.14691,09/09/2014,,
19958,DE,3.68,19313.75278,09/08/2011,,
19707,DE,5.52,34297.8991,03/23/2010,,
19707,DE,3.6,34691.86699,08/09/2006,,
19701,DE,6.5,30448.44008,09/23/2014,,
19801,DE,5.2,24205.29495,03/13/2014,,
19711,DE,4.2,36326.34147,08/28/2009,,
19711,DE,4,36368.64315,07/25/2007,,
19970,DE,1.5,19056.46857,07/18/2006,,
19711,DE,3.78,29187.76233,03/02/2010,,
19963,DE,4.32,32551.76966,05/26/2010,,
19707,DE,16.2,85492.30721,12/23/2010,,
19971,DE,7.98,58921.58623,02/06/2010,,
19709,DE,8.82,41888.11812,02/21/2014,,
19971,DE,7.99,32162.37052,10/26/2011,,
19701,DE,4.68,18405.80947,10/17/2014,,
19966,DE,5.04,30363.00341,08/11/2010,,
19970,DE,4.546,41538.38605,02/08/2009,,
19707,DE,5,47266.04075,03/07/2007,,
19934,DE,8.61,64889.65643,02/15/2010,,
19711,DE,7.2,61543.89489,06/17/2008,,
19711,DE,8.64,32274.78523,10/11/2012,,
19709,DE,7.92,69941.69949,04/01/2009,,
19963,DE,7.98,45864.20453,06/09/2011,,
19968,DE,2.22,25573.00483,03/25/2008,,
19711,DE,5.6,49863.36457,05/02/2007,,
19933,DE,8.33,37708.37869,10/30/2014,,
19734,DE,6.36,33964.20802,09/08/2014,,
19711,DE,4,32905.28832,08/28/2009,,
19966,DE,5.28,30957.61205,02/13/2013,,
19711,DE,7.65,25196.13646,01/27/2014,,
19702,DE,7.524,69101.10548,08/14/2009,,
19702,DE,3.85,10918.81362,05/17/2014,,
19701,DE,10.8,31228.0581,10/30/2014,,
19713,DE,5.145,24311.37227,10/26/2014,,
19707,DE,5.2,43948.95136,06/17/2008,,
19711,DE,4.37,50607.0777,03/20/2010,,
19934,DE,7.128,67810.25254,03/13/2009,,
19808,DE,4.32,16301.00645,10/30/2014,,
19803,DE,4,36368.64315,07/26/2007,,
19930,DE,5.04,38865.69414,06/16/2010,,
19709,DE,16.12,75512.13139,09/23/2014,,
19971,DE,5.1,22699.95954,02/23/2014,,
19734,DE,7.36,63917.87354,07/02/2009,,
19701,DE,7.02,33145.90708,11/07/2014,,
19970,DE,11.2,68557.49279,02/19/2012,,
19947,DE,1.26,7161.389324,05/06/2010,,
19711,DE,4.55,42869.00963,08/08/2009,,
19711,DE,5.94,37439.77877,02/20/2011,,
19958,DE,5.32,36155.35167,10/23/2011,,
19958,DE,4,32512.18397,06/22/2008,,
19701,DE,5.2,20341.10973,08/25/2014,,
19968,DE,11.75,67339.08633,11/08/2010,,
19711,DE,10.14,35988.04372,10/17/2014,,
19808,DE,4.226,39176.09128,03/13/2009,,
19701,DE,7.8,67961.75377,09/06/2009,,
19709,DE,7.74,48906.00534,12/26/2010,,
19701,DE,4.55,41532.34407,01/03/2010,,
19711,DE,8.712,76181.69779,07/31/2009,,
19966,DE,7.6,63843.81702,03/24/2008,,
19968,DE,12.5,58478.04215,06/24/2014,,
19971,DE,8.25,38667.37755,05/28/2014,,
19808,DE,4.2,43039.38976,08/07/2007,,
19945,DE,1.645,11673.31924,07/19/2010,,
19810,DE,10.17,31872.7483,08/28/2014,,
19901,DE,5.2,44970.1672,02/11/2009,,
19701,DE,7.875,68765.10616,04/09/2008,,
19934,DE,4.6,30203.45583,11/18/2009,,
19709,DE,3.68,31069.63136,10/16/2010,,
19904,DE,10.34,46374.88949,05/24/2010,,
19958,DE,16.75,84960.24803,09/19/2014,,
19707,DE,5.4,50987.47942,10/10/2007,,
19701,DE,9.8,30138.8114,05/16/2014,,
19901,DE,50,135301.6438,10/30/2014,,
19973,DE,5.06,26266.21552,03/02/2011,,
19701,DE,1.38,14010.54583,09/07/2010,,
19975,DE,5.55,31559.42401,10/19/2010,,
19808,DE,5.6,50576.69869,09/25/2009,,
19958,DE,5.5,17081.96519,03/06/2014,,
19939,DE,4,39048.22497,02/08/2009,,
19963,DE,11.22,39793.26445,03/05/2014,,
19803,DE,3.96,28730.75249,12/11/2010,,
19810,DE,5.2,18075.31319,01/25/2014,,
19971,DE,2,19983.34271,04/22/2009,,
19711,DE,1.8,22013.87856,05/25/2007,,
19901,DE,12,56354.08187,10/29/2014,,
19938,DE,6.48,21323.35637,09/23/2014,,
19963,DE,4.23,24386.56761,03/08/2012,,
19720,DE,6,24794.36914,09/06/2014,,
19966,DE,5.075,41011.68697,05/26/2009,,
19966,DE,9,39474.06783,09/01/2014,,
19707,DE,4.6,45992.35941,08/07/2010,,
19707,DE,5.2,52349.74128,02/04/2007,,
19713,DE,4.41,20822.45451,11/07/2014,,
19956,DE,9.12,25761.081,09/21/2014,,
19968,DE,8.16,49118.80946,09/01/2009,,
19709,DE,24.2,70780.33359,08/15/2014,,
19709,DE,3.5,32680.20873,02/05/2010,,
19971,DE,7.98,69584.81322,08/07/2009,,
19701,DE,3.5,16373.8518,06/24/2014,,
19807,DE,8.4,69057.91109,09/12/2009,,
19803,DE,5.88,46561.47242,11/10/2009,,
19803,DE,2.15,19892.845,11/24/2008,,
19946,DE,4.51,20102.1837,01/22/2011,,
19971,DE,5.145,24278.38172,03/13/2014,,
19734,DE,5.52,41806.77122,07/24/2010,,
19934,DE,14.56,43948.93297,07/31/2014,,
19711,DE,3.325,30676.33035,02/25/2008,,
19963,DE,4.32,32551.76966,05/26/2010,,
19803,DE,5.25,48602.2077,08/22/2009,,
19946,DE,4.9,48765.6373,08/22/2009,,
19711,DE,3.6,31179.55002,12/28/2007,,
19709,DE,7.92,69941.69949,04/03/2009,,
19701,DE,8.25,34297.38547,09/15/2014,,
19956,DE,5.28,41325.55273,04/23/2009,,
19701,DE,3.6,31393.92734,01/26/2009,,
19934,DE,3.6,34817.25928,08/10/2006,,
19804,DE,3,27477.09623,04/18/2009,,
19934,DE,7.56,67394.65014,08/15/2008,,
19958,DE,3.68,21246.88306,03/24/2011,,
19804,DE,1.38,8561.942551,02/01/2011,,
19803,DE,4.14,33462.26185,02/23/2010,,
19963,DE,3.78,32823.29387,02/19/2010,,
19711,DE,5.4,32226.25196,05/28/2010,,
19962,DE,7.2,39663.10838,03/17/2011,,
19810,DE,6.37,12539.88558,08/07/2014,,
19968,DE,4.18,28599.13528,04/17/2011,,
19968,DE,5.335,28665.64152,03/21/2014,,
19711,DE,7.4,64525.66033,03/24/2008,,
19966,DE,6.96,34515.14451,01/12/2014,,
19958,DE,7,21740.68297,03/12/2014,,
19970,DE,7.534,67008.9234,03/13/2009,,
19971,DE,3.696,31599.99069,04/09/2008,,
19807,DE,7.8,71814.67233,03/13/2009,,
19958,DE,10.36,70550.18605,05/18/2011,,
19971,DE,3.78,28171.25889,12/24/2010,,
19703,DE,7.524,70636.33651,01/15/2009,,
19805,DE,9.555,40038.94051,11/18/2014,,
19734,DE,9,37144.89481,08/01/2014,,
19977,DE,3.564,32931.5403,05/27/2010,,
19975,DE,12.22,104574.6506,02/08/2011,,
19720,DE,3.6,34760.0574,07/28/2006,,
19707,DE,3.6,33336.02748,02/06/2009,,
19810,DE,4,35772.84184,01/30/2008,,
19707,DE,8.25,38954.26015,11/21/2014,,
19701,DE,9,42495.00972,11/19/2014,,
