Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=PA
18942,PA,10.08,57960.0,09/28/2010,,
17901,PA,199.92,1598604.0,09/29/2010,,
17824,PA,4.14,27740.0,09/29/2010,,
17603,PA,5.94,34000.0,09/29/2010,,
17053,PA,9.24,48495.29,09/29/2010,,
17557,PA,11.16,63400.0,09/29/2010,,
19426,PA,8.25,46055.0,09/29/2010,,
19055,PA,5.52,35000.0,09/29/2010,,
15139,PA,5.17,31020.0,09/29/2010,,
17522,PA,55.328,255000.0,09/30/2010,,
17522,PA,10.752,61286.0,09/30/2010,,
18049,PA,10.08,65520.0,09/30/2010,,
19016,PA,59.136,367401.0,09/30/2010,,
15644,PA,2.34,18954.0,09/30/2010,,
15228,PA,5.52,32500.0,09/30/2010,,
15340,PA,5.16,45150.0,09/30/2010,,
17047,PA,23.22,150930.0,10/01/2010,,
17543,PA,16.1,90965.0,10/01/2010,,
17543,PA,5.52,32710.0,10/01/2010,,
17545,PA,10.8,75060.0,10/01/2010,,
17040,PA,10.12,61720.0,10/01/2010,,
18034,PA,6.3,40615.34,10/01/2010,,
19425,PA,85.54,468091.8,10/01/2010,,
19335,PA,6.88,52976.0,10/01/2010,,
19465,PA,10.32,88000.0,10/01/2010,,
19343,PA,10.08,69528.0,10/01/2010,,
19087,PA,8.0,67840.5,10/01/2010,,
19460,PA,10.32,82300.0,10/01/2010,,
19403,PA,5.59,35217.0,10/01/2010,,
18947,PA,7.36,52999.0,10/01/2010,,
19529,PA,10.12,67804.0,10/01/2010,,
17402,PA,10.35,85422.5,10/01/2010,,
17046,PA,7.98,45900.0,10/01/2010,,
18066,PA,15.18,102465.0,10/01/2010,,
17013,PA,11.04,75520.0,10/01/2010,,
17042,PA,7.4,44252.0,10/01/2010,,
19555,PA,11.1,61050.0,10/01/2010,,
17402,PA,4.14,26082.0,10/01/2010,,
19067,PA,7.05,41570.0,10/03/2010,,
17017,PA,10.152,65022.53,10/04/2010,,
17552,PA,243.0,1122700.0,10/04/2010,,
19034,PA,7.56,59850.0,10/04/2010,,
18966,PA,10.32,75233.0,10/04/2010,,
19530,PA,8.46,64982.0,10/04/2010,,
17202,PA,6.72,39162.0,10/04/2010,,
17257,PA,10.32,79885.0,10/04/2010,,
18058,PA,10.25,65000.0,10/05/2010,,
17543,PA,8.28,49500.0,10/05/2010,,
17821,PA,4.51,31995.0,10/05/2010,,
19103,PA,4.32,28370.0,10/05/2010,,
19129,PA,3.22,20400.0,10/05/2010,,
19454,PA,5.17,27000.0,10/05/2010,,
18840,PA,10.08,72000.0,10/05/2010,,
17322,PA,10.25,69995.0,10/05/2010,,
17051,PA,5.04,24700.0,10/05/2010,,
18372,PA,30.36,206448.0,10/06/2010,,
17837,PA,10.08,54921.0,10/06/2010,,
15009,PA,14.4,80054.0,10/06/2010,,
19380,PA,5.98,44444.0,10/06/2010,,
19341,PA,166.1,805100.0,10/06/2010,,
18040,PA,3.22,23699.0,10/06/2010,,
17325,PA,9.9,54450.0,10/06/2010,,
17572,PA,201.6,907200.0,10/07/2010,,
18017,PA,6.9,52043.0,10/07/2010,,
19311,PA,12.51,66002.5,10/07/2010,,
17584,PA,10.08,60480.0,10/07/2010,,
17602,PA,5.94,33561.0,10/07/2010,,
17325,PA,5.04,29484.0,10/07/2010,,
17512,PA,9.856,56168.0,10/07/2010,,
19390,PA,6.93,49726.96,10/07/2010,,
16828,PA,5.52,41375.0,10/07/2010,,
17545,PA,10.56,68000.0,10/08/2010,,
18235,PA,9.87,63668.0,10/08/2010,,
16828,PA,5.64,42917.0,10/08/2010,,
17536,PA,10.08,58688.0,10/09/2010,,
19390,PA,10.0,56000.0,10/09/2010,,
18067,PA,1.575,10080.0,10/09/2010,,
17268,PA,10.08,58876.0,10/09/2010,,
19362,PA,9.66,72741.0,10/11/2010,,
17535,PA,10.105,60498.8,10/11/2010,,
17601,PA,9.45,58590.0,10/11/2010,,
17602,PA,5.376,37632.0,10/11/2010,,
19362,PA,10.12,62510.56,10/11/2010,,
19317,PA,6.12,39787.46,10/11/2010,,
19464,PA,5.52,36900.0,10/11/2010,,
15352,PA,10.0,84080.0,10/11/2010,,
18036,PA,11.04,81340.0,10/12/2010,,
19362,PA,10.8,68040.0,10/12/2010,,
17015,PA,10.56,64232.0,10/12/2010,,
18326,PA,6.075,38649.9,10/12/2010,,
19474,PA,9.45,55790.0,10/12/2010,,
19119,PA,2.688,18574.0,10/12/2010,,
19119,PA,2.73,20283.0,10/12/2010,,
19149,PA,2.94,23413.0,10/12/2010,,
19132,PA,2.52,20659.0,10/12/2010,,
17319,PA,3.225,22575.0,10/12/2010,,
17067,PA,5.52,30139.8,10/12/2010,,
18077,PA,7.56,55810.0,10/13/2010,,
18036,PA,10.08,68040.0,10/13/2010,,
17584,PA,5.94,33700.0,10/13/2010,,
17815,PA,9.45,59200.0,10/13/2010,,
17015,PA,10.08,65520.0,10/13/2010,,
19475,PA,5.04,35280.0,10/13/2010,,
19053,PA,5.52,41124.0,10/13/2010,,
18072,PA,4.51,32558.0,10/13/2010,,
19464,PA,6.3,41206.9,10/13/2010,,
17404,PA,10.34,65480.0,10/13/2010,,
17402,PA,6.3,41853.36,10/13/2010,,
17322,PA,5.64,37709.36,10/13/2010,,
17366,PA,4.2,27300.0,10/13/2010,,
16055,PA,4.4,22974.88,10/13/2010,,
17112,PA,6.75,47250.0,10/14/2010,,
17112,PA,9.0,63000.0,10/14/2010,,
17074,PA,5.04,34461.5,10/14/2010,,
18040,PA,9.9,55935.0,10/14/2010,,
17015,PA,2.58,22608.0,10/14/2010,,
17070,PA,10.32,77887.88,10/14/2010,,
19006,PA,3.36,20870.0,10/14/2010,,
19344,PA,8.6,61418.36,10/14/2010,,
19510,PA,6.44,43083.6,10/14/2010,,
17013,PA,10.0,65860.0,10/14/2010,,
17404,PA,7.74,42957.0,10/14/2010,,
17543,PA,198.0,1188000.0,10/15/2010,,
17036,PA,9.24,52878.0,10/15/2010,,
18067,PA,9.24,56393.0,10/15/2010,,
18067,PA,6.3,41522.88,10/15/2010,,
17103,PA,10.5,63712.96,10/15/2010,,
19082,PA,13.16,95660.0,10/15/2010,,
19139,PA,5.76,39140.0,10/15/2010,,
19382,PA,10.92,57500.0,10/15/2010,,
19464,PA,4.752,30400.0,10/15/2010,,
17327,PA,6.3,40227.88,10/15/2010,,
17363,PA,6.3,39375.0,10/15/2010,,
19526,PA,8.82,61740.0,10/15/2010,,
19540,PA,2.4,17073.28,10/15/2010,,
17941,PA,10.8,64290.0,10/17/2010,,
17025,PA,4.86,34960.0,10/18/2010,,
18064,PA,9.36,54145.0,10/18/2010,,
17821,PA,12.765,71651.5,10/18/2010,,
19446,PA,6.29,42348.57,10/18/2010,,
19067,PA,4.62,29502.17,10/18/2010,,
17038,PA,24.75,109300.0,10/18/2010,,
17042,PA,13.86,72506.15,10/18/2010,,
17356,PA,10.08,57768.52,10/18/2010,,
16801,PA,7.36,47810.0,10/18/2010,,
17368,PA,10.98,71919.0,10/18/2010,,
17547,PA,75.6,359100.0,10/18/2010,,
17562,PA,10.26,58353.25,10/19/2010,,
17550,PA,10.08,57768.52,10/19/2010,,
19403,PA,3.68,25760.0,10/19/2010,,
18966,PA,9.4,60630.0,10/19/2010,,
18976,PA,10.56,64300.0,10/19/2010,,
19442,PA,8.74,69909.0,10/19/2010,,
19438,PA,9.84,73981.77,10/19/2010,,
19030,PA,5.75,45695.0,10/19/2010,,
19446,PA,7.02,43625.0,10/19/2010,,
18940,PA,7.36,47420.0,10/19/2010,,
19446,PA,8.05,49364.0,10/19/2010,,
17078,PA,10.08,58222.56,10/19/2010,,
17022,PA,20.16,109468.8,10/19/2010,,
18840,PA,9.2,60000.0,10/19/2010,,
18064,PA,3.68,28007.0,10/19/2010,,
18944,PA,10.12,73168.0,10/20/2010,,
18036,PA,7.56,52920.0,10/20/2010,,
17070,PA,14.72,83210.0,10/20/2010,,
19082,PA,13.16,95660.0,10/20/2010,,
19047,PA,7.59,56755.0,10/20/2010,,
18940,PA,28.2,198810.0,10/20/2010,,
18913,PA,9.45,77840.0,10/20/2010,,
18974,PA,3.36,17640.0,10/20/2010,,
17019,PA,19.8,123750.0,10/20/2010,,
17777,PA,5.28,31080.0,10/20/2010,,
18064,PA,3.36,27900.0,10/20/2010,,
15209,PA,4.6,27500.0,10/20/2010,,
17551,PA,8.28,46119.0,10/21/2010,,
17603,PA,10.56,68000.0,10/21/2010,,
17853,PA,10.12,61730.0,10/21/2010,,
17584,PA,5.76,32700.0,10/21/2010,,
17517,PA,2.87,19995.0,10/21/2010,,
18944,PA,3.69,26995.0,10/21/2010,,
18603,PA,2.05,14995.0,10/21/2010,,
17543,PA,5.33,36995.0,10/21/2010,,
17062,PA,10.08,57757.0,10/21/2010,,
19422,PA,6.11,47353.0,10/21/2010,,
18944,PA,9.88,60000.0,10/21/2010,,
19438,PA,9.84,71275.17,10/21/2010,,
18328,PA,6.15,43995.0,10/21/2010,,
18077,PA,1.05,7000.0,10/22/2010,,
17601,PA,4.86,22360.0,10/22/2010,,
17601,PA,5.04,29000.0,10/22/2010,,
18419,PA,12.71,71000.0,10/22/2010,,
18071,PA,5.16,34498.0,10/22/2010,,
17543,PA,3.69,26995.0,10/22/2010,,
18214,PA,6.15,43995.0,10/22/2010,,
17821,PA,6.15,43995.0,10/22/2010,,
18635,PA,8.61,61995.0,10/22/2010,,
19382,PA,4.83,35600.0,10/22/2010,,
19518,PA,5.52,36741.46,10/22/2010,,
18901,PA,9.84,57000.0,10/22/2010,,
18938,PA,8.695,65213.0,10/22/2010,,
19446,PA,9.84,58486.05,10/22/2010,,
19512,PA,12.6,91784.0,10/22/2010,,
18040,PA,7.83,49000.0,10/22/2010,,
19504,PA,10.32,60630.0,10/22/2010,,
16505,PA,8.385,61700.5,10/22/2010,,
16865,PA,5.33,36995.0,10/22/2010,,
15317,PA,6.12,37332.0,10/22/2010,,
18621,PA,9.856,69502.4,10/24/2010,,
19030,PA,4.375,31000.0,10/24/2010,,
19380,PA,10.08,55270.0,10/24/2010,,
17602,PA,7.095,57398.55,10/25/2010,,
18049,PA,6.75,35184.0,10/25/2010,,
17015,PA,11.52,69000.0,10/25/2010,,
18049,PA,9.24,46755.3,10/25/2010,,
17856,PA,3.22,19576.0,10/25/2010,,
18055,PA,6.11,39487.0,10/25/2010,,
17846,PA,10.12,64661.0,10/25/2010,,
17543,PA,11.648,66044.0,10/25/2010,,
19317,PA,12.39,91516.4,10/25/2010,,
19083,PA,6.3,44800.0,10/25/2010,,
19350,PA,13.86,76490.2,10/25/2010,,
19382,PA,10.0,71000.0,10/25/2010,,
19390,PA,4.41,26423.45,10/25/2010,,
19320,PA,10.8,52985.05,10/25/2010,,
18976,PA,12.825,64207.5,10/25/2010,,
19348,PA,8.74,47068.51,10/25/2010,,
19390,PA,6.75,35069.76,10/25/2010,,
19335,PA,10.12,60091.0,10/25/2010,,
19067,PA,10.29,60417.41,10/25/2010,,
18925,PA,9.2,56500.0,10/25/2010,,
18091,PA,7.74,58972.0,10/25/2010,,
17078,PA,5.04,31615.06,10/25/2010,,
17837,PA,4.6,29453.0,10/25/2010,,
19540,PA,7.095,42955.0,10/26/2010,,
18969,PA,8.385,59115.0,10/26/2010,,
18053,PA,7.36,51520.0,10/26/2010,,
17074,PA,9.66,46242.84,10/26/2010,,
17562,PA,9.4,56950.0,10/26/2010,,
19115,PA,2.76,21350.0,10/26/2010,,
19468,PA,6.58,34000.0,10/26/2010,,
19355,PA,7.26,39346.35,10/26/2010,,
19119,PA,3.6,27125.0,10/26/2010,,
19425,PA,8.6,53190.07,10/26/2010,,
17340,PA,24.675,148050.0,10/26/2010,,
17004,PA,10.26,57943.0,10/26/2010,,
18817,PA,10.08,58560.0,10/26/2010,,
18940,PA,9.9,69661.0,10/26/2010,,
17068,PA,10.08,55768.52,10/26/2010,,
18014,PA,4.6,34040.0,10/26/2010,,
18951,PA,4.995,29825.4,10/27/2010,,
17728,PA,10.32,74310.0,10/27/2010,,
18072,PA,5.52,32568.0,10/27/2010,,
19106,PA,43.05,236775.0,10/27/2010,,
19121,PA,2.76,20270.0,10/27/2010,,
19464,PA,4.14,28995.0,10/27/2010,,
18938,PA,12.21,68929.22,10/27/2010,,
19422,PA,10.36,58498.0,10/27/2010,,
18901,PA,2.99,23400.0,10/27/2010,,
19053,PA,5.52,35410.0,10/27/2010,,
19064,PA,8.82,53387.08,10/27/2010,,
17365,PA,10.12,55120.0,10/27/2010,,
18038,PA,5.04,32760.0,10/27/2010,,
17343,PA,15.96,94769.14,10/27/2010,,
18360,PA,4.62,31078.96,10/27/2010,,
17408,PA,6.29,40817.36,10/27/2010,,
17078,PA,9.99,56444.0,10/27/2010,,
19504,PA,5.74,40180.0,10/27/2010,,
18040,PA,10.8,60940.0,10/27/2010,,
19504,PA,6.97,48995.0,10/27/2010,,
19510,PA,8.1,46737.0,10/27/2010,,
15216,PA,2.7,22050.0,10/27/2010,,
18940,PA,7.955,46200.0,10/27/2010,,
17368,PA,15.12,73330.0,10/27/2010,,
18469,PA,10.08,79361.0,10/27/2010,,
17961,PA,8.505,60000.0,10/28/2010,,
18055,PA,10.66,78500.0,10/28/2010,,
17074,PA,8.46,49957.8,10/28/2010,,
17055,PA,3.44,27005.0,10/28/2010,,
17870,PA,8.46,54196.0,10/28/2010,,
19341,PA,2.8,15999.23,10/28/2010,,
19343,PA,3.36,20700.0,10/28/2010,,
19060,PA,5.33,29848.0,10/28/2010,,
18976,PA,8.064,45300.0,10/28/2010,,
19465,PA,6.88,42070.75,10/28/2010,,
18072,PA,11.28,81780.0,10/28/2010,,
17201,PA,4.14,33120.0,11/04/2009,,
19382,PA,44,290000,11/24/2008,,
19355,PA,100,700000,11/02/2007,,
17102,PA,42,281980,11/23/2009,,
18708,PA,10,67800,12/21/2009,,
