Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NH
03781,NH,80.96,458071.8846,12/23/2010,,
03833,NH,3.43,13139.58657,09/01/2013,,
03049,NH,4.8,25877.52903,10/07/2011,,
03602,NH,1.44,20246.56684,10/01/2010,,
03853,NH,4.94,17807.59759,09/01/2013,,
03858,NH,4.16,18481.27178,04/13/2013,,
03038,NH,7.7,33385.70554,10/19/2014,,
03570,NH,22.5,77122.41716,11/27/2012,,
03240,NH,4.845,16332.07348,10/01/2013,,
03823,NH,4.935,14384.05765,07/15/2011,,
03055,NH,9.945,35841.47525,10/30/2014,,
03593,NH,5.72,20010.64191,10/01/2013,,
03753,NH,6.48,34133.34715,11/30/2014,,
03861,NH,6,22193.36988,12/01/2014,,
03237,NH,5.04,13007.27202,10/01/2013,,
03570,NH,4.8,15940.62547,05/06/2009,,
03444,NH,2.115,15066.96234,06/01/2010,,
03042,NH,8.46,35973.88132,04/09/2012,,
03036,NH,7.15,28148.62944,12/21/2014,,
03825,NH,4.8,20817.71756,01/15/2013,,
03576,NH,8.67,22305.11834,11/01/2014,,
03458,NH,0.9,5888.847266,07/30/2012,,
03431,NH,4.68,54407.08162,05/29/2009,,
03579,NH,2.94,19742.00671,09/30/2014,,
03038,NH,4.8,22303.56546,12/12/2014,,
03588,NH,4.1,21868.02405,10/01/2010,,
03249,NH,4.86,15550.18392,02/04/2013,,
03456,NH,2.94,35600.9188,05/30/2011,,
03458,NH,2.07,13492.84331,09/30/2010,,
03851,NH,5.61,18697.19594,12/01/2013,,
03304,NH,4.928,11539.29597,12/10/2011,,
03431,NH,3.68,27048.98927,11/01/2010,,
03281,NH,7.42,34270.36753,06/01/2014,,
03264,NH,3.5,19543.84881,11/09/2012,,
03768,NH,4.95,19247.26623,08/18/2014,,
03755,NH,3.75,13438.29214,12/31/2013,,
03768,NH,8.8,40831.78274,10/06/2014,,
03253,NH,3.68,19808.18889,10/01/2010,,
03602,NH,4.59,15507.89405,08/01/2014,,
03262,NH,4.05,14279.73274,04/30/2014,,
03882,NH,2.025,25509.60208,09/27/2010,,
03782,NH,4.845,22906.88123,04/26/2013,,
03110,NH,9.5,41048.56993,09/24/2013,,
03886,NH,5.61,23396.81604,11/01/2014,,
03103,NH,8.84,31459.74039,11/28/2014,,
03221,NH,3.3,21935.41757,10/30/2014,,
03833,NH,4.32,16766.41349,11/01/2012,,
03229,NH,6,15204.88469,10/01/2013,,
03583,NH,0.7,5840.59683,07/10/2009,,
03082,NH,3.22,17052.116,04/01/2011,,
03230,NH,3.18,20835.3543,07/01/2013,,
03036,NH,4.9,17591.70688,05/31/2013,,
03874,NH,30.24,,10/25/2011,,
03840,NH,4.8,20342.65303,10/01/2012,,
03259,NH,4.935,21108.68569,08/01/2011,,
03245,NH,5.75,23084.65959,06/28/2013,,
03224,NH,4.77,11841.50285,11/10/2013,,
03768,NH,4.4,17575.84232,12/16/2014,,
03266,NH,9.54,25901.20522,11/15/2013,,
03431,NH,9.9,64217.15439,04/16/2012,,
03082,NH,2.07,13492.84331,09/01/2010,,
03809,NH,6.48,22744.20336,11/01/2014,,
03770,NH,2.52,19974.52132,12/01/2011,,
03227,NH,11.04,43486.44222,07/25/2011,,
03070,NH,4.5,37735.43625,09/30/2012,,
03782,NH,5.5,21383.02994,09/17/2014,,
03457,NH,4.8,21903.6818,12/12/2011,,
03305,NH,8.91,27772.62914,11/30/2014,,
03466,NH,6.5,22782.66451,04/20/2014,,
03824,NH,4,16024.77566,06/01/2013,,
03263,NH,4.8,29273.93938,01/04/2011,,
03261,NH,4.8,17279.18629,07/01/2013,,
03458,NH,2.53,16603.24173,09/30/2010,,
03258,NH,9,11027.24951,11/17/2014,,
03590,NH,4.7,20456.02467,12/01/2011,,
03870,NH,2.4,19219.36127,12/09/2010,,
03103,NH,5.1,19161.73116,12/31/2014,,
03216,NH,8.64,28045.62205,06/30/2014,,
