Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NM
88007,NM,10.34,41812.68969,11/29/2012,,
87002,NM,6.345,21252.37416,10/31/2013,,
87048,NM,11.28,41059.06666,12/23/2013,,
87015,NM,3.597,21822.9634,09/24/2014,,
87124,NM,9.156,45103.56554,12/03/2014,,
87107,NM,2.856,13758.52375,05/03/2013,,
87047,NM,9.945,41151.69688,09/27/2013,,
88011,NM,6.21,21085.15391,07/18/2014,,
87110,NM,8.64,27190.80638,07/28/2014,,
88011,NM,3.315,12905.15114,11/06/2012,,
88011,NM,8.32,32407.4373,06/04/2013,,
88005,NM,2.724,16753.75561,10/17/2013,,
88012,NM,5.2,19607.69083,06/24/2013,,
88011,NM,6.24,28430.79445,10/25/2012,,
87506,NM,5.232,30762.26579,07/08/2014,,
88005,NM,9.88,37523.15756,08/16/2013,,
88007,NM,7.194,36226.32146,07/15/2014,,
88220,NM,6.12,18075.31319,01/08/2014,,
88011,NM,4.06,13916.74369,12/20/2013,,
87047,NM,4.7,19067.69912,04/11/2012,,
88046,NM,6.96,42229.6396,01/29/2013,,
87120,NM,4.578,25930.51306,09/04/2013,,
88011,NM,2.4,9007.373691,10/30/2013,,
87112,NM,4.905,25715.32532,11/20/2014,,
87120,NM,3.76,13478.2484,10/07/2013,,
87106,NM,1.325,6134.458363,06/04/2014,,
87124,NM,7.848,49484.56473,04/10/2013,,
88419,NM,3.64,17611.60381,04/29/2014,,
87120,NM,5.22,20420.9133,03/18/2014,,
87112,NM,4.578,29353.89886,12/31/2012,,
87047,NM,5.232,30582.07432,09/09/2013,,
87111,NM,2.75,10003.19796,12/06/2014,,
88011,NM,3.12,8557.927884,12/31/2012,,
88038,NM,9.36,45368.32862,04/11/2014,,
87120,NM,5.886,30629.32772,04/08/2014,,
87107,NM,3,12615.32112,07/17/2014,,
88007,NM,3.924,18912.95848,11/08/2013,,
87047,NM,2.616,13988.46063,12/13/2013,,
87031,NM,7.848,39457.65529,07/04/2013,,
87507,NM,5.886,30451.04402,12/01/2013,,
87505,NM,3.27,23657.70167,07/31/2014,,
87122,NM,6.885,32166.03461,05/09/2013,,
87107,NM,5.67,31129.4795,02/04/2012,,
87105,NM,10.791,56880.72926,02/25/2014,,
87114,NM,5.67,16485.85784,07/16/2014,,
87120,NM,3.135,10848.594,10/25/2013,,
87122,NM,6.16,21851.66755,06/21/2014,,
88011,NM,9.99,34893.43354,05/15/2014,,
87540,NM,3.72,13329.16483,08/27/2014,,
88203,NM,10.464,58679.71573,04/01/2014,,
87114,NM,6.5,25180.09354,08/29/2013,,
87106,NM,4.75,21979.88889,11/17/2012,,
87120,NM,3.924,21366.93327,12/23/2014,,
87104,NM,7.44,56253.06109,07/12/2012,,
88005,NM,10.8,55131.08908,12/23/2012,,
88007,NM,5.2,19182.48253,10/10/2013,,
87016,NM,6.24,20197.8543,12/17/2012,,
88007,NM,7.56,24911.72716,09/04/2014,,
87111,NM,3.27,17342.0576,08/22/2014,,
87544,NM,3.64,16883.42576,02/12/2014,,
87505,NM,3.27,23611.89854,12/19/2014,,
87544,NM,7.194,37223.92226,08/29/2014,,
87544,NM,7.05,35675.63224,10/02/2012,,
87001,NM,3.924,48852.36423,12/04/2012,,
88011,NM,4.68,16787.44963,09/12/2013,,
87745,NM,7.755,37951.09429,08/08/2014,,
87544,NM,5,23617.83144,12/23/2013,,
88005,NM,5.4,17769.37875,06/27/2014,,
88007,NM,4.05,13730.51225,04/15/2014,,
87123,NM,4.77,17566.96804,09/20/2013,,
88011,NM,3.12,13365.41064,08/23/2013,,
87110,NM,5.559,28952.12526,09/26/2014,,
87107,NM,5.61,25808.78239,12/18/2012,,
88011,NM,6.12,23941.1875,01/30/2014,,
87124,NM,5.1,26700.10027,08/02/2013,,
88011,NM,2,8515.935724,03/04/2014,,
87059,NM,9.8,70641.11313,09/27/2012,,
87508,NM,9.81,64455.85552,12/12/2013,,
88005,NM,5.2,20496.18456,10/23/2013,,
88011,NM,11.07,37242.14213,04/07/2014,,
88001,NM,5.1,22364.3835,03/11/2013,,
88005,NM,4.5,16212.49849,12/26/2013,,
88012,NM,5.72,22668.45576,10/15/2013,,
87004,NM,73.32,414160.0198,03/15/2012,,
87123,NM,4.5,15537.67593,11/08/2013,,
87505,NM,5.83,20278.80987,12/23/2014,,
88047,NM,5.2,19181.65189,08/13/2013,,
87505,NM,3.924,21501.18571,07/26/2013,,
88011,NM,0.96,4903.98036,09/27/2011,,
87059,NM,2.55,11542.2952,11/30/2012,,
88005,NM,3.64,16769.77966,07/19/2013,,
87104,NM,3.924,20820.86058,11/19/2014,,
88012,NM,1.175,7174.984077,02/29/2012,,
88011,NM,6.5,24127.17018,12/31/2012,,
88011,NM,7.02,23233.02531,04/03/2014,,
87506,NM,4.2,13835.7766,08/07/2014,,
88011,NM,12.6,46638.36031,12/19/2013,,
87124,NM,6.96,44333.82928,02/28/2013,,
87507,NM,4.578,25077.92789,03/27/2014,,
88011,NM,1.92,10038.03843,03/06/2013,,
88007,NM,8.84,32308.86328,01/30/2014,,
87508,NM,2.88,9994.677537,10/25/2013,,
88011,NM,7.56,27295.44998,11/20/2014,,
87508,NM,6,26231.65386,09/09/2013,,
87123,NM,1.92,14490.73717,12/19/2012,,
88054,NM,5.2,20471.22575,08/23/2013,,
87107,NM,7.848,41971.10744,12/16/2014,,
88012,NM,6.867,41954.46814,12/21/2012,,
88005,NM,8,31406.2731,02/27/2013,,
88220,NM,5.22,37001.18073,12/13/2012,,
88061,NM,3.45,31486.77966,03/27/2012,,
88030,NM,0.96,3712.498865,08/06/2014,,
87571,NM,4.23,18437.44318,10/25/2013,,
88012,NM,9.36,36155.18848,10/04/2013,,
87501,NM,9.36,37878.99364,01/24/2013,,
87557,NM,2.4,8104.982148,06/04/2014,,
87059,NM,2,9693.138603,03/03/2014,,
87048,NM,5.72,25524.27768,12/06/2012,,
88046,NM,4.68,17334.34241,08/01/2013,,
88007,NM,5.886,29300.82646,10/18/2013,,
87048,NM,3.7,50161.25304,11/29/2012,,
88310,NM,9.81,54319.42912,11/13/2014,,
87031,NM,7.28,23515.23355,12/31/2013,,
87571,NM,4.9,16374.29166,05/06/2013,,
88012,NM,4.64,16626.40211,04/10/2014,,
87110,NM,3.19,18684.17666,09/15/2013,,
87048,NM,12.455,59587.02687,12/31/2013,,
88007,NM,5.76,36389.01967,11/21/2013,,
87514,NM,6.24,41569.17211,01/01/2014,,
87508,NM,4.8,16447.81116,07/18/2014,,
88021,NM,4.59,15632.30755,08/29/2014,,
88011,NM,3,9153.226534,03/05/2013,,
87111,NM,6.96,31236.92347,11/29/2012,,
87144,NM,7.194,38483.0126,03/21/2014,,
88058,NM,5.61,23212.30632,04/23/2013,,
88011,NM,9.1,37195.20875,04/23/2014,,
87107,NM,3.9,18334.34392,10/12/2013,,
88011,NM,6.21,21079.19204,07/31/2014,,
88001,NM,3.924,20072.61717,12/10/2013,,
88005,NM,4.32,12632.83849,02/22/2012,,
87114,NM,3.12,13364.46066,01/28/2013,,
87144,NM,2.35,10144.50723,09/10/2014,,
87560,NM,4.578,24725.95644,06/20/2014,,
87112,NM,7.02,23229.88952,12/13/2013,,
88011,NM,4.905,23201.54062,05/06/2013,,
87059,NM,6,20121.68139,11/27/2013,,
87505,NM,9.81,54153.71731,10/29/2013,,
88005,NM,4.42,18249.42579,09/25/2013,,
88011,NM,9.45,31074.06452,06/12/2014,,
88007,NM,7,24549.99518,07/10/2014,,
87122,NM,2.88,15154.69827,10/04/2012,,
88007,NM,4.4,15767.1641,07/01/2014,,
88011,NM,3.9,15084.84392,09/05/2013,,
88007,NM,6.5,24960.77292,06/12/2013,,
88011,NM,6.12,20884.73434,12/11/2014,,
87106,NM,3.12,15716.28867,07/16/2012,,
87106,NM,3.6,20952.1607,04/09/2013,,
87004,NM,7.28,36801.82348,07/23/2012,,
87107,NM,12.22,39533.96804,07/24/2014,,
87002,NM,7.194,35529.55677,05/03/2013,,
88007,NM,5.232,26515.62613,05/01/2014,,
88005,NM,10.34,37731.80741,06/06/2013,,
87114,NM,5.886,30286.00765,05/21/2014,,
88046,NM,5.886,34427.44702,11/07/2012,,
87106,NM,2.88,13351.7448,02/20/2013,,
88005,NM,10.53,35777.16459,10/31/2014,,
87508,NM,2.35,12511.31266,11/20/2012,,
88012,NM,5.1,22644.4834,12/21/2012,,
87506,NM,11.73,114141.1774,11/30/2012,,
87108,NM,2.943,19765.88419,03/15/2013,,
88011,NM,5.4,18603.71515,06/09/2014,,
87544,NM,5.232,28477.84226,08/01/2014,,
88011,NM,4.59,20031.26248,11/20/2012,,
88023,NM,3.185,14643.33636,12/10/2012,,
87047,NM,2.616,13413.1763,09/17/2013,,
88007,NM,6.72,31570.98069,05/16/2012,,
87529,NM,6,21840.52733,09/18/2014,,
87111,NM,6.54,33492.76421,11/06/2014,,
87123,NM,2.4,5662.791191,12/20/2012,,
87109,NM,3.76,12728.04013,06/04/2014,,
87113,NM,6.867,35798.68947,03/19/2014,,
87556,NM,3.64,16175.3455,08/23/2013,,
87106,NM,8.415,24712.59505,04/19/2013,,
87107,NM,2.115,24668.19417,07/12/2012,,
87508,NM,5.64,29305.32087,04/23/2012,,
87124,NM,4.928,26567.31414,01/18/2013,,
88011,NM,6.125,25177.73496,06/04/2013,,
88012,NM,1.68,7453.256905,01/24/2013,,
88047,NM,7.65,30107.40894,12/31/2012,,
88011,NM,6.375,26797.65611,12/12/2012,,
87047,NM,6.5,23161.90593,05/07/2013,,
88011,NM,7.02,24841.46215,09/27/2013,,
88007,NM,4.42,16354.71339,12/20/2013,,
87031,NM,4.935,16517.32786,06/25/2014,,
87509,NM,3.924,22226.89067,09/19/2013,,
87505,NM,3.27,16695.44514,10/28/2014,,
88007,NM,9.6,30581.83473,08/17/2012,,
88008,NM,3.924,21142.34653,09/18/2014,,
88011,NM,11.275,35737.44796,07/17/2014,,
87110,NM,2.88,9114.151953,12/21/2012,,
87505,NM,3.75,15175.78499,09/23/2014,,
87505,NM,3.64,17169.40249,06/24/2013,,
88005,NM,5.72,24622.29199,05/24/2013,,
87506,NM,4.578,25370.74622,07/09/2014,,
88011,NM,3.84,17590.65857,10/17/2012,,
87501,NM,3.597,21480.75619,10/06/2014,,
88011,NM,1.44,6031.286242,03/31/2014,,
87031,NM,3.924,23868.76713,03/12/2013,,
87114,NM,5,30351.36714,06/22/2013,,
87043,NM,2.3,15729.92576,04/04/2012,,
88337,NM,0.555,5971.331686,11/15/2012,,
87701,NM,3.055,15794.01679,12/27/2012,,
88001,NM,3.27,17165.47812,06/05/2014,,
87043,NM,10.4,41281.81882,09/25/2013,,
88005,NM,10.6,40215.25411,03/21/2014,,
87122,NM,13.16,39422.80298,12/04/2013,,
87701,NM,2.616,14272.68138,11/25/2013,,
88005,NM,18.72,78901.4798,04/22/2013,,
87501,NM,6.54,37352.30154,11/07/2014,,
88030,NM,6.21,22086.90159,05/30/2014,,
87144,NM,10.464,53999.75801,04/02/2014,,
87122,NM,11.118,55518.13445,06/20/2014,,
87122,NM,10.44,60946.87281,09/18/2012,,
87048,NM,5.67,22684.8615,05/14/2014,,
88011,NM,4.32,13352.98722,03/10/2014,,
88011,NM,3.75,13765.73659,02/12/2013,,
88001,NM,7.44,26847.97564,08/08/2014,,
87062,NM,2.82,11254.20475,06/26/2014,,
87120,NM,5.232,27682.13009,12/10/2013,,
88011,NM,6.867,32532.89139,08/28/2013,,
88001,NM,3,12501.89352,11/15/2014,,
88021,NM,12.22,73972.70034,06/15/2013,,
87114,NM,7.8,28438.93567,08/04/2014,,
88011,NM,5.232,29792.46691,01/18/2013,,
88005,NM,2.616,15172.7377,01/20/2014,,
87108,NM,4.05,22152.7418,11/05/2014,,
87043,NM,7.92,27741.00112,05/15/2014,,
88007,NM,17.68,61085.01662,04/26/2013,,
88001,NM,5.88,22358.28135,03/12/2013,,
87107,NM,6.75,26344.50917,04/17/2014,,
88030,NM,7.14,34581.63353,08/01/2013,,
87108,NM,3.12,19564.41478,11/14/2012,,
87113,NM,2.058,13441.41146,03/15/2013,,
87144,NM,7.75,27902.06931,09/24/2014,,
88201,NM,9.945,91417.8478,12/19/2012,,
87043,NM,7.75,31463.57718,08/22/2014,,
88011,NM,1.89,7439.441182,04/08/2014,,
87544,NM,2.616,15881.0914,01/31/2013,,
88007,NM,6.25,17855.13002,03/01/2012,,
88012,NM,5.61,24749.30752,03/11/2013,,
87059,NM,9.54,34337.82764,08/15/2014,,
87544,NM,2.16,26385.55076,04/25/2013,,
87122,NM,7.2,26982.9031,04/30/2014,,
88339,NM,7.35,43724.18008,10/27/2013,,
87507,NM,6.11,35016.33202,07/13/2012,,
87557,NM,4.23,24366.26934,09/25/2013,,
87506,NM,4.578,23837.12699,09/06/2013,,
88001,NM,1.8,1953.767901,11/01/2012,,
87144,NM,7.65,26338.34442,07/19/2013,,
88011,NM,3.64,13420.84489,10/23/2013,,
87120,NM,7.14,22584.56472,07/17/2014,,
87031,NM,9.435,29654.11515,08/21/2013,,
87509,NM,7.848,42591.02555,09/23/2013,,
87010,NM,9.81,49496.74633,06/11/2013,,
87110,NM,2.115,10432.7023,06/13/2012,,
88007,NM,5,17786.87734,01/30/2014,,
87701,NM,1,9931.0825,06/21/2013,,
87507,NM,7.848,42225.43041,09/18/2013,,
87507,NM,3.27,16696.90351,05/16/2014,,
87109,NM,4.32,13183.99233,06/06/2013,,
87505,NM,8.232,72602.16072,12/18/2012,,
87112,NM,6.625,36963.44062,11/14/2014,,
88011,NM,11.61,37654.49251,08/28/2014,,
88007,NM,2.943,15729.89978,02/06/2014,,
87111,NM,4,10101.03047,10/31/2014,,
87043,NM,6.867,36355.83917,11/20/2014,,
87107,NM,12,40638.18734,05/18/2014,,
87105,NM,6.72,29261.37352,01/15/2013,,
87701,NM,0.5,2165.258862,12/01/2012,,
87109,NM,11.772,60692.44296,12/13/2013,,
87114,NM,7.848,41291.19579,10/18/2013,,
87105,NM,5,16100.39231,11/15/2013,,
87111,NM,7.92,30447.72619,09/13/2013,,
87031,NM,5.232,36071.31279,07/31/2014,,
88001,NM,7.75,24146.72382,04/22/2013,,
87571,NM,4.8,25954.48235,03/25/2013,,
88011,NM,5.94,20185.58026,09/03/2014,,
88007,NM,0.96,3961.360799,11/20/2013,,
87742,NM,16.92,72375.25113,10/09/2013,,
87144,NM,1.54,7487.963047,10/09/2012,,
87505,NM,5.232,33078.70984,05/16/2013,,
87068,NM,7.35,36093.44235,12/21/2012,,
88011,NM,4.505,16590.15388,02/28/2014,,
88011,NM,2.4,8458.411097,05/12/2014,,
87048,NM,6.776,36444.65765,12/28/2012,,
88011,NM,8.64,28477.75269,08/07/2014,,
88005,NM,2.616,8112.767517,11/12/2014,,
87114,NM,3.5,15088.12415,12/03/2014,,
88081,NM,3.36,27036.17189,02/23/2012,,
87501,NM,6.72,35946.80991,11/22/2013,,
87123,NM,6,23776.29947,12/31/2013,,
87122,NM,9,43034.34247,11/21/2014,,
88005,NM,5,18567.03684,11/08/2012,,
88011,NM,18.87,76918.24339,12/21/2012,,
87506,NM,7.5,68899.86856,07/29/2013,,
87144,NM,8.085,20789.70203,12/12/2012,,
87123,NM,6.975,52544.08948,06/01/2012,,
88004,NM,3.9,16469.85199,06/21/2013,,
87002,NM,3.924,17927.04411,02/04/2014,,
87124,NM,2.82,9369.876738,07/11/2014,,
88001,NM,4.9,25351.38027,12/04/2013,,
87004,NM,8.502,44662.59211,07/15/2013,,
87113,NM,6.213,31148.79044,04/24/2014,,
88011,NM,7.05,28803.68036,11/29/2012,,
87701,NM,4.23,24208.02327,12/09/2013,,
87114,NM,11.772,57792.42354,01/28/2014,,
88012,NM,1.5,5721.102223,12/24/2013,,
88007,NM,8.25,25178.80608,04/01/2013,,
87114,NM,2.07,11874.21216,09/01/2012,,
88012,NM,8.16,29901.19381,12/31/2012,,
87830,NM,9.8,83789.76184,05/29/2012,,
87122,NM,3.924,18943.94949,03/12/2014,,
87508,NM,4,12937.2622,07/17/2014,,
88005,NM,6.867,33986.44419,11/12/2013,,
87556,NM,7.7,34679.84996,12/08/2014,,
87112,NM,6.867,35913.3758,11/21/2014,,
88007,NM,7.68,25730.73681,03/15/2013,,
88310,NM,6.48,23040.71183,05/16/2014,,
87501,NM,8.502,102209.9035,07/24/2013,,
87122,NM,4.32,16151.07674,04/03/2014,,
87105,NM,2.464,14468.87836,12/17/2012,,
88011,NM,5.355,21719.27328,02/19/2013,,
87108,NM,7.8,24542.40244,06/13/2014,,
87031,NM,6.4,32501.08529,07/16/2013,,
87508,NM,6.48,60654.09067,01/22/2013,,
87121,NM,9.81,58892.0137,06/26/2013,,
87144,NM,5.886,27921.11789,07/11/2013,,
87113,NM,4.23,13998.77419,06/25/2014,,
88005,NM,10.4,38268.1865,09/20/2013,,
87574,NM,7.194,43357.93723,06/26/2013,,
88310,NM,7.848,45107.96127,12/11/2014,,
88005,NM,8.96,28664.87059,08/06/2014,,
87123,NM,4.68,23897.66633,11/22/2012,,
87031,NM,2.52,13037.57871,04/11/2013,,
87111,NM,4.578,24436.31431,11/13/2013,,
88011,NM,1.44,7545.663017,02/27/2013,,
87120,NM,4.5,15398.8261,12/20/2013,,
88011,NM,4.24,14974.35182,06/19/2014,,
87506,NM,5,30521.27187,10/08/2013,,
87015,NM,5.355,48308.06731,04/15/2013,,
88004,NM,5.76,25792.60089,08/29/2012,,
87144,NM,11.4,35462.26873,08/22/2013,,
88005,NM,8.64,33568.55461,12/23/2012,,
87501,NM,6.54,110645.9459,10/01/2013,,
87114,NM,10.44,66952.56902,08/08/2013,,
87031,NM,5.76,22386.42689,04/10/2014,,
87110,NM,3.696,20487.92379,01/03/2013,,
87124,NM,5.17,17178.73666,07/30/2014,,
88012,NM,5.5,26505.8617,12/11/2012,,
88011,NM,1.3,5575.124387,10/22/2013,,
88007,NM,7.05,16365.52088,11/01/2012,,
87043,NM,5.28,25327.58969,12/28/2012,,
88044,NM,3.29,20358.15296,06/26/2012,,
87120,NM,2.75,12585.68648,03/05/2013,,
88011,NM,11.44,34511.09629,01/31/2014,,
88011,NM,3.9,13915.76463,01/30/2014,,
87508,NM,4.7,34993.02448,05/08/2012,,
87004,NM,3.924,19761.14554,09/18/2013,,
87113,NM,8.502,42599.16337,07/15/2013,,
87508,NM,6.54,42744.27209,12/28/2012,,
87109,NM,6.5,29365.70063,10/16/2013,,
88011,NM,5.98,22831.70618,06/05/2013,,
88007,NM,5.4,19213.43166,10/22/2014,,
87509,NM,9.81,53372.24034,09/23/2013,,
87110,NM,5.46,72319.09502,09/20/2012,,
87120,NM,9.24,49175.047,01/11/2013,,
88001,NM,7.54,27831.52927,01/21/2014,,
87110,NM,2.115,17398.97707,12/24/2013,,
87510,NM,3.36,17314.4968,11/19/2012,,
87544,NM,7.848,48895.82682,11/05/2014,,
88011,NM,6.24,26598.74593,09/20/2012,,
87144,NM,5.232,32906.49599,12/18/2013,,
87004,NM,33.605,208941.2646,03/15/2012,,
87532,NM,5.25,18321.05899,10/10/2014,,
87124,NM,4.35,26674.07335,11/01/2012,,
87106,NM,5.17,19201.95007,11/13/2014,,
87108,NM,2.82,14010.68259,07/18/2012,,
88007,NM,6.867,40067.59971,12/21/2012,,
87701,NM,8.46,37866.25633,04/08/2014,,
87031,NM,7.14,22009.60245,09/15/2014,,
87112,NM,4,14662.62796,07/23/2014,,
88011,NM,3.64,13451.08096,02/04/2014,,
87108,NM,3.68,19717.3496,03/07/2012,,
87123,NM,8,57752.16318,12/03/2014,,
88011,NM,7.56,25677.74588,05/16/2014,,
87508,NM,7.14,29325.46233,09/26/2013,,
88001,NM,5.46,22116.94806,06/14/2013,,
87505,NM,2.943,19899.17299,11/20/2014,,
87114,NM,4.578,24810.92718,06/07/2013,,
88201,NM,10.464,37835.84156,03/18/2014,,
88011,NM,3.78,13365.00971,03/04/2014,,
87124,NM,7.848,39784.82116,12/20/2013,,
88011,NM,3.825,15369.12976,01/11/2013,,
88337,NM,6,19135.92981,07/24/2014,,
87571,NM,3.6,35167.82222,11/20/2012,,
88044,NM,1.84,9162.752493,04/15/2013,,
87043,NM,3.3,14181.24746,10/31/2014,,
88001,NM,4.578,23398.96427,06/17/2014,,
87124,NM,5.25,15977.32334,04/17/2014,,
88030,NM,3.64,14459.98265,11/08/2013,,
87112,NM,11.118,53589.53266,12/02/2014,,
87111,NM,8.5,35358.89606,10/07/2014,,
87501,NM,2.94,20990.50266,09/28/2012,,
87002,NM,11.97,48294.41092,09/04/2013,,
87144,NM,6.4,23562.52676,07/10/2013,,
87002,NM,7.755,66106.87798,10/03/2012,,
87107,NM,3.924,16502.46165,07/09/2014,,
87122,NM,2.943,16117.26873,02/14/2014,,
88005,NM,3.5,10818.14912,10/02/2014,,
88011,NM,4.08,16743.26124,10/26/2012,,
87031,NM,3.924,19199.72109,06/10/2013,,
87508,NM,7.194,40976.67895,03/06/2014,,
87508,NM,4,13430.82949,06/10/2014,,
87059,NM,3.792,28381.65056,07/28/2014,,
88011,NM,5.28,14917.11476,08/12/2012,,
87144,NM,8.12,34643.5494,12/15/2013,,
88005,NM,5.865,22587.71099,05/16/2013,,
88011,NM,3.27,17011.5053,11/15/2013,,
88011,NM,3.9,16248.95344,10/04/2013,,
88007,NM,2.4,8258.373775,01/20/2014,,
87122,NM,13.734,65305.32473,03/26/2014,,
87315,NM,2.88,45027.03355,12/13/2014,,
87801,NM,3.675,28424.27266,08/09/2013,,
87508,NM,4.251,24685.32128,10/06/2014,,
88001,NM,3.5,12586.56051,06/24/2014,,
88047,NM,5,16290.99525,12/31/2012,,
87544,NM,2.475,12776.29605,08/14/2013,,
87571,NM,9,40670.83657,03/28/2013,,
87043,NM,2.289,14086.35956,03/05/2014,,
88001,NM,3.64,15030.69583,05/06/2013,,
87701,NM,26.32,424445.9281,06/08/2012,,
87124,NM,7.92,42115.52216,12/19/2012,,
88011,NM,5.886,34049.75046,10/14/2014,,
88011,NM,7.28,26962.31519,10/17/2013,,
87110,NM,5.67,18121.64071,03/10/2014,,
88310,NM,2.616,13931.50063,05/30/2014,,
88061,NM,6.48,27560.0787,08/20/2014,,
88011,NM,5.4,19588.40505,11/12/2014,,
88005,NM,8.16,27486.43489,03/04/2014,,
88007,NM,2,10024.77229,11/01/2014,,
87083,NM,1.92,10720.35352,01/22/2013,,
88007,NM,4.86,20485.93833,06/12/2014,,
87110,NM,2,9590.787952,08/14/2014,,
88001,NM,5.886,31368.94155,12/18/2014,,
87501,NM,8.64,94267.44376,08/07/2013,,
87120,NM,1.44,10937.005,02/26/2012,,
88007,NM,4.845,19557.54279,02/27/2013,,
87031,NM,4.32,23574.74408,04/05/2013,,
88011,NM,8.1,26257.07786,07/23/2014,,
88033,NM,6,21199.67058,03/06/2014,,
88005,NM,4.42,18296.54458,10/23/2013,,
87114,NM,6.54,34096.24302,07/10/2013,,
87109,NM,9.555,39506.69455,12/21/2012,,
87111,NM,10.8,76906.07075,12/23/2014,,
88007,NM,8.4,31238.45598,03/11/2014,,
88005,NM,6.867,33654.76735,07/07/2014,,
88310,NM,4.578,24991.38018,10/09/2014,,
87506,NM,6.12,26780.9716,10/04/2013,,
88007,NM,3.78,13633.42207,09/29/2014,,
88007,NM,3.27,14893.54379,07/26/2013,,
87594,NM,2.616,17429.10301,05/15/2013,,
88011,NM,5.886,30790.40098,06/07/2013,,
88011,NM,2.88,12174.68433,10/10/2012,,
87124,NM,3.924,21365.4985,10/30/2013,,
87111,NM,5.22,30917.8344,12/21/2012,,
88047,NM,2.943,16884.45399,01/23/2013,,
88027,NM,3.84,24542.43736,06/18/2012,,
87557,NM,4.16,19427.788,10/10/2013,,
87508,NM,5.886,33550.25576,06/17/2014,,
87110,NM,27,75904.0088,01/30/2014,,
88005,NM,11.44,40324.85762,07/19/2013,,
87110,NM,4.905,23226.79687,05/29/2014,,
88001,NM,2.6,9827.391618,09/19/2013,,
88011,NM,6.48,29401.84454,09/11/2012,,
87402,NM,5.1,8201.540454,11/12/2013,,
87111,NM,3.597,19769.85342,11/12/2014,,
88012,NM,4.77,17089.12445,02/11/2014,,
87104,NM,4.905,25410.18713,10/15/2014,,
87109,NM,4.08,15320.25592,04/29/2014,,
88012,NM,2.55,11126.25536,03/07/2013,,
87122,NM,4.335,17572.07103,07/16/2013,,
88007,NM,0.96,4552.477669,09/07/2012,,
87047,NM,4.35,26437.97793,10/30/2012,,
87544,NM,3.5,18487.93687,12/05/2013,,
87571,NM,2.115,22395.04826,09/30/2013,,
87111,NM,5.886,30214.66367,11/07/2014,,
88318,NM,4.32,48986.11982,12/04/2014,,
87048,NM,7.848,40673.5029,01/28/2014,,
87120,NM,5,20357.04697,12/30/2013,,
87507,NM,6.867,40929.26885,10/08/2013,,
87120,NM,11.28,35030.8606,08/13/2014,,
87107,NM,8.16,38929.5979,06/15/2012,,
87124,NM,2.616,14036.8825,10/10/2014,,
87124,NM,43.5,117595.9958,05/13/2014,,
87710,NM,5.886,29340.95551,07/29/2014,,
88065,NM,3.924,20282.29411,02/25/2014,,
87832,NM,5.1,21562.62959,06/05/2014,,
87122,NM,7.68,30116.79378,07/25/2014,,
88011,NM,6.867,30551.43612,03/26/2013,,
87047,NM,3.597,18368.86542,07/28/2014,,
88001,NM,3.6,10814.92639,07/24/2012,,
88312,NM,6.195,34243.37459,04/01/2013,,
87002,NM,6.05,27633.9566,12/19/2014,,
88012,NM,3.64,13607.91191,05/03/2013,,
88011,NM,6.12,25063.83743,02/27/2013,,
87505,NM,4.905,32898.29521,11/11/2014,,
88011,NM,10.14,40327.01907,08/29/2013,,
87122,NM,8.82,42239.81511,05/22/2012,,
87107,NM,4.251,20673.66402,06/18/2014,,
87501,NM,3.924,25917.06046,10/08/2013,,
87120,NM,7.5,23067.26058,04/30/2014,,
88011,NM,9.156,44021.52015,04/11/2014,,
87942,NM,5,21171.28609,06/30/2014,,
88011,NM,8.175,37749.67424,01/28/2014,,
87107,NM,2.289,13179.25786,12/17/2013,,
87047,NM,6.24,20581.74336,07/09/2012,,
87124,NM,5.232,27645.67519,08/21/2014,,
87505,NM,3.924,26101.4996,11/19/2014,,
87701,NM,23.608,91828.21966,03/26/2013,,
87002,NM,9.156,46187.01159,07/30/2013,,
87508,NM,9.156,49626.88958,09/22/2014,,
87107,NM,4.16,7541.838404,01/14/2014,,
87109,NM,6.25,19768.81329,10/15/2013,,
87571,NM,4,20639.96268,07/25/2013,,
87112,NM,6,34618.84522,03/27/2013,,
87111,NM,2.88,10443.2418,02/28/2014,,
87505,NM,3.924,23475.64376,06/17/2014,,
87107,NM,7.04,34883.07472,09/26/2013,,
87104,NM,7.848,42081.34542,06/06/2014,,
88012,NM,3.27,15152.64874,05/09/2013,,
87106,NM,3.597,22271.03411,11/20/2014,,
88007,NM,3.44,25899.15758,11/27/2012,,
87111,NM,7.5,25305.60936,08/21/2013,,
87501,NM,3.924,37431.8801,04/11/2013,,
87108,NM,4.905,24093.57919,10/30/2013,,
87124,NM,3.68,19132.63051,03/29/2012,,
88081,NM,4.68,17691.53344,12/10/2013,,
88011,NM,0.72,3555.474067,08/10/2012,,
87501,NM,2.616,25748.49506,12/20/2013,,
87112,NM,3.995,19348.05055,09/12/2012,,
87004,NM,3.76,13676.53433,07/03/2014,,
88007,NM,5.559,26633.25605,07/26/2013,,
87501,NM,4.905,26147.23037,07/17/2014,,
88011,NM,6.76,25634.00223,07/19/2013,,
87105,NM,8.085,31234.80517,04/26/2013,,
87104,NM,3.375,21986.3869,02/15/2012,,
87112,NM,3.924,21207.61059,05/13/2013,,
88011,NM,10.32,31421.50456,05/13/2014,,
87505,NM,2.82,11489.369,12/31/2013,,
88011,NM,8.06,29484.07158,08/21/2013,,
88011,NM,5.886,40059.49751,05/06/2013,,
