Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=MD
21842,MD,4.62,29840.0,07/13/2009,,
21901,MD,4.62,29320.0,09/15/2010,,
21093,MD,4.6,32384.0,07/07/2010,,
21286,MD,4.6,30544.0,03/25/2010,,
21797,MD,4.6,27600.0,03/23/2011,,
21061,MD,4.6,33350.0,09/27/2010,,
20772,MD,4.6,36708.0,06/20/2011,,
21075,MD,4.6,29900.0,11/12/2010,,
20707,MD,4.6,29555.0,10/20/2010,,
20854,MD,4.6,28430.0,03/01/2010,,
21774,MD,4.6,30599.0,06/03/2010,,
21042,MD,4.6,35279.02,01/15/2010,,
20872,MD,4.6,35573.02,11/16/2009,,
20769,MD,4.6,34149.05,09/23/2009,,
21035,MD,4.6,37122.0,11/23/2009,,
21797,MD,4.6,25475.0,04/17/2010,,
21158,MD,4.6,27140.0,09/13/2010,,
21045,MD,4.6,35700.0,10/20/2009,,
20815,MD,4.6,46035.0,06/10/2009,,
20878,MD,4.6,43850.0,01/01/2009,,
20816,MD,4.6,39601.4,01/01/2009,,
20816,MD,4.6,41900.0,06/01/2008,,
20874,MD,4.6,40429.4,01/01/2008,,
20874,MD,4.6,41580.0,07/01/2007,,
21047,MD,4.6,27600.0,02/06/2010,,
21638,MD,4.6,34253.0,10/27/2009,,
21075,MD,4.56,29640.0,08/11/2011,,
21114,MD,4.56,24300.0,06/09/2011,,
20740,MD,4.56,31600.0,10/19/2009,,
21157,MD,4.56,29960.0,10/16/2009,,
21771,MD,4.56,37330.0,10/15/2009,,
21622,MD,4.56,29960.0,09/15/2009,,
21045,MD,4.56,35250.0,08/31/2009,,
20814,MD,4.56,40863.0,05/03/2009,,
20814,MD,4.56,40863.0,05/03/2009,,
21801,MD,4.56,39780.0,04/18/2009,,
21210,MD,4.56,48553.0,02/24/2009,,
21209,MD,4.56,39257.04,01/01/2009,,
21209,MD,4.56,39050.0,12/01/2008,,
21045,MD,4.56,46630.0,09/01/2008,,
21042,MD,4.56,38300.0,06/01/2008,,
21154,MD,4.56,46740.0,01/01/2008,,
21044,MD,4.56,40077.84,01/01/2008,,
21042,MD,4.56,40077.84,01/01/2008,,
21037,MD,4.56,40250.0,07/14/2006,,
20854,MD,4.55,32350.0,09/11/2009,,
21108,MD,4.55,33670.0,09/09/2009,,
21770,MD,4.55,32000.0,06/20/2011,,
20874,MD,4.55,32988.0,05/01/2010,,
20882,MD,4.5,38160.0,10/25/2009,,
21036,MD,4.5,36893.5,10/05/2009,,
20854,MD,4.5,36950.0,07/17/2009,,
21236,MD,4.5,40500.0,07/14/2009,,
21029,MD,4.5,40500.0,05/13/2009,,
21085,MD,4.5,31525.0,06/30/2010,,
21122,MD,4.5,18530.31,01/06/2010,,
21703,MD,4.5,27281.24,09/30/2010,,
21212,MD,4.5,35500.0,03/16/2010,,
21666,MD,4.5,35120.0,08/04/2009,,
20855,MD,4.5,41250,05/21/2009,,
21029,MD,4.5,40500.0,05/13/2009,,
20736,MD,4.48,32400.0,12/15/2009,,
20850,MD,4.44,28194.0,05/05/2011,,
20852,MD,4.44,27945.0,10/27/2010,,
21044,MD,4.44,29526.0,02/04/2011,,
20912,MD,4.44,33980.0,09/16/2010,,
20772,MD,4.44,30000.0,07/28/2011,,
21740,MD,4.4,20026.31,04/15/2010,,
21403,MD,4.4,32650.0,09/23/2010,,
21601,MD,4.4,30425.0,10/15/2008,,
20910,MD,4.38,34200.0,08/20/2009,,
20743,MD,4.37,30326.0,07/22/2010,,
21114,MD,4.32,27300.0,09/24/2010,,
21122,MD,4.32,45389.0,08/07/2009,,
21536,MD,4.32,25938.0,07/08/2011,,
21161,MD,4.32,34500.0,07/13/2009,,
21710,MD,4.32,29178.87,02/04/2010,,
21222,MD,4.32,29500.0,05/07/2009,,
20854,MD,4.32,24761.0,03/08/2009,,
21613,MD,4.32,34950.0,01/14/2009,,
21613,MD,4.32,37190.88,01/01/2009,,
21797,MD,4.32,37190.88,01/01/2009,,
20854,MD,4.32,37190.88,01/01/2009,,
21042,MD,4.32,37190.88,01/01/2009,,
21797,MD,4.32,35680.0,07/01/2008,,
21122,MD,4.32,19937.0,04/05/2010,,
21222,MD,4.32,29500.0,05/07/2009,,
21797,MD,4.31,38952.45,07/12/2009,,
20833,MD,4.3,34750.0,03/31/2011,,
21710,MD,4.3,24132.75,07/09/2009,,
21075,MD,4.3,25847.0,11/20/2009,,
20850,MD,4.275,24400.0,09/28/2010,,
21104,MD,4.255,29050.0,03/29/2011,,
20723,MD,4.255,28333.0,11/15/2010,,
20817,MD,4.25,29785.0,02/04/2010,,
21207,MD,4.23,22481.0,08/13/2010,,
21074,MD,4.23,27945.0,07/03/2010,,
21043,MD,4.23,35965.0,02/14/2011,,
20711,MD,4.2,31600.0,12/11/2009,,
21757,MD,4.2,31080.0,11/10/2009,,
20874,MD,4.2,28644.0,10/25/2009,,
20855,MD,4.2,56850.0,10/06/2009,,
21755,MD,4.2,36060.0,08/12/2009,,
20842,MD,4.2,33558.0,07/28/2009,,
21710,MD,4.2,34050.0,07/20/2009,,
20850,MD,4.2,35280.0,06/15/2009,,
20853,MD,4.2,35136.5,05/07/2009,,
21703,MD,4.2,19956.0,09/28/2009,,
21403,MD,4.2,33516.0,06/24/2011,,
21234,MD,4.2,26964.0,07/14/2009,,
21713,MD,4.2,21000.0,08/18/2011,,
21087,MD,4.2,33109.0,07/06/2009,,
21663,MD,4.2,27930.0,12/18/2009,,
21601,MD,4.2,31500.0,07/09/2009,,
21821,MD,4.2,38850.0,03/06/2009,,
21703,MD,4.2,17000.0,03/31/2010,,
21154,MD,4.2,34860.0,08/03/2009,,
21617,MD,4.2,22000.0,08/07/2009,,
21666,MD,4.2,32200.0,06/23/2009,,
21075,MD,4.2,33600.0,07/31/2009,,
21666,MD,4.2,32200.0,06/23/2009,,
20850,MD,4.2,35280.0,06/15/2009,,
20853,MD,4.2,35136.5,05/07/2009,,
21075,MD,4.2,29400.0,04/28/2009,,
21822,MD,4.2,38850.0,03/06/2009,,
21771,MD,4.2,36157.8,01/01/2009,,
21075,MD,4.2,36157.8,01/01/2009,,
21156,MD,4.2,31830.0,01/01/2009,,
21771,MD,4.2,37800.0,07/01/2008,,
20877,MD,4.2,36913.8,01/01/2008,,
20877,MD,4.2,36466.0,09/01/2007,,
21401,MD,4.2,28000.0,12/31/2010,,
21784,MD,4.2,28000.0,12/07/2010,,
20815,MD,4.18,31986.0,11/24/2011,,
21045,MD,4.18,26125.0,07/29/2011,,
21104,MD,4.18,34900.0,08/24/2009,,
20723,MD,4.18,29260.0,04/28/2009,,
21043,MD,4.18,34480.0,03/02/2009,,
21228,MD,4.18,35985.62,01/01/2009,,
20723,MD,4.18,35985.62,01/01/2009,,
21228,MD,4.18,33500.0,09/01/2008,,
21037,MD,4.16,33390.0,04/22/2009,,
21037,MD,4.16,33390.0,04/22/2009,,
20708,MD,4.14,33900.0,03/01/2010,,
21228,MD,4.14,28649.0,08/05/2010,,
20705,MD,4.14,38760.0,03/03/2009,,
20842,MD,4.14,37760.0,02/16/2009,,
20876,MD,4.14,37260.0,01/01/2009,,
21146,MD,4.14,26175.0,03/07/2011,,
21146,MD,4.14,26965.0,12/22/2010,,
21214,MD,4.14,28430.0,12/30/2009,,
21756,MD,4.14,31050.0,11/23/2008,,
20854,MD,4.14,33050.0,12/15/2010,,
21042,MD,4.14,26305.0,01/25/2010,,
20639,MD,4.14,27600.0,01/19/2010,,
21401,MD,4.14,26500.0,12/30/2009,,
21784,MD,4.14,24395.0,12/18/2009,,
20815,MD,4.14,28195.0,03/28/2011,,
21117,MD,4.14,33900.0,07/29/2009,,
20646,MD,4.14,31050.0,10/26/2009,,
21108,MD,4.14,37260.0,06/22/2009,,
20705,MD,4.14,38760.0,03/03/2009,,
21217,MD,4.14,38010.0,02/01/2009,,
20878,MD,4.14,35641.26,01/01/2009,,
20815,MD,4.14,35641.26,01/01/2009,,
20876,MD,4.14,37260.0,01/01/2009,,
21227,MD,4.14,35641.26,01/01/2009,,
20855,MD,4.14,35641.26,01/01/2009,,
20878,MD,4.14,53065.0,09/01/2008,,
20855,MD,4.14,37228.5,08/01/2008,,
21227,MD,4.14,35000.0,07/01/2008,,
20815,MD,4.14,36328.5,07/01/2008,,
21075,MD,4.14,28989.0,06/11/2010,,
21911,MD,4.1,24600.0,08/01/2010,,
21802,MD,4.1,39000.0,11/10/2009,,
20855,MD,4.1,21290.0,03/31/2009,,
20855,MD,4.1,35296.9,01/01/2009,,
20854,MD,4.1,35000.0,01/19/2007,,
21050,MD,4.08,34000.0,09/28/2009,,
21032,MD,4.08,34321.0,12/07/2010,,
20912,MD,4.08,31000.0,10/19/2010,,
21236,MD,4.08,35000.0,01/01/2008,,
21146,MD,4.08,39700.0,11/28/2006,,
20744,MD,4.07,14830.0,01/25/2012,,
21401,MD,4.07,25234.0,05/26/2011,,
20850,MD,4.07,22385.0,12/14/2010,,
20833,MD,4.07,23403.0,12/03/2010,,
21409,MD,4.07,26246.0,09/22/2010,,
20906,MD,4.07,20554.0,07/21/2011,,
21078,MD,4.07,21000.0,07/09/2011,,
20715,MD,4.07,21340.0,06/29/2011,,
21678,MD,4.07,21564.0,06/25/2011,,
21014,MD,4.07,22785.0,07/12/2011,,
21157,MD,4.07,23403.0,02/09/2011,,
21078,MD,4.07,24103.0,01/17/2011,,
21911,MD,4.07,24013.0,09/02/2010,,
20902,MD,4.07,26658.0,03/07/2011,,
21078,MD,4.07,26658.0,10/08/2010,,
21043,MD,4.07,24305.0,03/05/2009,,
21403,MD,4.05,34830.0,12/08/2009,,
21788,MD,4.05,36198.0,11/03/2009,,
20854,MD,4.05,34747.5,10/20/2009,,
20854,MD,4.05,33747.5,10/09/2009,,
20854,MD,4.05,34247.5,10/08/2009,,
20878,MD,4.05,36247.5,09/29/2009,,
20723,MD,4.05,34747.5,09/18/2009,,
21084,MD,4.05,36450.0,09/11/2009,,
21042,MD,4.05,37260.0,09/02/2009,,
21043,MD,4.05,36247.5,08/25/2009,,
21613,MD,4.05,37980.0,08/21/2009,,
21210,MD,4.05,37200.0,08/05/2009,,
20854,MD,4.05,38150.0,05/27/2009,,
20852,MD,4.05,36450.0,05/14/2009,,
21029,MD,4.05,36450.0,05/04/2009,,
21029,MD,4.05,36450.0,03/06/2009,,
20841,MD,4.05,36450.0,02/26/2009,,
20781,MD,4.05,31995.0,09/10/2009,,
21403,MD,4.05,33200.0,06/30/2009,,
20878,MD,4.05,36450.0,06/26/2009,,
20854,MD,4.05,38150.0,05/27/2009,,
20852,MD,4.05,36450.0,05/14/2009,,
21029,MD,4.05,36450.0,05/04/2009,,
21093,MD,4.05,36450.0,03/22/2009,,
21029,MD,4.05,36450.0,03/06/2009,,
21788,MD,4.05,38950.0,02/28/2009,,
20906,MD,4.05,36450.0,02/28/2009,,
20880,MD,4.05,37260.0,02/01/2009,,
20714,MD,4.05,36450.0,02/01/2009,,
20854,MD,4.05,34866.45,01/01/2009,,
20745,MD,4.05,39988.0,01/01/2009,,
21788,MD,4.05,34866.45,01/01/2009,,
20879,MD,4.05,34866.45,01/01/2009,,
21146,MD,4.05,33600.0,01/01/2009,,
20879,MD,4.05,39488.0,09/01/2008,,
20854,MD,4.05,47213.0,06/01/2008,,
21161,MD,4.05,36450.0,11/02/2009,,
21029,MD,4.03,31235.0,11/16/2009,,
21779,MD,4.03,38764.0,09/25/2009,,
20855,MD,4.03,28000.0,11/08/2009,,
20850,MD,4.03,28000.0,10/28/2009,,
20880,MD,4.03,28000.0,10/12/2009,,
21155,MD,4.03,16550.0,07/23/2008,,
21042,MD,4.02,29181.0,11/30/2009,,
21120,MD,4.0,45000.0,10/19/2009,,
21047,MD,4.0,26600.0,09/16/2011,,
21061,MD,4.0,34742.0,06/30/2011,,
20854,MD,4.0,44470.0,01/11/2010,,
21220,MD,4.0,29758.0,05/08/2009,,
21131,MD,4.0,29399.0,06/30/2009,,
21813,MD,4.0,36000.0,10/09/2009,,
21146,MD,4.0,31297.0,08/25/2010,,
21048,MD,4.0,28000.0,05/10/2010,,
21853,MD,4.0,36000.0,06/15/2009,,
21620,MD,4.0,36000.0,02/19/2009,,
21620,MD,4.0,36000.0,02/19/2009,,
20910,MD,4.0,30600.0,12/29/2009,,
21131,MD,4.0,29399.0,06/30/2009,,
21853,MD,4.0,36000.0,06/15/2009,,
21220,MD,4.0,29758.0,05/08/2009,,
21620,MD,4.0,36000.0,02/19/2009,,
20764,MD,4.0,25321.0,06/01/2007,,
20910,MD,4.0,27128.0,08/21/2009,,
20817,MD,3.995,21374.0,08/04/2011,,
21797,MD,3.99,34430.0,04/01/2008,,
20705,MD,3.988,30038.0,06/15/2011,,
21756,MD,3.96,24000.0,11/01/2010,,
20817,MD,3.96,24562.0,04/20/2011,,
21769,MD,3.96,34999.0,06/16/2009,,
21758,MD,3.96,32772.39,07/26/2009,,
21075,MD,3.96,32760.0,09/16/2009,,
21769,MD,3.96,34999.0,06/16/2009,,
21154,MD,3.96,31499.0,03/29/2009,,
21144,MD,3.96,31499.0,02/12/2009,,
21620,MD,3.96,34091.64,01/01/2009,,
21154,MD,3.96,34091.64,01/01/2009,,
21797,MD,3.96,34091.64,01/01/2009,,
21108,MD,3.96,34091.64,01/01/2009,,
21784,MD,3.96,33800.0,01/01/2009,,
21620,MD,3.96,35930.0,11/01/2008,,
21797,MD,3.96,31499.0,10/01/2008,,
21108,MD,3.96,31499.0,10/01/2008,,
21234,MD,3.96,34804.44,01/01/2008,,
21234,MD,3.96,36730.0,01/01/2008,,
20855,MD,3.91,26075.0,03/03/2011,,
20878,MD,3.885,27462.0,12/29/2010,,
21076,MD,3.85,28913.0,05/19/2010,,
20814,MD,3.85,28798.0,11/20/2009,,
20733,MD,3.85,30000.0,10/22/2009,,
21090,MD,3.85,26873.0,10/14/2009,,
21146,MD,3.85,32263.0,09/15/2009,,
20904,MD,3.85,28875.0,09/10/2009,,
20854,MD,3.85,32840.0,06/27/2009,,
21727,MD,3.85,15048.0,08/27/2009,,
21013,MD,3.85,29199.0,04/10/2009,,
21013,MD,3.85,29199.0,04/10/2009,,
21784,MD,3.85,33144.65,01/01/2009,,
21074,MD,3.85,33144.65,01/01/2009,,
20715,MD,3.85,33144.65,01/01/2009,,
20715,MD,3.85,32999.0,09/01/2008,,
21784,MD,3.85,32999.0,07/01/2008,,
21074,MD,3.85,30999.0,07/01/2008,,
21052,MD,3.84,22065.0,04/21/2010,,
20817,MD,3.84,25475.0,03/11/2010,,
20905,MD,3.84,27550.0,12/15/2009,,
20912,MD,3.808,24752.0,12/22/2010,,
21043,MD,3.8,17751.5,05/06/2009,,
20895,MD,3.8,33200.0,06/30/2009,,
20815,MD,3.8,37940.0,06/08/2009,,
21029,MD,3.8,32530.0,05/15/2009,,
21054,MD,3.8,34060.0,05/04/2009,,
21208,MD,3.8,25515.0,11/29/2010,,
20895,MD,3.8,33200.0,06/30/2009,,
20815,MD,3.8,37940.0,06/08/2009,,
21029,MD,3.8,32530.0,05/15/2009,,
21043,MD,3.8,17751.5,05/06/2009,,
21054,MD,3.8,34060.0,05/04/2009,,
21090,MD,3.8,33320.0,04/01/2008,,
20657,MD,3.8,46900.0,03/07/2006,,
20763,MD,3.78,26271.0,08/02/2010,,
21113,MD,3.78,27943.02,10/01/2009,,
20878,MD,3.7,26845.0,11/10/2010,,
21842,MD,3.7,22200.0,07/08/2011,,
21842,MD,3.7,22200.0,07/08/2011,,
20769,MD,3.7,21275.0,05/04/2011,,
20781,MD,3.69,30600.0,09/29/2009,,
20815,MD,3.68,26312.0,08/19/2010,,
21401,MD,3.68,29461.0,02/19/2010,,
21122,MD,3.68,30000.0,01/06/2011,,
21228,MD,3.68,28520.0,05/03/2010,,
21227,MD,3.68,23734.0,07/26/2011,,
21737,MD,3.68,23535.0,05/06/2010,,
21842,MD,3.68,26000.0,04/15/2010,,
21797,MD,3.68,36250.0,04/15/2010,,
21133,MD,3.68,33620.0,03/24/2009,,
21742,MD,3.68,34960.0,03/12/2009,,
21757,MD,3.68,46330.0,02/25/2009,,
20854,MD,3.68,31681.12,01/01/2009,,
20878,MD,3.68,31681.12,01/01/2009,,
20878,MD,3.68,38952.0,07/01/2008,,
20854,MD,3.68,35880.0,05/01/2008,,
21060,MD,3.675,14700.0,11/04/2011,,
21042,MD,3.61,25200.0,12/04/2007,,
21702,MD,3.6,42916.0,11/12/2009,,
21782,MD,3.6,41900.0,09/18/2009,,
20842,MD,3.6,32400.0,07/14/2009,,
21237,MD,3.6,24660.0,03/15/2011,,
20895,MD,3.6,26185.0,12/07/2009,,
20852,MD,3.6,27565.0,07/15/2009,,
20707,MD,3.6,26640.0,01/29/2009,,
20910,MD,3.6,27000.0,09/17/2009,,
20707,MD,3.6,30992.4,01/01/2009,,
20878,MD,3.6,30992.4,01/01/2009,,
20866,MD,3.6,30992.4,01/01/2009,,
20850,MD,3.6,35600.0,01/01/2009,,
20707,MD,3.6,34000.0,09/01/2008,,
20866,MD,3.6,34222.75,09/01/2008,,
20878,MD,3.6,29835.0,07/01/2008,,
21044,MD,3.6,29810.0,02/01/2008,,
21797,MD,3.6,31640.4,01/01/2008,,
21797,MD,3.6,34130.0,11/05/2007,,
21403,MD,3.6,21100.0,09/11/2009,,
21050,MD,3.584,30854.66,01/01/2009,,
21050,MD,3.584,21314.99,11/01/2008,,
21218,MD,3.58,29999.0,10/02/2009,,
20779,MD,3.57,26000.0,02/15/2010,,
20779,MD,3.57,32980.0,11/01/2008,,
21666,MD,3.57,35200.0,09/29/2006,,
20874,MD,3.525,27527.0,03/25/2010,,
21228,MD,3.525,21672.0,02/08/2011,,
21757,MD,3.5,27135.0,07/08/2010,,
21771,MD,3.5,24971.0,05/17/2010,,
21018,MD,3.5,28965.0,09/30/2009,,
21057,MD,3.5,35127.0,08/04/2009,,
20735,MD,3.5,31752.0,06/15/2009,,
21647,MD,3.5,29400.0,05/21/2009,,
20854,MD,3.5,26275.0,11/09/2009,,
20735,MD,3.5,31752.0,06/15/2009,,
21154,MD,3.5,30131.5,01/01/2009,,
21740,MD,3.5,34925.0,06/01/2008,,
21154,MD,3.5,25555.0,05/01/2008,,
21042,MD,3.5,32320.0,03/01/2008,,
20815,MD,3.5,25499.0,02/01/2008,,
20878,MD,3.5,29890.0,01/01/2008,,
21042,MD,3.5,30761.5,01/01/2008,,
21403,MD,3.5,30033.0,10/06/2006,,
21043,MD,3.44,20000.0,07/27/2011,,
21912,MD,3.44,24768.0,10/26/2009,,
21043,MD,3.44,23257.0,10/22/2009,,
21227,MD,3.43,19310.0,12/20/2010,,
20657,MD,3.42,28120.0,08/31/2009,,
21778,MD,3.42,22100.0,06/29/2010,,
21046,MD,3.42,29290.0,07/23/2009,,
21409,MD,3.42,31160.0,06/02/2009,,
21671,MD,3.42,25137.0,08/26/2010,,
21409,MD,3.42,31160.0,06/02/2009,,
21122,MD,3.42,31960.0,02/01/2008,,
21663,MD,3.4,26430.0,07/08/2011,,
21601,MD,3.4,27550.0,02/23/2011,,
21028,MD,3.4,28900.0,08/27/2009,,
21061,MD,3.4,34000.0,08/15/2006,,
21048,MD,3.38,21397.0,12/15/2010,,
20769,MD,3.36,19320.0,07/18/2011,,
21227,MD,3.36,23000.0,05/19/2011,,
20815,MD,3.36,22002.0,03/17/2010,,
21849,MD,3.36,36960.0,08/25/2010,,
20781,MD,3.36,25704.0,11/15/2009,,
21117,MD,3.36,22062.0,09/03/2011,,
20901,MD,3.348,28822.93,01/01/2009,,
20901,MD,3.348,32921.35,07/01/2008,,
20860,MD,3.33,21992.0,12/02/2010,,
21093,MD,3.33,23099.0,09/30/2010,,
21228,MD,3.33,17850.0,07/18/2011,,
21234,MD,3.29,21844.0,06/23/2010,,
21666,MD,3.28,23370.0,12/30/2009,,
21044,MD,3.28,23566.0,12/24/2009,,
21009,MD,3.28,12861.2,04/26/2010,,
20715,MD,3.24,22300.0,01/21/2011,,
20776,MD,3.24,34736.0,11/23/2010,,
20851,MD,3.24,24000.0,02/15/2010,,
20880,MD,3.24,24000.0,12/15/2009,,
20877,MD,3.24,24000.0,02/15/2009,,
20735,MD,3.24,36215.0,05/16/2009,,
21108,MD,3.24,24300.0,07/27/2009,,
20735,MD,3.24,36215.0,05/16/2009,,
20882,MD,3.24,38262.0,01/01/2009,,
21224,MD,3.23,12867.75,05/05/2011,,
21212,MD,3.22,28980.0,01/01/2009,,
20910,MD,3.22,30480.0,03/21/2009,,
21286,MD,3.22,20707.0,04/05/2011,,
21234,MD,3.22,22588.0,11/22/2010,,
21029,MD,3.22,21413.0,08/06/2010,,
21863,MD,3.22,19320.0,02/19/2011,,
21157,MD,3.22,17300.0,10/17/2010,,
21231,MD,3.22,20520.0,01/13/2011,,
20814,MD,3.22,23603.0,04/26/2010,,
20817,MD,3.22,23000.0,04/20/2010,,
21117,MD,3.22,24000.0,08/04/2009,,
21212,MD,3.22,28980.0,01/01/2009,,
20851,MD,3.22,27720.98,01/01/2009,,
20851,MD,3.22,32200.0,07/01/2008,,
21207,MD,3.22,23181.0,07/07/2010,,
21207,MD,3.22,22020.0,09/11/2009,,
21093,MD,3.2,11773.92,12/01/2009,,
21122,MD,3.2,30000.0,03/24/2005,,
20879,MD,3.15,14507.9,12/17/2009,,
20850,MD,3.15,28350.0,10/28/2009,,
20607,MD,3.15,25800.0,09/23/2009,,
20833,MD,3.15,28492.0,09/14/2009,,
21075,MD,3.15,24412.0,05/05/2010,,
21811,MD,3.15,21900.0,03/05/2010,,
21136,MD,3.15,21849.0,11/23/2011,,
21076,MD,3.15,22099.0,07/28/2010,,
21122,MD,3.15,29849.0,10/20/2009,,
21158,MD,3.15,26794.0,09/15/2009,,
21084,MD,3.15,26459.0,08/19/2009,,
21904,MD,3.15,25649.0,07/29/2009,,
21136,MD,3.15,24205.0,04/03/2009,,
21136,MD,3.15,24205.0,04/03/2009,,
21921,MD,3.15,27118.35,01/01/2009,,
20815,MD,3.15,27118.35,01/01/2009,,
20815,MD,3.15,29925.0,09/01/2008,,
21236,MD,3.15,21999.0,06/01/2008,,
21029,MD,3.15,28500.0,06/01/2008,,
20878,MD,3.15,37925.0,06/01/2008,,
21093,MD,3.15,22999.0,04/01/2008,,
21229,MD,3.15,25956.0,03/01/2008,,
21029,MD,3.15,27685.35,01/01/2008,,
20770,MD,3.15,27685.35,01/01/2008,,
21093,MD,3.15,27685.35,01/01/2008,,
20901,MD,3.15,26105.0,10/04/2007,,
20646,MD,3.15,20000.0,04/06/2011,,
21228,MD,3.15,19947.0,10/26/2010,,
20602,MD,3.145,23640.0,11/10/2010,,
20910,MD,3.14,19882.0,01/15/2011,,
21085,MD,3.14,20000.0,12/29/2010,,
21131,MD,3.12,22699.0,09/29/2010,,
21043,MD,3.06,27365.0,04/27/2009,,
21915,MD,3.06,30200.0,01/15/2007,,
20901,MD,3.055,19735.0,04/22/2011,,
20815,MD,3.04,22865.0,07/30/2009,,
21784,MD,3.04,22290.0,09/29/2009,,
21104,MD,3.04,26850.0,07/09/2009,,
21046,MD,3.04,26780.0,05/03/2009,,
20815,MD,3.04,30192.0,05/03/2009,,
20815,MD,3.04,30192.0,05/03/2009,,
21037,MD,3.04,26171.36,01/01/2009,,
21104,MD,3.04,26171.36,01/01/2009,,
21104,MD,3.04,30610.0,09/01/2008,,
21037,MD,3.04,25740.0,07/01/2008,,
20872,MD,3.0,15250.0,05/12/2011,,
20684,MD,3.0,20000.0,06/01/2008,,
21001,MD,3.0,21452.2,01/01/2008,,
21797,MD,3.0,27437.0,12/16/2006,,
21403,MD,3.0,28500.0,08/13/2006,,
21043,MD,2.99,17043.0,09/07/2011,,
21221,MD,2.975,22312.0,09/01/2010,,
21774,MD,2.96,21356.0,04/04/2011,,
21075,MD,2.96,18204.0,11/05/2010,,
21061,MD,2.96,47895.0,07/23/2010,,
20850,MD,2.94,20580.0,11/20/2009,,
21044,MD,2.94,20060.0,08/27/2009,,
21053,MD,2.94,24449.0,02/18/2010,,
21042,MD,2.94,25499.0,03/14/2009,,
21042,MD,2.94,25499.0,03/14/2009,,
21133,MD,2.94,25499.0,03/13/2009,,
21784,MD,2.94,25499.0,02/25/2009,,
20906,MD,2.94,27636.0,04/01/2008,,
21204,MD,2.93,19497.0,02/07/2011,,
21037,MD,2.9,25488.1,01/01/2008,,
20636,MD,2.9,17226.0,06/08/2007,,
21228,MD,2.9,27607.0,10/16/2006,,
21132,MD,2.88,20699.0,04/29/2010,,
21136,MD,2.88,24499.0,04/20/2009,,
21218,MD,2.88,22608.0,10/30/2010,,
21136,MD,2.88,24499.0,04/20/2009,,
21163,MD,2.88,23999.0,01/01/2009,,
20721,MD,2.88,28800.0,05/13/2006,,
21152,MD,2.88,29000.0,10/05/2005,,
21146,MD,2.88,26500.0,08/18/2005,,
20815,MD,2.88,27000.0,06/27/2005,,
21666,MD,2.87,18760.0,10/25/2010,,
20815,MD,2.856,18900.0,06/27/2011,,
20814,MD,2.85,25935.0,06/01/2007,,
21620,MD,2.8,12502.0,05/14/2010,,
20895,MD,2.8,23212.0,12/07/2009,,
20850,MD,2.8,20524.0,11/17/2009,,
21723,MD,2.8,22464.0,10/12/2009,,
20877,MD,2.8,22750.0,09/18/2009,,
20772,MD,2.8,23520.0,07/02/2009,,
20707,MD,2.8,18999.0,05/15/2009,,
21601,MD,2.8,25500.0,12/23/2009,,
21163,MD,2.8,24105.2,01/01/2009,,
21163,MD,2.8,16883.2,09/01/2008,,
20636,MD,2.8,29892.0,06/01/2008,,
20814,MD,2.8,24609.2,01/01/2008,,
20814,MD,2.8,30003.0,08/25/2006,,
20743,MD,2.775,18315.0,07/26/2011,,
20743,MD,2.775,18315.0,07/26/2011,,
20743,MD,2.775,18315.0,07/26/2011,,
20850,MD,2.76,24599.0,02/18/2010,,
20882,MD,2.76,15500.0,10/14/2009,,
20815,MD,2.76,24840.0,01/01/2009,,
20815,MD,2.76,21878.15,01/01/2009,,
21850,MD,2.76,19320.0,05/01/2010,,
21207,MD,2.76,13800.0,07/27/2011,,
20814,MD,2.76,19545.0,03/11/2010,,
21042,MD,2.76,17350.0,02/27/2010,,
21869,MD,2.76,26800.0,07/17/2009,,
20877,MD,2.76,23760.84,01/01/2009,,
20815,MD,2.76,21878.15,01/01/2009,,
20815,MD,2.76,24840.0,01/01/2009,,
20833,MD,2.76,23760.84,01/01/2009,,
20877,MD,2.76,27600.0,07/01/2008,,
20833,MD,2.76,33910.0,07/01/2008,,
21209,MD,2.73,15000.0,03/01/2009,,
21915,MD,2.72,25950.0,02/08/2006,,
20816,MD,2.7,31050.0,07/13/2009,,
20878,MD,2.7,24550.0,05/11/2009,,
20901,MD,2.7,19905.0,12/16/2010,,
20910,MD,2.7,18506.0,11/08/2010,,
21146,MD,2.7,17159.8,08/27/2010,,
21114,MD,2.7,23900.0,01/01/2009,,
20765,MD,2.7,23244.3,01/01/2009,,
20814,MD,2.7,23244.3,01/01/2009,,
20814,MD,2.7,27000.0,08/01/2008,,
20765,MD,2.7,27000.0,07/01/2008,,
20854,MD,2.7,24000.0,11/26/2007,,
20607,MD,2.7,18443.0,04/30/2006,,
20816,MD,2.66,20190.0,01/18/2010,,
20833,MD,2.625,29000.0,01/01/2008,,
21218,MD,2.59,14590.0,09/01/2010,,
21701,MD,2.585,16156.25,04/11/2011,,
20833,MD,2.58,27020.0,09/24/2009,,
20816,MD,2.58,22211.22,01/01/2009,,
20816,MD,2.58,25542.0,06/01/2008,,
21132,MD,2.56,20496.0,03/02/2010,,
21617,MD,2.56,29169.0,06/07/2007,,
21403,MD,2.56,26200.0,07/21/2006,,
21231,MD,2.53,16306.5,04/16/2010,,
20901,MD,2.52,19656.0,08/30/2010,,
21042,MD,2.52,17700.0,12/14/2009,,
