Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=MD
21113,MD,16.75,51756.01635,08/25/2014,,
20774,MD,13.475,45542.50244,01/06/2014,,
21076,MD,13.25,57081.81622,03/07/2014,,
20759,MD,11.25,37709.7321,08/21/2014,,
20603,MD,6,21283.57399,09/25/2014,,
21791,MD,49.5,116525.9235,10/10/2014,,
21794,MD,2.6,15180.83415,01/29/2014,,
20769,MD,4,29911.93305,10/03/2014,,
21222,MD,3.445,15424.16141,05/22/2014,,
21740,MD,9.8,37037.39698,09/30/2014,,
21703,MD,9.69,36092.99525,06/30/2014,,
20646,MD,8.925,28219.52739,07/18/2014,,
21401,MD,99.5,262164.9963,02/03/2014,,
21793,MD,7.25,27469.12518,10/23/2014,,
21787,MD,2,17465.23039,02/13/2014,,
21136,MD,3.85,16725.7559,10/06/2014,,
20866,MD,8.67,33840.47223,08/06/2014,,
21409,MD,8.75,30855.20713,04/23/2014,,
20754,MD,17.85,49155.54096,01/17/2014,,
21043,MD,6.25,19244.36631,06/09/2014,,
21108,MD,11.515,43356.34989,10/30/2014,,
20832,MD,6.62,24281.424,06/13/2014,,
20607,MD,2,17654.03569,03/11/2014,,
21777,MD,3,25746.23067,06/09/2014,,
21144,MD,10.8,40252.869,04/24/2014,,
21787,MD,3,27087.81276,05/09/2014,,
20906,MD,4,33219.55069,07/01/2014,,
21144,MD,10.2,33952.86094,07/07/2014,,
21773,MD,2,18728.91238,05/29/2014,,
20872,MD,2,17307.43551,04/24/2014,,
21032,MD,9,30456.77263,04/14/2014,,
21713,MD,7.52,34191.47196,04/10/2014,,
20852,MD,6,33879.78414,02/05/2014,,
21822,MD,31.2,112439.3782,01/08/2014,,
20639,MD,10.71,32689.27112,05/16/2014,,
21122,MD,8.5,31283.34235,02/24/2014,,
21207,MD,4.48,20539.6686,01/23/2014,,
20653,MD,9.18,32084.46244,04/25/2014,,
21561,MD,8.64,29830.66127,04/01/2014,,
21157,MD,39,88962.5826,05/02/2014,,
21122,MD,4.68,18945.68101,01/07/2014,,
21704,MD,8.745,34426.30897,06/20/2014,,
21218,MD,2.43,12092.83661,04/24/2014,,
21788,MD,3.975,27096.06777,06/11/2014,,
21771,MD,6,47020.29069,07/10/2014,,
21046,MD,13.734,62401.43349,04/01/2014,,
20744,MD,4,36720.13249,09/11/2014,,
21158,MD,2,17601.51822,06/11/2014,,
21769,MD,3,27147.38408,07/14/2014,,
20832,MD,13.58,147984.4908,03/21/2014,,
21146,MD,5.4,21441.13432,06/25/2014,,
21228,MD,3.24,15478.03199,04/14/2014,,
21704,MD,10,33274.13014,06/05/2014,,
21117,MD,8.525,34084.64771,10/21/2014,,
21054,MD,12.375,29499.7512,06/25/2014,,
20854,MD,19.62,78249.61686,10/10/2014,,
20882,MD,10.2,33287.11857,07/14/2014,,
21778,MD,9,30355.86485,07/02/2014,,
20777,MD,10.71,37351.55727,05/29/2014,,
21012,MD,4,32845.16422,08/08/2014,,
20906,MD,2,14600.27779,04/14/2014,,
21777,MD,2,16102.69247,06/17/2014,,
21222,MD,8.085,37674.07968,10/02/2014,,
21122,MD,4.905,21631.66982,09/03/2014,,
20711,MD,3,27382.23991,03/28/2014,,
21156,MD,16.35,65348.43072,01/31/2014,,
21146,MD,4.68,27271.43938,08/08/2014,,
21144,MD,2,15180.83415,01/16/2014,,
21208,MD,15.75,52047.39539,03/10/2014,,
21863,MD,9,28070.15995,04/11/2014,,
20886,MD,10.1,40158.36659,01/29/2014,,
21678,MD,99.63,343482.3893,06/05/2014,,
21157,MD,2,26476.16931,09/09/2014,,
21009,MD,5.88,24990.19343,08/22/2014,,
21045,MD,9.9,30234.60978,09/20/2014,,
21874,MD,31.5,98490.21259,04/11/2014,,
21156,MD,13.08,38852.81486,01/06/2014,,
20910,MD,11.18,37217.00883,05/07/2014,,
20904,MD,10.29,38625.27915,10/16/2014,,
21771,MD,14.58,46837.10184,10/28/2014,,
20720,MD,3,23989.77048,09/19/2014,,
21222,MD,3.24,14978.74064,04/15/2014,,
21921,MD,15.12,47011.83453,09/25/2014,,
21044,MD,11.44,43126.79004,04/10/2014,,
20777,MD,18,56721.10971,05/30/2014,,
20905,MD,6.09,29475.4122,02/24/2014,,
21787,MD,1,9992.171618,06/16/2014,,
21863,MD,8.21,30788.61639,05/07/2014,,
21784,MD,18,57687.16975,01/15/2014,,
21090,MD,8.1,27465.5596,06/05/2014,,
20833,MD,7.29,27618.68485,10/03/2014,,
21921,MD,12,37770.67962,03/06/2014,,
20685,MD,6.5,26196.19672,05/22/2014,,
20724,MD,2,17005.56365,06/24/2014,,
21146,MD,5.4,24344.3106,07/01/2014,,
20744,MD,5.39,23485.85277,10/06/2014,,
21074,MD,10.4,38813.52787,06/23/2014,,
20777,MD,8.96,30356.8942,08/21/2014,,
20639,MD,5.5,19494.14981,05/02/2014,,
21226,MD,2.16,13931.50063,05/08/2014,,
21758,MD,9.75,34835.78023,08/11/2014,,
20770,MD,9.69,30815.73119,08/18/2014,,
20646,MD,8.75,26853.10737,09/01/2014,,
21043,MD,7,42349.73017,02/07/2014,,
20902,MD,6.5,34950.39482,04/23/2014,,
20905,MD,2,18154.97309,03/18/2014,,
20814,MD,6.9,31863.70433,06/25/2014,,
21043,MD,9.2,39835.58995,06/23/2014,,
20706,MD,10.2,33317.74433,09/09/2014,,
21076,MD,2,16042.12298,05/21/2014,,
21012,MD,6.213,33766.22336,01/29/2014,,
21704,MD,10.36,34764.01656,06/20/2014,,
20901,MD,5.565,20519.26987,08/29/2014,,
21797,MD,10.5,36047.75788,05/22/2014,,
21047,MD,6.76,25873.82209,10/27/2014,,
21206,MD,6,18630.84995,07/17/2014,,
21044,MD,16.065,49257.8058,05/15/2014,,
21144,MD,13.5,38236.74769,08/01/2014,,
20688,MD,4.16,21812.04211,04/11/2014,,
21136,MD,6.6,36947.88662,09/05/2014,,
20817,MD,8.829,48796.74266,04/24/2014,,
20814,MD,5,19386.09315,02/25/2014,,
21157,MD,17.01,76623.25347,05/05/2014,,
21014,MD,3.75,12415.7202,06/20/2014,,
21214,MD,3,26749.92594,07/11/2014,,
21921,MD,4.68,21369.66997,04/09/2014,,
21787,MD,2,14238.58428,02/10/2014,,
21769,MD,12,38255.34523,07/31/2014,,
21794,MD,2,17226.76566,09/16/2014,,
21030,MD,8.1,25055.93829,09/19/2014,,
21122,MD,13.5,39306.73392,05/08/2014,,
21102,MD,10.71,28742.77048,09/30/2014,,
20735,MD,2,16530.57398,09/05/2014,,
20720,MD,2,11943.69608,08/06/2014,,
21071,MD,12,38672.36693,03/10/2014,,
21635,MD,16.2,53987.73174,07/07/2014,,
21076,MD,2,17226.76566,09/03/2014,,
21136,MD,6.12,26900.33814,03/31/2014,,
21044,MD,5.145,20348.68803,09/22/2014,,
21074,MD,2,13980.15793,04/28/2014,,
21131,MD,11,65806.25271,10/03/2014,,
21122,MD,2,29681.08007,08/26/2014,,
21113,MD,3,24050.19124,10/01/2014,,
21029,MD,7.83,28093.66711,05/08/2014,,
21074,MD,2,13380.38722,01/10/2014,,
20782,MD,4,12688.09323,09/16/2014,,
20613,MD,2,19593.19133,04/10/2014,,
21797,MD,3,24411.79336,01/02/2014,,
20707,MD,19.5,88554.86585,01/09/2014,,
21754,MD,2,17737.38399,08/22/2014,,
20901,MD,9.9,29361.5862,08/14/2014,,
21043,MD,6.25,19244.36631,06/09/2014,,
20874,MD,4.08,13923.83345,09/26/2014,,
21157,MD,2,14904.67996,07/01/2014,,
21784,MD,2,14898.86424,06/24/2014,,
21036,MD,13.005,45466.13824,10/01/2014,,
21619,MD,6.44,21989.33979,08/06/2014,,
21222,MD,3.71,19109.91373,08/19/2014,,
21224,MD,7.595,21892.35813,05/06/2014,,
21704,MD,7.5,24946.6823,03/29/2014,,
20906,MD,2.12,15650.28611,03/03/2014,,
21234,MD,3.5,13869.01567,04/29/2014,,
21078,MD,8.58,32075.86492,07/14/2014,,
21917,MD,7.75,23911.06297,04/25/2014,,
20879,MD,5.3,20573.0165,08/28/2014,,
20855,MD,8.75,29983.96429,06/18/2014,,
21061,MD,7.95,31341.51691,04/29/2014,,
20639,MD,12,39804.28752,05/16/2014,,
20705,MD,8.84,38111.73218,02/11/2014,,
21777,MD,8.32,32951.23223,04/17/2014,,
21921,MD,7.425,20214.43371,02/26/2014,,
21863,MD,12.6,43675.25448,05/01/2014,,
21158,MD,2,13501.83681,04/18/2014,,
21012,MD,2.2,12939.00409,08/01/2014,,
20723,MD,9.81,35809.17595,04/26/2014,,
21113,MD,3,24386.38834,04/29/2014,,
21090,MD,10,29853.21564,05/28/2014,,
21045,MD,3,27245.54907,01/09/2014,,
21082,MD,12.96,43172.89004,10/07/2014,,
21157,MD,13,46890.12315,07/07/2014,,
21771,MD,13.5,38620.10996,05/24/2014,,
21146,MD,16,66365.80684,04/11/2014,,
21678,MD,99.63,343482.3893,06/05/2014,,
21120,MD,13.75,43287.16267,05/21/2014,,
20686,MD,12.32,43879.96656,09/12/2014,,
21161,MD,3,23604.9376,05/29/2014,,
20769,MD,14.85,53574.26622,10/02/2014,,
21075,MD,17,56052.89287,02/26/2014,,
21029,MD,7,23698.28364,08/08/2014,,
21701,MD,3,26233.49346,01/03/2014,,
20876,MD,5.5,20166.03198,07/15/2014,,
21830,MD,7,23486.66532,04/21/2014,,
21209,MD,5.145,21491.43693,09/30/2014,,
20723,MD,4.59,17118.35867,09/22/2014,,
21136,MD,2,16018.55637,07/30/2014,,
20878,MD,4.32,16581.29652,09/09/2014,,
20715,MD,5.25,17862.2892,09/18/2014,,
21601,MD,7.95,27990.98896,07/03/2014,,
21043,MD,6.48,27177.42701,04/16/2014,,
21402,MD,7.28,29839.83878,03/11/2014,,
20833,MD,10.46,39016.07386,08/30/2014,,
21015,MD,9.62,35831.7685,06/16/2014,,
20874,MD,17.34,52740.68096,05/23/2014,,
21013,MD,2,18701.39877,07/28/2014,,
21074,MD,3.6,14329.54351,05/21/2014,,
21842,MD,4.5,16984.70524,06/10/2014,,
21053,MD,16.82,57197.03182,03/27/2014,,
20707,MD,6.12,12581.48945,08/28/2014,,
20747,MD,1,13231.1847,06/05/2014,,
21874,MD,70,219110.0395,01/20/2014,,
21161,MD,10,36521.60064,02/19/2014,,
20636,MD,8.58,32670.36409,05/06/2014,,
20712,MD,2.28,7369.686133,09/30/2014,,
21756,MD,5.25,24230.86003,05/23/2014,,
21122,MD,12,39943.30836,04/17/2014,,
21742,MD,12.24,41120.86531,06/16/2014,,
21029,MD,9.9,30046.04289,06/10/2014,,
21784,MD,2,18701.39877,07/28/2014,,
20646,MD,7.848,35774.94504,03/26/2014,,
21075,MD,4.5,14780.3239,08/28/2014,,
21704,MD,8.5,28059.52766,06/10/2014,,
20747,MD,2,13108.24982,02/17/2014,,
21133,MD,2,12144.66732,01/31/2014,,
21617,MD,3,25799.37884,08/27/2014,,
21076,MD,2.6,15478.03199,04/04/2014,,
20912,MD,6.25,19629.70606,10/22/2014,,
20777,MD,11.18,43387.42013,04/11/2014,,
21035,MD,6,49549.95045,09/16/2014,,
20851,MD,1,10009.73104,03/12/2014,,
21050,MD,8.64,36043.33237,06/23/2014,,
20773,MD,8.1,34828.75158,05/15/2014,,
21658,MD,8,29797.72848,06/30/2014,,
21754,MD,4,25030.09193,06/13/2014,,
21244,MD,7,27514.75586,01/28/2014,,
20779,MD,4.86,18040.27557,09/16/2014,,
20715,MD,8.25,31310.47043,01/02/2014,,
21158,MD,4.24,16991.79646,03/20/2014,,
21773,MD,6.36,28442.15364,05/06/2014,,
21093,MD,2.943,14926.60782,05/19/2014,,
21532,MD,3.85,14766.22537,09/09/2014,,
21236,MD,6.24,25364.00081,04/21/2014,,
21226,MD,5.5,19032.17041,02/14/2014,,
21015,MD,16.065,49369.25781,05/02/2014,,
20622,MD,49.56,132892.0101,01/02/2014,,
21053,MD,27,105182.8298,05/23/2014,,
20637,MD,6.36,27917.80418,10/15/2014,,
21157,MD,3,21039.37061,03/24/2014,,
20841,MD,4,33264.18889,08/26/2014,,
21620,MD,19,67565.84456,01/17/2014,,
20747,MD,2,17037.23016,05/05/2014,,
21601,MD,8.415,27314.58444,06/11/2014,,
21060,MD,12.24,43760.61942,09/24/2014,,
20832,MD,11.31,42942.6264,02/21/2014,,
20723,MD,8.8,23963.59149,06/26/2014,,
21640,MD,11.66,35714.31059,04/25/2014,,
21788,MD,8.48,36804.62304,07/18/2014,,
21030,MD,4.9,20125.03964,03/10/2014,,
21771,MD,2,17005.56365,06/04/2014,,
21061,MD,8.575,33629.98633,10/24/2014,,
21122,MD,4.6,20969.79223,01/14/2014,,
21703,MD,2.8,18447.0902,09/22/2014,,
21113,MD,12.985,35496.42385,03/24/2014,,
20707,MD,1,16029.99666,03/24/2014,,
21742,MD,2,18856.28544,03/04/2014,,
21108,MD,12.25,51260.61663,01/07/2014,,
20878,MD,9.84,41263.47934,08/14/2014,,
21722,MD,9.75,34777.58657,07/22/2014,,
20841,MD,12,38752.16789,07/23/2014,,
20613,MD,2,17096.73456,04/17/2014,,
21044,MD,10.07,32986.7275,03/18/2014,,
21122,MD,8.68,33994.74497,08/14/2014,,
21032,MD,2,14904.67996,07/30/2014,,
21161,MD,19.5,46933.38733,04/09/2014,,
21037,MD,2,16543.01438,08/01/2014,,
21620,MD,4.95,21134.39006,09/05/2014,,
21047,MD,4,27811.21325,06/27/2014,,
21921,MD,15.96,51683.83205,10/01/2014,,
20601,MD,2,17327.40409,01/27/2014,,
20906,MD,9.2,36381.11879,05/15/2014,,
21162,MD,5.4,22844.92517,06/02/2014,,
20776,MD,1,11446.04208,08/07/2014,,
21703,MD,7.35,23027.03685,09/12/2014,,
21865,MD,15.9,50000.23303,07/25/2014,,
21076,MD,7.56,31537.91583,06/12/2014,,
21085,MD,6.325,25695.57453,06/03/2014,,
21228,MD,5.94,19525.13075,07/07/2014,,
21903,MD,2,13481.30823,10/07/2014,,
21228,MD,1.1,2781.121325,06/26/2014,,
21797,MD,8,29846.4765,02/14/2014,,
20816,MD,9.69,40482.22439,01/10/2014,,
21863,MD,24.5,80741.79654,01/31/2014,,
21214,MD,5.9,23874.67627,03/10/2014,,
20711,MD,9.6,35137.78827,09/11/2014,,
20794,MD,7.02,25422.41578,07/24/2014,,
21093,MD,2,16098.15185,04/21/2014,,
21133,MD,5.5,18723.02878,01/17/2014,,
21047,MD,12.24,35831.08824,08/01/2014,,
20677,MD,12.25,51260.61663,01/28/2014,,
21113,MD,5.46,21839.35252,02/24/2014,,
20850,MD,4.16,20191.34238,04/28/2014,,
21034,MD,10.8,21701.58633,06/30/2014,,
21108,MD,8.1,25921.14625,07/21/2014,,
21756,MD,9.54,43498.26281,04/03/2014,,
21237,MD,5.94,25369.78603,06/18/2014,,
21742,MD,6.05,24081.59395,05/23/2014,,
21076,MD,9.945,31287.61491,06/02/2014,,
20866,MD,10.26,37720.76404,07/14/2014,,
21787,MD,2,14250.93004,05/15/2014,,
21076,MD,2,12912.34901,06/02/2014,,
21212,MD,2.08,12021.49562,03/31/2014,,
21146,MD,4.5,17916.95019,09/04/2014,,
20707,MD,10.6,36570.09597,04/07/2014,,
20905,MD,8.25,32838.5372,05/28/2014,,
21219,MD,5.72,22104.62685,04/21/2014,,
21084,MD,2,19683.54959,02/11/2014,,
20707,MD,14.4,54650.49318,07/18/2014,,
21901,MD,12.75,44714.03987,07/03/2014,,
20747,MD,3,25595.15198,05/12/2014,,
21012,MD,2,17239.72998,08/18/2014,,
21043,MD,2,17270.15308,10/02/2014,,
